study_id,citation_key,title,year,modality,integration_mechanisms,validation_maturity_max,validation_types,application_domains,substantive_tradeoff_member,eligible_report_count,companion_eligible_report_count,eligible_report_ids,cited_in_main,prose_use_count,table_use_count,total_use_count,primary_narrative_home,all_main_locations,pending_human_row_count,canonical_integration_mechanisms,canonical_validation_types,canonical_enabling_technologies,canonical_application_domains,qa_status
STC-SINGLETON-SCR-00036,OISAC_SCR00036,Millimeter-Wave Integrated Sensing and Communication System Based on a Photonics-Assisted Phased Array,2026,photonic_THz,shared_waveform; shared_hardware; shared_resource_allocation,4,laboratory_experiment,vehicular; industrial,yes,1,0,RPT-SCR-00036-01,yes,7,0,7,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:462 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Rate, Resolution, Accuracy, and Range | prose",01_INTRODUCTION.tex:22:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:65:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:77:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:100:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:303:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:373:prose; 05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:462:prose,0,shared_waveform|shared_hardware|shared_resource_allocation,laboratory_experiment,OFDM|photonic_integration|OPA|FMCW,vehicular|industrial,PASS
STC-SINGLETON-SCR-00038,OISAC_SCR00038,Native and Reconfigurable Distributed Acoustic Sensing Integrated with Single-carrier 64QAM Transmission Signal,2025,fiber,shared_waveform; shared_link_or_channel; shared_resource_allocation,4,laboratory_experiment,6G_access; environment_monitoring; optical_access_network,no,1,0,RPT-SCR-00038-01,yes,3,0,3,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:124 | OPTICAL PLATFORMS AND INTEGRATION ARCHITECTURES > Physical Platform Families > Fiber O-ISAC | prose,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:124:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:137:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:370:prose,0,shared_waveform|shared_link_or_channel|shared_resource_allocation,laboratory_experiment,coherent_optics,6G_access|environment_monitoring|optical_access_network,PASS
STC-SINGLETON-SCR-00052,OISAC_SCR00052,Cc-Otdr Sequence Shaping Enabling Joint Co-Directional Sensing and Communication,2025,fiber,shared_link_or_channel; shared_resource_allocation,4,laboratory_experiment,environment_monitoring,yes,1,0,RPT-SCR-00052-01,yes,2,0,2,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:363 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Power, Energy, and Dynamic Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:363:prose; 05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:385:prose,0,shared_link_or_channel|shared_resource_allocation,laboratory_experiment,coherent_optics|fiber_DAS,environment_monitoring,PASS
STC-SINGLETON-SCR-00056,OISAC_SCR00056,Joint break-point localization sensing based on OFDR and non-disruptive communication fiber ISAC system,2025,fiber,shared_waveform; shared_hardware; shared_link_or_channel; shared_resource_allocation,4,analytical; simulation; laboratory_experiment; mixed,indoor_positioning; security; environment_monitoring,yes,1,0,RPT-SCR-00056-01,yes,3,0,3,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:139 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > Metrics Across Functions > Sensing Metrics | prose,02_FOUNDATIONS_AND_COMPARISON_FRAMEWORK.tex:269:prose; 05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:139:prose; 05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:394:prose,0,shared_waveform|shared_hardware|shared_link_or_channel|shared_resource_allocation,analytical|simulation|laboratory_experiment|mixed,fiber_DAS,security|environment_monitoring,PASS
STC-SINGLETON-SCR-00057,OISAC_SCR00057,Pre-Compensation of LFM Sensing Probe via Integrated Sensing and Communication over Fiber System,2025,fiber,shared_link_or_channel; shared_resource_allocation,4,laboratory_experiment,environment_monitoring,yes,1,0,RPT-SCR-00057-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:328 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Power, Energy, and Dynamic Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:328:prose,0,shared_link_or_channel|shared_resource_allocation,laboratory_experiment,coherent_optics|FMCW,environment_monitoring,PASS
STC-SINGLETON-SCR-00086,OISAC_SCR00086,Photonic THz Sensing-assisted Multipath Channel Estimation for ISAC,2025,photonic_THz,shared_waveform; shared_hardware; shared_resource_allocation,4,laboratory_experiment,other,yes,1,0,RPT-SCR-00086-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:264 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Bandwidth, Spectrum, and Resource Allocation | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:264:prose,0,shared_waveform|shared_hardware|shared_resource_allocation,laboratory_experiment,photonic_THz_generation|FMCW,other,PASS
STC-SINGLETON-SCR-00091,OISAC_SCR00091,Communication and Sensing via Hermite-Gaussian Time-Domain Mode-Division-Multiple-Access,2025,hybrid_optical,shared_waveform; shared_hardware; shared_resource_allocation; joint_design_or_optimization,2,numerical_analysis; simulation,aerospace,no,1,0,RPT-SCR-00091-01,yes,1,0,1,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:224 | OPTICAL PLATFORMS AND INTEGRATION ARCHITECTURES > Physical Platform Families > Hybrid Optical Systems | prose,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:224:prose,0,shared_waveform|shared_hardware|shared_resource_allocation|joint_design_or_optimization,numerical_analysis|simulation,coherent_optics,aerospace,PASS
STC-SINGLETON-SCR-00110,OISAC_SCR00110,Integrated Optical Camera Communication and Scene Sensing Based on Generative Adversarial Networks,2026,VLC_LiFi,shared_waveform; shared_hardware; shared_optical_carrier; joint_design_or_optimization; shared_application_scenario,4,dataset_based; laboratory_experiment; mixed,smart_infrastructure,yes,1,0,RPT-SCR-00110-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:442 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Rate, Resolution, Accuracy, and Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:442:prose,0,shared_waveform|shared_hardware|shared_optical_carrier|joint_design_or_optimization|shared_application_scenario,dataset_based|laboratory_experiment|mixed,ML_AI,smart_infrastructure,PASS
STC-SINGLETON-SCR-00123,OISAC_SCR00123,Glass fiber-based integrated sensing and communication system for vehicular applications,2026,fiber,shared_link_or_channel; shared_application_scenario,5,laboratory_experiment; prototype_testbed,vehicular; industrial; smart_infrastructure,no,1,0,RPT-SCR-00123-01,yes,1,1,2,"07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:197 | ENABLING TECHNOLOGIES, APPLICATION REQUIREMENTS, AND 6G NETWORK EVIDENCE > Applications as Operating Requirements | prose",07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:197:prose; 07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:227:table,0,shared_link_or_channel|shared_application_scenario,laboratory_experiment|prototype_testbed,ML_AI|fiber_DAS,vehicular|industrial|smart_infrastructure,PASS
STC-SINGLETON-SCR-00151,OISAC_SCR00151,Integrated Communication and Enhanced Forward Phase-Based Sensing Based on Frequency-Domain Pilot Tones in DSCM Systems Using 100 kHz ECLs,2025,fiber,shared_waveform; shared_hardware; shared_link_or_channel; shared_resource_allocation; joint_design_or_optimization,4,simulation; laboratory_experiment; mixed,datacenter; optical_access_network,yes,1,0,RPT-SCR-00151-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:264 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Bandwidth, Spectrum, and Resource Allocation | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:264:prose,0,shared_waveform|shared_hardware|shared_link_or_channel|shared_resource_allocation|joint_design_or_optimization,simulation|laboratory_experiment|mixed,coherent_optics,datacenter|optical_access_network,PASS
STC-SINGLETON-SCR-00160,OISAC_SCR00160,Photonic Generation of Joint Amplitude-Frequency Modulated Waveform for THz Integrated Sensing and Communication,2025,photonic_THz,shared_waveform; shared_hardware; shared_optical_carrier; joint_design_or_optimization,5,laboratory_experiment; prototype_testbed,6G_access; vehicular,yes,1,0,RPT-SCR-00160-01,yes,2,0,2,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:403 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Communication Reliability and Sensing Quality | prose,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:321:prose; 05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:403:prose,0,shared_waveform|shared_hardware|shared_optical_carrier|joint_design_or_optimization,laboratory_experiment|prototype_testbed,photonic_integration|photonic_THz_generation,6G_access|vehicular,PASS
STC-SINGLETON-SCR-00177,OISAC_SCR00177,Integrated photonic ultrawideband real-time spectrum sensing for 6G wireless networks,2026,photonic_THz,shared_resource_allocation; joint_design_or_optimization; shared_application_scenario,5,simulation; laboratory_experiment; prototype_testbed; mixed,6G_access; vehicular; smart_infrastructure,yes,1,0,RPT-SCR-00177-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:278 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Bandwidth, Spectrum, and Resource Allocation | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:278:prose,0,shared_resource_allocation|joint_design_or_optimization|shared_application_scenario,simulation|laboratory_experiment|prototype_testbed|mixed,photonic_integration|photonic_THz_generation|FMCW,6G_access|vehicular|smart_infrastructure,PASS
STC-SINGLETON-SCR-00185,OISAC_SCR00185,Integrated Terahertz FMCW Radar and FSK Communication Enabled by High-Speed Wavelength Tunable Lasers,2025,photonic_THz,shared_hardware; shared_resource_allocation,5,laboratory_experiment; prototype_testbed,6G_access; vehicular,no,1,0,RPT-SCR-00185-01,yes,1,0,1,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:79 | OPTICAL PLATFORMS AND INTEGRATION ARCHITECTURES > Physical Platform Families > Photonics Assisted Terahertz Systems | prose,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:79:prose,0,shared_hardware|shared_resource_allocation,laboratory_experiment|prototype_testbed,photonic_integration|photonic_THz_generation|FMCW,6G_access|vehicular,PASS
STC-SINGLETON-SCR-00189,OISAC_SCR00189,Sensing µm-scale vibrations in the Hz range within a THz communication system,2026,photonic_THz,shared_waveform; shared_hardware; shared_optical_carrier; shared_link_or_channel; joint_design_or_optimization,5,analytical; dataset_based; laboratory_experiment; prototype_testbed; mixed,6G_access; industrial; smart_infrastructure,yes,1,0,RPT-SCR-00189-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:272 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Bandwidth, Spectrum, and Resource Allocation | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:272:prose,0,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|joint_design_or_optimization,analytical|dataset_based|laboratory_experiment|prototype_testbed|mixed,coherent_optics|photonic_THz_generation,6G_access|industrial|smart_infrastructure,PASS
STC-SINGLETON-SCR-00196,OISAC_SCR00196,Adaptive visible light integrated sensing and communication for cable-free virtual reality,2025,VLC_LiFi,shared_waveform; shared_hardware; shared_optical_carrier; shared_link_or_channel; joint_design_or_optimization,5,laboratory_experiment; prototype_testbed,6G_access; indoor_positioning,yes,1,0,RPT-SCR-00196-01,yes,6,0,6,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:143 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > Metrics Across Functions > Sensing Metrics | prose,01_INTRODUCTION.tex:8:prose; 02_FOUNDATIONS_AND_COMPARISON_FRAMEWORK.tex:102:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:147:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:323:prose; 05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:143:prose; 05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:451:prose,0,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|joint_design_or_optimization,laboratory_experiment|prototype_testbed,beamforming,6G_access|indoor_positioning,PASS
STC-SINGLETON-SCR-00210,OISAC_SCR00210,Software-Defined Radio Experimental Validation of an OTFS-Based ISAC for Velocity Estimation in an ARoF Setup,2026,hybrid_optical,shared_waveform; shared_hardware; shared_link_or_channel; joint_design_or_optimization,5,simulation; laboratory_experiment; prototype_testbed; mixed,6G_access; vehicular; industrial,yes,1,0,RPT-SCR-00210-01,yes,4,0,4,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:453 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Rate, Resolution, Accuracy, and Range | prose",04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:212:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:219:prose; 05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:453:prose; 06_VALIDATION_REPRODUCIBILITY_AND_BENCHMARK_READINESS.tex:28:prose,0,shared_waveform|shared_hardware|shared_link_or_channel|joint_design_or_optimization,simulation|laboratory_experiment|prototype_testbed|mixed,other,6G_access|vehicular|industrial,PASS
STC-SINGLETON-SCR-00218,OISAC_SCR00218,Parallel Path Effect-Free Remote Monitoring and Sensing in Live XGS-PON Using Legacy Optical Time Domain Reflectometry,2025,fiber,shared_hardware; shared_link_or_channel; shared_application_scenario,5,analytical; numerical_analysis; laboratory_experiment; prototype_testbed,environment_monitoring; optical_access_network; smart_infrastructure,yes,1,0,RPT-SCR-00218-01,yes,3,0,3,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:352 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Power, Energy, and Dynamic Range | prose",04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:126:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:137:prose; 05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:352:prose,0,shared_hardware|shared_link_or_channel|shared_application_scenario,analytical|numerical_analysis|laboratory_experiment|prototype_testbed,other,environment_monitoring|optical_access_network|smart_infrastructure,PASS
STC-SINGLETON-SCR-00233,OISAC_SCR00233,Bi-LSTM-Transformer hybrid network for V2V optical wireless ISAC systems,2026,FSO,shared_waveform; shared_hardware; shared_optical_carrier; shared_link_or_channel; joint_design_or_optimization,2,simulation,vehicular; aerospace,yes,1,0,RPT-SCR-00233-01,yes,1,0,1,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:407 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Communication Reliability and Sensing Quality | prose,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:407:prose,0,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|joint_design_or_optimization,simulation,OFDM|ML_AI,vehicular|aerospace,PASS
STC-SINGLETON-SCR-00238,OISAC_SCR00238,Multi-service integrated sensing and communication system for industrial internet-of-things,2026,fiber,shared_waveform; shared_hardware; shared_optical_carrier; shared_link_or_channel; shared_application_scenario,5,laboratory_experiment; prototype_testbed,industrial; security; environment_monitoring; optical_access_network,yes,1,0,RPT-SCR-00238-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:494 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Rate, Resolution, Accuracy, and Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:494:prose,0,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|shared_application_scenario,laboratory_experiment|prototype_testbed,OFDM|coherent_optics|fiber_DAS,industrial|security|environment_monitoring|optical_access_network,PASS
STC-SINGLETON-SCR-00256,OISAC_SCR00256,OCDM Integrated LiDAR and Communication System for UAVs,2025,FSO,shared_waveform; shared_hardware; shared_optical_carrier; shared_link_or_channel; joint_design_or_optimization,2,analytical; simulation,aerospace,no,1,0,RPT-SCR-00256-01,yes,1,0,1,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:187 | OPTICAL PLATFORMS AND INTEGRATION ARCHITECTURES > Physical Platform Families > Free Space Optical Systems | prose,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:187:prose,0,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|joint_design_or_optimization,analytical|simulation,OFDM,aerospace,PASS
STC-SINGLETON-SCR-00268,OISAC_SCR00268,Full dimensional control of structured microwaves based on microcombs,2026,other_optical,shared_hardware; shared_application_scenario,5,numerical_analysis; laboratory_experiment; prototype_testbed,6G_access; security; aerospace,no,1,0,RPT-SCR-00268-01,yes,2,0,2,"07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:132 | ENABLING TECHNOLOGIES, APPLICATION REQUIREMENTS, AND 6G NETWORK EVIDENCE > Technologies That Create and Shape Observables | prose",04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:232:prose; 07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:132:prose,0,shared_hardware|shared_application_scenario,numerical_analysis|laboratory_experiment|prototype_testbed,beamforming|MIMO|photonic_integration|FMCW,6G_access|security|aerospace,PASS
STC-SINGLETON-SCR-00273,OISAC_SCR00273,Optical Camera-Based Integrated Sensing and Communication for V2X Applications: Model and Optimization,2025,VLC_LiFi,shared_hardware; shared_resource_allocation; joint_design_or_optimization; shared_application_scenario,5,analytical; numerical_analysis; laboratory_experiment; prototype_testbed,6G_access; vehicular; smart_infrastructure,yes,1,0,RPT-SCR-00273-01,yes,3,1,4,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:272 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Bandwidth, Spectrum, and Resource Allocation | prose",04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:151:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:338:prose; 05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:272:prose; 07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:227:table,0,shared_hardware|shared_resource_allocation|joint_design_or_optimization|shared_application_scenario,analytical|numerical_analysis|laboratory_experiment|prototype_testbed,other,6G_access|vehicular|smart_infrastructure,PASS
STC-SINGLETON-SCR-00274,OISAC_SCR00274,A Unified OFDM-ISAC Signal Generation Architecture in W-Band via Photonics-Aided Frequency Multiplication and Phase Noise Mitigation,2025,photonic_THz,shared_waveform; shared_hardware; shared_resource_allocation; joint_design_or_optimization,2,analytical; numerical_analysis; simulation,6G_access; vehicular; industrial; aerospace,yes,1,0,RPT-SCR-00274-01,yes,3,0,3,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:453 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Rate, Resolution, Accuracy, and Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:453:prose; 06_VALIDATION_REPRODUCIBILITY_AND_BENCHMARK_READINESS.tex:26:prose; 06_VALIDATION_REPRODUCIBILITY_AND_BENCHMARK_READINESS.tex:195:prose,0,shared_waveform|shared_hardware|shared_resource_allocation|joint_design_or_optimization,analytical|numerical_analysis|simulation,OFDM|photonic_integration|photonic_THz_generation,6G_access|vehicular|industrial|aerospace,PASS
STC-SINGLETON-SCR-00277,OISAC_SCR00277,"Towards last-mile connectivity in 6G-IoT: An integrated MIMO-FSO communication system and FBG sensors under atmospheric attenuations, strain and temperature effects",2025,hybrid_optical,shared_hardware; shared_link_or_channel; joint_design_or_optimization; shared_application_scenario,2,analytical; numerical_analysis; simulation,6G_access; industrial; environment_monitoring; smart_infrastructure,no,1,0,RPT-SCR-00277-01,yes,4,3,7,"07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:132 | ENABLING TECHNOLOGIES, APPLICATION REQUIREMENTS, AND 6G NETWORK EVIDENCE > Technologies That Create and Shape Observables | prose",04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:212:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:221:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:353:prose; 07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:132:prose; 07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:223:table; 07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:263:table; 07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:267:table,0,shared_hardware|shared_link_or_channel|joint_design_or_optimization|shared_application_scenario,analytical|numerical_analysis|simulation,MIMO,6G_access|industrial|environment_monitoring|smart_infrastructure,PASS
STC-SINGLETON-SCR-00278,OISAC_SCR00278,Demonstration of High Sensitivity Detection and High Precision Localization of Vibrations in Bidirectional Coherent Transmission Systems Enabled by Carrier Laser Phase Noise Retrieval,2025,fiber,shared_waveform; shared_hardware; shared_optical_carrier; shared_link_or_channel; joint_design_or_optimization,5,laboratory_experiment; prototype_testbed,industrial; security; optical_access_network; smart_infrastructure,yes,1,0,RPT-SCR-00278-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:305 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Bandwidth, Spectrum, and Resource Allocation | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:305:prose,0,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|joint_design_or_optimization,laboratory_experiment|prototype_testbed,coherent_optics,industrial|security|optical_access_network|smart_infrastructure,PASS
STC-SINGLETON-SCR-00294,OISAC_SCR00294,Optoelectronic integrated sensing and communication system based on InGaN/GaN MQW for wireless detection of air pressure,2025,VLC_LiFi,shared_hardware; joint_design_or_optimization; shared_application_scenario,5,laboratory_experiment; prototype_testbed,industrial; environment_monitoring; healthcare,no,1,0,RPT-SCR-00294-01,yes,2,0,2,"07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:199 | ENABLING TECHNOLOGIES, APPLICATION REQUIREMENTS, AND 6G NETWORK EVIDENCE > Applications as Operating Requirements | prose",07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:199:prose; 07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:330:prose,0,shared_hardware|joint_design_or_optimization|shared_application_scenario,laboratory_experiment|prototype_testbed,photonic_integration,industrial|environment_monitoring|healthcare,PASS
STC-SINGLETON-SCR-00312,OISAC_SCR00312,Photonics-Aided THz ISAC System Based on A Spectral Overlapping Multi-Carrier 16QAM-LFM Waveform,2025,photonic_THz,shared_waveform; shared_hardware; shared_optical_carrier; shared_resource_allocation; joint_design_or_optimization,5,laboratory_experiment; prototype_testbed,6G_access; smart_infrastructure,yes,1,0,RPT-SCR-00312-01,yes,1,0,1,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:403 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Communication Reliability and Sensing Quality | prose,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:403:prose,0,shared_waveform|shared_hardware|shared_optical_carrier|shared_resource_allocation|joint_design_or_optimization,laboratory_experiment|prototype_testbed,coherent_optics|photonic_THz_generation|FMCW,6G_access|smart_infrastructure,PASS
STC-SINGLETON-SCR-00344,OISAC_SCR00344,Co-wavelength-channel integration of ultra-low-frequency distributed acoustic sensing and high-capacity communication,2025,fiber,shared_hardware; shared_optical_carrier; shared_link_or_channel; shared_resource_allocation; joint_design_or_optimization,5,simulation; laboratory_experiment; prototype_testbed,industrial; environment_monitoring; optical_access_network; smart_infrastructure,yes,1,0,RPT-SCR-00344-01,yes,2,0,2,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:253 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Bandwidth, Spectrum, and Resource Allocation | prose",04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:126:prose; 05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:253:prose,0,shared_hardware|shared_optical_carrier|shared_link_or_channel|shared_resource_allocation|joint_design_or_optimization,simulation|laboratory_experiment|prototype_testbed,coherent_optics|FMCW,industrial|environment_monitoring|optical_access_network|smart_infrastructure,PASS
STC-SINGLETON-SCR-00356,OISAC_SCR00356,Exploitation of FMF capabilities for joint communications and sensing,2025,fiber,shared_waveform; shared_hardware; shared_optical_carrier; shared_link_or_channel,5,laboratory_experiment; prototype_testbed,industrial; optical_access_network; smart_infrastructure,no,1,0,RPT-SCR-00356-01,yes,2,0,2,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:111 | OPTICAL PLATFORMS AND INTEGRATION ARCHITECTURES > Physical Platform Families > Fiber O-ISAC | prose,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:111:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:124:prose,0,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel,laboratory_experiment|prototype_testbed,MIMO,industrial|optical_access_network|smart_infrastructure,PASS
