"claim_id","subpoint_tag","paper_id","year","title","venue","doi","modality","evidence_type","authority_class","authority_score","relevance_score","where_in_paper","supporting_excerpt","why_it_supports","metric_terms","terminology_terms","cross_domain_note","confidence","source_path","source_locator"
"C4","interoperability gap","O_ISAC_161","2025","ISAC Transceiver Hardware Architectures, Technologies, and Trends","IEEE J-STAEQ","10.1109/JSTEAP.2025.3610564","Photo-THz","Experimental","Research","0.8","0.6","**CHALLENGES AND FUTURE RESEARCH DIRECTIONS** > **","methodologies are ongoing, the lack of industry-wide consensus remains a significant barrier to interoperability and certification across sectors [125]. Research into modular...","Strategic section discusses 'interoperability' indicating cross-domain transfer issue.","","","Discusses 'interoperability' in Photo-THz","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_161\O_ISAC_161.md","**CHALLENGES AND FUTURE RESEARCH DIRECTIONS** > **Hardware Miniaturization and Cost** > **Interference Management** > Scalability to Mass Markets (L596)"
"C4","cross-modality mismatch","O_ISAC_002","2025","Photonic Terahertz Integrated Sensing and Communication (ISAC) Systems","Journal of Lightwave Technology","NR","Photo-THz","Experimental","Research","0.8","0.4","**Photonic Terahertz Integrated Sensing and Commun","multi-dimensional multiplexing, challenges remain, including high hardware costs and a lack of additional integration gains [5-6]. These issues limit the synergy between...","Strategic section discusses 'lack of' indicating cross-domain transfer issue.","","","Discusses 'lack of' in Photo-THz","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_002\O_ISAC_002.md","**Photonic Terahertz Integrated Sensing and Communication (ISAC) Systems** > **1. Introduction** (L13)"
"C4","cross-modality mismatch","O_ISAC_009","2025","Integrated Positioning and Communication Relying on Wireless Optical OFDM","IEEE Journal on Selected Areas in Communications","10.1109/JSAC.2025.3543532","VLC","Simulation","Research","0.8","0.4","Integrated Positioning","highresolution sensing requires a large bandwidth, which may not be available in the fragmented RF spectrum. By contrast, the bandwidths available in...","Strategic section discusses 'fragmented' indicating cross-domain transfer issue.","","","Discusses 'fragmented' in VLC, mentions Photo-THz","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_009\O_ISAC_009.md","Integrated Positioning and Communication Relying on Wireless Optical OFDM > I. INTRODUCTION (L23)"
"C4","cross-modality mismatch","O_ISAC_067","2024","Measurement-based Validation of Ray-tracing Model at sub-THz for ISAC Applications of Blockage in Industrial Scenario","18th European Conference on Antennas and Propagation (EuCAP 2024)","NR","Photo-THz","Experimental","Research","0.8","0.4","1 Introduction","of the art on measurements at (sub-)THz is still rudimentary. Because of the lack of antenna arrays, usually the angular information of...","Strategic section discusses 'lack of' indicating cross-domain transfer issue.","","","Discusses 'lack of' in Photo-THz","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_067\O_ISAC_067.md","1 Introduction (L17)"
"C4","cross-modality mismatch","O_ISAC_188","2025","Endogenous Integration of Communication and Interference Fading Free Sensing Using Telecom Pilots via Joint Polarization-Fraction Domain Multiplexing","Optics Express","Not Reported","Fiber","Experimental","Research","0.8","0.4","**1. Introduction**","frequency response [\[20\]](#page-13-5). However, the pilots need three spectral gaps to be located in, which is preferable in digital subcarrier multiplexing. In...","Strategic section discusses 'gap' indicating cross-domain transfer issue.","","","Discusses 'gap' in Fiber","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_188\O_ISAC_188.md","**1. Introduction** (L25)"
"C4","cross-modality mismatch","O_ISAC_202","2025","Integrated Optical Covert Sensing and Communication","Chinese Optics Letters","10.3788/COL202523.020602","Fiber","Experimental","Research","0.8","0.4","Integrated optical covert sensing and communicatio","the photonic layer[8-11]. Unfortunately, these two security measures operate independently and thus need separate deployment of intrusion detection systems and information safeguarding...","Strategic section discusses 'independently' indicating cross-domain transfer issue.","","","Discusses 'independently' in Fiber","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_202\O_ISAC_202.md","Integrated optical covert sensing and communication > 1. Introduction (L15)"
"C4","interoperability gap","O_ISAC_059","2024","Terrestrial and Non-Terrestrial Networks for Integrated Sensing and Communication","IEEE International Mediterranean Conference on Communications and Networking","10.1109/MeditCom54998.2024.10118911","Photo-THz","Simulation","Research","0.6","0.6","I. INTRODUCTION > V. TN-NTN ARCHITECTURES TO ANALY","been addressed yet and convergence and interoperability remain critical gaps to be further investigated. In Fig. 3 a two-layer control system is...","Strategic section discusses 'gap' indicating cross-domain transfer issue.","","","Discusses 'gap' in Photo-THz","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_059\O_ISAC_059.md","I. INTRODUCTION > V. TN-NTN ARCHITECTURES TO ANALYZE SENSING DATA (L94)"
"C4","cross-modality mismatch","O_ISAC_007","2024","Miniaturized optical fiber displacement probe with large-collection-angle","Measurement","NR","Fiber","Simulation","Research","0.6","0.4","I. INTRODUCTION > II. PRINCIPLE","probe. ### II. PRINCIPLE The sensing probe consists of Single Mode Fiber (SMF), air gap, Gradient-Index lenses (GRIN-lens), and single lens with...","Strategic section discusses 'gap' indicating cross-domain transfer issue.","","","Discusses 'gap' in Fiber","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_007\O_ISAC_007.md","I. INTRODUCTION > II. PRINCIPLE (L23)"
"C4","cross-modality mismatch","O_ISAC_019","2023","Full-duplex Integrated Sensing and Communication System Based on Microwave Photonics","Journal/Conference","DOI:10.1109/JOURNAL.2023.3265234","Fiber","Experimental","Research","0.6","0.4","Full-duplex Integrated Sensing and Communication S","demultiplexer into N channels and injected into an optical delay time network unit. This unit independently adjusts the delay of each channel,...","Strategic section discusses 'independently' indicating cross-domain transfer issue.","","","Discusses 'independently' in Fiber","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_019\O_ISAC_019.md","Full-duplex Integrated Sensing and Communication System Based on Microwave Photonics > I. INTRODUCTION > II. PRINCIPLE > A. Downlink (L49)"
"C4","cross-modality mismatch","O_ISAC_022","2022","Joint Visible Light Sensing and Communication Using m-CAP Modulation","IEEE Transactions on Broadcasting","10.1109/TBC.2022.3201649","VLC","Simulation","Research","0.6","0.4","Joint Visible Light Sensing and Communication Usin","strong interest over the past years, but they have generally been treated separately so that only a few works have been focused...","Strategic section discusses 'separately' indicating cross-domain transfer issue.","","","Discusses 'separately' in VLC","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_022\O_ISAC_022.md","Joint Visible Light Sensing and Communication Using *m*-CAP Modulation > I. INTRODUCTION (L37)"
"C4","cross-modality mismatch","O_ISAC_030","2025","ReflexGest: Recognizing Hand Gestures Under VLC-Capable Lamps","IEEE Transactions on Mobile Computing","10.1109/TMC.2025.3545340","VLC","Experimental","Research","0.6","0.4","V. RELATED WORK AND DISCUSSIONS","user's hand trajectory. Widar3.0 [18] extracts body velocity profiles to realize cross-domain HGR, where the domain refers to specific body orientation. However,...","Strategic section discusses 'cross-domain' indicating cross-domain transfer issue.","","","Discusses 'cross-domain' in VLC","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_030\O_ISAC_030.md","V. RELATED WORK AND DISCUSSIONS (L298)"
"C5","benchmark suite need","O_ISAC_039","2022","Visible Light Integrated Positioning and Communication: A Multi-Task Federated Learning Framework","IEEE Transactions on Mobile Computing","10.1109/TMC.2022.3207164","VLC","Simulation","Overview","0.85","0.2","6.2 Channel and Position Estimation Performance of","proposed MTL-based network is evaluated, which is compared with the state-of-the-art benchmarks, such as the traditional least squares (LS) method with linear...","Discusses 'benchmark' in context of need/lack/proposal.","","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_039\O_ISAC_039.md","6.2 Channel and Position Estimation Performance of the MTL-Based Network (L612)"
"C5","unified PHY need","O_ISAC_082","2025","Signal-Signal Beating Interference: From Destructive to Constructive for Photonic THz Integrated Sensing and Communication System Using Self-Coherent OFDM","IEEE Transactions on Microwave Theory and Techniques","10.1109/TMTT.2025.3638469","Photo-THz","Experimental","Research","0.8","0.2","REFERENCES","""Integrated sensing and communication channel modeling and measurements: Requirements and methodologies toward 6G standardization,"" *IEEE Veh. Technol. Mag.*, vol. 19, no. 2,...","Discusses 'standardization' in context of need/lack/proposal.","","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_082\O_ISAC_082.md","REFERENCES (L273)"
"C5","unified PHY need","O_ISAC_161","2025","ISAC Transceiver Hardware Architectures, Technologies, and Trends","IEEE J-STAEQ","10.1109/JSTEAP.2025.3610564","Photo-THz","Experimental","Research","0.8","0.2","**CHALLENGES AND FUTURE RESEARCH DIRECTIONS** > **","scalable, commercially viable solutions requires overcoming challenges related to manufacturability, reliability, and standardization. Many existing ISAC implementations depend on customized components, specialized...","Discusses 'standardization' in context of need/lack/proposal.","","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_161\O_ISAC_161.md","**CHALLENGES AND FUTURE RESEARCH DIRECTIONS** > **Hardware Miniaturization and Cost** > **Interference Management** > Scalability to Mass Markets (L594)"
"C5","unified PHY need","O_ISAC_327","2024","Channel Characterization and Modeling for VLC-IoE Applications in 6G: A Survey","IEEE Internet of Things Journal","10.1109/JIOT.2024.3430326","VLC","Simulation","Research","0.8","0.2","II. VLC CHANNEL MODELI","to support the evaluation of VLC-IoE systems in 6G standardization work, a standard VLC channel model is needed, which follows the modeling...","Discusses 'standardization' in context of need/lack/proposal.","","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_327\O_ISAC_327.md","II. VLC CHANNEL MODELING METHODS > *B. VLC Channel Modeling Based on Stochastic Theory* > *C. Summary and Prospects* (L198)"
"C5","unified PHY need","O_ISAC_001","2025","Modulation Strategies for Robust Optical Wireless Communications and Sensing in 6G","IEEE Journal","10.1109/COMST.2025.3577779","VLC","Standard","Standard","1.0","0.0","References/Body","trategies for Robust Optical Wireless Communications and Sensing in 6G Bruno M.S.R. Rosmaninho Instituto de Telecomunicações and Department of Electrical and Computer...","Standard/specification provides normative guidance.","","","","0.8","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_001\O_ISAC_001.md","Body (L1-100)"
"C5","unified PHY need","O_ISAC_014","2024","Experimental Demonstration of Power over Fiber for Power Grid Application","Journal of Lightwave Technology","NR","Fiber","Standard","Standard","1.0","0.0","References/Body","2,3* 1Guangzhou Power Supply Bureau,Guangdong Power Grid Co,Lid, Guangzhou, China 2 Institute of Advanced Photonics Technology, School of Information Engineering, Guangdong University...","Standard/specification provides normative guidance.","","","","0.8","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_014\O_ISAC_014.md","Body (L1-100)"
"C5","unified PHY need","O_ISAC_025","2024","Optical Transport Network Optimization Supporting Integrated Sensing and Communication Services","Journal/Conference Name","DOI Number","Other","Standard","Standard","1.0","0.0","References/Body","maging and environment reconstruction. This potential has already attracted a lot of attention from 3GPP, which has initiated a preliminary study on...","Standard/specification provides normative guidance.","","","","0.8","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_025\O_ISAC_025.md","Body (L1-100)"
"C5","unified PHY need","O_ISAC_028","2023","Performance Improvement for Symmetric Carrierassisted Differential Detection Receiver by Pairwise Coding","Journal of Lightwave Technology","10.1109/JLT.2023.3265621","Fiber","Standard","Standard","1.0","0.0","References/Body","ing Zihua Huang, Jianping Li\*, Xinkuo Yu, Jianqing He, Yuwen Qin, Meng Xiang, and Songnian Fu Institute of Advanced Photonics Technology, School...","Standard/specification provides normative guidance.","","","","0.8","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_028\O_ISAC_028.md","Body (L1-100)"
"C5","unified PHY need","O_ISAC_036","2025","Heterogeneous Integrated III-V-on-SOI Transmitter for 6G FiWi mmWave/FSO Integrated Sensing and Communication","Journal/Conference Name","DOI Number","FSO","Standard","Standard","1.0","0.0","References/Body","Sensing and Communication (ISAC) functions in 6G, which are standardized by NextG, 6G-IA, ETSI and 3GPP alliances [3] – [6]. Recent roadmaps...","Standard/specification provides normative guidance.","","","","0.8","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_036\O_ISAC_036.md","Body (L1-100)"
"C5","unified PHY need","O_ISAC_046","2024","Co-wavelength-channel Integration of Ultra-lowfrequency Distributed Acoustic Sensing and High-Capacity Communication","Journal of Lightwave Technology","10.1109/JLT.2024.3391234","Fiber","Standard","Standard","1.0","0.0","References/Body","ei Sun(4) , Jun Yang(1,2,3) , Songnian Fu(1,2,3) , Yuncai Wang(1,2,3) , Yuwen Qin(1,2,3) - (1) Institute of Advanced Photonics Technology, School...","Standard/specification provides normative guidance.","","","","0.8","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_046\O_ISAC_046.md","Body (L1-100)"
"C5","unified PHY need","O_ISAC_047","2025","Zero-Padding 2D-DFT Scheme for Photonics-Assisted W-Band Fiber-Wireless ISAC System With Orthogonal Time Frequency Space Modulation","Journal of Lightwave Technology","10.1109/JLT.2025.3602312","Photo-THz","Standard","Standard","1.0","0.0","References/Body","PRBS) is generated as the original bit information. The PRBS is then mapped to Q-ary quadrature amplitude modulation symbols (QAM Mapping) with...","Standard/specification provides normative guidance.","","","","0.8","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_047\O_ISAC_047.md","Body (L1-100)"
"C5","unified PHY need","O_ISAC_053","2021","Integrated Sensing and Communication in the Visible Spectral Range: A Novel Closed Loop Controller","Journal/Conference","DOI","VLC","Standard","Standard","1.0","0.0","References/Body","tral Range: A Novel Closed Loop Controller Christian Fragner, Andreas P. Weiss, Franz P. Wenzl Institute for Surface Technologies and Photonics JOANNEUM...","Standard/specification provides normative guidance.","","","","0.8","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_053\O_ISAC_053.md","Body (L1-100)"
"C4","cross-modality mismatch","O_ISAC_033","2022","Simultaneous Sensing and Communication in Optical Fibers","Journal of Lightwave Technology","10.1109/JLT.2021.3137768","Fiber","Experimental","Research","0.6","0.4","Simultaneous Sensing and Communication in Optical","distributed fiber optic sensing (DFOS) methods rely on back-scatter and are incompatible with existing inline amplifiers with optical isolators. It is furthermore...","Strategic section discusses 'incompatible' indicating cross-domain transfer issue.","","","Discusses 'incompatible' in Fiber","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_033\O_ISAC_033.md","Simultaneous Sensing and Communication in Optical Fibers > Introduction (L13)"
"C4","cross-modality mismatch","O_ISAC_036","2025","Heterogeneous Integrated III-V-on-SOI Transmitter for 6G FiWi mmWave/FSO Integrated Sensing and Communication","Journal/Conference Name","DOI Number","FSO","Experimental","Research","0.6","0.4","Heterogeneous Integrated III-V-on-SOI Transmitter","fully integrated PIC transmitter that meets all ISAC KPIs. This work draws from latest heterogeneous integrations of compact III-V-on-SOI PICs for telecom...","Strategic section discusses 'heterogeneous' indicating cross-domain transfer issue.","","","Discusses 'heterogeneous' in FSO","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_036\O_ISAC_036.md","Heterogeneous Integrated III-V-on-SOI Transmitter for 6G FiWi mmWave/FSO Integrated Sensing and Communication > **Introduction** (L17)"
"C4","cross-modality mismatch","O_ISAC_039","2022","Visible Light Integrated Positioning and Communication: A Multi-Task Federated Learning Framework","IEEE Transactions on Mobile Computing","10.1109/TMC.2022.3207164","VLC","Simulation","Research","0.6","0.4","Visible Light Integrated Positioning and Communica","the VLP and VLC systems are usually designed separately. The potential mutual benefits between positioning and communication have not been utilized effectively....","Strategic section discusses 'separately' indicating cross-domain transfer issue.","","","Discusses 'separately' in VLC","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_039\O_ISAC_039.md","Visible Light Integrated Positioning and Communication: A Multi-Task Federated Learning Framework > 1 Introduction (L25)"
"C4","cross-modality mismatch","O_ISAC_042","2024","High-efficiency ISAC to enable sub-meter level vibration sensing for coherent fiber networks","Journal of Optical Communications and Networking","NR","Fiber","Experimental","Research","0.6","0.4","High-efficiency ISAC to enable sub-meter level vib","integrated sensing and communication (ISAC) systems, sensing and communication actually run independently and only the optical fiber is shared. Moreover, dedicated channels...","Strategic section discusses 'independently' indicating cross-domain transfer issue.","","","Discusses 'independently' in Fiber","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_042\O_ISAC_042.md","High-efficiency ISAC to enable sub-meter level vibration sensing for coherent fiber networks > 1. Introduction (L11)"
"C4","cross-modality mismatch","O_ISAC_050","2022","Visible Light Communication-Enabled Simultaneous Position and Orientation Detection for Harnessing Multipath Interference and Random Fading","","10.1109/TITS.2023.3324361","VLC","Simulation","Research","0.6","0.4","Visible Light Communica","interference of diffuse scattering is seldom considered. Hence, it is desired to bridge the gap between VLC-based SPAO and OFDM, in order...","Strategic section discusses 'gap' indicating cross-domain transfer issue.","","","Discusses 'gap' in VLC","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_050\O_ISAC_050.md","Visible Light Communication-Enabled Simultaneous Position and Orientation Detection for Harnessing Multipath Interference and Random Fading > I. INTRODUCTION > A. Research Motivation (L37)"
"C4","cross-modality mismatch","O_ISAC_058","2024","Photonic-Based Flexible Integrated Sensing and Communication With Multiple Targets Detection Capability for W-Band Fiber-Wireless Network","IEEE Transactions on Microwave Theory and Techniques","10.1109/TMTT.2024.3355936","Photo-THz","Experimental","Research","0.6","0.4","Photonic-Based Flexible Integrated Sensing and Com","where *fM* can be expressed as *fM* = *f*IF + *f*GAP + *Bc*. The modulated optical signal is transmitted through optical fiber...","Strategic section discusses 'gap' indicating cross-domain transfer issue.","","","Discusses 'gap' in Photo-THz, mentions Fiber","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_058\O_ISAC_058.md","Photonic-Based Flexible Integrated Sensing and Communication With Multiple Targets Detection Capability for *W*-Band Fiber-Wireless Network > I. INTRODUCTION > II. PRINCIPLE (L128)"
"C4","cross-modality mismatch","O_ISAC_062","2024","6-DoF Location-and-Pose Estimation Toward Integrated Visible Light Communication and Sensing: Algorithm Design and Performance Limits","IEEE Transactions on Signal Processing","10.1109/TSP.2024.3383285","VLC","Simulation","Research","0.6","0.4","6-DoF Location-and-Pose Estimation Toward Integrat","OFDM VLC-enabled SLAP detection algorithm is proposed to address this problem, via cross-domain cooperation between ""VLC"" and ""sensing"", where the 3D UD...","Strategic section discusses 'cross-domain' indicating cross-domain transfer issue.","","","Discusses 'cross-domain' in VLC","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_062\O_ISAC_062.md","6-DoF Location-and-Pose Estimation Toward Integrated Visible Light Communication and Sensing: Algorithm Design and Performance Limits > *B. Result Analysis* > VI. CONCLUSION (L820)"
"C4","cross-modality mismatch","O_ISAC_065","2023","THz-Over-Fiber System With Orthogonal Chirp Division Multiplexing for Integrated Sensing and Communication","IEEE Journal of Lightwave Technology","10.1109/JLT.2023.3311645","Photo-THz","Experimental","Research","0.6","0.4","V. CONCLUSION > REFERENCES","K. R. Chowdhury, ""Beyond 5G: THz-based medium access protocol for mobile heterogeneous networks,"" *IEEE Commun. Mag.*, vol. 56, no. 6, pp. 110–115,...","Strategic section discusses 'heterogeneous' indicating cross-domain transfer issue.","","","Discusses 'heterogeneous' in Photo-THz","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_065\O_ISAC_065.md","V. CONCLUSION > REFERENCES (L253)"
"C4","cross-modality mismatch","O_ISAC_074","2025","Endogenous ISAC Enabled Interference Fading Free Sensing via Telecom Training Sequence","OECC/PSC","NR","Fiber","Experimental","Research","0.6","0.4","Endogenous ISAC Enabled Interference Fading Free S","seven-core fiber cable [4]. However, in these methods, sensing and communication operate independently, sharing only the fiber resource. To enable cooperative function...","Strategic section discusses 'independently' indicating cross-domain transfer issue.","","","Discusses 'independently' in Fiber","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_074\O_ISAC_074.md","Endogenous ISAC Enabled Interference Fading Free Sensing via Telecom Training Sequence > I. INTRODUCTION (L17)"
"C1","aliasing","O_ISAC_075","2025","Flexible Waveform Design for RO-ISAC Based on OFDM-Embedded Maximum Length Sequence","IEEE Letters","10.1109/LWC.2025.3593253","RO-ISAC","Experimental","Research","0.6","0.4","Flexible Waveform Design for RO-ISAC Based on OFDM","so on [12], [13], [14]. Among them, MLS, which is also known as m-sequence, has been widely applied in various sensing systems...","Explicit terminology aliasing detected with pattern 'also known as'.","","also known as","","0.9","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_075\O_ISAC_075.md","Flexible Waveform Design for RO-ISAC Based on OFDM-Embedded Maximum Length Sequence > I. Introduction (L29)"
"C4","cross-modality mismatch","O_ISAC_077","2023","THz-over-fiber system with orthogonal chirp division multiplexing for integrated sensing and communication","Journal of Lightwave Technology","10.1109/JLT.2023.3265625","Photo-THz","Experimental","Research","0.6","0.4","V. CONCLUSION > REFERENCES","K. R. Chowdhury, ""Beyond 5G: THz-based medium access protocol for mobile heterogeneous networks,"" IEEE Commun. Mag., vol. 56, pp. 110–115, June 2018....","Strategic section discusses 'heterogeneous' indicating cross-domain transfer issue.","","","Discusses 'heterogeneous' in Photo-THz","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_077\O_ISAC_077.md","V. CONCLUSION > REFERENCES (L123)"
"C1","inconsistent labels","O_ISAC_080","2025","Integrated Communication and In-band Spectrum Polarization-Based Sensing via Fraction-Division Non-Orthogonal Multiple Access","Journal of Lightwave Technology","10.1109/JLT.2025.123456","Fiber","Experimental","Research","0.6","0.4","I. INTRODUCTION > II. PRINCIPLE > A. Brief Introdu","of chirp signal is intrinsically governed by the rotation angle $\alpha$ (or equivalently, the transform order p). Critically, for a chirp signal...","Explicit terminology aliasing detected with pattern '(or '.","","","","0.9","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_080\O_ISAC_080.md","I. INTRODUCTION > II. PRINCIPLE > A. Brief Introduction of FrFT (L52)"
"C4","cross-modality mismatch","O_ISAC_082","2025","Signal-Signal Beating Interference: From Destructive to Constructive for Photonic THz Integrated Sensing and Communication System Using Self-Coherent OFDM","IEEE Transactions on Microwave Theory and Techniques","10.1109/TMTT.2025.3638469","Photo-THz","Experimental","Research","0.6","0.4","Signal-Signal Beating Interference: From Destructi","both the time and frequency domains with the original signal. This method creates a heterogeneous sensing channel in the digital domain, allowing...","Strategic section discusses 'heterogeneous' indicating cross-domain transfer issue.","","","Discusses 'heterogeneous' in Photo-THz","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_082\O_ISAC_082.md","Signal-Signal Beating Interference: From Destructive to Constructive for Photonic THz Integrated Sensing and Communication System Using Self-Coherent OFDM > I. Introduction (L35)"
"C4","cross-modality mismatch","O_ISAC_089","2023","Free Space Optical Communication for Inter-Satellite Link: Architecture, Potentials and Trends","IEEE Communications Magazine","10.1109/MCOM.002.2300024","FSO","Simulation","Research","0.6","0.4","Future Trends andOpen Issues > HeterogeneousNetwor","different quality of service for various tasks. Moreover, when one part of the heterogeneous network is heavily loaded or unstable, others can...","Strategic section discusses 'heterogeneous' indicating cross-domain transfer issue.","","","Discusses 'heterogeneous' in FSO","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_089\O_ISAC_089.md","Future Trends andOpen Issues > HeterogeneousNetwork Convergence (L141)"
"C4","cross-modality mismatch","O_ISAC_093","2025","Multi-Modal Integrated Sensing and Communication in Internet of Things With Large Language Models","IEEE","10.1109/MIOT.2025.3575888","VLC","Simulation","Research","0.6","0.4","Multi-Modal Integrated Sensing and Communication i","on extensive annotated datasets and swiftly adapt to new tasks. Their crossdomain learning and efficient reasoning outperform This work was supported by...","Strategic section discusses 'cross-domain' indicating cross-domain transfer issue.","","","Discusses 'cross-domain' in VLC","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_093\O_ISAC_093.md","Multi-Modal Integrated Sensing and Communication in Internet of Things With Large Language Models > **ABSTRACT** > I. INTRODUCTION (L21)"
