claim_id,claim_short,paper_id,year,title,modality,evidence_type,where_in_paper,supporting_excerpt,why_it_supports,metric_terms,terminology_terms,cross_domain_note,confidence,source_path,source_locator
C2,Metric Definition/Usage,O_ISAC_047,20XX,Zero-Padding 2D-DFT Scheme for Photonics-Assisted W-Band Fiber-Wireless ISAC System With Orthogonal Time Frequency Space Modulation,VLC,Other,C. DSP of the Radar Receiver,"...(a) ISAC transmitter, (b) communication/radar receiver, and (c) diagram of the experimental scenario. And the theoretical ranging resolution $\Delta R$ is given by $$\Delta R = \frac{c}{2A_r M \Delta f}.$$ (13) ## III. OTFS-BASED PHOTONICS-ASSISTED W-BAND FIBER-WIRELESS ISAC SYSTEM The...",Defines/Uses metric '\Delta R',\Delta R,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_047\O_ISAC_047.md,Section: C. DSP of the Radar Receiver
C2,Metric Definition/Usage,O_ISAC_050,20XX,"<span id=""page-0-6""></span>Visible Light Communication-Enabled Simultaneous Position and Orientation Detection for Harnessing Multipath Interference and Random Fading",VLC,Other,A. Research Motivation,"...[24], [25], [26], [27], [28], [29], [30] usually assume an ideal line-of-sight (LOS) model, which will lead to model mismatch and hence a large localization error. It is non-trivial to harness the diffuse scattering effect for VLC-based SPAO. - <span...",Defines/Uses metric 'localization error',localization error,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_050\O_ISAC_050.md,Section: A. Research Motivation
C2,Metric Definition/Usage,O_ISAC_051,20XX,## Remote Phase-Shift LiDAR With Communication,FSO,Other,C. Discussion,"...applied to improve the distance resolution [12]. If the signal is sampled at the sampling rate $f_s$ , the distance resolution $\Delta R$ based on the heterodyne technique is $\Delta R = \frac{c}{2f_c} \frac{\Delta f}{f_s}$ , $\Delta f$ is the...",Defines/Uses metric '\Delta R',\Delta R,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_051\O_ISAC_051.md,Section: C. Discussion
C2,Metric Definition/Usage,O_ISAC_052,20XX,Adaptive Resource Allocation in ADO-OFDM for Optical Wireless Integrated Sensing and Communication,VLC,Other,B. Subcarrier Power Allocation,"...method can be adopted to obtain the optimal dual variable $\eta^*$ on $[\eta_{\min}, \eta_{\max}]$ . ![](_page_4_Figure_15.jpeg) Fig. 3. Trade-off curves w.r.t. communication noise PSDs for $N_s = -100~{\rm dB/Hz}.$ Similarly, the power allocation problem for ACO-OFDM is also convex and...",Defines/Uses metric 'Trade-off',Trade-off,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_052\O_ISAC_052.md,Section: B. Subcarrier Power Allocation
C2,Metric Definition/Usage,O_ISAC_054,20XX,Optical Integrated Sensing and Communication With Light-Emitting Diode,VLC,Other,"<span id=""page-4-4""></span>C. Optical Sensing","...0 & 1 \end{bmatrix}^{-1} \begin{bmatrix} \widehat{\boldsymbol{p}}_{C,1} \\ 1 \end{bmatrix}. \tag{21}$$ We use the MSE of the coordinates to measure the sensing accuracy, giving $$MSE_P = \mathbb{E}\left\{\|\widehat{\boldsymbol{p}}_D - \boldsymbol{p}_D\|^2\right\}. \tag{22}$$ It is worth noting that 1) there must be at least...",Defines/Uses metric 'sensing accuracy',sensing accuracy,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_054\O_ISAC_054.md,"Section: <span id=""page-4-4""></span>C. Optical Sensing"
C2,Metric Definition/Usage,O_ISAC_055,20XX,Free Space Optical Integrated Sensing and Communication Based on LFM and CPM,FSO,Other,IV. NUMERICAL RESULTS,"...the limited bandwidth, the modulation index of the CPM signal should be $h=h_m/2=4$ , which unfortunately <span id=""page-4-15""></span>![](_page_4_Figure_2.jpeg) Fig. 4. RMSE for sensing concerning different modulation indices and chirp rates. <span id=""page-4-16""></span>![](_page_4_Figure_4.jpeg) Fig. 5. Maximum achievable data rate with constraints...",Defines/Uses metric 'RMSE',RMSE,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_055\O_ISAC_055.md,Section: IV. NUMERICAL RESULTS
C2,Metric Definition/Usage,O_ISAC_056,20XX,Optical ISAC: Fundamental Performance Limits and Transceiver Design,VLC,Other,III. MAIN RESULT,"...[21]. C. BCRB-Based Approach: OB **Theorem 3.** BCRB for any unbiased estimator $\hat{R}_s$ of $R_s$ , with realization $r_s$ , is BCRB $(x \mid r_s) = \frac{1}{16n_s\rho^2x^2\sigma_s^{-2}r_s^{-8} + \lambda}$ . *Proof.* See [18, Appendix D] for the derivation, which uses...",Defines/Uses metric 'CRB',CRB,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_056\O_ISAC_056.md,Section: III. MAIN RESULT
C2,Metric Definition/Usage,O_ISAC_058,20XX,Photonic-Based Flexible Integrated Sensing and Communication With Multiple Targets Detection Capability for *W*-Band Fiber-Wireless Network,Photo-THz,Other,II. PRINCIPLE,"...the correlation peaks in the spectrum. The relationship between the peak frequency and target distance can be represented as <span id=""page-6-1""></span> $$\Delta R = \frac{cT_{\text{LFM}}\Delta f}{2B_r} \tag{28}$$ where $\Delta f$ is the peak frequency and $\Delta R$ is the target...",Defines/Uses metric '\Delta R',\Delta R,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_058\O_ISAC_058.md,Section: II. PRINCIPLE
C2,Metric Definition/Usage,O_ISAC_061,2024,Optical Wireless Integrated Sensing and Communication Based on Optical Phased Array: Performance Metric and Optimal Beamforming,FSO,Other,"<span id=""page-11-3""></span>*C. Practical C&S Performance Metrics*","...for imaging and electrical SNR, which is obtained through continuously tuning the noise power σ 2 s . As the electrical SNR increases, the RMSE for imaging gradually declines and converges into ![](_page_12_Figure_9.jpeg) <span id=""page-12-2""></span>Fig. 12. RMSE for imaging w.r.t....",Defines/Uses metric 'RMSE',RMSE,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_061\O_ISAC_061.md,"Section: <span id=""page-11-3""></span>*C. Practical C&S Performance Metrics*"
C2,Metric Definition/Usage,O_ISAC_062,2023,6-DoF Location-and-Pose Estimation Toward Integrated Visible Light Communication and Sensing: Algorithm Design and Performance Limits,VLC,Other,APPENDIX C PROOF OF THEOREM 1,"...chi}) = \mathcal{N}(\mathbf{z}|\mathbf{G}(\boldsymbol{\beta}_{\mathrm{R}})\mathbf{h}, \sigma^2 \mathbf{I}_{N_{\mathrm{R}}N_{\mathrm{L}}N_{\mathrm{C}}K})$ . As per the structure of $\chi$ , the above FIM is organized as $$\mathcal{I}_{\chi}(\chi) = \begin{bmatrix} \mathcal{I}_{\mathbf{x}_{\mathrm{R}}, \mathbf{x}_{\mathrm{R}}}(\chi) & \mathcal{I}_{\mathbf{x}_{\mathrm{R}}, \boldsymbol{\vartheta}_{\...",Defines/Uses metric 'FIM',FIM,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_062\O_ISAC_062.md,Section: APPENDIX C PROOF OF THEOREM 1
C2,Metric Definition/Usage,O_ISAC_071,20XX,Full-Duplex RO-ISAC System: Wavelength Division Duplexing and Hybrid Waveform Design,VLC,Other,I. INTRODUCTION,"...e-3-9) and orthogonal frequency division multiplexing (OFDM) [\[11\],](#page-3-10) [\[12\].](#page-3-11) Nevertheless, an adaptive waveform that enables flexible communication and sensing performance trade-off has not yet been designed. <span id=""page-0-8""></span><span id=""page-0-7""></span><span id=""page-0-0""></span>Aiming at address the full-duplex transmission and adaptive waveform design issue...",Defines/Uses metric 'trade-off',trade-off,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_071\O_ISAC_071.md,Section: I. INTRODUCTION
C2,Metric Definition/Usage,O_ISAC_074,2025,Endogenous ISAC Enabled Interference Fading Free Sensing via Telecom Training Sequence,Fiber,Other,III. EXPERIMENTAL RESULTS,...dB. ![](_page_2_Figure_4.jpeg) Fig. 3. The SOP estimation performance of when SCPR=-32dB. (b) The SOP estimation performance when SCPR=-22dB. (c) RMSE of SOP estimation versus SCPR. (d) BER of comm. and PSD SNR of sensing performance versus SCPR. (e) Intensity trace...,Defines/Uses metric 'RMSE',RMSE,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_074\O_ISAC_074.md,Section: III. EXPERIMENTAL RESULTS
C2,Metric Definition/Usage,O_ISAC_075,20XX,Flexible Waveform Design for RO-ISAC Based on OFDM-Embedded Maximum Length Sequence,VLC,Other,III. RESULTS AND DISCUSSION,"...by using a larger $\beta$ value. <span id=""page-2-2""></span>Figs. 5(a) and (b) show the ranging root mean square error (RMSE) versus distance for different power allocation ratio $\beta$ values with PPC degrees of n=4 and 8, respectively. It can be seen...",Defines/Uses metric 'RMSE',RMSE,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_075\O_ISAC_075.md,Section: III. RESULTS AND DISCUSSION
C2,Metric Definition/Usage,O_ISAC_086,2023,Photonics-assisted Millimeter-Wave Multiband Integrated Sensing and Communication System Using Coherent Receiving,Fiber,Other,B. Photonic MMW Multiband ISAC System,"...by the electrical filter [27], [37]. Accordingly, the radar range resolution for the $i\_th$ sub-band can be expressed as $$\Delta R_i = \frac{c}{2B_i},\tag{7}$$ where c is the vacuum speed of light, $B_i$ denotes the IBW of the $i\_th$ sub-band. Here,...",Defines/Uses metric '\Delta R',\Delta R,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_086\O_ISAC_086.md,Section: B. Photonic MMW Multiband ISAC System
C2,Metric Definition/Usage,O_ISAC_090,2025,Demonstration of High Sensitivity Detection and High Precision Localization of Vibrations in Bidirectional Coherent Transmission Systems Enabled by Carrier Laser Phase Noise Retrieval,Fiber,Other,*A. Standalone Sensing*,"...is reduced from 365 m to 76 m, corresponding to a 79% improvement in localization precision. We also calculated the localization error, defined as the absolute value of the mean difference between the measured and actual location. When using the...",Defines/Uses metric 'localization error',localization error,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_090\O_ISAC_090.md,Section: *A. Standalone Sensing*
C2,Metric Definition/Usage,O_ISAC_163,2023,The Emergence of Multi-Functional and Hybrid Reconfigurable Intelligent Surfaces for Integrated Sensing and Communications - A Survey,VLC,Other,*A. Physical Layer Security of MF-RIS-Assisted Networks*,"...secrecy capacity concept, the authors were able to create an optimization problem to investigate the MF-RIS's efficacy in increasing system secrecy. To illustrate the trade-offs in the design and to demonstrate the superiority <span id=""page-23-1""></span><span id=""page-23-0""></span>of MF-RIS-assisted networks over traditional...",Defines/Uses metric 'trade-off',trade-off,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_163\O_ISAC_163.md,Section: *A. Physical Layer Security of MF-RIS-Assisted Networks*
C2,Metric Definition/Usage,O_ISAC_186,2025,SCIENCE CHINA Information Sciences,Fiber,Other,"<span id=""page-8-0""></span>Algorithm 1 TDS-SS algorithm.","...the ranging results of single and dual targets post-application of the TDS-SS algorithm. At the same time, the root mean square error (RMSE) of the ranging results is calculated, and the formula is RMSE = $$\sqrt{\frac{1}{N} \sum_{i=1}^{N} (\hat{x}_i - x_i)^2}$$...",Defines/Uses metric 'RMSE',RMSE,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_186\O_ISAC_186.md,"Section: <span id=""page-8-0""></span>Algorithm 1 TDS-SS algorithm."
C2,Metric Definition/Usage,O_ISAC_187,2025,**Photonic-aided Doppler-robust ISAC system based on index modulation and chirp multiplexing**,Photo-THz,Other,3.2.1. Range resolution and communication rate,"...data transmission. For a LFM pulse with a slope of $k_i$ , its bandwidth $B_i$ is defined as $k_iT$ . Then, the range resolution of this pulse is given by $$\Delta D(B_i) = \frac{c}{2B_i} \tag{20}$$ It is evident that the...",Defines/Uses metric 'range resolution',range resolution,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_187\O_ISAC_187.md,Section: 3.2.1. Range resolution and communication rate
C2,Metric Definition/Usage,O_ISAC_188,2025,**Endogenous integration of communication and interference fading free sensing using telecom pilots via joint polarization-fraction domain multiplexing**,Fiber,Other,*3.2. Experimental results and discussions*,"...orthogonal SOP does not fully transfer to its counterpart, resulting in the estimation tangent value not reaching infinity. The RMSEs decrease as the SCPR increases due to more powerful converged peak in fraction domain. For SCPR = -22 dB, the...",Defines/Uses metric 'RMSE',RMSE,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_188\O_ISAC_188.md,Section: *3.2. Experimental results and discussions*
C2,Metric Definition/Usage,O_ISAC_199,20XX,"Engineering Science and Technology, an International Journal",FSO,Other,Rytovvariance:,"...ref, $$f_I(I) = \frac{1}{I\sqrt{2\pi\sigma_X^2}} exp(-\frac{(\ln I - \mu_X)^2}{2\sigma_X^2})$$ (1) $$\sigma_{\scriptscriptstyle X}^2 = ln(1+\sigma_{\scriptscriptstyle R}^2)$$ ## Rytovvariance: $$\sigma_R^2 = 1.23C_n^2k^{7/6}L^{11/6}$$ The bit error rate for the on–off keying technique is derived as follows: $$BER = rac{1}{2} \operatorname{erfc} \left( rac{\sqrt{P_r^2}}{\sqrt{N_0}} ight)$...",Defines/Uses metric '\sigma_R',\sigma_R,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_199\O_ISAC_199.md,Section: Rytovvariance:
C2,Metric Definition/Usage,O_ISAC_200,20XX,Optical Fiber Technology,Fiber,Other,**5. Transmitter trade-offs and optimization opportunities**,"...using a reduced number of sections, which may offer a solution to the overparameterization problem by trading off localization resolution. #### **5. Transmitter trade-offs and optimization opportunities** <span id=""page-7-0""></span>So far, we have considered the design of polarization-based ISAC systems by...",Defines/Uses metric 'trade-off',trade-off,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_200\O_ISAC_200.md,Section: **5. Transmitter trade-offs and optimization opportunities**
C2,Metric Definition/Usage,O_ISAC_206,2024,"<span id=""page-0-0""></span>Beam Pattern Modulation Embedded Hybrid Transceiver Optimization for Integrated Sensing and Communication",VLC,Other,B. Sensing Performance,"...ttern <span id=""page-11-2""></span>![](_page_11_Figure_2.jpeg) Fig. 9. Sening beampattern MSE of BPM-ISAC-MBS and BPM-ISAC-MAS. <span id=""page-11-3""></span>![](_page_11_Figure_4.jpeg) Fig. 10. The RMSE performance of BMUSIC-based DoA estimation algorithm versus sensing SNR ( $\mu=0.5$ or 0.8). <span id=""page-11-4""></span>![](_page_11_Figure_6.jpeg) Fig. 11. BER and beampattern MSE performanc...",Defines/Uses metric 'RMSE',RMSE,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_206\O_ISAC_206.md,Section: B. Sensing Performance
C2,Metric Definition/Usage,O_ISAC_219,20XX,"Multiuser Retroreflective Optical ISAC: Waveform Design, Joint Sensing and Multiple Access",VLC,Other,C. Sensing Performance,"...Moreover, for both User 1 and User 2, the highest ranging RMSE is always obtained by using OFDM while the lowest ranging RMSE is obtained by employing OFDM-MLS-CIM with α = 0.3, which demonstrates the superior sensing performance of OFDM-MLS-CIM...",Defines/Uses metric 'RMSE',RMSE,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_219\O_ISAC_219.md,Section: C. Sensing Performance
C2,Metric Definition/Usage,O_ISAC_237,20XX,Coordinated FMCW and OFDM for Integrated Sensing and Communication,VLC,Other,C. Analysis on the Sensing-Aided Channel Estimation,"...d FMCW signal are not correlated and $\mathbb{E}\left\{\left|s_{r}\left(n\right)\right|^{2}\right\} = \mathbb{E}\left\{\left|s_{c}\left(n\right)\right|^{2}\right\} = 1$ . The root mean square error (RMSE) of time domain channel estimation for the most significant path can be written as, $$\sigma_{h_{1}} = \sqrt{\mathbb{E}\left\{\left|\hat{h}_{1} - \widetilde{h}_{1}\right|^{2}\right\}}$$ $$= \sq...",Defines/Uses metric 'RMSE',RMSE,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_237\O_ISAC_237.md,Section: C. Analysis on the Sensing-Aided Channel Estimation
C2,Metric Definition/Usage,O_ISAC_241,20XX,Photonics-Assisted Millimeter-Wave Integrated Sensing and Communication Based on OTFS,VLC,Other,III. EXPERIMENTAL SETUP AND RESULTS,"...signal a bandwidth of 5 GHz in the experiment, the radar's range resolution can be calculated as $\Delta R = \frac{c}{2M\Delta f} = \frac{c}{2B} = 3 \ cm$ . In the initial setup, reflectors were placed with their spacing close...",Defines/Uses metric '\Delta R',\Delta R,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_241\O_ISAC_241.md,Section: III. EXPERIMENTAL SETUP AND RESULTS
C2,Metric Definition/Usage,O_ISAC_242,20XX,Sliding window-based LSTM scheme for PAM-4 photonics-assisted W-band ISAC systems,VLC,Other,B. The correlation-based ranging scheme,"...positions will get different peak results after cross-correlation operation, thus, the difference of distances can be calculated as $$\Delta R = \frac{c\Delta x}{2f} \tag{4}$$ Where c is the speed of light, $f_s$ is the sampling rate of arbitrary waveform generator...",Defines/Uses metric '\Delta R',\Delta R,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_242\O_ISAC_242.md,Section: B. The correlation-based ranging scheme
C2,Metric Definition/Usage,O_ISAC_259,20XX,Low-PAPR OFDM-ISAC Waveform Design Based on Frequency-Domain Phase Differences,VLC,Other,C. Sensing Performance Analysis,"...shifts [23]. Range processing is implemented through correlationequivalent operations where IDFT transforms reveal peaks corresponding to target distances. The range resolution is fundamentally limited by the signal bandwidth according to $\Delta_R = c/(2B)$ . The correlation processing provides range compression,...",Defines/Uses metric 'range resolution',range resolution,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_259\O_ISAC_259.md,Section: C. Sensing Performance Analysis
C2,Metric Definition/Usage,O_ISAC_280,20XX,**Integration of endogenous sensing and communication based on photonics-enabled cellular base station networks with a spectrum fusion algorithm**,Fiber,Other,4.1. AROF pre-experimental analysis,"...of the signal [\[52\]](#page-18-15), which in turn increases the BER and degrades the imaging quality. The input optical power of the AROF module needs to be trade-off selected in future practical scenarios. ![](_page_10_Figure_6.jpeg) <span id=""page-10-1""></span>**Fig. 8.** Schematic diagram of the...",Defines/Uses metric 'trade-off',trade-off,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_280\O_ISAC_280.md,Section: 4.1. AROF pre-experimental analysis
C2,Metric Definition/Usage,O_ISAC_283,20XX,**Photonics-assisted self-interference cancellation for in-band full-duplex integrated sensing and communication transceiver**,VLC,Other,Optics EXPRESS,"...imaging processing of an IBFD ISAC sensing system, the range profile resolution and cross-range profile resolution can be expressed as $$\Delta R_r = \frac{c}{2B_s} \tag{10}$$ $$\Delta R_c = \frac{c}{2f_c T_i \varphi} \tag{11}$$ where *c* is the vacuum speed of light,...",Defines/Uses metric '\Delta R',\Delta R,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_283\O_ISAC_283.md,Section: Optics EXPRESS
C2,Metric Definition/Usage,O_ISAC_288,20XX,**Development of an Integrated Communication and Sensing System Using Spread Spectrum and Photonics Technologies**,Fiber,Other,3.1.2. Radar System,"...signal chip duration is a crucial factor that determines the range resolution, which is related linearly, as follows [\[1\]](#page-15-0): $$\Delta R = cT_c/2,\tag{3}$$ where *c* is the speed of light and *T<sup>c</sup>* is the chip duration. Another significant parameter is...",Defines/Uses metric '\Delta R',\Delta R,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_288\O_ISAC_288.md,Section: 3.1.2. Radar System
C2,Metric Definition/Usage,O_ISAC_300,2023,Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC,Photo-THz,Other,B. Dual-Chirp-Based Integrated Waveform Consideration,"...[25]. According to (12), the theoretical range resolution, under the condition of $R_B \le B$ , can be calculated as: $$\Delta r = \frac{c}{2B} = \frac{cT_{3dB}}{2} \tag{13}$$ where c is the vacuum velocity of light, and $T_{\rm 3dB}$ denotes the...",Defines/Uses metric '\Delta r',\Delta r,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_300\O_ISAC_300.md,Section: B. Dual-Chirp-Based Integrated Waveform Consideration
C2,Metric Definition/Usage,O_ISAC_349,20XX,"<span id=""page-0-10""></span>Radar-Centric Photonic Terahertz Integrated Sensing and Communication System Based on LFM-PSK Waveform",Photo-THz,Other,*A. Sensing Performance of LFM-BPSK Waveform*,"...sidelobe power obviously decreases, whereas the time resolution and full-width half-maximum (FWHM) are maintained. After performing the autocorrelation operation, the range resolution 1*R* of the generated waveform can be calculated by 1*R* = *c*1τ/2, where 1τ represents the first zero-point...",Defines/Uses metric 'range resolution',range resolution,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_349\O_ISAC_349.md,Section: *A. Sensing Performance of LFM-BPSK Waveform*
C2,Metric Definition/Usage,O_ISAC_377,2022,**Photonics-aided integrated sensing and communications in mmW bands based on a DC-offset QPSK-encoded LFMCW**,Fiber,Other,3.2. mmW sensing,"...The adjacent peaks are separated by $\Delta f = 0.35 \ MHz$ , which corresponds to a distance separation of $\Delta R = \frac{\Delta fcT}{2R} = \frac{\Delta fcT}{2Bf_{AWG}} = 10.40 \ cm$ (c is the light speed). The observed signal-to-interference...",Defines/Uses metric '\Delta R',\Delta R,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_377\O_ISAC_377.md,Section: 3.2. mmW sensing
C2,Metric Definition/Usage,O_ISAC_379,20XX,**Demonstration of photonics-based flexible integration of sensing and communication with adaptive waveforms for a W-band fiber-wireless integrated network**,Fiber,Other,"<span id=""page-2-0""></span>**2. Principle**",...electrical signal through the PD. The relationship between the frequency and target distance can be described as $$\Delta f = k\Delta t = k \frac{2\Delta R}{c} = \frac{B_{radar}}{T_{LFM}} \frac{2\Delta R}{c}$$ (6) $$\Delta R = \frac{cT_{LFM}\Delta f}{2B_{radar}} \tag{7}$$ where *c* is...,Defines/Uses metric '\Delta R',\Delta R,,,0.85,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_379\O_ISAC_379.md,"Section: <span id=""page-2-0""></span>**2. Principle**"
C4,Cross-Domain Gap/Transfer,O_ISAC_019,2023,Full-duplex Integrated Sensing and Communication System Based on Microwave Photonics,Fiber,Other,I. INTRODUCTION,"...solely on the original system architecture is insufficient. To support higher data rates and finer sensing resolution, microwave photonic technology was adopted for the ultra-wide bandwidth, diverse and flexible processing of Integrated signal, enabling tightly coupled communication and sensing [6][7]. Whereas, the frequency bands employed for wireless propagation are predominantly...",Discusses 'diverse' in strategic section 'I. INTRODUCTION',,,Mentions ['VLC'] or standardization,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_019\O_ISAC_019.md,Section: I. INTRODUCTION
C4,Cross-Domain Gap/Transfer,O_ISAC_027,20XX,"<span id=""page-0-12""></span>Low Crosstalk Deep Ocean Salinity Monitoring at 2 µm Wavelength Band",Fiber,Other,"<span id=""page-0-11""></span><span id=""page-0-10""></span><span id=""page-0-9""></span><span id=""page-0-8""></span><span id=""page-0-7""></span><span id=""page-0-6""></span><span id=""page-0-5""></span><span id=""page-0-3""></span><span id=""page-0-2""></span><span id=""page-0-0""></span>I. INTRODUCTION","...a sensitivity of $-36.8 \, \text{pm/}^{\circ}$ C [40]. For the long-distance signal transmission at 2 $\mu$ m wavelength band, the signal amplification, which will limit the effectiveness and accuracy of marine sensing, is an important issue and must be addressed first. Luckily, amplifiers at the 2 $\mu$ m wavelength band...","Discusses 'limit' in strategic section '<span id=""page-0-11""></span><span id=""page-0-10""></span><span id=""page-0-9""></span><span id=""page-0-8""></span><span id=""page-0-7""></span><span id=""page-0-6""></span><span id=""page-0-5""></span><span id=""page-0-3""></span><span id=""page-0-2""></span><span id=""page-0-0""></span>I. INTRODUCTION'",,,Mentions ['VLC'] or standardization,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_027\O_ISAC_027.md,"Section: <span id=""page-0-11""></span><span id=""page-0-10""></span><span id=""page-0-9""></span><span id=""page-0-8""></span><span id=""page-0-7""></span><span id=""page-0-6""></span><span id=""page-0-5""></span><span id=""page-0-3""></span><span id=""page-0-2""></span><span id=""page-0-0""></span>I. INTRODUCTION"
C4,Cross-Domain Gap/Transfer,O_ISAC_029,20XX,THz Integrated Sensing and Communication With Full-Photonic Direct LFM Reception and De-Chirping for D-Band Fiber-Wireless Network,Photo-THz,Other,"<span id=""page-0-1""></span>I. INTRODUCTION","...While baseband signal processing offers increased flexibility, the long-distance fiber transmission of echo signals presents significant challenges to the system [\[24\]. T](#page-12-4)he first challenge stems from insufficient modulation depth caused by the inherently weak energy of radar echo signals. Considering that long-distance transmission of signals typically requires the use of...","Discusses 'challenge' in strategic section '<span id=""page-0-1""></span>I. INTRODUCTION'",,,Mentions ['Fiber'] or standardization,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_029\O_ISAC_029.md,"Section: <span id=""page-0-1""></span>I. INTRODUCTION"
