claim_id,claim_short,paper_id,year,title,modality,evidence_type,where_in_paper,supporting_excerpt,why_it_supports,metric_terms,terminology_terms,cross_domain_note,confidence,source_path,source_locator
C1,Terminology usage,O_ISAC_075,20XX,,VLC,Text,Body,"...utperform existing RF-based ISAC systems in terms of larger transmission capacity and higher sensing accuracy [2]. More specifically, retroreflective optical ISAC (RO-ISAC) has been proposed recently by equipping the target with a retroreflective module, e.g., corner cube reflector (CCR), to substantially enhan...",Uses term 'optical ISAC'.,,optical ISAC,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_075\O_ISAC_075.md,char_offset_3661
C1,Terminology usage,O_ISAC_076,20XX,,Fiber,Text,Body,"...-carrier net 5.36 Tb/s signal using 7-core fiber,"" in *Proc. Opt. Fiber Commun. Conf. 2024*, 2024, Art. no. M2K.1. - [12] Z. Hu et al., ""Simultaneous distributed acoustic sensing and communication in digital subcarrier multiplexing systems,"" in *Proc. 49th Eur. Conf. Opt. Commun., Hybrid Conf.*, 2024, pp. 720–723. - [13] J. Wa...",Uses term 'distributed acoustic sensing'.,,distributed acoustic sensing,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_076\O_ISAC_076.md,char_offset_37064
C1,Terminology usage,O_ISAC_079,20XX,,Fiber,Text,Body,"...3] or realtime communication signals [4] to mitigate spectrum overhead but compromise transmission performance. While recent demonstration integrated distributed acoustic sensing (DAS) into SHCD systems [5], these methods still require in-band pilot insertion, limiting spectral efficiency. Furthermore, conventional DAS impleme...",Uses term 'distributed acoustic sensing'.,,distributed acoustic sensing,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_079\O_ISAC_079.md,char_offset_1675
C1,Terminology usage,O_ISAC_080,20XX,,Fiber,Text,Body,"...ed in, which is preferable in digital subcarrier multiplexing. Time-division multiplexing (TDM) combined with WDM to alleviate interference fading in distributed acoustic sensing (DAS) [14], also incur SE penalties. An alternative scheme to implement DAS through mode division multiplexing (MDM) or space division multiplexing (...",Uses term 'distributed acoustic sensing'.,,distributed acoustic sensing,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_080\O_ISAC_080.md,char_offset_5540
C1,Terminology usage,O_ISAC_082,20XX,,Fiber,Text,Body,"...ainstream wireless communication architectures, especially when the sensing receiver uses a mixer for echo down-conversion. Examples include a W-band photonic ISAC system [19] that uses an OFDM waveform and a two-stage carrier recovery algorithm, achieving a 0.98-cm range resolution and a 47.54-Gb/s data rate. A...",Uses term 'photonic ISAC'.,,photonic ISAC,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_082\O_ISAC_082.md,char_offset_5113
C1,Terminology usage,O_ISAC_083,20XX,,FSO,Text,Body,"...fixed, and compute domains. Mesh networking at the edge will be enabled by a seamless 'confluence' of radio fixed wireless (RFW), free space optical (FSO), and switched flex grid wavelength division multiplexed (Flex-WDM) transport using optical-spectrum-as-a-service (OSaaS) and integrated sensing and ...",Uses term 'FSO'.,,FSO,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_083\O_ISAC_083.md,char_offset_2093
C1,Terminology usage,O_ISAC_084,20XX,,VLC,Text,Body,"...ore complex interactions between the physical and digital worlds. Among various wireless communication methods for ISAC, visible light communication (VLC) stands out as a robust alternative for mainstream communication methods due to its advantages of unlicensed frequency band, non-electromagnetic infe...",Uses term 'VLC'.,,VLC,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_084\O_ISAC_084.md,char_offset_3133
C1,Terminology usage,O_ISAC_089,20XX,,FSO,Text,Body,"...ray,"" *Optica*, vol. 6, no. 5, May 2019, pp. 557–62. - [12] S. R *et al.*, ""HAPS-Based Relaying for Integrated Space–Air– Ground Networks With Hybrid FSO/RF Communication: A Performance Analysis,"" *IEEE Trans. Aerosp. Electron. Syst*., vol. 57, no. 3, June 2021, pp. 1581–99. - [13] D. Zhou *et al*., ""M...",Uses term 'FSO'.,,FSO,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_089\O_ISAC_089.md,char_offset_35876
C1,Terminology usage,O_ISAC_090,20XX,,Fiber,Text,Body,"...s (10s km – 1000s km) and transoceanic distances (1000s km – 10000s km). We consider the former of these. One conventional method of localization is Distributed Acoustic Sensing (DAS), which recovers and processes a backwards-propagating optical field [1], [2], [3], [4]. As with optical time domain reflectometry (OTDR), DAS r...",Uses term 'Distributed Acoustic Sensing'.,,Distributed Acoustic Sensing,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_090\O_ISAC_090.md,char_offset_3612
C1,Terminology usage,O_ISAC_091,20XX,,VLC,Text,Body,"...ing [4], OW-ISAC is not restricted to the interplay with cooperative targets. In contrast, OW-ISAC can be implemented on light detection and ranging (LiDAR) to conduct active sensing for both cooperative and uncooperative targets simultaneously [5]. Enlightened by the concept of active sensing, various O...",Uses term 'LiDAR'.,,LiDAR,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_091\O_ISAC_091.md,char_offset_3000
C1,Terminology usage,O_ISAC_092,20XX,,VLC,Text,Body,"...Internet Thing. J.*, vol. 10, no. 5, pp. 4093–4116, Mar. 2023. - <span id=""page-10-8""></span>[\[9\]](#page-0-2) D. Ganti, W. Zhang, and M. Kavehrad, ""VLC-based indoor positioning system with tracking capability using Kalman and particle filters,"" in *Proc. IEEE Int. Conf. Consum. Electron.*, 2014, pp. ...",Uses term 'VLC'.,,VLC,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_092\O_ISAC_092.md,char_offset_49763
C1,Terminology usage,O_ISAC_093,20XX,,VLC,Text,Body,"...comprehensiveness and precision of environmental information by amalgamating data from several sensors, including radar, Light Detection and Ranging (LiDAR), cameras, and Global Positioning Systems (GPS). In this paper, we initially delineate the conventional application contexts of M-ISAC inside the IoT...",Uses term 'LiDAR'.,,LiDAR,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_093\O_ISAC_093.md,char_offset_921
C1,Terminology usage,O_ISAC_160,20XX,,VLC,Text,Body,"... building shapes as input of the 3D CNN. Both studies attempt to predict path loss using general data such as images and Light Detection And Ranging (LiDAR) as input. However, the scalability of these methods is limited while the node mobility in V2X scenarios is neglected. #### III. METHODOLOGY In thi...",Uses term 'LiDAR'.,,LiDAR,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_160\O_ISAC_160.md,char_offset_12831
C1,Terminology usage,O_ISAC_162,20XX,,VLC,Text,Body,"...environmental sensors (e.g., humidity and rainfall sensors), location tags, and device-embedded sensors such as cameras, light detection and ranging (LiDAR), and inertial measurement units—will play a critical role in enabling comprehensive sensing solutions in the 6G era [\[3\].](#page-8-0) With 6G stan...",Uses term 'LiDAR'.,,LiDAR,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_162\O_ISAC_162.md,char_offset_4177
C1,Terminology usage,O_ISAC_163,20XX,,VLC,Text,Body,"...ardware that can facilitate location awareness in conjunction with the complex demands of radio communication. Recently, light detection and ranging (LiDAR) sensors have emerged as an accurate tool for environmental monitoring and, hence, modeling [\[19\]](#page-31-5), [\[20\]](#page-31-6). It has been s...",Uses term 'LiDAR'.,,LiDAR,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_163\O_ISAC_163.md,char_offset_9096
C1,Terminology usage,O_ISAC_164,20XX,,VLC,Text,Body,"...tegrated optical communication and sensing (O-ISAC) has gained significant attention in fields such as fiber-optic communication, free-space optical (FSO) communication, and visible light communication (VLC) [\[29–](#page-19-15)[34\]](#page-19-16). Although OCC has been widely studied, existing work t...",Uses term 'FSO'.,,FSO,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_164\O_ISAC_164.md,char_offset_6410
C1,Terminology usage,O_ISAC_166,20XX,,VLC,Text,Body,"...cluding inherent security, reduced electromagnetic interference, and abundant spectral resources [40–[42\]](#page-11-0). Visible-light communication (VLC), a subtype of OWC, has shown potential for secure and efficient data transfer in wearable and Internet of things (IoT) applications [\[43,44\].](#pa...",Uses term 'VLC'.,,VLC,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_166\O_ISAC_166.md,char_offset_6781
C1,Terminology usage,O_ISAC_167,20XX,,Fiber,Text,Body,"...ronization pilot, 16-quadrature-amplitude-modulation (16-QAM) 100-Gb/s transmission and 12-kHz vibration detection has been achieved by an endogenous distributed acoustic sensing (DAS) in point-to-multipoint digital subcarrier coherent transmission systems [\[18](#page-9-0)]. Traditional FODS systems utilize pulses as probing ...",Uses term 'distributed acoustic sensing'.,,distributed acoustic sensing,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_167\O_ISAC_167.md,char_offset_6216
C1,Terminology usage,O_ISAC_172,20XX,,Fiber,Text,Body,"...unication and sensing functions within optical fibers has been progressively recognized, the Integrated Sensing and Communication over Optical Fiber (ISAC-OF) [[16\]](#page-7-0) technology has emerged to address the aforementioned challenges. The ISAC-OF technology enables existing optical fiber networks t...",Uses term 'ISAC-OF'.,,ISAC-OF,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_172\O_ISAC_172.md,char_offset_5767
C1,Terminology usage,O_ISAC_173,20XX,,VLC,Text,Body,"...id optical-RF ISAC approach could be employed, using RF for coarse localization and identification in non line-of-sight conditions, then switching to optical ISAC once line-of-sight is established. Future work will investigate this hybrid model and assess its feasibility in broader deployments. #### Acknowledg...",Uses term 'optical ISAC'.,,optical ISAC,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_173\O_ISAC_173.md,char_offset_13240
C1,Terminology usage,O_ISAC_185,20XX,,VLC,Text,Body,"...width, which will be quickly exhausted with the ever-increasing demand. Optical wireless communication (OWC), especially visible light communication (VLC), is an emerging technique utilizing the unlicensed ultra-high bandwidth within the optical frequency range [2–4] and holds great potential to bring ...",Uses term 'VLC'.,,VLC,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_185\O_ISAC_185.md,char_offset_2443
C1,Terminology usage,O_ISAC_186,20XX,,Fiber,Text,Body,"... laser radar. [Chin Opt Lett,](https://doi.org/10.3788/COL20080611.0868) 2008, 6: 868–870 - <span id=""page-11-11""></span>22 Lin F Y, Liu J M. Chaotic lidar. [IEEE J Sel Top Quantum Electron,](https://doi.org/10.1109/JSTQE.2004.835296) 2004, 10: 991–997 - 23 Ma H F, Kan H B. A new scheme of digital commun...",Uses term 'lidar'.,,lidar,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_186\O_ISAC_186.md,char_offset_39404
C1,Terminology usage,O_ISAC_188,20XX,,Fiber,Text,Body,"...U, 1,3 AND MING TANG2,4** **Abstract:** In this paper, we propose telecom pilots originally designed for polarization rotation estimation to achieve distributed acoustic sensing (DAS) for standard coherent system. Characterized by joint polarization-fraction domain multiplexing, the telecom pilots deployed in orthogonal polar...",Uses term 'distributed acoustic sensing'.,,distributed acoustic sensing,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_188\O_ISAC_188.md,char_offset_492
C1,Terminology usage,O_ISAC_189,20XX,,Fiber,Text,Body,"...n within radio access networks (RANs) offers significant advantages in terms of high quality, stability, and long-reach capabilities. Simultaneously, distributed acoustic sensing (DAS) enables network surveillance and human activity detection through environmental monitoring. However, the implementation of large-scale strain m...",Uses term 'distributed acoustic sensing'.,,distributed acoustic sensing,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_189\O_ISAC_189.md,char_offset_894
C1,Terminology usage,O_ISAC_190,20XX,,Fiber,Text,Body,"...r application to stable environments like transoceanic links. Similarly, phase-sensitive optical time-domain reflectometry (Φ-OTDR), a cornerstone of distributed acoustic sensing (DAS), has been deployed for high-sensitivity tasks such as traffic monitoring [\[7\]](#page-10-2) and geological detection [\[8\]](#page-10-3). To i...",Uses term 'distributed acoustic sensing'.,,distributed acoustic sensing,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_190\O_ISAC_190.md,char_offset_4213
C1,Terminology usage,O_ISAC_199,20XX,,FSO,Text,Body,"...hnology, Delhi-NCR Campus, Modinagar, UP 201204, India* #### ARTICLE INFO #### *Keywords:* Integrated sensing and communication Free Space Optical (FSO) Fiber Bragg Grating (FBG) Temperature sensor Strain sensor #### ABSTRACT Free-space optical (FSO) communication is an advanced wireless optical co...",Uses term 'FSO'.,,FSO,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_199\O_ISAC_199.md,char_offset_759
C1,Terminology usage,O_ISAC_200,20XX,,Fiber,Text,Body,"...See also [36–39] for related works. In this paper, we explore opportunities to apply techniques from machine learning to optimize the performance of optical ISAC systems, focusing on polarization sensing. Indeed, the workhorse that enables polarization sensing in current coherent telecom transponders is an ada...",Uses term 'optical ISAC'.,,optical ISAC,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_200\O_ISAC_200.md,char_offset_7196
C1,Terminology usage,O_ISAC_202,20XX,,Fiber,Text,Body,"...Technol.](https://doi.org/10.1016/j.yofte.2023.103453) 80, 103453 (2023). - 7. J.-T. Li, B. Chang, J.-T. Du, et al., ""Coherently parallel fiber-optic distributed acoustic sensing using dual Kerr soliton microcombs,"" [Sci. Adv.](https://doi.org/10.1126/sciadv.adf8666) 10, eadf8666 (2024). - 8. K. Zhu, S. Wei, Y. Li, et al., ""Qu...",Uses term 'distributed acoustic sensing'.,,distributed acoustic sensing,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_202\O_ISAC_202.md,char_offset_20525
C1,Terminology usage,O_ISAC_203,20XX,,Fiber,Text,Body,"...ices. However, the ISAC commonly suffers from spectrum scarcity, high power consumption, and limited sensing capabilities. Here flexible self-powered optical ISAC (O-ISAC) is proposed and fabricated by preparing a high-speed near-infrared organic photodetector (NIR OPD) that exhibits a broad photodetection rang...",Uses term 'optical ISAC'.,,optical ISAC,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_203\O_ISAC_203.md,char_offset_776
C1,Terminology usage,O_ISAC_218,20XX,,VLC,Text,Body,"...ate both sensing and communication [6]. This integrated approach is advantageous as it enhances spectral efficiency and increases data throughput. In optical ISAC systems, the RO-ISAC system is a highly promising solution due to its characteristics of low power consumption, high security, and low interference. ...",Uses term 'optical ISAC'.,,optical ISAC,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_218\O_ISAC_218.md,char_offset_7361
C1,Terminology usage,O_ISAC_219,20XX,,VLC,Text,Body,"...# Multiuser Retroreflective Optical ISAC: Waveform Design, Joint Sensing and Multiple Access Weiren Wang, Chen Chen, *Senior Member, IEEE*, Haochuan Wang, Zhihong Zeng, Dengke Wang, Jia Ye,...",Uses term 'Optical ISAC'.,,Optical ISAC,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_219\O_ISAC_219.md,char_offset_28
C1,Terminology usage,O_ISAC_220,20XX,,Fiber,Text,Body,"... the sensing joint is used to adaptively allocate the sensing information at the frequency blanks of DSCM signals, and then they are coupled into the optical ISAC signal. Consequently, in the proposed advanced SMART network, all the sensing joints within cables as well as optical transceivers at shores share th...",Uses term 'optical ISAC'.,,optical ISAC,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_220\O_ISAC_220.md,char_offset_10305
C1,Terminology usage,O_ISAC_241,20XX,,VLC,Text,Body,"... large time-bandwidth product and excellent Doppler tolerance, the LFM signal can be selected as an effective alternative to OFDM. In [17], a compact photonic ISAC approach enables the 0733-8724 © 2025 IEEE. All rights reserved, including rights for text and data mining, and training of artificial intelligence ...",Uses term 'photonic ISAC'.,,photonic ISAC,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_241\O_ISAC_241.md,char_offset_5914
C1,Terminology usage,O_ISAC_252,20XX,,FSO,Text,Body,"...ification results, a fine-grained adaptive control strategy is formulated[3], and the strategy is forwarded to the transmitter via free-space optical(FSO) or radio frequency(RF) communication to ensure normal communication[4][5]. # B. Algorithm Introduction DGCNN is a deep learning model designed to ...",Uses term 'FSO'.,,FSO,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_252\O_ISAC_252.md,char_offset_3829
C1,Terminology usage,O_ISAC_276,20XX,,Fiber,Text,Body,"...g media: Technology advancements and applications,"" *IEEE/Optica J. Opt. Commun. Netw.*, vol. 14, no. 1, pp. 61–68, Jan. 2022. - [15] B. Zhu et al., ""Distributed acoustic sensing over passive optical networks using enhanced scatter fiber,"" presented at Opt. Fiber Commun. Conf., San Diego, CA, USA, Mar. 24–28, 2024, Paper M1K.1...",Uses term 'Distributed acoustic sensing'.,,Distributed acoustic sensing,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_276\O_ISAC_276.md,char_offset_36050
C1,Terminology usage,O_ISAC_300,20XX,,Photo-THz,Text,Body,"...ively investigated for millimeter-wave (MMW) / THz wireless communication and radar sensing [12], [13], which lays the foundation for the research on photonic ISAC systems with dedicated integrated waveforms. For example, due to their multiple degrees of design freedom and dilution to frequency selective fading,...",Uses term 'photonic ISAC'.,,photonic ISAC,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_300\O_ISAC_300.md,char_offset_5297
C1,Terminology usage,O_ISAC_303,20XX,,VLC,Text,Body,"... accurate real-time positioning. LiSAC systems can be deployed for various purposes and environments. For instance, the light detection and ranging (LiDAR) technique [[120](#page-17-0),[121](#page-17-0)] has become a powerful supplementary tool for radar, especially in vehicles equipped with advanced dr...",Uses term 'LiDAR'.,,LiDAR,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_303\O_ISAC_303.md,char_offset_55209
C1,Terminology usage,O_ISAC_310,20XX,,VLC,Text,Body,"...verlapping resource across code, spectrum, and time, as well as fully unified waveform [3]. For example, the code division multiplexing (CDM) Ka-band photonic ISAC system utilized phase coding and spectral spread multiplexing, achieving a communication rate of over 1 Gbit/s with a 3.5 cm radar range resolution [...",Uses term 'photonic ISAC'.,,photonic ISAC,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_310\O_ISAC_310.md,char_offset_2944
C1,Terminology usage,O_ISAC_327,20XX,,VLC,Text,Body,"..., pp. 1–20, 2021. - <span id=""page-22-18""></span>[\[110\]](#page-8-6) H. Ajam, M. Naja, V. Jamali, and R. Schober, ""Channel modeling for IRS-assisted FSO systems,"" in *Proc. IEEE Wireless Commun. Netw. Conf. (WCNC)*, 2021, pp. 1–7. - [\[111\]](#page-9-10) M. A. Arfaoui, A. Ghrayeb, and C. Assi, ""Integr...",Uses term 'FSO'.,,FSO,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_327\O_ISAC_327.md,char_offset_149187
C1,Terminology usage,O_ISAC_340,20XX,,VLC,Text,Body,...eless communication (OWC) technologies in the access network - Support of Joint Communication and Sensing (JCAS) through the development of connected LiDAR and RaDAR technologies and Simultaneous Localization and Mapping (SLAM) - Seamless access to edge data centers through a highcapacity fiber fronthaul...,Uses term 'LiDAR'.,,LiDAR,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_340\O_ISAC_340.md,char_offset_6471
C1,Terminology usage,O_ISAC_348,20XX,,Fiber,Text,Body,...and safety monitoring of underground embedded pipelines. This work demonstrates a scheme of integrated sensing and communication in an optical fibre (ISAC-OF) using the same wavelength channel for simultaneous data transmission and distributed vibration sensing. The scheme not only extends the intelligent ...,Uses term 'ISAC-OF'.,,ISAC-OF,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_348\O_ISAC_348.md,char_offset_664
C1,Terminology usage,O_ISAC_349,20XX,,Photo-THz,Text,Body,"...<span id=""page-1-7""></span><span id=""page-1-6""></span><span id=""page-1-5""></span>As aforementioned, research efforts have been put into promoting the photonic ISAC system from multiplexed waveforms to integrated waveforms. However, the sensing performance is not yet sufficiently explored for radar-centric cases....",Uses term 'photonic ISAC'.,,photonic ISAC,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_349\O_ISAC_349.md,char_offset_11148
C1,Terminology usage,O_ISAC_350,20XX,,Fiber,Text,Body,"...lds[[5-](#page-15-4)[7\]](#page-16-0) . Traditional motion detection technology, including radar[[8\]](#page-16-1) and (Light Detection and Ranging, LiDAR)[\[9](#page-16-2)[-10](#page-16-3)] , is mainly used for motion tracking of large moving objects in a large field of view. Radar and LiDAR use the ec...",Uses term 'LiDAR'.,,LiDAR,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_350\O_ISAC_350.md,char_offset_6592
C1,Terminology usage,O_ISAC_351,20XX,,VLC,Text,Body,"...ntini, L. Gasparini, M. Perenzoni, Numerical model of SPAD-based direct](http://refhub.elsevier.com/S0030-4018(23)00231-6/sb15) [time-of-flight flash LIDAR CMOS image sensors, Sensors \(2020\).](http://refhub.elsevier.com/S0030-4018(23)00231-6/sb15) - <span id=""page-8-12""></span>[16] [A.D. Griffiths, H. ...",Uses term 'LIDAR'.,,LIDAR,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_351\O_ISAC_351.md,char_offset_49588
C1,Terminology usage,O_ISAC_354,20XX,,VLC,Text,Body,"...ities, among others[.4](#page-4-0)<sup>−</sup>[6](#page-4-0) Currently, motion detection technologies such as PIR (passive infrared), optical camera, LIDAR (light detection and ranging), and microwave are widely used.[7](#page-4-0)−[9](#page-4-0) These technologies have their own advantages and limitatio...",Uses term 'LIDAR'.,,LIDAR,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_354\O_ISAC_354.md,char_offset_4478
C1,Terminology usage,O_ISAC_356,20XX,,Photo-THz,Text,Body,"...olid-state electronic systems, the photonics-based approach can provide ultrabroad bandwidth and mitigate in-band harmonic interference [2,3]. Recent photonic ISAC demonstrations were realized with frequency-, time-, and polarization-division multiplexing (FDM, TDM, and PDM). However, they suffer from additional...",Uses term 'photonic ISAC'.,,photonic ISAC,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_356\O_ISAC_356.md,char_offset_1486
C1,Terminology usage,O_ISAC_371,20XX,,VLC,Text,Body,"...![](_page_0_Picture_0.jpeg) # Design and Analysis of VLC-OCC-CDMA Rake System Qiu Yang $^{1(\boxtimes)}$ , Si Yujuan $^{2(\boxtimes)}$ , Yu Xiaoyu $^{3(\boxtimes)}$ , Yang $\mathrm{Dong}^{4(\boxtimes)}$ ...",Uses term 'VLC'.,,VLC,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_371\O_ISAC_371.md,char_offset_54
C1,Terminology usage,O_ISAC_379,20XX,,Fiber,Text,Body,"...the complexity of the base station without the need of local oscillator (LO). In addition, optical fiber transmission was included in the centralized photonic ISAC system. We have demonstrated a flexible, photonics-based, W-band fiber-wireless ISAC system at 96.5 GHz over 10-km fiber transmission, achieving adap...",Uses term 'photonic ISAC'.,,photonic ISAC,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_379\O_ISAC_379.md,char_offset_7726
C1,Terminology usage,O_ISAC_381,20XX,,Fiber,Text,Body,"...n be used to realize the dual functions of display and communication simultaneously. However, existing LED display-based visible light communication (VLC) systems suffer due to their short transmission distance and are not practical. A long-distance, real-time display-camera communication (DCC) system ...",Uses term 'VLC'.,,VLC,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_381\O_ISAC_381.md,char_offset_1358
C1,Terminology usage,O_ISAC_386,20XX,,VLC,Text,Body,...B. Design of Transmitter Based on Single Chip Microcomputer* - Light emission circuit design. The light emitting circuit is an important part of the VLC communication system. Its function is to convert electrical signals into light signals for transmission. The physical structure is roughly composed o...,Uses term 'VLC'.,,VLC,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_386\O_ISAC_386.md,char_offset_7023
C1,Terminology usage,O_ISAC_388,20XX,,VLC,Text,Body,"...# VLC-CDMA Systems Based on Optical Complementary Codes Yang Qiu, Hsiao-Hwa Chen, Jinqiang Li, and Weixiao Meng # Abstract VLC performs the dual-functio...",Uses term 'VLC'.,,VLC,,0.9,c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_388\O_ISAC_388.md,char_offset_2
