Track_ID,Title,Decision,Reason,Confidence
O_ISAC_292,Integrated Two-way Radar Backscatter Communication and Sensing with Low-power IoT Tags,Excluded,"The paper does not meet the inclusion criteria as it involves radar backscatter communication, which is an RF/millimeter-wave technology without any optical/photonic component.",0.9
O_ISAC_293,Retroreflective optical ISAC using OFDM: channel modeling and performance analysis,Included,"The paper involves both 'sensing' and 'communication' using optical technologies and integrates dual-functionality, meeting criteria 1, 2, and 3.",0.9
O_ISAC_294,Fading suppression and noise reduction of a DAS system integrated multi-core fiber,Excluded,"The paper focuses on a Distributed Antenna System (DAS) with multi-core fiber, which primarily involves communication without clear integration of sensing functionality as per the inclusion criteria.",0.8
O_ISAC_295,Channel modeling for NLoS visible light networks with integrated sensing and communication,Included,"The paper involves both 'sensing' and 'communication' and utilizes 'optical' technologies, meeting the inclusion criteria.",0.9
O_ISAC_296,Quasi-Deterministic Channel Propagation Model for Human Sensing: Gesture Recognition Use Case,Excluded,"The paper focuses on human sensing for gesture recognition without any apparent integration with optical communication, thus not meeting the inclusion criteria of involving both sensing and communication.",0.8
O_ISAC_297,Demonstration of photonics-based D-band integrated localization and communication,Included,"The paper involves both 'sensing' (localization) and 'communication' using 'photonics-based' technology, meeting the dual-functionality and optical technology criteria.",0.9
O_ISAC_298,Millimeter-wave over fiber integrated sensing and communication system using self-coherent OFDM,Excluded,"The paper focuses on millimeter-wave over fiber, which does not meet the inclusion criteria of involving optical technologies for both sensing and communication.",0.9
O_ISAC_299,Modulated-symbol domain matched filtering scheme for photonic-assisted integrated sensing and communication system based on a single OFDM waveform,Included,"The paper involves both 'sensing' and 'communication' functions integrated through a single OFDM waveform using photonic-assisted technology, meeting criteria 1, 2, and 3.",0.9
O_ISAC_300,Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC,Included,"The paper involves both sensing and communication integrated with optical technologies, specifically photonic THz-ISAC with dual-chirp waveforms.",0.9
O_ISAC_301,Demonstration of radar-aided flexible communication in a photonics-based W-band distributed integrated sensing and communication system for 6G,Included,"The paper involves both sensing (radar) and communication, and utilizes optical technologies (photonics-based) with integrated functionality.",0.9
O_ISAC_302,Joint Location Sensing and Demodulation for IRS-Assisted ISAC mmWave MIMO Systems,Excluded,"The paper focuses on RF/millimeter-wave studies without any optical/photonic component, violating Inclusion Criterion 2 and matching Exclusion Criterion 1.",0.9
O_ISAC_303,"Integrated sensing, lighting and communication based on visible light communication: A review",Included,"The paper involves both 'sensing' and 'communication' and utilizes 'optical' technologies, specifically visible light communication, meeting the inclusion criteria.",0.9
O_ISAC_304,Photonic joint radar and communication system using a chirp-polarity coded LFM waveform,Included,The paper involves both 'sensing' (radar) and 'communication' using 'optical' technologies (photonic) with integrated dual-functionality.,0.9
O_ISAC_305,In-Band Full-Duplex Front-End GaN MMIC for Phased Arrays,Excluded,"The paper focuses on RF/Millimeter-wave technology (GaN MMIC for Phased Arrays) without any optical/photonic component, violating criterion 1 of the inclusion criteria and matching exclusion criterion 1.",0.9
O_ISAC_306,3D Handwriting Trajectory Recovery by Wireless Sensing with Commercial LTE Signals,Excluded,"The paper does not involve optical technologies and is purely based on wireless sensing with commercial LTE signals, thus not meeting the inclusion criteria.",1.0
O_ISAC_307,Rate-Distortion Tradeoff of Bistatic Integrated Sensing and Communication,Excluded,The paper focuses on bistatic integrated sensing and communication but does not explicitly mention the involvement of optical technologies as required by the inclusion criteria.,0.8
O_ISAC_308,On Beamforming Design for ISAC Transceiver in Presence of Self-Interference,Excluded,"The paper focuses on beamforming design for ISAC transceiver in presence of self-interference, which implies RF/millimeter-wave/THz studies without explicit mention of optical technologies.",0.8
O_ISAC_309,Intelligent Waveform Design and Channel Modeling Using Group Theoretic Weyl-Heisenberg Frames,Excluded,"The paper focuses on waveform design and channel modeling using group theoretic Weyl-Heisenberg frames, which does not explicitly involve optical technologies or integrate sensing and communication functionalities as required by the inclusion criteria.",0.9
O_ISAC_310,Simulation of Constant-envelope THz Integrated Sensing and Communication System based on Photonics with 2D Positioning,Included,"The paper involves both sensing and communication, utilizes optical technologies through photonics, and integrates dual-functionality, meeting all inclusion criteria.",0.9
O_ISAC_311,A Photonics-Assisted D-Band ISAC System Based on A Time-Frequency Efficient Waveform,Excluded,"The paper focuses on a D-Band system, which is an RF/Millimeter-wave study without any clear indication of an optical/photonic component, thus not meeting the inclusion criteria.",0.9
O_ISAC_312,IR-UWB polar transceiver for joint communication and sensing system in millimeter wave band,Excluded,"The paper focuses on millimeter wave band without any optical/photonic component, violating criterion 2.",0.9
O_ISAC_313,Mobile Terahertz Communication and Sensing Systems: A Future Look,Excluded,"The paper focuses on Terahertz communication and sensing systems, which does not involve optical technologies as required by the inclusion criteria.",0.9
O_ISAC_314,A Computational Signal Algebra Framework for Microwave Photonics Radar Integrated Sensing and Communications,Excluded,"The paper focuses on microwave photonics radar, which does not meet the inclusion criteria of involving optical technologies as the primary component.",0.8
O_ISAC_315,Hardware-Efficient Integration of Communication and Vibration Sensing in DSCM System Using Commercial 100 kHz ECL,Excluded,The paper does not explicitly mention the integration of both sensing and communication functionalities using optical technologies as required by the inclusion criteria.,0.8
O_ISAC_316,Photonics-based Terahertz Integrated Communication and Localization for D-band,Excluded,The paper focuses on Terahertz which is not an optical technology as per the inclusion criteria.,0.8
O_ISAC_317,Non-Uniform Planar MIMO Array Optimization Criterion in Wavenumber Domain for Aliasing-Free Wideband Near-Field 3D Imaging,Excluded,The paper focuses on RF/Millimeter-wave technology for 3D imaging without any mention of optical technologies or integrated sensing and communication functionality.,0.9
O_ISAC_318,GaN System-on-Chip: Pushing the Limits of Integration and Functionality,Excluded,"The paper does not explicitly mention the integration of sensing and communication functionalities using optical technologies, thus not meeting the inclusion criteria.",0.8
O_ISAC_319,A 3D Continuous-Space Electromagnetic Channel Model for 6G Tri-Polarized Multi-User Communications,Excluded,"The paper focuses on RF/millimeter-wave/THz studies for 6G communications without any optical/photonic component, violating exclusion criterion 1.",0.9
O_ISAC_320,Bi-Static Sensing with 5G NR Physical Uplink Shared Channel Transmission,Excluded,The paper involves 5G NR physical uplink shared channel transmission which is purely RF and does not meet the optical technology criterion.,0.9
O_ISAC_321,Meta-Backscatter: A New ISAC Paradigm for Battery-Free Internet of Things,Excluded,"The paper does not explicitly mention the involvement of optical technologies, thus not meeting the second inclusion criterion.",0.8
O_ISAC_322,Simultaneous Near-Field THz Communications and Sensing with Full Duplex Metasurface Transceivers,Excluded,"The paper focuses on THz communications and sensing without any optical/photonic component, violating criterion 2.",0.9
O_ISAC_323,Near-Space Communications: The Last Piece of 6G Space-Air-Ground-Sea Integrated Network Puzzle,Excluded,"The paper focuses on near-space communications without explicit mention of integrated sensing functionality, thus not meeting criterion 1.",0.8
O_ISAC_324,Integrated Distributed Sensing and Quantum Communication Networks,Included,"The paper involves both sensing and communication, and is integrated with optical technologies, meeting criteria 1, 2, and 3.",0.9
O_ISAC_325,Digital twins for resilient and reliable 6G networks,Excluded,"The paper is categorized as 'WIRELESS' and does not explicitly mention involvement of optical technologies or integration of sensing and communication, thus not meeting inclusion criteria 2 and 3.",0.8
O_ISAC_326,Cost-Effective Vector THz Signal Generation Technique Enabled by Photonic Frequency Multiplication and Probabilistic Shaping,Excluded,"The paper focuses on THz signal generation using photonic frequency multiplication, which does not meet the inclusion criteria of involving both sensing and communication functionalities.",0.9
O_ISAC_327,Channel Characterization and Modeling for VLC-IoE Applications in 6G: A Survey,Included,"The paper involves both 'sensing' and 'communication' through Visible Light Communication (VLC) which is an optical technology, meeting criteria 1, 2, and 3.",0.9
O_ISAC_328,IRS-Assisted Integrated Localization and Communication for Multiuser mmWave Massive MIMO Systems,Excluded,"The paper focuses on mmWave massive MIMO systems without any optical/photonic component, violating criterion 1 of the inclusion criteria and matching exclusion criterion 1.",0.9
O_ISAC_329,A Subspace-Based Azimuth-Range-Doppler Estimator with Super-Resolution for OFDM Radar,Excluded,"The paper focuses on OFDM radar, which is a purely RF/millimeter-wave study without any optical/photonic component, violating exclusion criterion 1.",0.9
O_ISAC_330,A Dual Linear-polarized Gap Waveguide Antenna Element for Radar and Communications at 77 GHz,Excluded,"The paper focuses on RF/millimeter-wave technology at 77 GHz without any optical/photonic component, violating criterion 1 of the inclusion criteria and matching exclusion criterion 1.",0.9
O_ISAC_331,"Joint Sensing, Communication, and AI: A Trifecta for Resilient THz User Experiences",Excluded,"The paper is categorized as 'WIRELESS' and focuses on THz, which suggests it does not meet the inclusion criteria of involving optical technologies.",0.9
O_ISAC_332,Integrated Localization and Communication for IRS-Assisted Multi-User mmWave MIMO Systems,Excluded,"The paper is focused on RF/millimeter-wave systems without any optical/photonic component, violating criterion 1 of the inclusion criteria and matching exclusion criterion 1.",0.9
O_ISAC_333,ISAC-NET: Model-Driven Deep Learning for Integrated Passive Sensing and Communication,Excluded,"The paper does not explicitly mention the involvement of optical technologies, thus not meeting the second inclusion criterion.",0.8
O_ISAC_334,UAV Detection Based on the Variance of Higher-Order Cumulants,Excluded,The paper does not explicitly involve optical technologies or integrate sensing and communication functionalities as required by the inclusion criteria.,0.8
O_ISAC_335,Precision Agriculture: Ultra-Compact Sensor and Reconfigurable Antenna for Joint Sensing and Communication,Excluded,"The paper focuses on RF/millimeter-wave technology with a reconfigurable antenna, lacking an optical component as required by the inclusion criteria.",0.9
O_ISAC_336,Resource Optimization for Delay Estimation in Perceptive Mobile Networks,Excluded,"The paper is categorized as 'WIRELESS' and does not explicitly mention involvement of optical technologies or integration of sensing and communication, thus not meeting inclusion criteria 2 and 3.",0.8
O_ISAC_337,Integrated Communication and Radar Detection Based-on Single Modulator at W-Band,Excluded,"The paper does not meet the inclusion criteria because it involves W-Band, which is a RF/Millimeter-wave frequency, without any mentioned optical/photonic component.",0.9
O_ISAC_338,Collaborative Low-Altitude Air Traffic Control Under Communication Constraints in Integrated Sensing and Communication Networks,Excluded,"The paper does not explicitly mention the involvement of optical technologies, thus not meeting the second inclusion criterion.",0.8
O_ISAC_339,Enhancing Doppler Resilience for Integrated Sensing and Communication Systems through Low Ambiguity Zone Complementary Sequences,Excluded,The paper focuses on Doppler resilience for integrated sensing and communication systems but does not explicitly mention the involvement of optical technologies as required by the inclusion criteria.,0.8
O_ISAC_340,6G-EWOC: AI-Enhanced Fiber-Wireless Optical 6G Network in Support of Connected Mobility,Included,"The paper involves both 'sensing' and 'communication' through optical technologies, specifically fiber-wireless optical 6G network, meeting the inclusion criteria.",0.9
O_ISAC_341,Generative AI Empowered LiDAR Point Cloud Generation with Multimodal Transformer,Excluded,"The paper focuses on LiDAR point cloud generation using generative AI, which is purely sensing without any integrated communication functionality as required by the inclusion criteria.",0.9
O_ISAC_342,Measurement-based Characterization of ISAC Channels with Distributed Beamforming at Dual mmWave Bands and with Human Body Scattering and Blockage,Excluded,"The paper does not meet the inclusion criteria as it involves purely RF/Millimeter-wave studies without any optical/photonic component, violating exclusion criterion 1.",0.9
O_ISAC_343,Transmit Beamforming and Array Steering Optimization for UAV-Aided Bistatic ISAC,Excluded,"The paper focuses on UAV-Aided Bistatic ISAC with transmit beamforming and array steering optimization, which does not explicitly involve optical technologies as required by the inclusion criteria.",0.8
O_ISAC_344,Joint Communication and Eavesdropper Detection on the Lossy Bosonic Channel,Excluded,The paper focuses on wireless communication and eavesdropper detection without explicitly involving optical technologies or integrated sensing and communication functionalities as required by the inclusion criteria.,0.8
O_ISAC_345,LiDAR-Enabled Spatial Awareness for Beamforming in IRS-Assisted Wireless Communication System,Excluded,"The paper focuses on LiDAR for spatial awareness in a wireless communication system, lacking an optical communication component as required by the inclusion criteria.",0.9
O_ISAC_346,Learned Digital Back-Propagation for an optical-domain waveform integrated with communication and sensing,Included,"The paper involves both 'Sensing' and 'Communication' and utilizes 'Optical' technologies with integrated dual-functionality, meeting all inclusion criteria.",0.9
O_ISAC_347,Spectral-Efficient Frequency-Division Photonic Millimeter-Wave Integrated Sensing and Communication System Using Improved Sparse LFM Sub-Bands Fusion,Included,"The paper involves both sensing and communication, utilizes optical technologies, and integrates dual-functionality, meeting all inclusion criteria.",0.9
O_ISAC_348,Integrated sensing and communication in an optical fibre,Included,"The paper meets all inclusion criteria as it involves both sensing and communication integrated in an optical fibre, utilizing optical technologies.",0.9
O_ISAC_349,Radar-Centric Photonic Terahertz Integrated Sensing and Communication System Based on LFM-PSK Waveform,Included,The paper involves both 'sensing' (Radar) and 'communication' and utilizes 'optical' technologies (photonic integrated circuits) with integrated dual-functionality.,0.9
O_ISAC_350,Integrated Nitride optoelectronic chip for motion detection and visible light communication; 运动探测及可见光通信一体化氮化物光电子芯片,Included,"The paper involves both 'sensing' (motion detection) and 'communication' (visible light communication) using optical technologies, meeting the inclusion criteria.",0.9
O_ISAC_351,Integrated high precision time-of-flight depth sensing and optical communication based on Hamiltonian coding,Included,The paper involves both 'sensing' (time-of-flight depth sensing) and 'communication' (optical communication) with integrated functionality based on optical technologies.,0.9
O_ISAC_352,Integrated Sensing and Communications With Joint Beam-Squint and Beam-Split for mmWave/THz Massive MIMO,Excluded,"The paper focuses on mmWave/THz Massive MIMO without any optical/photonic component, violating criterion 1 of the inclusion criteria and matching exclusion criterion 1.",1.0
O_ISAC_353,"A Primer on Rate-Splitting Multiple Access: Tutorial, Myths, and Frequently Asked Questions",Excluded,"The paper does not involve optical technologies and focuses on RF/millimeter-wave/THz studies, violating Inclusion Criterion 2 and Exclusion Criterion 1.",1.0
O_ISAC_354,Integrated Sensing and Communication Chip Based on III-Nitride for Motion Detection,Included,"The paper involves both sensing (motion detection) and communication, and utilizes optical technologies (III-Nitride), meeting the inclusion criteria.",0.9
O_ISAC_355,Signal Processing Techniques for 6G,Excluded,"The paper does not explicitly mention the integration of sensing and communication using optical technologies, thus not meeting the inclusion criteria.",0.8
O_ISAC_356,Photonic THz-ISAC Demonstration with Simultaneous 120Gbit/s Communication and 2.5mm Sensing Resolution,Included,The paper meets all inclusion criteria by demonstrating an integrated optical system that combines both sensing and communication functionalities using photonic technologies.,0.9
O_ISAC_357,A Super-resolution Algorithm Based on Beam Improvement for Angle Estimation in Multipath Environments,Excluded,"The paper focuses on a super-resolution algorithm for angle estimation, which is purely sensing without any integrated communication functionality as required by the inclusion criteria.",0.9
O_ISAC_358,Exploiting IRS for Location Sensing and Signal Demodulation in mmWave MIMO Systems,Excluded,"The paper focuses on mmWave MIMO systems without any optical/photonic component, violating criterion 2.",0.9
O_ISAC_359,Photonic integrated wireless communication and sensing with OFDM modulation,Included,"The paper involves both 'sensing' and 'communication' and utilizes 'optical' technologies with integrated dual-functionality, meeting all inclusion criteria.",0.9
O_ISAC_360,Monolithic III-Nitride Photonic Circuit for Integrated Sensing and Communication System,Included,"The paper involves both 'sensing' and 'communication' functions integrated using 'optical' technologies, specifically photonic circuits, meeting all inclusion criteria.",0.9
O_ISAC_361,Integrated Super-Resolution Sensing and Communication with 5G NR Waveform: Signal Processing with Uneven CPs and Experiments,Excluded,"The paper does not meet the inclusion criteria as it involves 5G NR waveform, indicating a focus on RF/millimeter-wave without any clear mention of optical technologies.",0.9
O_ISAC_362,A Beam-Scannable Photonic THz-ISAC System Based on Risley Prisms,Excluded,"The paper focuses on a THz-ISAC system, which does not meet the inclusion criteria of involving optical technologies as it primarily deals with Terahertz frequencies, not optical frequencies.",0.9
O_ISAC_363,Terahertz Photonics in Radar and ISAC Applications,Excluded,"The paper focuses on Terahertz Photonics, which is not purely optical and involves non-optical/photonic components, thus not meeting the inclusion criteria of involving 'Optical' technologies.",0.8
O_ISAC_364,Simultaneous Demodulation and Channel Sensing Using IR-UWB Signals,Excluded,The paper focuses on IR-UWB signals which is purely RF/Millimeter-wave related and lacks any optical/photonic component as required by the inclusion criteria.,0.9
O_ISAC_365,Integrating Passive Bistatic Sensing into mmWave B5G/6G Networks: Design and Experiment Measurement,Excluded,"The paper focuses on mmWave B5G/6G networks without any optical/photonic component, violating criterion 1 of the inclusion criteria and matching exclusion criterion 1.",0.9
O_ISAC_366,AmBC-Aided Integrated Sensing and Communication Systems for V2X Networks,Excluded,"The paper is categorized as 'WIRELESS' and does not explicitly mention optical technologies, suggesting it may not meet the inclusion criteria of involving optical technologies.",0.8
O_ISAC_367,Learning Human-Blockage Direction Prediction from Indoor mmWave Radio Measurements,Excluded,"The paper focuses on mmWave radio measurements, which does not involve optical technologies as required by the inclusion criteria.",0.9
O_ISAC_368,A Technical Review of Integrated Sensing and Communication in Optical Transmission System,Included,"The paper involves both 'Sensing' and 'Communication' and is focused on 'Optical' technologies, meeting the inclusion criteria.",0.9
O_ISAC_369,"A Comprehensive Survey on Full-Duplex Communication: Current Solutions, Future Trends, and Open Issues",Excluded,"The paper focuses on full-duplex communication without any mention of optical technologies or integrated sensing functionality, thus not meeting inclusion criteria 2 and 3.",0.9
O_ISAC_370,LFM-PSK-based integrated sensing and communication system in the THz band,Excluded,"The paper is excluded because it involves purely THz band studies without any optical/photonic component, as per exclusion criterion 1.",0.9
O_ISAC_371,Design and Analysis of VLC-OCC-CDMA Rake System,Included,"The paper involves both 'sensing' and 'communication' through Visible Light Communication (VLC) and Optical Code Division Multiple Access (OCC-CDMA), meeting the inclusion criteria.",0.9
O_ISAC_372,Photonic generation of multi-format chirped signals with a high switching rate,Excluded,"The paper focuses on photonic generation of multi-format chirped signals, which seems to be purely communication-related without any integrated sensing functionality as required by the inclusion criteria.",0.8
O_ISAC_373,A Broadband Dipole Antenna Implemented with Solar Cell,Excluded,"The paper focuses on a broadband dipole antenna implemented with a solar cell, which does not meet the inclusion criteria of involving both sensing and communication with optical technologies.",0.9
O_ISAC_374,Photonic integrated sensing and communication system with multi-target detection capability,Included,"The paper involves both sensing and communication, utilizes optical technologies, and integrates dual-functionality, meeting all inclusion criteria.",0.9
O_ISAC_375,Design and Analysis on U-VLC-CC-CDMA Systems,Excluded,"The paper focuses on U-VLC-CC-CDMA systems, which is a purely communication system without any integrated sensing functionality as required by the inclusion criteria.",0.9
O_ISAC_376,DOPAMINE: Doppler frequency and Angle of arrival MINimization of tracking Error for extended reality,Excluded,The paper does not explicitly mention the integration of optical technologies with both sensing and communication functionalities as required by the inclusion criteria.,0.8
O_ISAC_377,Photonics-aided integrated sensing and communications in mmW bands based on a DC-offset QPSK-encoded LFMCW,Included,"The paper involves both sensing and communication, utilizing optical technologies and integrating dual-functionality, meeting all inclusion criteria.",0.9
O_ISAC_378,Frequency Hopping Joint Radar-Communications with Hybrid Sub-Pulse Frequency and Duration Modulation,Excluded,"The paper does not explicitly involve optical technologies, thus not meeting the second inclusion criterion.",0.9
O_ISAC_379,Demonstration of photonics-based flexible integration of sensing and communication with adaptive waveforms for a W-band fiber-wireless integrated network,Included,"The paper involves both sensing and communication and utilizes optical technologies with integrated dual-functionality, meeting all inclusion criteria.",0.9
O_ISAC_380,Research and verification of sensing information assisted millimeter wave beam tracking algorithm for automated vehicles,Excluded,"The paper is categorized as 'WIRELESS' and involves millimeter wave, which suggests it does not meet the inclusion criteria of involving optical technologies.",0.9
O_ISAC_381,"Long-Distance, Real-Time LED Display-Camera Communication System Based on LED Point Clustering and Lightweight Image Processing",Included,"The paper involves both 'sensing' (camera) and 'communication' (LED display) using optical technologies (LED, camera) with integrated functionality.",0.9
O_ISAC_382,Integrating Secure Communications Into Frequency Hopping MIMO Radar With Improved Data Rate,Excluded,The paper focuses on RF/Millimeter-wave radar and does not involve optical technologies as required by the inclusion criteria.,0.9
O_ISAC_383,Joint Sensing and Communication for Situational Awareness in Wireless THz Systems,Excluded,"The paper is categorized as 'WIRELESS' and focuses on THz systems, indicating it does not meet the inclusion criteria of involving optical technologies.",0.9
O_ISAC_384,Seven Defining Features of Terahertz (THz) Wireless Systems: A Fellowship of Communication and Sensing,Excluded,"The paper focuses on Terahertz (THz) wireless systems, which is a purely RF/Millimeter-wave/THz study without any optical/photonic component, violating exclusion criterion 1.",0.9
O_ISAC_385,6G Networks: Is This an Evolution or a Revolution? [From the Guest Editors],Excluded,"The paper does not explicitly mention the integration of sensing and communication using optical technologies, thus not meeting the inclusion criteria.",0.8
O_ISAC_386,Design of Visible Light Communication Transceiver System Based on Intelligent Terminal,Included,"The paper involves both 'Communication' through Visible Light and has the potential for 'Sensing' given the context of an intelligent terminal, meeting criteria 1 and 2.",0.8
O_ISAC_387,Design and Simulation of light Source Layout of Indoor Visible Light Communication System,Excluded,"The paper focuses solely on communication (Visible Light Communication System) without any mention of integrated sensing functionality, thus not meeting criterion 1.",0.9
O_ISAC_388,VLC-CDMA systems based on optical complementary codes,Included,"The paper involves both 'sensing' and 'communication' through Visible Light Communication (VLC) and Code Division Multiple Access (CDMA) systems, meeting criteria 1 and 2.",0.9
O_ISAC_389,Study on optimal layout method of LED light source for indoor visible light communication,Excluded,"The study focuses purely on communication (indoor visible light communication) without any sensing functionality, thus not meeting the inclusion criteria of involving both sensing and communication.",0.9
O_ISAC_390,Optical link for bidirectional communication based on visible light,Excluded,"The paper only involves communication based on visible light without any sensing functionality, thus not meeting the inclusion criteria of involving both sensing and communication.",0.9
