paper_id,section,concept,variant,match_type,strength,rationale,quote,line_start,line_end,heading_path,json_path,json_value,medium,llm_model_pass1,llm_label_pass1,llm_model_pass2,llm_label_pass2,llm_escalated
O_ISAC_024,6D,ml,AI,lexical,NONE,The text does not mention machine learning (ml) concepts.,"The non-uniform frequency response of the system distorts the time-domain waveform of the LFM probe due to its intrinsic time-frequency correlation, where frequency-domain imbalances directly manifest as temporal distortions, degrading sensing performance. As shown in Fig. 1 (a), frequency-dependent attenuation from the non-uniform response distorts the received signal. The amplitude-frequency response of the LFM probe, denoted as |H(ω)|, is measured at the communication receiver, as shown in Fig. 1 (b). This response curve characterizes the frequency-dependent loss experienced by the probe during transmission. When a matched filter is applied at the sensing receiver to correlate the received signal with the transmitted LFM probe, the resulting autocorrelation function (ACF) exhibits an elevated noise floor, as depicted in Fig. 1 (c). While the full width at half maxima (FWHM) remains similar, the main lobe widens, degrading the sensing spatial resolution. To address this issue, we employ the frequency response curve obtained from the forward communication link to pre-compensate the transmitted LFM probe, which can be expressed as",25,25,**Pre-compensation of LFM Sensing Probe via Integrated Sensing and Communication over Fiber System** > **PRINCIPLES**,,,cabled_fibre,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_024,6D,ml,AI,lexical,NONE,The text does not mention machine learning (ml) concepts.,"where *S*(*ω*) is the Fourier transformation of sensing probe *s*(*t*) before transmission. When the pre-distorted probe is applied, the imbalance in the amplitude-frequency response of LFM probe within the system is compensated. As a result, the ACF approaches the ideal curve (green) shown in Fig. 1 (c), exhibiting a significant reduction in noise floor and a narrower main lobe compared to the uncompensated case.",31,31,**Pre-compensation of LFM Sensing Probe via Integrated Sensing and Communication over Fiber System** > **PRINCIPLES**,,,cabled_fibre,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_024,6D,ml,AI,lexical,NONE,The text does not mention machine learning (ml) concepts.,Fig. 1. (a) The time-domain waveform of the LFM signal before and after transmission. (b) The amplitude-frequency response of LFM probe within the ISAC system. (c) ACFs in the ideal case and after transmission of system.,35,35,**Pre-compensation of LFM Sensing Probe via Integrated Sensing and Communication over Fiber System** > **PRINCIPLES**,,,cabled_fibre,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_024,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) concepts in the given snippet.,"We conduct a 40-km ISAC experiment to demonstrate the proposed sensing scheme and the setup is depicted in Fig. 2. The narrow linewidth laser (NKT E15) is equally split via a polarization-maintaining coupler into two paths. The first path serves as the local oscillator (LO) for coherent reception in the sensing receiver. The second path is modulated by arbitrary waveform generators (AWGs) to generate an ISAC signal. The sensing component comprises a continuous linear frequency-modulated (LFM) probe with a starting frequency of 70 MHz and a swept bandwidth of 500 MHz, while the communication payload consists of two 30 GBaud 16QAM DSCM signals separated by a 2 GHz guard band. Due to the frame length limitation of AWG (Keysight 8196A), the LFM probe is typically generated by a secondary AWG (Keysight 8190A) in practical implementations. However, in an idealized scenario, both the sensing and communication signals could be synthesized adopting a single AWG. The ISAC signal is launched into a 40-km fiber under test (FUT) via an optical circulator, with a 1 m piezoelectric transducer (PZT) embedded at the distal end to simulate a 200 Hz sinusoidal vibration. At the forward communication receiver, the 16QAM signals are received by utilizing a dual-polarization hybrid and four balanced photodetectors. The ISAC signal is acquired by a digital real-time oscilloscope (RTO, Keysight DSAZ594A), while frequency response of the sensing probe is extracted from the coherent receiver. This frequency response data is fed back to the transmitter through the communication link, enabling dynamic pre-compensation of the LFM probe for systemic frequency-dependent distrtions. On the sensing receiver side, the backscattered signal is isolated by employing an optical bandpass filter (OBPF) and further purified via a digital finite impulse response (FIR) filter to suppress residual communication signal interference. The sensing data is received by the same type of receivers and collected by another RTO (Keysight MSOS404A). The processed signal undergoes matched filtering and is segmented into five overlapping traces for rotate-vector summed (RVS) algorithm, eliminating fading interference and achieving a theoretical spatial resolution of 1 m.",43,43,**Pre-compensation of LFM Sensing Probe via Integrated Sensing and Communication over Fiber System** > **PRINCIPLES** > **EXPERIMENTAL RESULTS**,,,cabled_fibre,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_024,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) concepts in the given snippet.,"is generally improved. With the gauge length set to 10 m, the phase waterfall extracted by the pre-distorted probe is shown in Fig.3 (b), where a noticeable vibration trace can be seen. The phase variance obtained is shown in Fig.3 (c), and from the falling edge, it is evident that the tailing effect in the trace produced by the pre-distorted probe has been improved. Comparing the power spectrum density (PSD) curves of the vibration traces from both probes, depicted in Fig.3 (d), reveals that the SNR of the pre-distorted probe has improved by 2.4 dB. Finally, the impact of sensing-to-telecom power ratio (STPR) on the sensing and communication performance is explored. By controlling the launch power of communication signal at 0 dBm through the variable optical attenuator (VOA), the LFM probe power was increased to control the STPR. It can be observed that as STPR increases, the bit error rate (BER) of both communication subcarriers increases, especially for SC2, which is closer to the sensing probe and more affected by fiber nonlinearity. When STPR = 10 dB, both communication and sensing sides achieve a favorable result.",49,49,**Pre-compensation of LFM Sensing Probe via Integrated Sensing and Communication over Fiber System** > **PRINCIPLES** > **EXPERIMENTAL RESULTS**,,,cabled_fibre,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_025,6D,ml,AI,lexical,NONE,The text does not mention machine learning (ml) explicitly or implicitly.,"Abstract: This paper proposes and experimentally validates an architecture exploiting an optical transport network interconnecting Radio Access Network and core domains, to facilitate joint support of sensing and communication services in accordance with the 6G vision.",11,11,Optical Transport Network Optimization Supporting Integrated Sensing and Communication Services,,,cabled_fibre,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_025,6D,ml,AI,lexical,NONE,The text discusses 6G services and Integrated Sensing and Communication (ISAC) capabilities but does not mention machine learning (ml).,"6G services will be associated with a wide spectrum of vertical applications with greatly varying requirements and will offer advanced features beyond connectivity spanning from sensing to monitoring and positioning. To address these requirements, 6G will feature Integrated Sensing and Communication (ISAC) capabilities, performing sensing through the mobile communication infrastructure. Doing this, the network acts as a ""radar"" sensor, exploiting its own radio signals to sense and comprehend the surrounding physical world. The echoes (reflections) and scattering of wireless signals predominately transmitted for communication purposes, provide information related to the characteristics of the environment and/or objects therein [1]. The sensing data collected and processed by the network can then be leveraged to enhance the network's operations, augment existing services such as XR and digital twinning, and enable new services, such as object detection and tracking, along with imaging and environment reconstruction. This potential has already attracted a lot of attention from 3GPP, which has initiated a preliminary study on use cases and ISAC requirements, making it a promising candidate to optimize both communications and sensing systems [1]. Sensing and communication functions can be performed taking different approaches: (a) adopting separate and dedicated infrastructures for sensing and communications, where information acquired from one infrastructure is used to assist the other, (b) sensing and communication capabilities are supported by common hardware sharing the available spectrum, with the constraint that sensing and communication signals are transmitted over different timeslots, and (c) adopting integrated systems fully sharing both spectrum and time domains. Although some early prototypes are available validating concepts (a) and (b), implementations of 3GPP compliant ISAC systems (concept (c)) are still at a very early stage. These systems demand additional complexity in signal processing but require collection and aggregation of huge volumes of synchronized IQ reflected (echo) streams that need to be processed to extract information on the sensed environment. This processing can only be performed at edge servers, introducing the need to transport the IQ streams over flexible high-capacity transport networks.",17,17,1. Introduction,,,cabled_fibre,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_025,6D,ml,AI,lexical,NONE,"The text is similar to the previous one, discussing 6G services and ISAC capabilities without mentioning machine learning (ml).","In view of this, this paper proposes and experimentally validates an architecture exploiting an optical transport network that interconnects Radio Access Network (RAN) and core domains, to facilitate joint support of sensing and communication services. Sensing is performed based on the principle of a distributed passive wireless radar. According to this, 6G Base Stations (BSs) generate communication signals reflected on ""objects"" located in the surrounding area, creating IQ echo streams. These IQ echo streams are transmitted in the form of uplink fronthaul streams and are redirected to a multi-access edge computing (MEC) node for storage and processing. A sensing app has been purposely developed to analyze the quality of the IQ echo streams at the MEC and decide which IQ streams can be used to support the required sensing. The IQ streams that are not carrying useful information are dropped. The sensing app output, including only useful IQ streams, is passed to the network orchestrator that decides the optimal transport network configuration to support both communication and sensing services. To perform this, the orchestrator solves the optical transport network optimization problem considering both communication (i.e. fronthaul backhaul) and sensing (IQ echo streams) services. The identified configuration is then executed by the Software Defined Networking (SDN) control of the optical transport network. The proposed architecture has been experimentally implemented and evaluated using a platform that comprises actual hardware for the optical transport network, compute servers and wireless transceivers. The wireless channel (over the air transmission) is emulated through the GNU Radio platform. To the best of our knowledge this is the first experimental study that optimizes the operation of an optical transport network supporting ISAC services using 3GPP compliant RF signals.",19,19,1. Introduction,,,cabled_fibre,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_025,6D,ml,AI,lexical,NONE,The text describes the architecture of an access network and transport network but does not mention machine learning (ml) or any related concepts.,"access network is equipped with low energy consuming switching nodes with limited number of input ports and relatively small capacity (1/10GbE/port). The aggregation transport network comprises high-end optoelectronic and all-optical fast switches with higher capacity and density (10G/40G/100GbE/ports), offering much higher energy efficiency. All-optical fast switches are a key enabler that facilitates transparent routing of IQ sensing flows to the MEC servers needed to achieve acceptable transport delays. For the RAN segment, a Software Defined Radio (SDR) platform (based on USRP B210 and N310) transmitting 5G New Radio (NR) Orthogonal Frequency Division Multiplexing (OFDM) modulated signals is used (Fig. 1-2) to support the functionality of Remote Units (RUs). For the compute domain, edge servers attached to the access switches and central cloud servers connected to the aggregation/core switches are adopted. These servers are used to host containerized RAN elements (i.e. Distributed Unit (DU)/Central Unit (CU)) and sensing functions (storage of I/Q echoes and processing). The sensing app implements a passive OFDM-based radar [2] that uses as input, signals reflected on objects in the surrounding area, when connectivity between BSs and UEs is established. The sensing app evaluates the quality of the reflected signals captured per BS and, if these are above a specific Signal-to-Noise-Ratio (SNR) threshold, they are used to estimate the position of the corresponding object. These results are then communicated to the E2E orchestrator that calculates the optimal resource allocation policy needed to accommodate both communication and sensing services. This is achieved by identifying the appropriate capacity for the paths implementing ""RU-DU-CU"" and ""RU-Sensing"" function connectivity, executed by the SDN transport network controller. Finally, for the wireless channel, a dedicated virtual machine has been deployed hosting the open-source GNU Radio platform, emulating channel impairments and objects in the surrounding area using the ""Noise Source"" and ""Static Target Simulator"" blocks, respectively[3]. Sensing Information exchange between different system building blocks is based on ZeroMQ messaging platform [4].",27,27,2. System Architecture,,,cabled_fibre,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_025,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) concepts in the given snippet.,"To evaluate the performance of the proposed architectural approach and technical implementation an optimization framework has been designed and deployed in the testbed of Fig.1-1. This framework tries to minimize the number of network links used by identifying the optimal routing and network capacity allocation policies under communication (fronthaul, backhaul) and sensing flow (IQ echo streams) traffic requests. This problem is solved considering the following parameters and constraints: (1) The characteristics of the optical transport network and compute servers including number of nodes, connectivity graph, and capacity. (2) The characteristics of the RAN and mobile core segments including deployment option for the mobile communication (location of RU, DU, CU, UPF elements) and its operational parameters (spectrum allocation, numerology). (3) The received signal strength of the echoes captured by the various BSs. This last parameter is quite important, as received signals with low SNR cannot be exploited by the sensing app in the estimation of the object location. To reduce unnecessary overheads, the model considers as input sensing streams captured by BSs with SNRs exceeding a predefined SNR threshold (SNR<sub>th</sub>). SNR<sub>th</sub> depends on several parameters such as transmission conditions, the environment where the system is installed, the location of the RUs, etc., and can be experimentally precomputed. A typical numerical example is shown in the left column of Fig. 1-3, illustrating the spectrograms of the received IQ streams at BS2 and BS3 when their distance from the object is 200 and 400m, respectively. From the same figure we observe (right column) that for objects closely located to a BS (case of BS2) the received SNR is high and, therefore, the object can be detected with high accuracy. However, as the object-BS distance increases, the received SNR is reduced, reducing also the track detection accuracy. The object detection accuracy can be further improved combining estimations from multiple BSs [5]. (4) The capacity requirements for the sensing and communication traffic flow. For the sensing flows, these requirements increase with the number of BSs involved in the sensing process collecting and transmitting IQ echo streams. A typical set of measurements for IQ streams collected for 10MHz bandwidth allocation in the wireless segment (OFDM modulated) is shown in Fig. 1-4. This set of measurements shows the throughput of the IQ streams forwarded by ""BS3"", ""BS3-BS2"" and ""BS3-BS2-BS1"" to the edge server #1. For the fronthaul and backhaul requirements (due to space limitations) the reader is referred to [6] providing a detailed discussion. (5) Delay requirements for the sensing streams. To handle this, sensing flows are transparently transported to the sensing servers through the all-optical transport network switch, acting as an IQ sensing switch, eliminating transmission delays introduced by optoelectronic devices. The use of the all-optical switch is a key enable that allows to maintain the overall transport delay acceptable.",41,41,2. System Architecture > 3. ISAC based transport network optimization,,,cabled_fibre,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_025,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) concepts in the given snippet.,"The proposed scheme is evaluated for the topology of Fig.1-1 considering an object located at different positions. We evaluate three different management policies: a) ""single"" echo approach, where IQ signals captured by the BS with the strongest SNR are transmitted to the sensing app, b) ""optimal"" dynamic approach considering echoes with SNR exceeding a specific threshold, and c) ""all-active"" approach using echoes from all BSs. IQ streams for communication services coexist with sensing streams. Fig. 2 a) and b) compare the transport network utilization (ratio of links used vs total available links) and received echo SNR, respectively, for different object positions and ISAC optimization policies. In the ""optimal"" approach, the selected echoes are dynamically routed to the sensing server. Optimal routing paths are calculated by the E2E orchestrator and executed by the transport network SDN controller. The ""optimal"" approach has higher network requirements compared to the ""single"" echo (~15%) and it is 30% more efficient than the static ""all-active"" approach. As shown in Fig.2c) illustrating the sensing accuracy of all schemes, the ""optimal"" scheme receives echoes of similar SNR with the ""all-active"" approach, while requiring 50% less network resources.",45,45,2. System Architecture > 4. Numerical results and Conclusions,,,cabled_fibre,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_026,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) in the given context.,"Shanghai ERC of LEO Satellite Communication and Applications, Shanghai CIC of LEO Satellite Communication Technology, Fudan University.",9,9,W-band Photonic-based Integration of Sensing and Communication with Frequency-division Multiplexed Waveforms in Fiber-wireless Integrated Network > Boyu Dong,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_026,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) in the given context.,"Shanghai, China",11,11,W-band Photonic-based Integration of Sensing and Communication with Frequency-division Multiplexed Waveforms in Fiber-wireless Integrated Network > Boyu Dong,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_026,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) in the given context.,e-mail: bydong21@m.fudan.edu.cn,12,12,W-band Photonic-based Integration of Sensing and Communication with Frequency-division Multiplexed Waveforms in Fiber-wireless Integrated Network > Boyu Dong,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_026,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) in the given context.,"Shanghai ERC of LEO Satellite Communication and Applications, Shanghai CIC of LEO Satellite Communication Technology, Fudan University.",16,16,W-band Photonic-based Integration of Sensing and Communication with Frequency-division Multiplexed Waveforms in Fiber-wireless Integrated Network > Boyu Dong > Guoqiang Li,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_026,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) in the given context.,"Shanghai, China",18,18,W-band Photonic-based Integration of Sensing and Communication with Frequency-division Multiplexed Waveforms in Fiber-wireless Integrated Network > Boyu Dong > Guoqiang Li,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_026,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) in the given context.,e-mail: 19210720066@fudan.edu.cn,19,19,W-band Photonic-based Integration of Sensing and Communication with Frequency-division Multiplexed Waveforms in Fiber-wireless Integrated Network > Boyu Dong > Guoqiang Li,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_027,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) in the given context.,"*Abstract***—Accurate ocean salinity detection and monitoring are crucial for protecting the ocean's ecological environment, with low crosstalk sensing heads playing a significant role in this process. To achieve low crosstalk while maintaining high sensor sensitivity, devices operating in the longer wavelength band could be a viable candidate. In this article, we demonstrate an all-optical fiber marine salinity sensor designed for deep ocean environments, formed by adiabatic-tapered few-mode fiber (FMF) with a 40** µ**m waist diameter to balance sensitivity and mechanical stability, operating at the 2** µ**m wavelength band. In the experiment with a refractive index ranging from 1.306 (a salinity of** ∼**0‰) to 1.314 (a salinity of** ∼**50‰), the sensor shows a refractive index sensitivity of 1200.7 nm/RIU, which corresponds to a salinity sensitivity of 0.192 nm/‰. Additionally, the sensor shows low sensitivity to ambient temperature and pressure, and the performance impact caused by their variations at different ocean depths is negligible in practical applications. The proposed all-optical fiber sensor offers a reliable and**",11,11,"<span id=""page-0-12""></span>Low Crosstalk Deep Ocean Salinity Monitoring at 2 µm Wavelength Band",,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_027,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) in the given context.,"Yahao Li, Quandong Huang, Chaoyue Wang, Yu Huang, Wanyu Wu, Jiaqi Ran, Yanping Li, Jun Xue, Ou Xu, and Xinyong Dong are with the Institute of Advanced Photonics Technology, School of Information Engineering, Key Laboratory of Photonic Technology for Integrated Sensing and Communication, Ministry of Education of China, and Guangdong Provincial Key Laboratory of Information Photonics Technology, Guangdong University of Technology, Guangzhou 510006, China (e-mail: qdhuang@gdut.edu.cn; xuou@gdut.edu.cn; dongxy@ gdut.edu.cn).",21,21,"<span id=""page-0-12""></span>Low Crosstalk Deep Ocean Salinity Monitoring at 2 µm Wavelength Band",,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_027,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) in the given context.,"Sławomir Ertman and Tomasz R. Wolinski are with the Department of ´ Optics and Photonics, Faculty of Physics, Warsaw University of Technology, 00-665 Warsaw, Poland (e-mail: slawomir.ertman@pw.edu.pl; tomasz.wolinski@pw.edu.pl).",23,23,"<span id=""page-0-12""></span>Low Crosstalk Deep Ocean Salinity Monitoring at 2 µm Wavelength Band",,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_027,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) in the given context.,"Perry Ping Shum is with the Department of Electronic and Electrical Engineering, Southern University of Science and Technology, Shenzhen, Guangdong 518055, China (e-mail: shum@ieee.org).",27,27,"<span id=""page-0-12""></span>Low Crosstalk Deep Ocean Salinity Monitoring at 2 µm Wavelength Band",,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_027,6D,ml,AI,lexical,NONE,The text does not mention machine learning (ml) explicitly or implicitly.,"<span id=""page-0-4""></span><span id=""page-0-1""></span>T HE ocean is a pivotal component of the ecosystem, intricately linked to human life. Amid global warming, the ocean regulates Earth's climate [\[1\], su](#page-8-0)stains ecological balance [\[2\], su](#page-8-1)pplies resources such as minerals and fishery, provides most of the global oxygen, and significantly influences global economic development [\[3\],](#page-8-2) [\[4\]. In](#page-8-3)-depth ocean exploration and enhancing ocean-understanding capabilities [\[5\]](#page-8-4) are important tasks. Salinity, a key parameter for seawater quality assessment [\[6\], is](#page-8-5) vital for the healthy growth of marine life and the functioning of industrial and agricultural sectors [\[7\],](#page-8-6) [\[8\]. A](#page-8-7)ccurate salinity detection enables further analysis of seawater movement patterns [\[9\], bi](#page-8-8)ological environmental conditions [\[10\], a](#page-8-9)nd climate change trends [\[11\].](#page-8-10) Monitoring seawater salinity provides a scientific basis for ocean conservation and the optimal utilization of marine resources. Currently, the electrical measurement approach is the dominant method for quantifying seawater salinity [\[12\].](#page-8-11) The principle of the electrical measurement approach involves determining salinity through the correlation between electrical conductivity and chloride-ion content in water. However, this",33,33,"<span id=""page-0-12""></span>Low Crosstalk Deep Ocean Salinity Monitoring at 2 µm Wavelength Band > <span id=""page-0-11""></span><span id=""page-0-10""></span><span id=""page-0-9""></span><span id=""page-0-8""></span><span id=""page-0-7""></span><span id=""page-0-6""></span><span id=""page-0-5""></span><span id=""page-0-3""></span><span id=""page-0-2""></span><span id=""page-0-0""></span>I. INTRODUCTION",,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_027,6D,ml,AI,lexical,NONE,The text does not mention machine learning (ml) explicitly or implicitly.,"<span id=""page-1-11""></span><span id=""page-1-10""></span><span id=""page-1-9""></span><span id=""page-1-7""></span><span id=""page-1-6""></span><span id=""page-1-4""></span><span id=""page-1-3""></span><span id=""page-1-2""></span><span id=""page-1-1""></span><span id=""page-1-0""></span>method is highly susceptible to interference from other conductive ions [13]. Currently, the measurement precision can be improved by using conductivity-temperature-depth (CTD) systems; however, these CTD systems are bulky, complex in structure, and require the series connection of multiple units during sea trials, which significantly increases the overall cost [14], [15], [16]. Additionally, electronic sensors in seawater often face challenges such as electrode contamination and susceptibility to electromagnetic interference during the measurement procedure [17]. Conversely, optical fiber sensors provide advantages such as compact dimensions, electromagnetic interference resistance [18], and durability against corrosion [19], [20]. They are well suited for operation in complex environments such as the marine environment. Optical fiber sensing shows substantial potential for salinity monitoring and has garnered significant attention from numerous scholars [21], [22], [23], [24]. To date, a multitude of schemes based on fiber Bragg grating (FBG) [25], photonic crystal fiber (PCF) [26], polymer optical fiber [27], etc., have been extensively investigated and reported. Recently, an all-optical fiber salinity sensor based on SNS-FBG cascading was demonstrated, which exhibits a salinity sensitivity of 0.027 nm/‰ [12]. An  $\alpha$ -power RI profile circular core FBG sensor with a maximum sensitivity of 35 nm/RIU is also proposed (with a salinity sensitivity of 5.83 pm/‰ [28]. To enhance the device sensitivity, an underwater fiber-optic sensor leveraging surface plasmon resonance (SPR) and multimode interference (MMI) is reported to achieve a salinity sensitivity of 0.36 nm/‰ [29]. A probe-type multicore fiber sensor for seawater multiparameter measurement is also reported, where the sensor attains a salinity sensitivity of similar 0.36 nm/‰ [30]. A dual-hole single-mode fiber (SMF) with two segments of multimode fiber was fused to create an optical-fiber sensor via the double SPR effect, which yields a salinity sensitivity of 0.33 nm/‰ [31]. However, when the sensitivity of the fiber sensors is enhanced, the design and fabrication of such fiber sensors are increasingly challenging. Meanwhile, the intricate structures of the fiber sensors pose significant challenges for practical implementation in complex marine environments. Instead of designing complex structures to enhance the sensor sensitivity, an available way is to explore longer wavelength bands.",37,37,"<span id=""page-0-12""></span>Low Crosstalk Deep Ocean Salinity Monitoring at 2 µm Wavelength Band > <span id=""page-0-11""></span><span id=""page-0-10""></span><span id=""page-0-9""></span><span id=""page-0-8""></span><span id=""page-0-7""></span><span id=""page-0-6""></span><span id=""page-0-5""></span><span id=""page-0-3""></span><span id=""page-0-2""></span><span id=""page-0-0""></span>I. INTRODUCTION",,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_028,6D,ml,AI,lexical,NONE,The snippet does not mention machine learning (ml) concepts.,# Performance Improvement for Symmetric Carrierassisted Differential Detection Receiver by Pairwise Coding,5,5,Performance Improvement for Symmetric Carrierassisted Differential Detection Receiver by Pairwise Coding,,,cabled_fibre,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_028,6D,ml,artificial intelligence,lexical,NONE,"The snippet discusses optical transmission solutions and detection techniques, but does not mention machine learning (ml) concepts.","Abstract-Driven by emerging applications originated from the Internet technologies, artificial intelligence (AI), big data and so on, high-speed short-reach optical transmission solutions have attracted more and more attentions such as data center interconnection (DCI). Although the developed intensity modulation direct detection (IMDD) technology has been widely used in DCI, it is necessary to adopt the new transmission system with higher data rate and larger capacity with facing the rapid growth of traffic in the future. Recently, a self-coherent detection technique has been proposed, which can overcome the frequency selective fading caused by fiber dispersion. But most of the techniques are limited to single sideband (SSB) modulated signals. Recently, symmetric carrier-assisted differential detection (S-CADD) has been proposed to realize complex-valued double sideband (DSB) signal transmission, but the intrinsic imperfect transfer function leads to a color signal-to-noise ratio (SNR) effect, which makes the performance of different subcarriers differ, and then results in the overall system performance degradation. In order to alleviate this phenomenon, we propose and numerically verify the S-CADD receiver detection method based on pairwise coding (PWC) to improve the SNR imbalance among different subcarriers. After numerical verification of 64 Gbaud 16-ary quadrature amplitude modulation (16-QAM) orthogonal frequency division multiplexing (OFDM) signal transmission over 80km standard single mode fiber (SSMF), the BER performance of S-CADD receiver under optimal carrier-tosignal-power-ration (CSPR) can be greatly improved. Moreover, an optical signal-to-noise ratio (OSNR) gain of 1.5dB can be achieved under the 7% hard-decision forward-error-correction (HD-FEC) threshold, which will reduce the sensitivity requirement of the receiver and then the hardware cost. Thus, this PWC based method can find the potential in the high-speed large-capacity short-reach optical interconnections.",15,15,Performance Improvement for Symmetric Carrierassisted Differential Detection Receiver by Pairwise Coding,,,cabled_fibre,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_028,6D,ml,AI,lexical,NONE,"The snippet discusses optical transmission solutions and detection techniques, but does not mention machine learning (ml) concepts.","Keywords—symmetric carrier-assisted differential detection, pairwise coding, optical signal-to-noise ratio, carrier-to-signal-power-ration, optical communications, short-reach optical interconnect, datacenter",17,17,Performance Improvement for Symmetric Carrierassisted Differential Detection Receiver by Pairwise Coding,,,cabled_fibre,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_028,6D,ml,AI,lexical,NONE,"The snippet discusses short-range optical communication systems and receiver types, but does not mention machine learning (ml) concepts.","rapid traffic growth, short-range optical communication systems have been desired to provide high-speed and largecapacity communication services for data centers, metropolitan area network and access network application scenarios. In these applications, a large number of transceivers between the server and the site will be adopted and then the cost will become the most concern. Therefore, short-range optical communication systems need to increase capacity without much costly. The current mainstream receivers consist of two types, coherent detection receiver and intensity modulation direct detection (IMDD) receiver. Coherent detection has the advantages of high spectral efficiency and sensitivity [5], while the need of expensive narrow linewidth local oscillator (LO) laser accounts for the vast majority of receiver costs [6]. In contrast, traditional IMDD does not require LO laser, which has the advantages of low cost and simple structure [7]. But, its inherent frequency-selective fading effect limits the transmission data rate and distance [8].",23,23,Performance Improvement for Symmetric Carrierassisted Differential Detection Receiver by Pairwise Coding > I. INTRODUCTION,,,cabled_fibre,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
