claim_id,claim_key,section,paper_id,concept,variant,match_type,strength,rationale,quote,line_start,line_end,heading_path,json_path,json_value,claim_supported
949cde27284f,4B|vlc,4B,O_ISAC_034,vlc,visible light,lexical,INDIRECT,"The concept 'vlc' is mentioned in the context as 'visible light communication' which is related to the topic of optical ISAC, but it is not the main focus of the snippet.","<span id=""page-0-10""></span><span id=""page-0-9""></span><span id=""page-0-8""></span><span id=""page-0-7""></span><span id=""page-0-6""></span>Some studies adopted visible light communication (VLC) for optical ISAC. Béchadergue et al. suggested using the headlamps and taillights of vehicles to perform simultaneously communication and range-finding [\[10\].](#page-4-9) Similarly, a VLCbased vehicle localization method was developed in [\[11\].](#page-4-10) As for ISAC based on laser radar, Mizui et al. proposed a technique called boomerang transmission, where two vehicles alternately relay data multiplied by pseudo-noise (PN) codes [\[12\]. T](#page-4-11)he boomerang transmission system, which was further improved by [\[13\],](#page-4-12) could provide active safety and smooth driving abilities to autonomous vehicles. However, most of these methods should work with cooperative targets, i.e., objects equipped with ISAC transceivers, where the reflected optical signal is not fully utilized.",31,31,"Pulse Sequence Sensing and Pulse Position Modulation for Optical Integrated Sensing and Communication > <span id=""page-0-1""></span>I. INTRODUCTION",nan,nan,True
949cde27284f,4B|vlc,4B,O_ISAC_034,vlc,light,lexical,NONE,There is no mention of 'vlc' or related concepts in this snippet.,"Device A acts as a communication transmitter and a sensing transceiver simultaneously in the ISAC scenario. To establish the communication link to Device B, Device A may contain acquisition, tracking, and pointing (ATP) mechanisms. With the assistance of beacon lights, computer vision methods or RF communication, a line-of-sight link between Device A and Device B can be established. Then, Device A can communicate with Device B and estimate the distance between them simultaneously.",51,51,II. SIGNAL STRUCTURE AND SYSTEM MODEL > *A. System Model*,nan,nan,True
949cde27284f,4B|vlc,4B,O_ISAC_034,vlc,light,lexical,NONE,There is no mention of 'vlc' or related concepts in this snippet.,"- 1) Unambiguous Range: The reflected pulse sequence should arrive at the receiver in the same slot to avoid range ambiguities. Thus, the constraint on the guard interval is given by  $T_q=2D_u/c$ , where c is the speed of light.",148,148,A. Communication Metrics > B. Sensing Metrics,nan,nan,True
949cde27284f,4B|vlc,4B,O_ISAC_034,vlc,visible light,lexical,INDIRECT,"The concept 'vlc' is mentioned in the context as 'visible light communication' in reference [10] and [11], which is related to the topic of optical ISAC, but it is not the main focus of the snippet.","- <span id=""page-4-9""></span>[\[10\]](#page-0-9) B. Bechadergue, L. Chassagne, and H. Guan, ""Simultaneous visible light communication and distance measurement based on the automotive lighting,"" *IEEE Trans. Intell. Vehicles*, vol. 4, no. 4, pp. 532–547, Dec. 2019.",251,251,V. CONCLUSION > REFERENCES,nan,nan,True
949cde27284f,4B|vlc,4B,O_ISAC_034,vlc,visible light,lexical,INDIRECT,"The concept 'vlc' is related to 'visible light communication', which is mentioned in the context of several research papers, indicating an indirect relationship.","- <span id=""page-4-10""></span>[\[11\]](#page-0-10) B. Soner and S. Coleri, ""Visible light communication based vehicle localization for collision avoidance and platooning,"" *IEEE Trans. Veh. Technol.*, vol. 70, no. 3, pp. 2167–2180, Mar. 2021.",252,252,V. CONCLUSION > REFERENCES,nan,nan,True
1dbceaaa4662,4B|photonic_thz,4B,O_ISAC_034,photonic_thz,THz optical,fuzzy:90.9090909090909,INDIRECT,"The text mentions optical spectrum and free space optics, which are related to photonic THz, but does not directly mention photonic THz.","*Abstract*— The future wireless network is expected to provide communication and sensing abilities simultaneously, and the optical spectrum brings a promising candidate for integrated sensing and communication. In this letter, an integrated sensing and communication scheme based on pulse sequence sensing and pulse position modulation is proposed for free space optics. By generating a unipolar optical signal, optical wireless communication and optical sensing can adopt the intensity modulation and direct detection scheme simultaneously. Benefited from the nearly-ideal correlation properties of the pulse sequence, the communication receiver can detect the pulse position, and the sensing receiver can estimate the target distance. Moreover, different performance metrics of communication and sensing are derived theoretically. Simulations show that the proposed method can carry out communication and sensing simultaneously, even in the multi-user scenario. Furthermore, different optical systems can adjust system parameters to adapt to different scenarios, so that they will enhance the ability of the future wireless network.",9,9,Pulse Sequence Sensing and Pulse Position Modulation for Optical Integrated Sensing and Communication,nan,nan,True
1dbceaaa4662,4B|photonic_thz,4B,O_ISAC_034,photonic_thz,THz optical,fuzzy:90.9090909090909,INDIRECT,"The text discusses optical ISAC and optical wireless communication, which are related to photonic THz, but does not directly mention photonic THz.","<span id=""page-0-5""></span>Compared with the emerging research on RF-based ISAC, much less research is conducted on optical ISAC. However, since the optical spectrum has a much larger bandwidth than its RF counterpart, it can provide high-speed, short-range communication ability. With the advantages of large capacity, high security, and license-free spectrum, optical wireless communication (OWC) can operate in both indoor and outdoor scenarios [\[7\]. M](#page-4-6)eanwhile, optical sensing devices like laser radars provide non-contact methods for target localization [\[8\].](#page-4-7) Furthermore, the intensity modulation and direct detection (IM/DD) scheme is frequently adopted by both OWC and optical sensing devices [\[9\]. Th](#page-4-8)erefore, integrating OWC and optical sensing in a single system becomes a promising trend.",29,29,"Pulse Sequence Sensing and Pulse Position Modulation for Optical Integrated Sensing and Communication > <span id=""page-0-1""></span>I. INTRODUCTION",nan,nan,True
1dbceaaa4662,4B|photonic_thz,4B,O_ISAC_034,photonic_thz,THz optical,fuzzy:90.9090909090909,INDIRECT,"The text mentions laser diode and photodiode, which are related to photonic devices, and discusses pulse position modulation, which can be related to photonic THz, but does not directly mention photonic THz.","Once a link exists for the communication receiver, Device B utilizes a photodiode (PD) to detect the optical signal transmitted by Device A. The outputs of the pulse shaping matched filter represent the received PSS-PPM symbols. Then, the symbols come into the ensuing PN code matched filter, and Device B demodulates the data by pulse position decision.",55,55,II. SIGNAL STRUCTURE AND SYSTEM MODEL > *A. System Model*,nan,nan,True
e10046e74c72,4B|hybrid,4B,O_ISAC_034,hybrid,fiber optic wireless,fuzzy:85.0,NONE,"The provided snippet does not directly mention or relate to the concept of 'hybrid'. It appears to be a list of references related to radar, wireless communications, and signal processing, without any explicit connection to the concept of 'hybrid'.","- <span id=""page-4-15""></span>[\[15\]](#page-2-3) I. I. Kim, B. McArthur, and E. J. Korevaar, ""Comparison of laser beam propagation at 785 nm and 1550 nm in fog and haze for optical wireless communications,"" in *Proc. 3rd Opt. Wireless Commun.*, Boston, MA, United States, Feb. 2001, pp. 26–37.",256,256,V. CONCLUSION > REFERENCES,nan,nan,True
824b67b2dbfe,4B|json:oisac_medium_class,4B,O_ISAC_034,json:oisac_medium_class,nan,json,DIRECT,Structured classification field,nan,,,nan,study_level.classification.oisac_medium_class,wireless_fso,True
ae6ee1615de3,4B|fiber,4B,O_ISAC_035,fiber,fiber,lexical,NONE,"The concept 'fiber' is not mentioned in the given context, which primarily discusses FSO (Free-Space Optics) and ISAC (Integrated Sensing and Communication) systems.","Recently, orthogonal chirp division multiplexing (OCDM) [8] has emerged as a prominent modulation technology in optical fiber communication systems, due to its resilience to system impairments [9] and superior performance compared to orthogonal frequency division multiplexing (OFDM) [10]. In OCDM systems, chirp signals are used for information modulation, forming a series of orthogonal waveforms that avoid mutual interference. As a linear frequency modulation chirped spread spectrum (CSS) technology, OCDM is capable of spreading the modulated information over an entire band by applying the mutually orthogonal linear chirps, reducing interference and frequency offset without requiring guard bands between signals. In addition, since OCDM is the linear-frequency-modulation (LFM)-based multi-carrier modulation scheme, LFM has also been investigated for ISAC applications, due to the fact that the FMCW (i.e. a practical implementation of LFM for sensing) can achieve high-precision ranging and velocity measurement, with low power consumption. In [11], a radar-centric photonic integrated sensing and communication system using an LFM-PSK is presented for simultaneously performing high data-rate",31,31,OCDM-Based FMCW Waveform Design for FSO Integrated Sensing and Communications > I. INTRODUCTION,nan,nan,True
ae6ee1615de3,4B|fiber,4B,O_ISAC_035,fiber,fiber,lexical,NONE,"Similar to the first snippet, the concept 'fiber' is not mentioned in this context either, which focuses on OFDM (Orthogonal Frequency Division Multiplexing) and LFM (Linear Frequency Modulation) in ISAC systems.","Thus, OCDM-based ISAC waveform can be potentially employed for supporting high-resolution and high-speed ISAC. Although, there is a paucity of research on OCDM for ISAC, especially in the context of FSO systems, the OCDM-based ISAC has been previously used in radar applications. In [\[18\],](#page-10-0) a THz-over-fiber system invoking OCDM for wireless ISAC was proposed, achieving a data rate of 32 Gb/s and centimeter-level ranging accuracy with the pulse compression operation in the discrete frequency domain, which demonstrates the feasibility of OCDM in the RF–optical hybrid systems, particularly for high-frequency THz applications. Unlike [\[18\],](#page-10-0) which applies the pulse compression across OCDM subcarriers for sensing, we will introduces a novel hybrid OCDM-FMCW scheme that assigns a dedicated chirped subcarrier for high-precision opticaldomain ranging. This design simplifies receiver complexity, enhances sensing robustness, and supports flexible tradeoff control between communication and sensing in dynamic FSO-ISAC scenarios.",39,39,OCDM-Based FMCW Waveform Design for FSO Integrated Sensing and Communications > I. INTRODUCTION,nan,nan,True
ae6ee1615de3,4B|fiber,4B,O_ISAC_035,fiber,fiber,lexical,DIRECT,The snippet explicitly mentions 'Fiber Amplifier' as 'Erbium-Doped Fiber Amplifier' which directly relates to the concept of fiber.,Fig. 2. The schematic diagram of the proposed ISAC system. MZM: Mach-Zehnder Modulator; EDFA: Erbium-Doped Fiber Amplifier; OC: Optical Coupler; PD: Photodetector.,102,102,OCDM-Based FMCW Waveform Design for FSO Integrated Sensing and Communications > I. INTRODUCTION > II. SYSTEM MODEL AND METHODOLOGY > B. FSO Channel,nan,nan,True
ae6ee1615de3,4B|fiber,4B,O_ISAC_035,fiber,fiber,lexical,DIRECT,The snippet explicitly mentions 'erbium doped fiber amplifier (EDFA)' which directly relates to the concept of fiber.,"Let us elaborate a little further, we generate an OCDM signal with 1024 subchirps offline using MATLAB, with the  $512_{th}$  subcarrier being selected as the ranging chirp. The guard band  $N_{GB}$  is set to 480 to mitigate the interference between the ranging and communication subcarriers, while the OCDM symbol period and bandwidth are  $1.024^{-6}s$  and 1GHz. Then, the OCDM-based ISAC symbols are carried by a RF frequency, which drives the MZM for generating a carrier suppressed optical double side-band (CS-ODSB) signal by biasing the MZM at the null point. Subsequently, the MZM output feeds an erbium doped fiber amplifier (EDFA) and is passed to the FSO channel. As shown in Fig. 4, prior to the FSO transmission, we split the CS-ODSB signal into two branches using an 1:1 optical coupler (OC). One of the branch output is regarded as the local reference signal used for making beat frequencies at the",178,178,III. EXPERIMENT DEMONSTRATION AND DISCUSSION,nan,nan,True
ae6ee1615de3,4B|fiber,4B,O_ISAC_035,fiber,fiber,lexical,NONE,"The concept 'fiber' is not mentioned in the given snippet, which focuses on FMCW ranging, OCDM communications, and FSO channel modeling.","Note that as shown in Fig. 4, since we focus on the design of the OCDM-based ISAC waveform and the optical-assisted FMCW ranging receiver, which aims at the echo and received signal processing, to accurately verify the ranging accuracy using our waveform, we mimic the FSO channel delay by a fiber delay line. In the literature, introducing delay via a fiber delay line is a common and accepted practice to simulate FSO propagation delay in proof-of-concept experiments [\[5\],](#page-9-0) [\[30\],](#page-10-0) [\[31\].](#page-10-0) Moreover, to further investigate the characteristics of the FSO channel and its impact on the communications, we add the atmospheric turbulence after the fiber delay line by adopting the Gamma-Gamma model. The Gamma-Gamma distribution model was firstly proposed by Andrew et al. in [\[32\],](#page-10-0) where, by invoking a dual Gamma process that describes the joint large-scale modulation and small-scale diffraction effects in turbulence, its parameters can directly correlate with atmospheric characteristics. Moreover, its closed-form equation is capable of conducting the efficient outage probability analysis. As a result, it is widely recognized as the standard model for the moderateto-strong turbulence within FSO links, while considering diverse atmospheric turbulence conditions [\[5\],](#page-9-0) [\[6\],](#page-9-0) [\[33\].](#page-10-0) Additionally, other literatures also verified its feasibility as the FSO channel",188,188,III. EXPERIMENT DEMONSTRATION AND DISCUSSION,nan,nan,True
494017eeb1d2,4B|fso,4B,O_ISAC_035,fso,FSO,lexical,DIRECT,"The acronym 'FSO' is explicitly mentioned in the context as 'FSO Integrated Sensing and Communications', directly indicating the concept of Free Space Optics.",# OCDM-Based FMCW Waveform Design for FSO Integrated Sensing and Communications,5,5,OCDM-Based FMCW Waveform Design for FSO Integrated Sensing and Communications,nan,nan,True
494017eeb1d2,4B|fso,4B,O_ISAC_035,fso,free space optical,fuzzy:88.88888888888889,DIRECT,"The snippet directly mentions and explains the concept of FSO (Free Space Optics) in the context of integrated sensing and communication (ISAC), specifically discussing FSO-based ISAC and its potential applications.","Abstract—The integrated sensing and communication (ISAC) is emerging as a crucial technology due to its reduced hardware costs and broad application scenarios, where the free space optics (FSO) based ISAC can potentially support both wide-bandwidth communication and high-accuracy ranging. However, the majority of the FSO ISAC designs in the literature can only achieve low data-rate communications. In order to simultaneously transmit high-quality communication data and high-accuracy ranging information using a single FSO waveform, in this paper, we propose an integrated waveform design that combines orthogonal chirp division multiplexing (OCDM) with frequency modulated continuous wave (FMCW) light detection and ranging (LiDAR). To elaborate, one subcarrier from OCDM is selected as the FMCW ranging at the LiDAR receiver, while the remaining OCDM subcarriers can be used to enhance communication data rate. Experiments demonstrate the feasibility of our proposed scheme, centimeterlevel ranging accuracy is achieved, with acceptable error vector magnitude (EVM) performance, while simultaneously achieving a communication rate of 3.182 Gbps.",9,9,OCDM-Based FMCW Waveform Design for FSO Integrated Sensing and Communications,nan,nan,True
494017eeb1d2,4B|fso,4B,O_ISAC_035,fso,free space optical,fuzzy:88.88888888888889,DIRECT,"Similar to snippet 1, this snippet directly mentions and explains the concept of FSO in the context of ISAC, providing details on waveform design and experimental results.","Index Terms—Integrated sensing and communication (ISAC), free space optics (FSO), light detection and ranging, orthogonal chirp division multiplexing, error vector magnitude (EVM).",11,11,OCDM-Based FMCW Waveform Design for FSO Integrated Sensing and Communications,nan,nan,True
494017eeb1d2,4B|fso,4B,O_ISAC_035,fso,free space optical,fuzzy:88.88888888888889,DIRECT,"The term 'free space optics (FSO)' is explicitly mentioned in the context, directly indicating the concept of Free Space Optics.","O EFFECTIVELY improve the spectrum and hardware efficiency, the integrated sensing and communication (ISAC) has been investigated for supporting 5G and beyond mobile networks with low-cost solutions [1]. Meanwhile, free space optics (FSO) communication enables high-speed data transmission via light waves in free space, widely used in satellite links, urban wireless backhauls, and secure military networks due to its terahertz bandwidth, near-light-speed latency, and inherent security from directional laser beams. Compared with the radiofrequency (RF)-ISAC, FSO-ISAC offers multiple advantages, e.g., increasing communication rate, enhancing sensing precision, and reducing interference. As a result, FSO-ISAC emerges",15,15,OCDM-Based FMCW Waveform Design for FSO Integrated Sensing and Communications > I. INTRODUCTION,nan,nan,True
494017eeb1d2,4B|fso,4B,O_ISAC_035,fso,free-space optical,lexical,DIRECT,"The snippet directly mentions 'FSO' multiple times in the context of integrating FSO with ISAC, designing FSO-based ISAC waveform, and various FSO-ISAC schemes, indicating a direct reference to the concept of FSO.","In order to integrate FSO with ISAC, designing FSO-based ISAC waveform is essencial. In the literature, an FSO-ISAC scheme based on pulse sequence sensing and pulse position modulation is proposed, enabling simultaneous communication and sensing functions [3]. Then, a FMCW-based coherent Li-DAR system is proposed in the context of FSO system, allowing simultaneous laser ranging, velocimetry, and free-space optical communication, but only for downlink communication [4]. Furthermore, a light detection and ranging (LiDAR) scheme named phase-shift laser ranging with communication enables simple short-range communication via FSO during each scan time-slot [5]. Additionally, a novel FSO-ISAC scheme combines linear frequency modulation and continuous phase modulation, exploiting optical intensity modulation and direct detection, highlighting its superiority over other constant-modulus signals [6]. However, the majority of the existing FSO-ISAC waveform designs apply only pulses or single-carrier continuous waves, which limits the communication capacity, while being susceptible to the nonlinear distortions given by the optical systems [2]. Moreover, the multi-carrier-based FSO-ISAC schemes can not achieve high sensing accuracy [7]. Thus, in order to support both the high-quality communications and the improved ranging accuracy, it is crucial to investigate the optimal ISAC waveform design in the context of FSO system.",29,29,OCDM-Based FMCW Waveform Design for FSO Integrated Sensing and Communications > I. INTRODUCTION,nan,nan,True
949cde27284f,4B|vlc,4B,O_ISAC_035,vlc,light,lexical,NONE,"The text does not mention VLC (Visible Light Communication) at all, it talks about FSO (Free Space Optics) and ISAC (Integrated Sensing and Communication).","Abstract—The integrated sensing and communication (ISAC) is emerging as a crucial technology due to its reduced hardware costs and broad application scenarios, where the free space optics (FSO) based ISAC can potentially support both wide-bandwidth communication and high-accuracy ranging. However, the majority of the FSO ISAC designs in the literature can only achieve low data-rate communications. In order to simultaneously transmit high-quality communication data and high-accuracy ranging information using a single FSO waveform, in this paper, we propose an integrated waveform design that combines orthogonal chirp division multiplexing (OCDM) with frequency modulated continuous wave (FMCW) light detection and ranging (LiDAR). To elaborate, one subcarrier from OCDM is selected as the FMCW ranging at the LiDAR receiver, while the remaining OCDM subcarriers can be used to enhance communication data rate. Experiments demonstrate the feasibility of our proposed scheme, centimeterlevel ranging accuracy is achieved, with acceptable error vector magnitude (EVM) performance, while simultaneously achieving a communication rate of 3.182 Gbps.",9,9,OCDM-Based FMCW Waveform Design for FSO Integrated Sensing and Communications,nan,nan,True
949cde27284f,4B|vlc,4B,O_ISAC_035,vlc,light,lexical,NONE,"The text does not mention VLC (Visible Light Communication) at all, it talks about FSO (Free Space Optics) and ISAC (Integrated Sensing and Communication).","Index Terms—Integrated sensing and communication (ISAC), free space optics (FSO), light detection and ranging, orthogonal chirp division multiplexing, error vector magnitude (EVM).",11,11,OCDM-Based FMCW Waveform Design for FSO Integrated Sensing and Communications,nan,nan,True
949cde27284f,4B|vlc,4B,O_ISAC_035,vlc,light,lexical,NONE,"The text does not mention VLC (Visible Light Communication) at all, it talks about FSO (Free Space Optics) and ISAC (Integrated Sensing and Communication).","O EFFECTIVELY improve the spectrum and hardware efficiency, the integrated sensing and communication (ISAC) has been investigated for supporting 5G and beyond mobile networks with low-cost solutions [1]. Meanwhile, free space optics (FSO) communication enables high-speed data transmission via light waves in free space, widely used in satellite links, urban wireless backhauls, and secure military networks due to its terahertz bandwidth, near-light-speed latency, and inherent security from directional laser beams. Compared with the radiofrequency (RF)-ISAC, FSO-ISAC offers multiple advantages, e.g., increasing communication rate, enhancing sensing precision, and reducing interference. As a result, FSO-ISAC emerges",15,15,OCDM-Based FMCW Waveform Design for FSO Integrated Sensing and Communications > I. INTRODUCTION,nan,nan,True
949cde27284f,4B|vlc,4B,O_ISAC_035,vlc,light,lexical,NONE,"The text does not mention VLC (Visible Light Communication) at all, it talks about FSO (Free Space Optics) and ISAC (Integrated Sensing and Communication).","In order to integrate FSO with ISAC, designing FSO-based ISAC waveform is essencial. In the literature, an FSO-ISAC scheme based on pulse sequence sensing and pulse position modulation is proposed, enabling simultaneous communication and sensing functions [3]. Then, a FMCW-based coherent Li-DAR system is proposed in the context of FSO system, allowing simultaneous laser ranging, velocimetry, and free-space optical communication, but only for downlink communication [4]. Furthermore, a light detection and ranging (LiDAR) scheme named phase-shift laser ranging with communication enables simple short-range communication via FSO during each scan time-slot [5]. Additionally, a novel FSO-ISAC scheme combines linear frequency modulation and continuous phase modulation, exploiting optical intensity modulation and direct detection, highlighting its superiority over other constant-modulus signals [6]. However, the majority of the existing FSO-ISAC waveform designs apply only pulses or single-carrier continuous waves, which limits the communication capacity, while being susceptible to the nonlinear distortions given by the optical systems [2]. Moreover, the multi-carrier-based FSO-ISAC schemes can not achieve high sensing accuracy [7]. Thus, in order to support both the high-quality communications and the improved ranging accuracy, it is crucial to investigate the optimal ISAC waveform design in the context of FSO system.",29,29,OCDM-Based FMCW Waveform Design for FSO Integrated Sensing and Communications > I. INTRODUCTION,nan,nan,True
949cde27284f,4B|vlc,4B,O_ISAC_035,vlc,light,lexical,NONE,"The snippet does not mention 'vlc' (visible light communication) or any related concept, it appears to be discussing a formula related to the speed of light and refractive index in the context of an FSO (Free Space Optics) channel.","Here, c is the speed of light, n is the refractive index, which is defined as the ratio of the speed of light in a vacuum to its speed in the medium, B is the sweep bandwidth, and T is the sweep period.",68,68,OCDM-Based FMCW Waveform Design for FSO Integrated Sensing and Communications > I. INTRODUCTION > II. SYSTEM MODEL AND METHODOLOGY > A. FMCW Principle,nan,nan,True
1dbceaaa4662,4B|photonic_thz,4B,O_ISAC_035,photonic_thz,THz optical,fuzzy:90.9090909090909,INDIRECT,"The concept of photonic_thz is related to the context of FSO-ISAC waveform design, which involves the use of optical signals for communication and sensing. Although the term 'photonic_thz' is not explicitly mentioned, the discussion of FSO-ISAC and optical signal processing implies a connection to photonic technologies, which often operate in the terahertz frequency range.","In order to integrate FSO with ISAC, designing FSO-based ISAC waveform is essencial. In the literature, an FSO-ISAC scheme based on pulse sequence sensing and pulse position modulation is proposed, enabling simultaneous communication and sensing functions [3]. Then, a FMCW-based coherent Li-DAR system is proposed in the context of FSO system, allowing simultaneous laser ranging, velocimetry, and free-space optical communication, but only for downlink communication [4]. Furthermore, a light detection and ranging (LiDAR) scheme named phase-shift laser ranging with communication enables simple short-range communication via FSO during each scan time-slot [5]. Additionally, a novel FSO-ISAC scheme combines linear frequency modulation and continuous phase modulation, exploiting optical intensity modulation and direct detection, highlighting its superiority over other constant-modulus signals [6]. However, the majority of the existing FSO-ISAC waveform designs apply only pulses or single-carrier continuous waves, which limits the communication capacity, while being susceptible to the nonlinear distortions given by the optical systems [2]. Moreover, the multi-carrier-based FSO-ISAC schemes can not achieve high sensing accuracy [7]. Thus, in order to support both the high-quality communications and the improved ranging accuracy, it is crucial to investigate the optimal ISAC waveform design in the context of FSO system.",29,29,OCDM-Based FMCW Waveform Design for FSO Integrated Sensing and Communications > I. INTRODUCTION,nan,nan,True
1dbceaaa4662,4B|photonic_thz,4B,O_ISAC_035,photonic_thz,THz optical,fuzzy:90.9090909090909,INDIRECT,"Similar to the first snippet, this context discusses FSO-ISAC waveform design and optical signal processing, which is related to photonic technologies. The mention of OCDM waveform and optical-assisted signal processing further supports the indirect connection to photonic_thz.",Experiments have validated the system's capability for simultaneous communication and ranging. The optical ISAC waveform is conveyed by the FSO-based optical signal with the optical-assisted signal processing. The contributions of this paper are summarised as follows:,45,45,OCDM-Based FMCW Waveform Design for FSO Integrated Sensing and Communications > I. INTRODUCTION,nan,nan,True
1dbceaaa4662,4B|photonic_thz,4B,O_ISAC_035,photonic_thz,THz optical,fuzzy:90.9090909090909,NONE,"This snippet focuses on the mathematical aspects of guard band bandwidth and power redistribution, without explicitly mentioning photonic_thz or related concepts. The context is more related to signal processing and communication theory, making the connection to photonic_thz nonexistent.","Then, after demodulation, the communication and ranging data carried by the OCDM-based ISAC waveform would be separated. On one hand, the communication data is received by the end-user, where the communication data is retrieved from the OCDM-based ISAC waveform. On the other hand, the OCDM-based ISAC waveform carrying the ranging data is reflected by the target and coupled with the optical signal feeding the OC in the FMCW ranging receiver of Fig. 2. The resultant RF beat signal is then obtained by the PD of the FMCW receiver of",125,125,OCDM-Based FMCW Waveform Design for FSO Integrated Sensing and Communications > I. INTRODUCTION > II. SYSTEM MODEL AND METHODOLOGY > C. Proposed OCDM-Based FMCW,nan,nan,True
1dbceaaa4662,4B|photonic_thz,4B,O_ISAC_035,photonic_thz,THz optical,fuzzy:90.9090909090909,NONE,"Although this snippet discusses optical ISAC waveform and signal processing, it does not explicitly mention photonic_thz or related concepts. The focus is on the design and implementation of OCDM-based ISAC systems, without a clear connection to terahertz frequency range or photonic technologies.","To elaborate a little further, at the communication end-user side, we demodulate the received signal using the standard OCDM method, where after processing through the DFnT module, the communication subcarriers would be ""filtered out"" thanks to OCDM's orthogonality. In contrast, at the FMCW ranging receiver side, the echo signal only requires being mixed with the local optical reference signal for ranging, without the complex demodulation modules, realising the optical signal processing for ISAC ranging.",131,131,OCDM-Based FMCW Waveform Design for FSO Integrated Sensing and Communications > I. INTRODUCTION > II. SYSTEM MODEL AND METHODOLOGY > C. Proposed OCDM-Based FMCW,nan,nan,True
1dbceaaa4662,4B|photonic_thz,4B,O_ISAC_035,photonic_thz,THz optical,fuzzy:90.9090909090909,NONE,"The provided snippet does not directly mention or relate to the concept of 'photonic_thz'. It discusses FMCW ranging, OCDM communications, and signal processing, but does not explicitly link these topics to photonic THz technology.","Note that as shown in Fig. 4, since we focus on the design of the OCDM-based ISAC waveform and the optical-assisted FMCW ranging receiver, which aims at the echo and received signal processing, to accurately verify the ranging accuracy using our waveform, we mimic the FSO channel delay by a fiber delay line. In the literature, introducing delay via a fiber delay line is a common and accepted practice to simulate FSO propagation delay in proof-of-concept experiments [\[5\],](#page-9-0) [\[30\],](#page-10-0) [\[31\].](#page-10-0) Moreover, to further investigate the characteristics of the FSO channel and its impact on the communications, we add the atmospheric turbulence after the fiber delay line by adopting the Gamma-Gamma model. The Gamma-Gamma distribution model was firstly proposed by Andrew et al. in [\[32\],](#page-10-0) where, by invoking a dual Gamma process that describes the joint large-scale modulation and small-scale diffraction effects in turbulence, its parameters can directly correlate with atmospheric characteristics. Moreover, its closed-form equation is capable of conducting the efficient outage probability analysis. As a result, it is widely recognized as the standard model for the moderateto-strong turbulence within FSO links, while considering diverse atmospheric turbulence conditions [\[5\],](#page-9-0) [\[6\],](#page-9-0) [\[33\].](#page-10-0) Additionally, other literatures also verified its feasibility as the FSO channel",188,188,III. EXPERIMENT DEMONSTRATION AND DISCUSSION,nan,nan,True
e10046e74c72,4B|hybrid,4B,O_ISAC_035,hybrid,FW,lexical,NONE,"The snippet discusses FMCW-based ranging, OCDM-based FMCW waveform design, and the potential OCDM-FWCM integration, but does not explicitly mention the concept of 'hybrid' in relation to these topics.","In this section, we begin by discussing the basic principles of our proposed FMCW-based ranging. Then, we delve into the OCDM-based FMCW waveform design, where we propose an OCDM-based multi-carrier modulation strategy exploiting the Fresnel transform to enhance the capacity, while performing the FMCW-aided ranging. Explicitly, since the OCDM sub-carrier is of the form of FMCW, we aim for investigating the potential OCDM-FWCM integration.",60,60,OCDM-Based FMCW Waveform Design for FSO Integrated Sensing and Communications > I. INTRODUCTION > II. SYSTEM MODEL AND METHODOLOGY,nan,nan,True
824b67b2dbfe,4B|json:oisac_medium_class,4B,O_ISAC_035,json:oisac_medium_class,nan,json,DIRECT,Structured classification field,nan,,,nan,study_level.classification.oisac_medium_class,wireless_fso,True
ae6ee1615de3,4B|fiber,4B,O_ISAC_036,fiber,fiber,lexical,DIRECT,The text mentions 'mmWave Fiber Wireless (Fi-Wi)' which directly relates to the concept of fiber.,"This work draws from latest heterogeneous integrations of compact III-V-on-SOI PICs for telecom [10], and spectroscopy [11], presents a fully-integrated PIC that utilizes a single, ""unified"" III-V epitaxy both for the laser and the modulator, achieving a compact, cost-efficient and fullyintegrated solution with a good trade-off between optical power, electro-optics bandwidth and driving voltage. The PIC is experimentally tested in mmWave Fiber Wireless (Fi-Wi) and Free Space Optical (FSO) setups for three distinct 6G ISAC scenarios, achieving up to 24 data modulation using a 16-QAM format, operation at all FRs, resolution down to 0.03 at a dynamic range up to 384 and 2.54 sweeping cycle in sensing scenarios. Finally, the PIC is benchmarked in a joint ISAC demonstration,",21,21,Heterogeneous Integrated III-V-on-SOI Transmitter for 6G FiWi mmWave/FSO Integrated Sensing and Communication > **Introduction**,nan,nan,True
ae6ee1615de3,4B|fiber,4B,O_ISAC_036,fiber,fiber,lexical,INDIRECT,The figure description mentions 'Fiber Wireless mmWave' which indirectly relates to the concept of fiber as part of a larger system.,"**Fig. 1:** a) Conceptual Schematic of the deployment of ISAC PIC for Fiber Wireless mmWave and free space optics (FSO) in 6G RANs communication. BBU –backbone unit. b)-d) Cross-section, schematic and photo of the developed ISAC PIC transmitter and e) spectrum of the tunable laser",25,25,Heterogeneous Integrated III-V-on-SOI Transmitter for 6G FiWi mmWave/FSO Integrated Sensing and Communication > **Introduction**,nan,nan,True
