paper_id,section,concept,category,severity,reason,quote,line_start,heading_path
O_ISAC_009,4B,vlc,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"<span id=""page-0-0""></span>I NTEGRATED Sensing And Communication (ISAC) has recently garnered significant attention and it is anticipated to serve as a pillar of 6G [\[1\],](#page-14-0) [\[2\],](#page-15-0) [\[3\]. O](#page-15-1)n one hand, Global Navigation Satellite System (GNSS) boasted of an estimated market value of \$184 million USD in 2022 [\[4\]. Th](#page-15-2)e location-based services are increasingly utilized in sectors like healthcare and assisted living. On the other hand, according to Cisco's Visual Networking Index [\[5\], th](#page-15-3)e global mobile data traffic is projected to escalate to 77.5 exabytes per month by 2025. However, the seamless integration of communication and sensing technologies remains challenging in the highly congested Radio Frequency (RF) bands. Specifically, 5G positioning that operates based on positioning/sounding reference signals can only provide about 1 meter and 10 meters indoor/outdoor accuracy [\[6\]. M](#page-15-4)oreover, the GNSS signals are prone to severe degradation by multipath propagation in urban street-canyons and can be obstructed by indoor structures. The major challenge of realizing ISAC for 6G is that the combination of high-rate communication and highresolution sensing requires a large bandwidth, which may not be available in the fragmented RF spectrum. By contrast, the bandwidths available in the unlicensed visible light band ranging from 400 THz to 800 THz offer the potential of achieving both Gigabits-per-second (Gbps) communication and millimeter-precision sensing [\[7\].](#page-15-5)",27,"<span id=""page-0-5""></span><span id=""page-0-4""></span><span id=""page-0-3""></span><span id=""page-0-2""></span><span id=""page-0-1""></span>I. INTRODUCTION"
O_ISAC_009,4B,photonic_thz,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"*Abstract*— Visible Light Positioning and Communication (VLPC) is a promising candidate for implementing Integrated Sensing And Communication (ISAC) in the unlicensed 400 THz to 800 THz band. The current Visible Light Positioning (VLP) systems mainly operate based on the Received Signal Strength (RSS) of the Line-of-Sight (LoS) path. However, its accuracy is degraded by interferences from Non-LoS (NLoS) paths. Furthermore, in Visible Light Communication (VLC) systems, the estimation of Channel State Information (CSI) also becomes challenging, when the optical channel becomes dispersive. Against this background, we propose a new VLPC scheme using Direct Current (DC) biased Optical Orthogonal Frequency-Division Multiplexing (VLPC-DCO-OFDM), where OFDM-based sensing is applied for the sake of improving the resolution of the estimated Channel Impulse Response (CIRs) exploited for positioning functionality. The CIRs estimated by sensing are further exploited to provide enhanced CSI for communication data detection. Moreover, we propose a hybrid Radar-RSS based solution, where the conventional RSS-aided VLP method is invoked for the sake of refining OFDM radar. Our simulation results demonstrate that the proposed VLPC-DCO-OFDM scheme – which simultaneously supports the triple functionalities of illumination, bi-static sensing and communication – is capable of achieving centimeter-level positioning accuracy and Giga-bits-per-second data rate.",9,"<span id=""page-0-17""></span>Integrated Positioning and Communication Relying on Wireless Optical OFDM"
O_ISAC_011,4B,vlc,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"So far, many algorithms have been applied in visible light positioning system, such as time of arrival (TOA), received signal strength (RSS), angle of arrival (AOA), phase difference of arrival (PDOA), time difference of arrival (TDOA). Compared with the traditional positioning perception system [10], integrated sensing and communication (ISAC) [11] refers to the realization of communication function while realizing the perception, which has the advantages of low cost, reducing equipment size, reducing power consumption, ignoring the interference between communication perception and improving spectrum utilization. Due to the bandwidth limit, the ranging accuracy of RF sensing integration system can only reach the meter level, while the optical integrated sensing and communication (OISAC) benefits from the visible light spectrum resources, which can reach the ranging accuracy of centimeter or even millimeter level, and can provide higher perception accuracy and resolution.",27,Retroreflective Optical ISAC Supporting 3D Positioning in Indoor Environments > I. INTRODUCTION
O_ISAC_011,4B,photonic_thz,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"So far, many algorithms have been applied in visible light positioning system, such as time of arrival (TOA), received signal strength (RSS), angle of arrival (AOA), phase difference of arrival (PDOA), time difference of arrival (TDOA). Compared with the traditional positioning perception system [10], integrated sensing and communication (ISAC) [11] refers to the realization of communication function while realizing the perception, which has the advantages of low cost, reducing equipment size, reducing power consumption, ignoring the interference between communication perception and improving spectrum utilization. Due to the bandwidth limit, the ranging accuracy of RF sensing integration system can only reach the meter level, while the optical integrated sensing and communication (OISAC) benefits from the visible light spectrum resources, which can reach the ranging accuracy of centimeter or even millimeter level, and can provide higher perception accuracy and resolution.",27,Retroreflective Optical ISAC Supporting 3D Positioning in Indoor Environments > I. INTRODUCTION
O_ISAC_012,4B,fso,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"Optical wireless communication (OWC) has many advantages such as large capacity, high security, and license-free spectrum. Compared to traditional radar, Light detection and range (LiDAR) has higher directionality, higher accuracy, smaller divergence angle, and greater resolution. Additionally, because light is not subject to electromagnetic interference, optical communication and sensing systems are suitable for electromagnetically sensitive environments. Moreover, due to the requirement for line-of-sight (LOS) links in optical communication and sensing, optical signals are difficult to intercept and eavesdrop on, ensuring the security of communication and sensing [3]. Therefore, integrating optical communication and optical sensing into one system is a very promising and meaningful research direction.",23,I. INTRODUCTION
O_ISAC_012,4B,vlc,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"Optical wireless communication (OWC) has many advantages such as large capacity, high security, and license-free spectrum. Compared to traditional radar, Light detection and range (LiDAR) has higher directionality, higher accuracy, smaller divergence angle, and greater resolution. Additionally, because light is not subject to electromagnetic interference, optical communication and sensing systems are suitable for electromagnetically sensitive environments. Moreover, due to the requirement for line-of-sight (LOS) links in optical communication and sensing, optical signals are difficult to intercept and eavesdrop on, ensuring the security of communication and sensing [3]. Therefore, integrating optical communication and optical sensing into one system is a very promising and meaningful research direction.",23,I. INTRODUCTION
O_ISAC_018,4B,hybrid,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"where  $Sa(\pi Bt)$  represents the sinc function  $\frac{\sin(\pi Bt)}{\pi Bt}$ . The full width at half maximum (FWHM) of the autocorrelation function is determined by the chirp bandwidth B of the LFM carrier. The FWHM can be reduced by increasing the chirp bandwidth, which greatly enhances detection accuracy and spatial resolution of backscattering sensing.",148,Coexistence of Distributed Sensing and Ultra-Simple Coherent RoF Based Front-Haul for Radio Access Network > C. RoF-Based ISAC Scheme
O_ISAC_019,4B,fiber,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"Due to the involvement of radio wave transmission and reception in communication and radar, researchers have proposed the concept of ISAC to develop communication and sensing as closely integrated functionalities. In the early stages of development, systems integrating transmitter and antenna modules were reported [1]-[5], to reduce system complexity and save costs. However, this loosely coupled integration approach degrades the performance of one side and sacrifices the adaptability of the system. Thus, relying solely on the original system architecture is insufficient. To support higher data rates and finer sensing resolution, microwave photonic technology was adopted for the ultra-wide bandwidth, diverse and flexible processing of Integrated signal, enabling tightly coupled communication and sensing [6][7]. Whereas, the frequency bands employed for wireless propagation are predominantly situated in the low-frequency spectrum. In contrast, the millimeter-wave (MMW) band offers abundant spectrum resources, which can enhance the accuracy of target detection and identification greatly [8][9]. But MMW attenuates much faster in free space compared to lower frequency waves. To overcome the limitation of MMW spatial propagation, fiber optic remote structures have been designed in [10]-[13]. In particular, the concept of CO and RAU is proposed in [12], by separating signal detection and processing physically, to improve the performance and flexibility of the architecture.",43,I. INTRODUCTION
O_ISAC_019,4B,photonic_thz,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"Due to the involvement of radio wave transmission and reception in communication and radar, researchers have proposed the concept of ISAC to develop communication and sensing as closely integrated functionalities. In the early stages of development, systems integrating transmitter and antenna modules were reported [1]-[5], to reduce system complexity and save costs. However, this loosely coupled integration approach degrades the performance of one side and sacrifices the adaptability of the system. Thus, relying solely on the original system architecture is insufficient. To support higher data rates and finer sensing resolution, microwave photonic technology was adopted for the ultra-wide bandwidth, diverse and flexible processing of Integrated signal, enabling tightly coupled communication and sensing [6][7]. Whereas, the frequency bands employed for wireless propagation are predominantly situated in the low-frequency spectrum. In contrast, the millimeter-wave (MMW) band offers abundant spectrum resources, which can enhance the accuracy of target detection and identification greatly [8][9]. But MMW attenuates much faster in free space compared to lower frequency waves. To overcome the limitation of MMW spatial propagation, fiber optic remote structures have been designed in [10]-[13]. In particular, the concept of CO and RAU is proposed in [12], by separating signal detection and processing physically, to improve the performance and flexibility of the architecture.",43,I. INTRODUCTION
O_ISAC_021,4B,photonic_thz,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"High Distance Resolution: The distance resolution is inversely proportional to the signal bandwidth. Since the optical band provides a wider bandwidth than that of the RF band, O-ISAC is anticipated to achieve a higher distance resolution than RF-ISAC. For instance, a frequency-modulated continuous-wave laser radar with downlink communication capability is demonstrated in [7], where an LFM signal with a bandwidth of 5 GHz is adopted to achieve a distance accuracy of ±2.2 cm under a signal-to-noise ratio (SNR) of 22.5 dB. Although a higher resolution is achieved by O-ISAC, it is not the only bottleneck in sensing, since the bandwidth of A/D, sampling rate, and noise also affect the sensing precision. Towards",101,Enhancing Sensing Precision
O_ISAC_028,4B,fiber,METRIC_PLANE,MAJOR,OSNR and SNR/ESNR mentioned together without explicit conversion/model context.,"Abstract-Driven by emerging applications originated from the Internet technologies, artificial intelligence (AI), big data and so on, high-speed short-reach optical transmission solutions have attracted more and more attentions such as data center interconnection (DCI). Although the developed intensity modulation direct detection (IMDD) technology has been widely used in DCI, it is necessary to adopt the new transmission system with higher data rate and larger capacity with facing the rapid growth of traffic in the future. Recently, a self-coherent detection technique has been proposed, which can overcome the frequency selective fading caused by fiber dispersion. But most of the techniques are limited to single sideband (SSB) modulated signals. Recently, symmetric carrier-assisted differential detection (S-CADD) has been proposed to realize complex-valued double sideband (DSB) signal transmission, but the intrinsic imperfect transfer function leads to a color signal-to-noise ratio (SNR) effect, which makes the performance of different subcarriers differ, and then results in the overall system performance degradation. In order to alleviate this phenomenon, we propose and numerically verify the S-CADD receiver detection method based on pairwise coding (PWC) to improve the SNR imbalance among different subcarriers. After numerical verification of 64 Gbaud 16-ary quadrature amplitude modulation (16-QAM) orthogonal frequency division multiplexing (OFDM) signal transmission over 80km standard single mode fiber (SSMF), the BER performance of S-CADD receiver under optimal carrier-tosignal-power-ration (CSPR) can be greatly improved. Moreover, an optical signal-to-noise ratio (OSNR) gain of 1.5dB can be achieved under the 7% hard-decision forward-error-correction (HD-FEC) threshold, which will reduce the sensitivity requirement of the receiver and then the hardware cost. Thus, this PWC based method can find the potential in the high-speed large-capacity short-reach optical interconnections.",15,Performance Improvement for Symmetric Carrierassisted Differential Detection Receiver by Pairwise Coding
O_ISAC_028,4B,fiber,METRIC_PLANE,MAJOR,OSNR and SNR/ESNR mentioned together without explicit conversion/model context.,"However, with the S-CADD receiver, the intrinsic transfer function leads to a color SNR effect [18], which makes the SNR of the edge subcarrier lower and then reduces the overall system performance. Therefore, with aiming to solve this problem, in this paper, we introduce the pairwise coding (PWC) technique, which can improve the receiver sensitivity of S-CADD in terms of OSNR [19-22]. And we simulate the transmission of 256 Gb/s 64 Gbaud 16-ary quadrature amplitude modulation(16-QAM) orthogonal frequency division multiplexing (OFDM) signal over 80km standard single mode fiber (SSMF). The results show that the BER performance of S-CADD receiver under optimal CSPR is greatly improved, and an OSNR gain of 1.5dB can be achieved under 7% HD-FEC threshold compared with the conventional method. This will reduce the hardware cost requirement for the receiver.",31,Performance Improvement for Symmetric Carrierassisted Differential Detection Receiver by Pairwise Coding > I. INTRODUCTION
O_ISAC_035,4B,fiber,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"Thus, OCDM-based ISAC waveform can be potentially employed for supporting high-resolution and high-speed ISAC. Although, there is a paucity of research on OCDM for ISAC, especially in the context of FSO systems, the OCDM-based ISAC has been previously used in radar applications. In [\[18\],](#page-10-0) a THz-over-fiber system invoking OCDM for wireless ISAC was proposed, achieving a data rate of 32 Gb/s and centimeter-level ranging accuracy with the pulse compression operation in the discrete frequency domain, which demonstrates the feasibility of OCDM in the RF–optical hybrid systems, particularly for high-frequency THz applications. Unlike [\[18\],](#page-10-0) which applies the pulse compression across OCDM subcarriers for sensing, we will introduces a novel hybrid OCDM-FMCW scheme that assigns a dedicated chirped subcarrier for high-precision opticaldomain ranging. This design simplifies receiver complexity, enhances sensing robustness, and supports flexible tradeoff control between communication and sensing in dynamic FSO-ISAC scenarios.",39,OCDM-Based FMCW Waveform Design for FSO Integrated Sensing and Communications > I. INTRODUCTION
O_ISAC_047,4B,fiber,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"Abstract—In this paper, an orthogonal time frequency space (OTFS) waveform based on photonics-assisted is proposed in a W-band fiber-wireless integrated sensing and communication (ISAC) system. The OTFS signal is modulated in the delay-Doppler (DD) domain, which enhances the robustness of the signal against frequency-selective fading. And a zero-padding two-dimensional discrete Fourier transform (ZP-2D-DFT) scheme is proposed for the OTFS-based photonics-assisted W-band fiber-wireless ISAC system. Compared with the traditional 2D-DFT scheme, the proposed ZP-2D-DFT scheme can significantly improve the sensing accuracy and theoretical resolution of ISAC systems. In addition, a proof-of-concept experiment of the OTFS-based photonics-assisted W-band fiber-wireless ISAC system is demonstrated using the optical heterodyne up-conversion technique. The experimental results show that, after transmission over a 50 km standard single mode fiber (SSMF) and a 3.2 m wireless link, a communication data rate of 5.44 Gbit/s and a theoretical ranging resolution of 1.58 cm are achieved simultaneously. Moreover, by using the OTFS waveform, it can obtain a receiver sensitivity gain of 1.18 dB compared to the OFDM signal in the W-band fiber-wireless ISAC system.",9,Zero-Padding 2D-DFT Scheme for Photonics-Assisted W-Band Fiber-Wireless ISAC System With Orthogonal Time Frequency Space Modulation
O_ISAC_047,4B,photonic_thz,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"Abstract—In this paper, an orthogonal time frequency space (OTFS) waveform based on photonics-assisted is proposed in a W-band fiber-wireless integrated sensing and communication (ISAC) system. The OTFS signal is modulated in the delay-Doppler (DD) domain, which enhances the robustness of the signal against frequency-selective fading. And a zero-padding two-dimensional discrete Fourier transform (ZP-2D-DFT) scheme is proposed for the OTFS-based photonics-assisted W-band fiber-wireless ISAC system. Compared with the traditional 2D-DFT scheme, the proposed ZP-2D-DFT scheme can significantly improve the sensing accuracy and theoretical resolution of ISAC systems. In addition, a proof-of-concept experiment of the OTFS-based photonics-assisted W-band fiber-wireless ISAC system is demonstrated using the optical heterodyne up-conversion technique. The experimental results show that, after transmission over a 50 km standard single mode fiber (SSMF) and a 3.2 m wireless link, a communication data rate of 5.44 Gbit/s and a theoretical ranging resolution of 1.58 cm are achieved simultaneously. Moreover, by using the OTFS waveform, it can obtain a receiver sensitivity gain of 1.18 dB compared to the OFDM signal in the W-band fiber-wireless ISAC system.",9,Zero-Padding 2D-DFT Scheme for Photonics-Assisted W-Band Fiber-Wireless ISAC System With Orthogonal Time Frequency Space Modulation
O_ISAC_047,4B,photonic_thz,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"In this paper, by using the optical heterodyne technique, a photonics-assisted W-band fiber-wireless ISAC system based on a single OTFS waveform is proposed and experimentally demonstrated. In addition, a ZP-2D-DFT scheme is proposed for the OTFS-based photonics-assisted W-band fiber-wireless ISAC system. And it can effectively improve the sensing accuracy and theoretical resolution of the ISAC system. The proposed photonics-assisted W-band ISAC system can realize the dual functionalities of communication and sensing, simultaneously. The experimental results show that, after transmission over 50 km SSMF and 3.2 m wireless link, the communication data rate is achieved up to 5.44 Gbit/s, and the radar sensing with a theoretical ranging resolution of 1.58 cm and a millimeter level ranging error is performed.",229,*B. Radar Sensing Performance* > V. CONCLUSION
O_ISAC_047,4B,hybrid,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"Abstract—In this paper, an orthogonal time frequency space (OTFS) waveform based on photonics-assisted is proposed in a W-band fiber-wireless integrated sensing and communication (ISAC) system. The OTFS signal is modulated in the delay-Doppler (DD) domain, which enhances the robustness of the signal against frequency-selective fading. And a zero-padding two-dimensional discrete Fourier transform (ZP-2D-DFT) scheme is proposed for the OTFS-based photonics-assisted W-band fiber-wireless ISAC system. Compared with the traditional 2D-DFT scheme, the proposed ZP-2D-DFT scheme can significantly improve the sensing accuracy and theoretical resolution of ISAC systems. In addition, a proof-of-concept experiment of the OTFS-based photonics-assisted W-band fiber-wireless ISAC system is demonstrated using the optical heterodyne up-conversion technique. The experimental results show that, after transmission over a 50 km standard single mode fiber (SSMF) and a 3.2 m wireless link, a communication data rate of 5.44 Gbit/s and a theoretical ranging resolution of 1.58 cm are achieved simultaneously. Moreover, by using the OTFS waveform, it can obtain a receiver sensitivity gain of 1.18 dB compared to the OFDM signal in the W-band fiber-wireless ISAC system.",9,Zero-Padding 2D-DFT Scheme for Photonics-Assisted W-Band Fiber-Wireless ISAC System With Orthogonal Time Frequency Space Modulation
O_ISAC_070,4B,fiber,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"*Abstract***—Integrated sensing and communication (ISAC) is a key pillar for future wireless networks, demanding solutions that simultaneously deliver high-capacity communication and highaccuracy sensing. The terahertz (THz) band, particularly when integrated with fiber-optic networks, emerges as a highly promising candidate, offering the potential for terabit-per-second communication data rates and millimeter-level sensing resolution. Crucially, the integrated waveform is paramount to efficiently and seamlessly combine these dual functionalities, enabling compact frontends design and streamlined baseband processing for photonic THz-ISAC systems. This article presents our recent system-level investigations into diverse integrated ISAC waveform designs. We further synthesize and discuss the latest global research and development progress in advancing this rapidly evolving field.**",9,Exploring Photonic THz-ISAC Systems with Integrated Waveforms
O_ISAC_070,4B,photonic_thz,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"*Abstract***—Integrated sensing and communication (ISAC) is a key pillar for future wireless networks, demanding solutions that simultaneously deliver high-capacity communication and highaccuracy sensing. The terahertz (THz) band, particularly when integrated with fiber-optic networks, emerges as a highly promising candidate, offering the potential for terabit-per-second communication data rates and millimeter-level sensing resolution. Crucially, the integrated waveform is paramount to efficiently and seamlessly combine these dual functionalities, enabling compact frontends design and streamlined baseband processing for photonic THz-ISAC systems. This article presents our recent system-level investigations into diverse integrated ISAC waveform designs. We further synthesize and discuss the latest global research and development progress in advancing this rapidly evolving field.**",9,Exploring Photonic THz-ISAC Systems with Integrated Waveforms
O_ISAC_072,4B,fiber,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"There are two kinds of schemes for optical fiber communication and sensing integration. The first scheme detects vibrations based on backscattering [3, 4], which can achieve high spatial resolution. However, due to the presence of isolators in erbium-doped fiber amplifiers (EDFAs), it is challenging to achieve reflection over long transmission distances. The second scheme detects vibrations using forward optical information such as phase. This scheme can more effectively adapt to existing telecommunication networks but requires narrow linewidth lasers (NLLs) to avoid phase noise caused by the frequency drift of commercial external cavity lasers (ECLs) [5, 6]. Although dynamic frequency offset estimation (FOE) based on data block can partially mitigate the impact of frequency drift [7], the accuracy of dynamic FOE remains limited. As a result, residual frequency offset (FO) accumulation causes significant low-frequency phase noise, limiting the capability of low-frequency phase-based vibration sensing. In our previous work [8], we proposed a scheme for integrated communication and vibration sensing based on frequency domain pilot tones (FPTs), achieving vibration sensing down to 10 kHz using commercial ECLs. However, this scheme requires designing a band-pass filter (BPF) for vibration-",23,Integrated Vibration Sensing in DSCM Systems Under ECLs Based on ANN and Digital Twin > I. INTRODUCTION
O_ISAC_079,4B,fiber,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"This paper presents a spectrally efficient self-homodyne architecture integrating communication and sensing through LFM carrier. Through spatial-division multiplexing in MCF and coherent detection, the proposed system cancels LFMinduced communication impairments, enabling 200 Gbps transmission. OFDR sensor in LO path realizes high-accuracy MPI localization, transmission loss measurement, and large-strain vibration monitoring with 2-cm spatial resolution. This establishes a practical framework for realtime fiber health monitoring in SHCD systems.",73,Conclusions
O_ISAC_080,4B,fiber,METRIC_PLANE,MAJOR,OSNR and SNR/ESNR mentioned together without explicit conversion/model context.,"*Abstract***—We have proposed and experimentally validated an integrated scheme of in-band spectrum polarization sensing and standard coherent communication via fraction-division nonorthogonal multiple access (FD-NOMA). Processed through fractional Fourier transform (FrFT), the chirp-based sensing probe is superimposed onto telecom payload in an orthogonal polarization state. The temporal and spectrum resources originally intended for telecom are utilized for forward sensing. By leveraging energy-compaction property of FrFT, the sensing probe can converge to fractional peak while telecom payload remains dispersed. Therefore, the sensing probe and telecom payload are orthogonal to each other in matched fraction domain. The energy distribution of fractional peak between orthogonal SOPs can be obtained to achieve vibration-induced SOP sensing. The feasibility of integration of in-band spectrum sensing and communication is verified by an experiment of bidirectional 480Gb/s DP-16QAM transmission over 32.5 km fiber. To mitigate probe-induced impact, successive interference cancellation (SIC) involving matched de-chirping is proposed to improve optical signal to noise ratio (OSNR) penalty from more than 3.0dB to 0.7dB. Experimental results of sensing performance demonstrate that the signal-to-noise ratio (SNR) of recovered vibration waveform using FD-NOMA deteriorates by less than 0.9dB as OSNR degrades from 26dB to 18dB. In contrast, conventional adaptive equalization exhibits severe SNR penalty of approximately 8.9 dB. The sensitivity and the limit of detection (LoD) are 5.3×10-3 rad/***μ***ε and 70.7** *n***ε/√Hz respectively, with vibration localization error equivalent to 8 m.**",11,Integrated Communication and In-band Spectrum Polarization-Based Sensing via Fraction-Division Non-Orthogonal Multiple Access
O_ISAC_080,4B,fiber,METRIC_PLANE,MAJOR,OSNR and SNR/ESNR mentioned together without explicit conversion/model context.,"In this paper, an integrated scheme of in-band spectrum polarization sensing and standard coherent communication via fraction-division non-orthogonal multiple access (FD-NOMA) is proposed. Originated from constant signal through fractional Fourier transform (FrFT), the chirp signal serving as sensing probe is superimposed on telecom payload of Y-state of polarization (Y-SOP). Characterized by specific FrFT rotation, the chirp-based sensing probe can converge to energy-concentrated peak and then be distinguished in fraction domain even though it shares temporal and spectrum resources with telecom payload. The vibration-induced SOP evolution, which results in energy distribution, can be estimated by leveraging converged fraction peaks. The proof-of-concept experiment has been validated using bidirectional 60GBaud dual-polarization (DP) 16 quadrature amplitude modulation (QAM) signal over 32.5 km fiber. The sensing performance of FD-NOMA without sacrificing spectrum efficiency, is demonstrated through dynamic measurements of 6kHz frequency vibration, attaining vibration localization error equivalent to 8 m. The sensitivity and the limit of detection (LoD) are  $5.3 \times 10^{-3}$  rad/ $\mu\epsilon$  and 70.7  $n\epsilon/\sqrt{\text{Hz}}$  respectively, Besides, successive interference cancellation (SIC) is proposed to mitigate effect of sensing probe, leading to more than 2.3dB optical signal to noise ratio (OSNR) improvement. Experimental results show that the FD-NOMA is robust against amplifier spontaneous emission (ASE) noise, leading to 0.9dB degradation of signal-to-noise (SNR) of retrieved vibration as OSNR decreases from 26dB to 18 dB.",33,I. INTRODUCTION
O_ISAC_080,4B,photonic_thz,METRIC_PLANE,MAJOR,OSNR and SNR/ESNR mentioned together without explicit conversion/model context.,"common drawback of the aforementioned methods is their reliance on dedicated orthogonal resources, whether in time, frequency, or space exclusively reserved for sensing. To overcome this constraint and realize endogenous ISAC, the optical carrier, pilot or information-bearing signal originally intended for communication can be repurposed for in-band spectrum sensing. The optical pilot inserted at spectrum edge can serve as sensing probes to improve signal to noise ratio (SNR) of backscattering trace. However, the effective number of bits (ENOB) constrains achievable sensing performance [17]. It has been suggested that in-band spectrum sensing can be achieved by exploiting digital signal processing (DSP) inherent to coherent communication systems, such as multiple input multiple output (MIMO) or phase recovery [18-20]. The vibration sensing utilizing optical phase achieves higher sensitivity and SNR compared to that using polarization state. Nevertheless, such an approach requires the replacement of conventional external cavity lasers with lasers that offer greater phase stability to minimize phase noise, thereby increasing hardware complexity. Furthermore, performance of such DSP-derived sensing suffers from optical signal-to-noise ratio (OSNR) of telecom signal. By using frequency-domain pilot tones (FPTs) in phase-based sensing, the requirement of linewidth of laser can be relaxed to 100 kHz [20]. However, the subcarrier intervals are needed to insert the FPTs.",31,I. INTRODUCTION
O_ISAC_095,4B,fiber,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"and power consumption of the DSP, thereby facilitating a user-friendly terminal. The experimental results show that a  $\pm 15\text{-mm}$  ranging accuracy at B5G MMW band for single-target detection is achieved, and a 30-cm ranging resolution for dual-target detection is also realized. Furthermore, a 23-Gbit/s error-free transmission rate at 28GHz over 5.41-km single-mode fiber (SMF) and 2-m wireless distance is successfully demonstrated without frequency offset compensation.",23,A Spectrum-Efficient MoF Architecture for Joint Sensing and Communication in B5G Based on Polarization Interleaving and Polarization-Insensitive Filtering
O_ISAC_095,4B,fso,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"To summarize, we propose and experimentally demonstrate a novel spectrum-efficient and user-friendly MoF architecture for joint sensing and communication in B5G optical-wireless converged networks. The proposed MoF system simultaneously up-converts the communication and radar signals to MMW band by polarization interleaving and polarization-insensitive filtering. The polarization interleaving reduces the demand for higher bandwidth devices and immune to the CD-induced power fading. The polarization-insensitive filtering removes the need for complicated polarization tracking to de-multiplex the sensing and communication signals. In the experiment, a ±15-mm ranging accuracy for single target detection is achieved, and a 30-cm ranging resolution for dual target detection is also realized. Moreover, a 23-Gbit/s error-free transmission rate at 28GHz over 5.41-km SMF and 2-m wireless distance is successfully obtained without frequency offset compensation at the UE. We believe that the proposed user-friendly MoF architecture, compatible with the WDM passive optical network, is very promising in the upcoming B5G mobile communications era.",244,III. EXPERIMENTAL SET-UP AND RESULTS > *C. Discussion* > IV. CONCLUSION
O_ISAC_105,4B,photonic_thz,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"*Abstract***—The integrated sensing and communication (ISAC) has been envisioned as a promising technology to simultaneously perform high-capacity communication and high-accuracy sensing with efficient resource utilization. Nevertheless, due to the severe mutual constraints between communication and sensing functions, the performance of previously reported ISAC demonstrations notably trails that of individual communication or sensing systems. In this work, an integrated LFM-QAM waveform is proposed and theoretically analyzed by combining linear frequency modulation (LFM) and quadrature amplitude modulation (QAM) formats. Employing the proposed waveform and optical wavelength division multiplexing (WDM) technique, we experimentally implement a multi-channel photonic terahertz (THz)-ISAC wireless system operating at 275 GHz band, simultaneously achieving a communication data rate up to 120 Gbps and a range resolution as high as 2.5 mm. To the best of our knowledge, this is the first time to demonstrate beyond 100 Gbps wireless data rate and mm-scale**",11,Multi-Channel Photonic THz-ISAC System Based on Integrated LFM-QAM Waveform
O_ISAC_113,4B,fiber,METRIC_ALIASING,MAJOR,Resolution and accuracy co-occur without explicit separation context.,"*Abstract*—Concept of the Scientific Monitoring and Reliable Telecommunications (SMART) network involves utilizing submarine communication cables to monitor the undersea environment. Traditionally, this integrated sensing and communication (ISAC) application has relied on separate wavelength bands for sensing information switching among all sensing joints and shores, necessitating additional hardware to exchange and demodulate the sensing information. In this study, we introduce a novel ISAC configuration tailored for the SMART network, with demonstrating the viability of detecting modulated sensing information using a communication-compatible digital signal processor (DSP). By applying frequency modulation (FM) and optical single-sideband (SSB) modulation to the sensing information obtained by the electronic sensors, we convert the information into multiple frequency subcarriers that reside near the communication spectrum without interference. We experimentally validated the proposed ISAC configuration using a two-span single-mode fiber (SMF) communication link, achieving real-time temperature monitoring on an FPGA platform at the sensing joint between two 50-km span SMFs. Furthermore, our findings indicate that employing high-order frequency subcarriers and an analog frequency multiplier for frequency chirp amplification of the FM sensing information enhances temperature estimation accuracy when using the communication-compatible DSP. With this approach, we achieved a temperature monitoring resolution of 0.0625◦C, which matches the resolution limit of the DS18B20 sensing probe used, while maintaining full compatibility with 16-GBaud DP-",9,Advanced Integration of Sensing and Communication With High DSP Compatibility for SMART Network
