"source_metric_record_id","canonical_study_cluster_id","canonical_source_report_id","canonical_condition_set_id","canonical_tradeoff_id","canonical_metric_domain","canonical_metric_family_code","canonical_metric_name_reported","canonical_measurement_plane_code","canonical_validation_type_code","canonical_result_representation","canonical_comparison_operator","canonical_value_numeric","canonical_value_low","canonical_value_high","canonical_uncertainty_type","canonical_uncertainty_value","canonical_unit_reported","canonical_value_status","canonical_value_origin","canonical_scenario_summary","canonical_baseline_comparator","canonical_comparison_group_id","canonical_metric_comparability_class","canonical_metric_comparison_admissibility_class","canonical_pdf_page","canonical_section_heading","canonical_table_id","canonical_figure_id","canonical_equation_id","canonical_final_survey_use_class","canonical_final_comparison_admissibility","canonical_cross_study_quantitative_comparison_allowed","canonical_final_reason_code","canonical_independent_human_status","canonical_source_workbook_sha256","register_final_comparison_admissibility","register_cross_study_flag","register_independent_human_status","reviewer_code","review_date_utc","reviewed_source_report_title","reviewed_source_report_doi","reviewed_companion_relationship","reviewed_source_pdf_sha256","source_pdf_opened","source_identity_decision","reviewed_pdf_page","reviewed_section_heading","reviewed_table_id","reviewed_figure_id","reviewed_equation_id","source_locator_decision","reviewed_metric_name","reviewed_metric_definition","reviewed_comparison_operator","reviewed_value_numeric","reviewed_value_low","reviewed_value_high","reviewed_uncertainty_type","reviewed_uncertainty_value","reviewed_unit_reported","reviewed_measurement_plane_code","reviewed_reference_point","reviewed_communication_task","reviewed_sensing_task","reviewed_objective","reviewed_scenario_summary","reviewed_geometry","reviewed_condition_set_id","reviewed_baseline_comparator","reviewed_validation_type_code","reviewed_value_origin","reviewed_comparison_group_id","comparison_decision","comparison_decision_rationale","survey_use_decision","verification_outcome","reviewer_notes","reviewer_lock_status","reviewer_signature_or_form_hash"
"P03-M017","STC-TUNABLE-LASER-THZ-FMCW-2025-2026","SCR-00083","C-SCR00083-FD","","sensing","chirp_duration","Single-chirp sweep duration","link","laboratory_experiment","scalar","eq","400","","","NR","","ns","reported","reported","2026 frequency division","","CG-THZ-FMCW-CHIRP-DURATION-LAB","conditionally_comparable","conditionally_admissible","8","3.2 Results and Discussion","","Figure 7","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Terahertz ISAC with Simultaneous Fast-Swept FMCW Radar and High-Speed Wireless Link Using a Single UTC-PD","10.3390/electronics15081608","companion_reports_same_study_in_phase_g_source_set","3C807BD069B9DC67819529F4F9F21BCCC50224FA1AD4943797BA5E0A801DDC3D","yes","match","8","3.2 Results and Discussion","NR","Figure 7","NR","match","Single-chirp sweep duration","NR","eq","400","NR","NR","NR","NR","ns","link","NR","NR","source_reported_sensing_function","NR","2026 frequency division","NR","C-SCR00083-FD","NR","laboratory_experiment","reported","CG-THZ-FMCW-CHIRP-DURATION-LAB","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"P03-M034","STC-TUNABLE-LASER-THZ-FMCW-2025-2026","SCR-00083","C-SCR00083-JW","","joint","waveform_period","Triangular control period","device_component","laboratory_experiment","scalar","eq","800","","","NR","","ns","reported","reported","2026 joint waveform","","CG-THZ-FMCW-REPETITION-PERIOD-LAB","conditionally_comparable","conditionally_admissible","10","4.1 Experimental Setup","","","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Terahertz ISAC with Simultaneous Fast-Swept FMCW Radar and High-Speed Wireless Link Using a Single UTC-PD","10.3390/electronics15081608","companion_reports_same_study_in_phase_g_source_set","3C807BD069B9DC67819529F4F9F21BCCC50224FA1AD4943797BA5E0A801DDC3D","yes","match","10","4.1 Experimental Setup","NR","NR","NR","match","Triangular control period","NR","eq","800","NR","NR","NR","NR","ns","device_component","NR","source_reported_communication_function","source_reported_sensing_function","NR","2026 joint waveform","NR","C-SCR00083-JW","NR","laboratory_experiment","reported","CG-THZ-FMCW-REPETITION-PERIOD-LAB","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"P03-M035","STC-TUNABLE-LASER-THZ-FMCW-2025-2026","SCR-00083","C-SCR00083-JW","","sensing","chirp_duration","Single-chirp sweep duration","link","laboratory_experiment","scalar","eq","400","","","NR","","ns","reported","reported","2026 joint waveform","","CG-THZ-FMCW-CHIRP-DURATION-LAB","conditionally_comparable","conditionally_admissible","12","4.2 Results and Discussion","","Figure 11","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Terahertz ISAC with Simultaneous Fast-Swept FMCW Radar and High-Speed Wireless Link Using a Single UTC-PD","10.3390/electronics15081608","companion_reports_same_study_in_phase_g_source_set","3C807BD069B9DC67819529F4F9F21BCCC50224FA1AD4943797BA5E0A801DDC3D","yes","match","12","4.2 Results and Discussion","NR","Figure 11","NR","match","Single-chirp sweep duration","NR","eq","400","NR","NR","NR","NR","ns","link","NR","NR","source_reported_sensing_function","NR","2026 joint waveform","NR","C-SCR00083-JW","NR","laboratory_experiment","reported","CG-THZ-FMCW-CHIRP-DURATION-LAB","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"P03-M039","STC-TUNABLE-LASER-THZ-FMCW-2025-2026","SCR-00083","C-SCR00083-JW-R15","P03-T003","communication","occupied_bandwidth","ASK main-lobe bandwidth","link","laboratory_experiment","scalar","approx","30","","","NR","","GHz","reported","reported","2026 joint waveform","","CG-THZ-ASK-MAIN-LOBE-BANDWIDTH","conditionally_comparable","conditionally_admissible","11","4.2 Results and Discussion","","","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Terahertz ISAC with Simultaneous Fast-Swept FMCW Radar and High-Speed Wireless Link Using a Single UTC-PD","10.3390/electronics15081608","companion_reports_same_study_in_phase_g_source_set","3C807BD069B9DC67819529F4F9F21BCCC50224FA1AD4943797BA5E0A801DDC3D","yes","match","11","4.2 Results and Discussion","NR","NR","NR","match","ASK main-lobe bandwidth","NR","approx","30","NR","NR","NR","NR","GHz","link","NR","source_reported_communication_function","NR","NR","2026 joint waveform","NR","C-SCR00083-JW-R15","NR","laboratory_experiment","reported","CG-THZ-ASK-MAIN-LOBE-BANDWIDTH","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"P03-M040","STC-TUNABLE-LASER-THZ-FMCW-2025-2026","SCR-00083","C-SCR00083-JW-R15","P03-T003","joint","occupied_bandwidth","Total joint-waveform occupied bandwidth","link","mixed","scalar","approx","36.2","","","NR","","GHz","reported","reported","2026 joint waveform","time-division narrative comparison","CG-THZ-JOINT-TOTAL-OCCUPIED-BANDWIDTH","conditionally_comparable","conditionally_admissible","11","4.2 Results and Discussion","","","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Terahertz ISAC with Simultaneous Fast-Swept FMCW Radar and High-Speed Wireless Link Using a Single UTC-PD","10.3390/electronics15081608","companion_reports_same_study_in_phase_g_source_set","3C807BD069B9DC67819529F4F9F21BCCC50224FA1AD4943797BA5E0A801DDC3D","yes","match","11","4.2 Results and Discussion","NR","NR","NR","match","Total joint-waveform occupied bandwidth","NR","approx","36.2","NR","NR","NR","NR","GHz","link","NR","source_reported_communication_function","source_reported_sensing_function","NR","2026 joint waveform","NR","C-SCR00083-JW-R15","time-division narrative comparison","mixed","reported","CG-THZ-JOINT-TOTAL-OCCUPIED-BANDWIDTH","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"P03-M041","STC-TUNABLE-LASER-THZ-FMCW-2025-2026","SCR-00083","C-SCR00083-JW-R15","P03-T003","communication","spectral_efficiency","Joint-waveform spectral efficiency","link","mixed","scalar","approx","0.41","","","NR","","bit/s/Hz","reported","reported","2026 joint waveform","time-division narrative comparison","CG-THZ-JOINT-SPECTRAL-EFFICIENCY","conditionally_comparable","conditionally_admissible","11","4.2 Results and Discussion","","","15 Gbit/s / 36.2 GHz","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Terahertz ISAC with Simultaneous Fast-Swept FMCW Radar and High-Speed Wireless Link Using a Single UTC-PD","10.3390/electronics15081608","companion_reports_same_study_in_phase_g_source_set","3C807BD069B9DC67819529F4F9F21BCCC50224FA1AD4943797BA5E0A801DDC3D","yes","match","11","4.2 Results and Discussion","NR","NR","15 Gbit/s / 36.2 GHz","match","Joint-waveform spectral efficiency","NR","approx","0.41","NR","NR","NR","NR","bit/s/Hz","link","NR","source_reported_communication_function","NR","NR","2026 joint waveform","NR","C-SCR00083-JW-R15","time-division narrative comparison","mixed","reported","CG-THZ-JOINT-SPECTRAL-EFFICIENCY","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00086-G2-001","STC-SINGLETON-SCR-00086","SCR-00086","COND-SCR00086-LINK","","communication","data_rate","Communication data rate","system","laboratory_experiment","scalar","eq","20","","","","","Gbps","reported","reported","10-GBaud QPSK over 20-m 124-GHz multipath link.","","CG-SCR00086-COMM","conditionally_comparable","conditionally_admissible","1;3","Abstract; Conclusion","","","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Photonic THz Sensing-assisted Multipath Channel Estimation for ISAC","10.1364/ofc.2025.th2a.23","only_report_in_phase_g_source_set","BB7E06A83D3F746A90D11E5A9C0178E56248C1D19BD1CFC5B3812A765A6D23B9","yes","match","1;3","Abstract; Conclusion","NR","NR","NR","match","Communication data rate","NR","eq","20","NR","NR","NR","NR","Gbps","system","NR","source_reported_communication_function","NR","NR","10-GBaud QPSK over 20-m 124-GHz multipath link.","NR","COND-SCR00086-LINK","NR","laboratory_experiment","reported","CG-SCR00086-COMM","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00086-G2-002","STC-SINGLETON-SCR-00086","SCR-00086","COND-SCR00086-LINK","","communication","propagation_distance","Wireless transmission distance","link","laboratory_experiment","scalar","eq","20","","","","","m","reported","reported","Three-reflector folded path at 124 GHz.","","CG-SCR00086-LINK","conditionally_comparable","conditionally_admissible","2-3","3 Experimental Setup and Results; Conclusion","","Fig. 1","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Photonic THz Sensing-assisted Multipath Channel Estimation for ISAC","10.1364/ofc.2025.th2a.23","only_report_in_phase_g_source_set","BB7E06A83D3F746A90D11E5A9C0178E56248C1D19BD1CFC5B3812A765A6D23B9","yes","match","2-3","3 Experimental Setup and Results; Conclusion","NR","Fig. 1","NR","match","Wireless transmission distance","NR","eq","20","NR","NR","NR","NR","m","link","NR","source_reported_communication_function","NR","NR","Three-reflector folded path at 124 GHz.","NR","COND-SCR00086-LINK","NR","laboratory_experiment","reported","CG-SCR00086-LINK","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00086-G2-003","STC-SINGLETON-SCR-00086","SCR-00086","COND-SCR00086-WAVEFORM","TRD-SCR00086-G2-001","joint","other","Dual-chirp amplitude ratio","device_component","laboratory_experiment","scalar","eq","10","","","","","ratio","reported","reported","Up-chirp communication carrier versus down-chirp pilot.","","CG-SCR00086-POWER-RATIO","descriptive_only","conditionally_admissible","1","2 Operation Principles","","","Eq. (1)","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Photonic THz Sensing-assisted Multipath Channel Estimation for ISAC","10.1364/ofc.2025.th2a.23","only_report_in_phase_g_source_set","BB7E06A83D3F746A90D11E5A9C0178E56248C1D19BD1CFC5B3812A765A6D23B9","yes","match","1","2 Operation Principles","NR","NR","Eq. (1)","match","Dual-chirp amplitude ratio","NR","eq","10","NR","NR","NR","NR","ratio","device_component","NR","source_reported_communication_function","source_reported_sensing_function","NR","Up-chirp communication carrier versus down-chirp pilot.","NR","COND-SCR00086-WAVEFORM","NR","laboratory_experiment","reported","CG-SCR00086-POWER-RATIO","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00086-G2-004","STC-SINGLETON-SCR-00086","SCR-00086","COND-SCR00086-CHANNEL","","sensing","resolution","Theoretical time resolution","system","analytical","scalar","eq","0.1","","","","","ns","reported","reported","Dual-chirp channel estimation.","","CG-SCR00086-CHANNEL-RESPONSE","conditionally_comparable","conditionally_admissible","2","3 Experimental Setup and Results","","","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Photonic THz Sensing-assisted Multipath Channel Estimation for ISAC","10.1364/ofc.2025.th2a.23","only_report_in_phase_g_source_set","BB7E06A83D3F746A90D11E5A9C0178E56248C1D19BD1CFC5B3812A765A6D23B9","yes","match","2","3 Experimental Setup and Results","NR","NR","NR","match","Theoretical time resolution","NR","eq","0.1","NR","NR","NR","NR","ns","system","NR","NR","source_reported_sensing_function","NR","Dual-chirp channel estimation.","NR","COND-SCR00086-CHANNEL","NR","analytical","reported","CG-SCR00086-CHANNEL-RESPONSE","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00086-G2-005","STC-SINGLETON-SCR-00086","SCR-00086","COND-SCR00086-CHANNEL","","sensing","resolution","Measured 3-dB pulse width","system","laboratory_experiment","scalar","approx","0.1","","","","","ns","reported","reported","Three estimated multipath peaks.","","CG-SCR00086-CHANNEL-RESPONSE","conditionally_comparable","conditionally_admissible","2-3","3 Experimental Setup and Results","","Fig. 2(c)","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Photonic THz Sensing-assisted Multipath Channel Estimation for ISAC","10.1364/ofc.2025.th2a.23","only_report_in_phase_g_source_set","BB7E06A83D3F746A90D11E5A9C0178E56248C1D19BD1CFC5B3812A765A6D23B9","yes","match","2-3","3 Experimental Setup and Results","NR","Fig. 2(c)","NR","match","Measured 3-dB pulse width","NR","approx","0.1","NR","NR","NR","NR","ns","system","NR","NR","source_reported_sensing_function","NR","Three estimated multipath peaks.","NR","COND-SCR00086-CHANNEL","NR","laboratory_experiment","reported","CG-SCR00086-CHANNEL-RESPONSE","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00086-G2-007","STC-SINGLETON-SCR-00086","SCR-00086","COND-SCR00086-FDE","","communication","FEC_threshold","Optical power meeting 7% HD-FEC EVM threshold","device_component","laboratory_experiment","threshold","gt","4","","","","","dBm","reported","reported","UTC-PD input optical power sweep with FDE.","","CG-SCR00086-FDE","conditionally_comparable","conditionally_admissible","2-3","3 Experimental Setup and Results","","Fig. 2(d)","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Photonic THz Sensing-assisted Multipath Channel Estimation for ISAC","10.1364/ofc.2025.th2a.23","only_report_in_phase_g_source_set","BB7E06A83D3F746A90D11E5A9C0178E56248C1D19BD1CFC5B3812A765A6D23B9","yes","match","2-3","3 Experimental Setup and Results","NR","Fig. 2(d)","NR","match","Optical power meeting 7% HD-FEC EVM threshold","NR","gt","4","NR","NR","NR","NR","dBm","device_component","NR","source_reported_communication_function","NR","NR","UTC-PD input optical power sweep with FDE.","NR","COND-SCR00086-FDE","NR","laboratory_experiment","reported","CG-SCR00086-FDE","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00086-G2-008","STC-SINGLETON-SCR-00086","SCR-00086","COND-SCR00086-FDE","","communication","FEC_threshold","Optical power meeting KP4-FEC EVM threshold","device_component","laboratory_experiment","threshold","eq","8","","","","","dBm","reported","reported","UTC-PD input optical power sweep with FDE.","","CG-SCR00086-FDE","conditionally_comparable","conditionally_admissible","2-3","3 Experimental Setup and Results","","Fig. 2(d)","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Photonic THz Sensing-assisted Multipath Channel Estimation for ISAC","10.1364/ofc.2025.th2a.23","only_report_in_phase_g_source_set","BB7E06A83D3F746A90D11E5A9C0178E56248C1D19BD1CFC5B3812A765A6D23B9","yes","match","2-3","3 Experimental Setup and Results","NR","Fig. 2(d)","NR","match","Optical power meeting KP4-FEC EVM threshold","NR","eq","8","NR","NR","NR","NR","dBm","device_component","NR","source_reported_communication_function","NR","NR","UTC-PD input optical power sweep with FDE.","NR","COND-SCR00086-FDE","NR","laboratory_experiment","reported","CG-SCR00086-FDE","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00196-001","STC-SINGLETON-SCR-00196","SCR-00196","COND-SCR00196-INTEGRATED-2M","TRD-SCR00196-001","communication","data_rate","Simultaneous DMT data rate","link","laboratory_experiment","scalar","approx","3","","","NR","","Gbit/s","reported","reported","2 m VLC link; integrated structured illumination","","CG-VLC-DMT-INTEGRATED-LINK-DATA-RATE-LAB","conditionally_comparable","conditionally_admissible","2","Introduction","","","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Adaptive visible light integrated sensing and communication for cable-free virtual reality","10.1364/prj.561888","only_report_in_phase_g_source_set","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","yes","match","2","Introduction","NR","NR","NR","match","Simultaneous DMT data rate","NR","approx","3","NR","NR","NR","NR","Gbit/s","link","NR","source_reported_communication_function","NR","NR","2 m VLC link; integrated structured illumination","NR","COND-SCR00196-INTEGRATED-2M","NR","laboratory_experiment","reported","CG-VLC-DMT-INTEGRATED-LINK-DATA-RATE-LAB","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00196-002","STC-SINGLETON-SCR-00196","SCR-00196","COND-SCR00196-CAP-2M","TRD-SCR00196-001","sensing","localization_error","Lateral localization error","system","laboratory_experiment","threshold","lt","1","","","NR","","mm","reported","reported","2 m; 0.6 m x 0.6 m field; 10 trials per subregion","","CG-VLC-CAP-LATERAL-LOCALIZATION-ERROR-LAB","conditionally_comparable","conditionally_admissible","3","2.B","","Fig. 3","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Adaptive visible light integrated sensing and communication for cable-free virtual reality","10.1364/prj.561888","only_report_in_phase_g_source_set","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","yes","match","3","2.B","NR","Fig. 3","NR","match","Lateral localization error","NR","lt","1","NR","NR","NR","NR","mm","system","NR","NR","source_reported_sensing_function","NR","2 m; 0.6 m x 0.6 m field; 10 trials per subregion","NR","COND-SCR00196-CAP-2M","NR","laboratory_experiment","reported","CG-VLC-CAP-LATERAL-LOCALIZATION-ERROR-LAB","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00196-003","STC-SINGLETON-SCR-00196","SCR-00196","COND-SCR00196-CAP-2M","","sensing","localization_error","Worst-case lateral localization error","system","laboratory_experiment","threshold","le","2","","","NR","","mm","reported","reported","2 m; grid corners included","","CG-VLC-CAP-LATERAL-LOCALIZATION-ERROR-LAB","conditionally_comparable","conditionally_admissible","3","2.B","","Fig. 3","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Adaptive visible light integrated sensing and communication for cable-free virtual reality","10.1364/prj.561888","only_report_in_phase_g_source_set","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","yes","match","3","2.B","NR","Fig. 3","NR","match","Worst-case lateral localization error","NR","le","2","NR","NR","NR","NR","mm","system","NR","NR","source_reported_sensing_function","NR","2 m; grid corners included","NR","COND-SCR00196-CAP-2M","NR","laboratory_experiment","reported","CG-VLC-CAP-LATERAL-LOCALIZATION-ERROR-LAB","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
