paper_id,category,model,status,evidence,full_reasoning
O_ISAC_126,Atmospheric,Atmospheric Attenuation Loss,ADOPTED,"The atmospheric attenuation loss is expressed as PL_a = PL_o + PL_w, where PL_o and PL_w represent gaseous attenuation attributable to the oxygen and water vapour, respectively.","I checked Section II of the paper where the authors define their system model. The authors propose a 6G general large-scale fading channel model (6GLSFCM) that integrates the electromagnetic propagation characteristics across multiple frequency bands and scenarios. The path loss of the 6GLSFCM can be expressed as PL = PL_b + PL_a + PL_s + PL_e, where PL_b denotes the basic path loss, PL_a denotes the atmospheric attenuation loss, PL_s is the scintillation loss, and PL_e represents the building penetration loss. Shadow fading follows a Gaussian random distribution with a mean of zero and a standard deviation of σ_SF."
O_ISAC_126,Multipath/Indoor,Building Penetration Loss,ADOPTED,"The building penetration loss is expressed as PL_e(P) = 10log10(10^0.1N_1(P) + 10^0.1N_2(P) + 10^0.1N_3), where N_1(P) and N_2(P) are random variables with a normal distribution related to P, and N_3 is a constant.","I checked Section II of the paper where the authors define their system model. The authors propose a 6G general large-scale fading channel model (6GLSFCM) that integrates the electromagnetic propagation characteristics across multiple frequency bands and scenarios. The path loss of the 6GLSFCM can be expressed as PL = PL_b + PL_a + PL_s + PL_e, where PL_b denotes the basic path loss, PL_a denotes the atmospheric attenuation loss, PL_s is the scintillation loss, and PL_e represents the building penetration loss. Shadow fading follows a Gaussian random distribution with a mean of zero and a standard deviation of σ_SF."
O_ISAC_127,Atmospheric,Beer-Lambert,ADOPTED,"The absorption loss is given by L_att(d) = exp(-αd), which is equivalent to the Beer-Lambert law.","I checked Section III where the authors define their system model and channel equations. The authors explicitly define absorption loss using the Haltrin model (Equation 1), scattering loss using Mie scattering theory (Equation 2), turbulence-induced fading (Equation 3), and beam divergence loss (Equation 4)."
O_ISAC_127,Turbulence,Gaussian,ADOPTED,"The turbulence-induced fading is modeled as h(t) = exp(-t^2/τ_c^2) + η(t), where η(t) is a zero-mean Gaussian random process.","I checked Section III where the authors define their system model and channel equations. The authors explicitly define absorption loss using the Haltrin model (Equation 1), scattering loss using Mie scattering theory (Equation 2), turbulence-induced fading (Equation 3), and beam divergence loss (Equation 4)."
O_ISAC_127,Multipath/Indoor,Mie scattering,ADOPTED,"The scattering loss is modeled using Mie scattering theory, given by L_scat(d) = exp(-β_s d^n).","I checked Section III where the authors define their system model and channel equations. The authors explicitly define absorption loss using the Haltrin model (Equation 1), scattering loss using Mie scattering theory (Equation 2), turbulence-induced fading (Equation 3), and beam divergence loss (Equation 4)."
O_ISAC_129,Multipath/Indoor,Lambertian,ADOPTED,"The received optical power can be described as Pr = Pt * H(A, phi, m, theta, d) * Gr, where H(d) represents the channel DC gain related to the distance d between the transmitter and receiver.","I checked Section II. The authors explicitly define the channel model using the Lambertian radiation pattern (Equation 1 and 3) for distance sensing. No specific probability distributions are mentioned for turbulence, atmospheric, or pointing errors. However, the Lambertian model is used for the LoS optical wireless link, which falls under the Multipath/Indoor category."
O_ISAC_131,Multipath/Indoor,Lambertian,ADOPTED,The authors define the measurement sample z_m using the Lambertian emission model (Eq 2).,"I checked Section II where the authors define their system model. They explicitly use the Lambertian emission model for the channel model, which falls under the Multipath/Indoor category. The path loss exponent is denoted by α, and the Lambertian order is denoted by γ."
O_ISAC_139,Multipath/Indoor,Logarithmic Path Loss Model,ADOPTED,The paper uses a path-loss model with a logarithmic relationship to calculate the distance between the transmitter and receiver.,"I checked the System Model and Channel Model sections, but the paper does not explicitly define specific channel probability distributions or path loss models in these sections. However, in Section VI, the paper mentions the use of a path-loss model with a logarithmic relationship to calculate the distance between the transmitter and receiver. Additionally, the paper discusses the use of machine learning algorithms for LoS/NLoS classification."
O_ISAC_141,Multipath/Indoor,Rayleigh fading,ADOPTED,A Rayleigh fading channel and path loss model defined in [30] is used in this evaluation.,"I checked Section III. The authors define their system model and channel gain equations but do not explicitly mention any specific channel probability distributions or path loss models in this section. However, in Section IV, they mention using a 'Rayleigh fading channel and path loss model defined in [30]' for evaluation."
O_ISAC_162,Multipath/Indoor,Geometry-based stochastic channel model,ADOPTED,"The ISAC channel model is based on the geometry-based stochastic channel model, which includes the background environment channel and the target channel.","I checked the 'ISAC Channel Models' section where the authors explicitly define the ISAC channel model. The channel model includes the background environment channel and the target channel. The target channel is further divided into two parts: Tx-target and Target-Rx. The background channel can be generated based on the existing TR 38.901 channel model. The RCS is modeled as a product of three components: A, B1, and B2, where A is the mean RCS value, B1 is a deterministic component, and B2 is a stochastic component. However, no specific probability distribution is mentioned for the channel models."
O_ISAC_186,Multipath/Indoor,Multipath Channel,ADOPTED,"The channel is modeled as a multipath channel with a finite number of paths, each with a gain and delay, as given by Eq. (6).","I checked the System Model section where the authors define their equations. The channel model is described in Section 2.3, where the impulse response of the channel is given by Eq. (6). The channel is modeled as a multipath channel with a finite number of paths, each with a gain and delay. The channel is also affected by Gaussian noise."
O_ISAC_199,Turbulence,Gamma-Gamma,ADOPTED,The PDF of Gamma-Gamma distribution is expressed as ... to model the effects of atmospheric turbulence.,"I checked Section 3.2 of the paper where the authors define their channel models. They explicitly use the Gamma-Gamma model for moderate-to-strong turbulence and the Log-Normal model for weak turbulence. The Gamma-Gamma model is used to derive the bit error rate (BER) for on-off keying technique. Additionally, the authors use the atmospheric attenuation model to estimate signal attenuation due to weather conditions."
O_ISAC_199,Turbulence,Log-Normal,ADOPTED,The log-normal model makes the assumption that changes in received intensity result from small random variations in the refractive index.,"I checked Section 3.2 of the paper where the authors define their channel models. They explicitly use the Gamma-Gamma model for moderate-to-strong turbulence and the Log-Normal model for weak turbulence. The Gamma-Gamma model is used to derive the bit error rate (BER) for on-off keying technique. Additionally, the authors use the atmospheric attenuation model to estimate signal attenuation due to weather conditions."
O_ISAC_199,Atmospheric,Atmospheric attenuation model,ADOPTED,"A model for atmospheric attenuation was developed by ..., which is used to estimate signal attenuation due to weather conditions.","I checked Section 3.2 of the paper where the authors define their channel models. They explicitly use the Gamma-Gamma model for moderate-to-strong turbulence and the Log-Normal model for weak turbulence. The Gamma-Gamma model is used to derive the bit error rate (BER) for on-off keying technique. Additionally, the authors use the atmospheric attenuation model to estimate signal attenuation due to weather conditions."
O_ISAC_301,Atmospheric,Free Space Attenuation,ADOPTED,A_dB(d) = 20 log10(4πdf/c),"I checked the System Model section and found that the paper does not explicitly define any specific channel probability distributions or path loss models. The paper focuses on the experimental demonstration of a photonics-based W-band integrated sensing and communication system. However, it does mention the use of a free space transmission attenuation model given by A_dB(d) = 20 log10(4πdf/c), which can be related to a path loss model."
O_ISAC_303,Atmospheric,Lambertian,ADOPTED,"The VLC channel model is based on the Lambertian radiation pattern, as given by equation (3).","I checked the 'Channel characteristics and models' section. The authors explicitly define the VLC channel model using the Lambertian radiation pattern and provide equations for the DC gain of an optical link channel and the received power. However, no specific probability distributions are mentioned for the channel models. The path loss models are based on the Lambertian radiation pattern and are used to calculate the DC gain and received power."
O_ISAC_327,Multipath/Indoor,Ceiling Bounce Model (CBM),ADOPTED,"The CBM is used to model the channel impulse response, as shown in equation (3).","I checked the System Model or Channel Model sections and found that the authors define their equations using various models, including the recursive model, ceiling bounce model (CBM), and geometry-based stochastic models (GBSMs). Specifically, the recursive model uses equations (1) and (2), the CBM uses equation (3), and the GBSMs use equations (4) and (5). Additionally, the Hayasaka–Ito model uses equation (6) for primary reflections."
O_ISAC_327,Multipath/Indoor,Recursive Model,ADOPTED,"The recursive model is used to simulate the multipath effect indoors, as shown in equations (1) and (2).","I checked the System Model or Channel Model sections and found that the authors define their equations using various models, including the recursive model, ceiling bounce model (CBM), and geometry-based stochastic models (GBSMs). Specifically, the recursive model uses equations (1) and (2), the CBM uses equation (3), and the GBSMs use equations (4) and (5). Additionally, the Hayasaka–Ito model uses equation (6) for primary reflections."
O_ISAC_327,Multipath/Indoor,Geometry-Based Stochastic Models (GBSMs),ADOPTED,"The GBSMs are used to model the channel, as shown in equations (4) and (5).","I checked the System Model or Channel Model sections and found that the authors define their equations using various models, including the recursive model, ceiling bounce model (CBM), and geometry-based stochastic models (GBSMs). Specifically, the recursive model uses equations (1) and (2), the CBM uses equation (3), and the GBSMs use equations (4) and (5). Additionally, the Hayasaka–Ito model uses equation (6) for primary reflections."
