paper_id,coupling_family,axis_x,axis_y,method,evidence,full_reasoning
O_ISAC_042,waveform_coupling,sensing resolution,telecom signal power,NONE detected,The use of LFM pilots helps to reduce the peak power of sensing pulses and enhance the spatial resolution of DAS.,"The authors propose an ISAC scheme where LFM sensing probes are inserted into the training sequence of communication data frames, sharing the transmitter and spectrum with communication signals. The influence of sensing on communication is negligible when the sensing power is set to a relatively low level. However, there is a trade-off between the sensing-to-telecom power ratio (STPR) and the performance of both sensing and telecom."
O_ISAC_042,resource_coupling,sensing_power,telecom_performance,NONE,higher STPR means lower telecom signal power which in turn requires a higher EDFA gain to keep the telecom signal power to 3 dBm and hence degrade the telecom performance.,"The authors propose an ISAC scheme where sensing and communication share the transmitter and spectrum, with LFM sensing probes inserted into the training sequence of communication data frames. The influence of sensing on communication is negligible when the sensing power is set to a relatively low level. A trade-off is observed between the sensing-to-telecom power ratio (STPR) and the performance of both sensing and telecom."
O_ISAC_042,resource_coupling,STPR,sensing_PSD_SNR,NONE,Fig. 3(c) shows that when STPR = 8dB both sides achieve a favorable result.,"The authors propose an ISAC scheme where sensing and communication share the transmitter and spectrum, with LFM sensing probes inserted into the training sequence of communication data frames. The influence of sensing on communication is negligible when the sensing power is set to a relatively low level. A trade-off is observed between the sensing-to-telecom power ratio (STPR) and the performance of both sensing and telecom."
O_ISAC_043,waveform_coupling,range_resolution,data_rate,NONE detected,The trade-off between resolution and data rate can be realized by adjusting $B_r$ and $B_c$.,The authors formulate a trade-off between range resolution and data rate by adjusting the bandwidths of LFM and SCM signals.
O_ISAC_043,waveform_coupling,range_resolution,data_rate,NONE detected,The trade-off between resolution and data rate can be realized by adjusting Br and Bc.,"The authors formulate a trade-off between range resolution and data rate by adjusting the bandwidth of LFM and SCM signals. The range resolution can be expressed as δr = c/2Br, where c is the velocity of light, and Br is the bandwidth of LFM. The data rate is directly related to the SCM bandwidth Bc."
O_ISAC_044,waveform_coupling,data_rate,range_resolution,flexible_time-frequency_division_multiplexing,"designed integrated waveforms for time-frequency-division multiplexing (TFDM), allowing for flexible tradeoffs between data rate, range resolution, and detection distance","The authors propose a photonic-based W-band integrated sensing and communication system with flexible time-frequency division multiplexed waveforms, allowing for tradeoffs between data rate, range resolution, and detection distance. The system uses a direct laser heterodyning method to generate broadband 96.5 GHz W-band signals and incorporates long-distance optical fiber transmission."
O_ISAC_044,waveform_coupling,range_resolution,detection_distance,adjusting_bandwidth_and_duration,adjusting the bandwidth (Bc and Br) and duration (TLFM) to adjust the detection distance,"The authors propose a photonic-based W-band integrated sensing and communication system with flexible time-frequency division multiplexed waveforms, allowing for tradeoffs between data rate, range resolution, and detection distance. The system uses a direct laser heterodyning method to generate broadband 96.5 GHz W-band signals and incorporates long-distance optical fiber transmission."
O_ISAC_044,hardware_coupling,None,None,shared_transceiver,using a shared transceiver for both sensing and communication,"The authors propose a photonic-based W-band integrated sensing and communication system with flexible time-frequency division multiplexed waveforms, allowing for tradeoffs between data rate, range resolution, and detection distance. The system uses a direct laser heterodyning method to generate broadband 96.5 GHz W-band signals and incorporates long-distance optical fiber transmission."
O_ISAC_044,waveform_coupling,data_rate,range_resolution,NONE,designed integrated waveforms that can be flexibly adjusted to meet the requirements of complex and ever-changing scenarios,"The authors propose a photonic-based W-band integrated sensing and communication system with flexible time-frequency division multiplexed waveforms for fiber-wireless networks. They design 10 cases of waveforms to achieve tradeoffs between data rate, range resolution, and detection distance according to application scenario requirements."
O_ISAC_044,waveform_coupling,data_rate,detection_distance,NONE,"achieve tradeoffs between data rate, range resolution, and detection distance according to application scenario requirements","The authors propose a photonic-based W-band integrated sensing and communication system with flexible time-frequency division multiplexed waveforms for fiber-wireless networks. They design 10 cases of waveforms to achieve tradeoffs between data rate, range resolution, and detection distance according to application scenario requirements."
O_ISAC_044,resource_coupling,time_resources,bandwidth_resources,NONE,time and spectrum resources can be allocated more reasonably and the data rate can be increased as much as possible while still satisfying the sensing performance,"The authors propose a photonic-based W-band integrated sensing and communication system with flexible time-frequency division multiplexed waveforms for fiber-wireless networks. They design 10 cases of waveforms to achieve tradeoffs between data rate, range resolution, and detection distance according to application scenario requirements."
O_ISAC_046,waveform_coupling,Q-factor,SNR,NONE detected,"With the growing PI bandwidth, the achieved Q-factor gradually decreases, due to the bandwidth constraint of optoelectronics devices. Additionally, when the DAS signal is co-propagated with the DSM signal, we observe a significant Q-factor penalty, because of the detrimental interaction between DAS and DSM signals.",The authors experimentally demonstrate the co-wavelength-channel integration of ultra-lowfrequency distributed-acoustic-sensing and high-capacity communication. They study the interaction between the DAS and DSM signals and observe a trade-off between the Q-factor of the DSM signal and the distributed signal-to-noise ratio (SNR) of the DAS signal with respect to the protection interval (PI) bandwidth.
O_ISAC_046,resource_coupling,transmission capacity,sensing sensitivity,NONE detected,"To secure both higher transmission capacity and better sensitivity for sensing ultra-lowfrequency acoustic wave, the PI bandwidth is set as 8 GHz.",The authors experimentally demonstrate the co-wavelength-channel integration of ultra-lowfrequency distributed-acoustic-sensing and high-capacity communication. They study the interaction between the DAS and DSM signals and observe a trade-off between the Q-factor of the DSM signal and the distributed signal-to-noise ratio (SNR) of the DAS signal with respect to the protection interval (PI) bandwidth.
O_ISAC_046,waveform_coupling,NONE detected,NONE detected,NONE detected,"The authors demonstrate the co-wavelength-channel integration of ultra-lowfrequency DAS and high-capacity communication, but do not formulate an explicit trade-off between communication and sensing metrics.","The authors experimentally demonstrate the co-wavelength-channel integration of ultra-lowfrequency DAS and high-capacity communication. They study the interaction between the DAS and DSM signals and characterize the impact of the protection interval (PI) bandwidth on both communication and sensing performance. However, no explicit trade-off formulation is provided."
O_ISAC_047,NONE detected,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation is found in the text.,"The authors propose a photonics-assisted W-band fiber-wireless ISAC system based on a single OTFS waveform and a ZP-2D-DFT scheme. However, there is no explicit trade-off formulation between communication and sensing metrics in the provided text."
O_ISAC_047,waveform_coupling,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation is found in the text.,"The authors propose a photonics-assisted W-band fiber-wireless ISAC system based on a single OTFS waveform and a ZP-2D-DFT scheme. However, there is no explicit trade-off formulation between communication and sensing metrics in the provided text."
O_ISAC_049,resource_coupling,total_transmitted_power,ENR,CMA and SCA,We formulate a joint slot selection and power allocation problem by minimizing the total transmitted power under the ENR constraint...,"The authors formulate a joint optimization in Section III, trading off total transmitted power against echo-to-noise ratio (ENR) and communication sum rate (CSR) using a cyclic minimization algorithm (CMA) and successive convex approximation (SCA) method."
O_ISAC_049,resource_coupling,total_transmitted_power,CSR,CMA and SCA,We formulate a joint slot selection and power allocation problem by minimizing the total transmitted power under the CSR constraint...,"The authors formulate a joint optimization in Section III, trading off total transmitted power against echo-to-noise ratio (ENR) and communication sum rate (CSR) using a cyclic minimization algorithm (CMA) and successive convex approximation (SCA) method."
O_ISAC_049,resource_coupling,total_transmitted_power,ENR,weighted_sum,We formulate a joint slot selection and power allocation problem by minimizing the total transmitted power under the ENR constraint...,"The authors formulate a joint optimization of slot selection and power allocation in an integrated visible light communication and sensing system, trading off the total transmitted power against the echo-to-noise ratio (ENR) and communication sum rate (CSR) constraints."
O_ISAC_049,resource_coupling,total_transmitted_power,CSR,weighted_sum,We formulate a joint slot selection and power allocation problem by minimizing the total transmitted power under the CSR constraint...,"The authors formulate a joint optimization of slot selection and power allocation in an integrated visible light communication and sensing system, trading off the total transmitted power against the echo-to-noise ratio (ENR) and communication sum rate (CSR) constraints."
O_ISAC_050,algorithmic_coupling,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation is found in the text.,"The authors propose a joint SPAO approach for VLC-based systems, which considers the impact of diffuse scattering and random fading. However, there is no explicit trade-off formulation between communication and sensing metrics in the provided text."
O_ISAC_050,algorithmic_coupling,NONE detected,NONE detected,NONE detected,"The authors propose a joint SPAO approach, but do not formulate an explicit trade-off between communication and sensing metrics.","The authors propose a joint SPAO approach for VLC-based systems, which considers the impact of diffuse scattering and random fading. However, there is no explicit trade-off formulation between communication and sensing metrics in the provided text."
O_ISAC_051,waveform_coupling,ranging_precision,communication_capability,NONE,The system uses a direct sequence spread spectrum technique and phase-coded subcarrier modulation to modulate the communication data into the phase of the subcarrier.,"The authors propose a phase-shift laser ranging with communication (PLRC) system, which enables integrated sensing and communication. The system uses a direct sequence spread spectrum technique and phase-coded subcarrier modulation to modulate the communication data into the phase of the subcarrier. The ranging process is immune to interference, and the system can achieve a range precision of $3.54 \times 10^{-3}$ m and a communication capability of 1.43 Mbit/s. The optimal light ratio for ranging and communication is derived, and the system's performance is evaluated through experiments."
O_ISAC_051,resource_coupling,transmitted_power,ranging_precision,weighted_sum,"The optimal light ratio for ranging and communication is derived, and the system's performance is evaluated through experiments.","The authors propose a phase-shift laser ranging with communication (PLRC) system, which enables integrated sensing and communication. The system uses a direct sequence spread spectrum technique and phase-coded subcarrier modulation to modulate the communication data into the phase of the subcarrier. The ranging process is immune to interference, and the system can achieve a range precision of $3.54 \times 10^{-3}$ m and a communication capability of 1.43 Mbit/s. The optimal light ratio for ranging and communication is derived, and the system's performance is evaluated through experiments."
O_ISAC_051,waveform_coupling,ranging_precision,BER,weighted_sum,"The authors derive an optimal light ratio for ranging and communication to meet the requirements of BER and ranging precision, which is a trade-off between the two metrics.","The authors propose a phase-shift laser ranging with communication (PLRC) system, which enables both ranging and communication using the same transmitted signal. The system uses a direct sequence spread spectrum technique and phase-coded subcarrier modulation to modulate the communication data into the phase of the subcarrier. The ranging process involves waveform recovery, correlation operation, and phase-shift measurement to derive the distance. The communication process involves carrier recovery, synchronous demodulation, and despreading to extract the message. The authors also derive an optimal light ratio for ranging and communication to meet the requirements of bit error rate (BER) and ranging precision."
O_ISAC_051,resource_coupling,transmitted_power,ranging_precision,optimization,The authors optimize the transmitted power allocation to meet the requirements of ranging precision and BER.,"The authors propose a phase-shift laser ranging with communication (PLRC) system, which enables both ranging and communication using the same transmitted signal. The system uses a direct sequence spread spectrum technique and phase-coded subcarrier modulation to modulate the communication data into the phase of the subcarrier. The ranging process involves waveform recovery, correlation operation, and phase-shift measurement to derive the distance. The communication process involves carrier recovery, synchronous demodulation, and despreading to extract the message. The authors also derive an optimal light ratio for ranging and communication to meet the requirements of bit error rate (BER) and ranging precision."
O_ISAC_052,multi_objective,spectral_efficiency,Fisher_information,weighted_sum,"The joint optimization problem is formulated as a weighted sum of spectral efficiency and Fisher information, as shown in Eq. (20a).","The authors formulate a joint optimization in Section IV, trading off spectral efficiency against Fisher information using a weighted sum method."
O_ISAC_052,multi_objective,spectral_efficiency,Fisher_information,weighted_sum,"The joint optimization problem is formulated as a weighted sum of spectral efficiency and Fisher information, with a weight factor \rho.","The authors formulate a joint optimization in Section IV, trading off spectral efficiency against Fisher information using a weighted sum method."
O_ISAC_053,waveform_coupling,NONE detected,NONE detected,NONE detected,"The authors discuss the system's architecture and control loop, but do not explicitly formulate a trade-off between communication and sensing metrics.","The authors propose a novel ISAC system based on visible light, combining VLC and VLS to perform sensing and communication tasks. The system utilizes a closed-loop controller to sense the rotational position of a cylinder and communicate commands to a servomotor. The authors discuss the system's architecture, control loop, and experimental setup, but do not explicitly formulate a trade-off between communication and sensing metrics."
O_ISAC_053,waveform_coupling,NONE detected,NONE detected,NONE detected,"The authors propose a VLC-VLS ISAC system, but do not formulate an explicit trade-off between communication and sensing metrics.","The authors propose a VLC-VLS ISAC system that combines the tasks of sensing the rotational position of a cylinder and communicating commands to a servomotor. The system utilizes a time division scheme to separate the tasks of VLS and VLC, ensuring that the two tasks do not interfere with each other. However, no explicit trade-off formulation is presented in the text."
O_ISAC_054,resource_coupling,communication_bit_error_rate_(BER),sensing_mean-squared_error_(MSE),NONE,"The source layout optimization in the first phase yields a remarkable improvement in both communication BER and sensing MSE—the gains are up to 3.47 and 3.14 dB, respectively.","The authors propose a new O-ISAC framework tailored for cost-effective commercial LEDs, which integrates optical communication and optical sensing. The framework involves a two-phase operational mechanism, where the first phase utilizes directionless light rays to broadcast control signals to all devices within the coverage, while multiple distributed sensors collect reflected light and estimate the device positions. In the second phase, a refined operation unfolds, and each device is individually served in a time-division multiple access (TDMA) fashion. The light intensities are significantly enhanced by optical beamforming, leading to more reliable communication and accurate device sensing and tracking."
O_ISAC_054,waveform_coupling,light_intensity,communication_BER,NONE,"The introduction of optical beamforming further optimizes the radiation patterns of LEDs, yielding substantial performance gains over the separate communication and sensing system. The light intensity falling on the target object is increased by 65.45%, the communication BER is improved by 63.35 dB, and the sensing MSE is improved by 40.42 dB.","The authors propose a new O-ISAC framework tailored for cost-effective commercial LEDs, which integrates optical communication and optical sensing. The framework involves a two-phase operational mechanism, where the first phase utilizes directionless light rays to broadcast control signals to all devices within the coverage, while multiple distributed sensors collect reflected light and estimate the device positions. In the second phase, a refined operation unfolds, and each device is individually served in a time-division multiple access (TDMA) fashion. The light intensities are significantly enhanced by optical beamforming, leading to more reliable communication and accurate device sensing and tracking."
O_ISAC_054,algorithmic_coupling,received_light_intensity,device_position,NONE,"The pinhole imaging principle is used to map all reflected light onto a film plane for sensing, and the relationships between the coordinates of the target device in different coordinate systems are established.","The authors propose a new O-ISAC framework tailored for cost-effective commercial LEDs, which integrates optical communication and optical sensing. The framework involves a two-phase operational mechanism, where the first phase utilizes directionless light rays to broadcast control signals to all devices within the coverage, while multiple distributed sensors collect reflected light and estimate the device positions. In the second phase, a refined operation unfolds, and each device is individually served in a time-division multiple access (TDMA) fashion. The light intensities are significantly enhanced by optical beamforming, leading to more reliable communication and accurate device sensing and tracking."
O_ISAC_054,resource_coupling,communication_bit_error_rate,sensing_mean_squared_error,two-phase_optimization,The source layout optimization in the first phase yields a remarkable improvement in both communication BER and sensing MSE...,"The authors formulate a joint optimization in Section III, trading off communication bit error rate (BER) against sensing mean-squared error (MSE) using a two-phase operational mechanism."
O_ISAC_054,waveform_coupling,light_intensity,received_signal_strength,optical_beamforming,"The introduction of optical beamforming further optimizes the radiation patterns of LEDs, yielding substantial performance gains...","The authors formulate a joint optimization in Section III, trading off communication bit error rate (BER) against sensing mean-squared error (MSE) using a two-phase operational mechanism."
O_ISAC_055,multi_objective,achievable data rate,CRB for sensing,elliptical search algorithm,"The optimization problem can be solved by an elliptical search algorithm, as the bandwidth constraint gives a finite feasible region for the variables, i.e., (h,μ)∈[0,hm]×[0,B/Tp]","The authors formulate a joint optimization in Section III, trading off the achievable data rate against the Cramér-Rao Bound (CRB) for sensing and the bit error rate (BER) for communication using an elliptical search algorithm."
O_ISAC_055,multi_objective,achievable data rate,BER for communication,elliptical search algorithm,"The optimization problem can be solved by an elliptical search algorithm, as the bandwidth constraint gives a finite feasible region for the variables, i.e., (h,μ)∈[0,hm]×[0,B/Tp]","The authors formulate a joint optimization in Section III, trading off the achievable data rate against the Cramér-Rao Bound (CRB) for sensing and the bit error rate (BER) for communication using an elliptical search algorithm."
O_ISAC_055,multi_objective,achievable data rate,CRB for sensing,elliptical search algorithm,"The optimization problem can be solved by an elliptical search algorithm, as the bandwidth constraint gives a finite feasible region for the variables, i.e., (h,μ)∈[0,hm]×[0,B/Tp]","The authors formulate a joint optimization in Section III, trading off the achievable data rate against the Cramér-Rao Bound (CRB) for sensing and the bit error rate (BER) for communication using an elliptical search algorithm."
O_ISAC_055,multi_objective,achievable data rate,BER for communication,elliptical search algorithm,"The optimization problem is formulated as maximizing R with constraints on Pe and ετ0, which formulates the optimization problem as maxh,μ R, s.t. Pe≤Pe,th, ετ0≤2Dth/c","The authors formulate a joint optimization in Section III, trading off the achievable data rate against the Cramér-Rao Bound (CRB) for sensing and the bit error rate (BER) for communication using an elliptical search algorithm."
O_ISAC_056,multi_objective,communication_rate,sensing_distortion,weighted_sum,"We introduce practical, asymptotically optimal maximum a posteriori (MAP) and maximum likelihood estimators (MLE) for target distance, addressing nonlinear measurement-to-state relationships and non-conjugate priors.","The authors formulate a joint optimization in Section III, trading off communication rate against sensing distortion using a weighted sum approach. They also establish the Bayesian Cramer-Rao bound (BCRB) as an outer bound for the optimal capacity-distortion region."
O_ISAC_056,multi_objective,rate,Cramér-Rao_bound,Pareto,"The achievable rate-Cramér-Rao bound (R-CRB) serves as an outer bound (OB) for the optimal C-D region, valid for both unbiased estimators and asymptotically large numbers of receive antennas.","The authors formulate a joint optimization in Section III, trading off communication rate against sensing distortion using a weighted sum approach. They also establish the Bayesian Cramer-Rao bound (BCRB) as an outer bound for the optimal capacity-distortion region."
O_ISAC_056,multi_objective,communication_rate,sensing_distortion,weighted_sum,We characterize the optimal Pareto boundary of the rate-distortion (R-D) and C-D regions for O-ISAC systems... We propose two algorithms to determine the optimal input distribution for the Pareto boundary of the C-D region.,"The authors formulate a joint optimization in Section III, trading off communication rate against sensing distortion using a weighted sum, and establish the R-CRB as an outer bound for the optimal C-D region."
O_ISAC_056,resource_coupling,optical_power,sensing_accuracy,trade-off,"The input signal is constrained to be nonnegative due to the optical nature of the system, and its average power must satisfy a given optical power budget.","The authors formulate a joint optimization in Section III, trading off communication rate against sensing distortion using a weighted sum, and establish the R-CRB as an outer bound for the optimal C-D region."
O_ISAC_057,waveform_coupling,NONE detected,NONE detected,NONE detected,"The system uses a joint radar-communication waveform, but no explicit trade-off formulation is provided.","The authors propose a joint radar-communication system but do not explicitly formulate a trade-off between communication and sensing metrics. However, they do demonstrate the system's capability for high-resolution radar detection and high-capacity wireless communication."
O_ISAC_057,waveform_coupling,NONE detected,NONE detected,NONE detected,"The system uses a joint radar-communication waveform, but does not explicitly trade off communication and sensing performance.","The authors propose a joint radar-communication system using photonic techniques, but do not explicitly formulate a trade-off between communication and sensing metrics."
O_ISAC_058,resource_coupling,bandwidth,range resolution,tradeoff,we can balance radar and communication performance by adjusting the bandwidth ratio between the LFM and SCM signals,"The authors propose a photonic-based W-band ISAC system that integrates radar sensing and communication functions. They discuss the potential for false target generation in multitarget detection scenarios and propose solutions to address this issue. The system's performance is evaluated through simulations and experiments, demonstrating its capability for multitarget detection and high range resolution."
O_ISAC_058,waveform_coupling,communication data rate,sensing range resolution,tradeoff,the tradeoff between range resolution and DR can be achieved by allocating the bandwidth,"The authors propose a photonic-based W-band ISAC system that integrates radar sensing and communication functions. They discuss the potential for false target generation in multitarget detection scenarios and propose solutions to address this issue. The system's performance is evaluated through simulations and experiments, demonstrating its capability for multitarget detection and high range resolution."
O_ISAC_058,waveform_coupling,range resolution,data rate,bandwidth allocation,we can balance radar and communication performance by adjusting the bandwidth ratio between the LFM and SCM signals,The authors propose a photonic-based W-band ISAC system that integrates radar sensing and communication functions. They discuss the potential causes of false target generation in multitarget detection scenarios and propose solutions to address these issues. The system achieves a tradeoff between range resolution and data rate by allocating bandwidth.
O_ISAC_059,NONE detected,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation found in the text.,"The authors discuss the integration of Terrestrial Networks and Non-Terrestrial Networks for Integrated Sensing and Communication, but do not explicitly formulate a trade-off between communication and sensing metrics."
O_ISAC_059,NONE detected,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation found in the text.,"The authors discuss the integration of Terrestrial and Non-Terrestrial Networks for Integrated Sensing and Communication, but do not explicitly formulate a trade-off between communication and sensing metrics."
O_ISAC_061,hardware_coupling,NONE detected,NONE detected,NONE detected,"The paper focuses on the system model, beamforming, and performance metrics of OPA-based OW-ISAC, but does not formulate an explicit trade-off between communication and sensing metrics.","The authors propose an OPA-based OW-ISAC framework and derive dedicated performance metrics for communication and sensing sub-systems. However, no explicit trade-off formulation between communication and sensing metrics is provided."
O_ISAC_061,hardware_coupling,NONE detected,NONE detected,NONE detected,"The paper focuses on the system model, beamforming, and performance metrics of OPA-based OW-ISAC, but does not explicitly discuss trade-offs between communication and sensing metrics.","The authors propose an OPA-based OW-ISAC framework and derive dedicated performance metrics for communication and sensing sub-systems. However, they do not explicitly formulate a trade-off between communication and sensing metrics."
O_ISAC_062,algorithmic_coupling,NONE detected,NONE detected,NONE detected,"The paper discusses the system model, channel model, and received signal model, but does not provide an explicit trade-off formulation between communication and sensing metrics.","The authors formulate a joint optimization in Section IV, but the provided text does not explicitly mention a trade-off formulation between communication and sensing metrics. However, the paper does discuss the impact of various parameters such as SNR, bandwidth, and the number of LEDs and PDs on the VLC-based SLAP detection performance."
O_ISAC_062,NONE detected,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation is found in the provided text.,"The authors propose a novel VLC-enabled anti-disturbance mechanism for 6-DoF SLAP detection. However, there is no explicit trade-off formulation between communication and sensing metrics in the provided text."
O_ISAC_063,algorithmic_coupling,AFR,PFR,NONE,"The authors propose a new scheme to characterize the full-field frequency response of a coherent TOSA, including both AFR and PFR, using a single low-bandwidth PD.","The authors propose a new scheme to characterize the full-field frequency response of a coherent TOSA, including both AFR and PFR, using a single low-bandwidth PD. The scheme involves multiple dual-tone signals with specially designed frequency positions, which allows for the extraction of AFR and PFR from the beat signals after direct detection. The authors also demonstrate the capability of their proposed scheme to precisely estimate the IQ skew."
O_ISAC_063,algorithmic_coupling,IQ skew,PFR,NONE,The authors also demonstrate the capability of their proposed scheme to precisely estimate the IQ skew.,"The authors propose a new scheme to characterize the full-field frequency response of a coherent TOSA, including both AFR and PFR, using a single low-bandwidth PD. The scheme involves multiple dual-tone signals with specially designed frequency positions, which allows for the extraction of AFR and PFR from the beat signals after direct detection. The authors also demonstrate the capability of their proposed scheme to precisely estimate the IQ skew."
O_ISAC_063,algorithmic_coupling,AFR,PFR,None,The authors use a single photodetector with narrow bandwidth to characterize the full-field frequency response of a coherent TOSA.,"The authors propose a new scheme to characterize the full-field frequency response of a coherent TOSA, including both amplitude frequency response (AFR) and phase frequency response (PFR), using a single photodetector (PD) with narrow bandwidth. The scheme involves using multiple dual-tone signals with specially designed frequency positions to generate beat signals after direct detection, which can be used to extract the AFR and PFR. The in-phase and quadrature (IQ) skew can be obtained by comparing the PFRs between the I and Q tributaries."
O_ISAC_063,multi_objective,BER,IQ skew,None,The authors calibrate the coherent TOSA using the characterized full-field frequency response and demonstrate improved BER performance in a 64 GBaud 16-QAM back-to-back transmission experiment.,"The authors propose a new scheme to characterize the full-field frequency response of a coherent TOSA, including both amplitude frequency response (AFR) and phase frequency response (PFR), using a single photodetector (PD) with narrow bandwidth. The scheme involves using multiple dual-tone signals with specially designed frequency positions to generate beat signals after direct detection, which can be used to extract the AFR and PFR. The in-phase and quadrature (IQ) skew can be obtained by comparing the PFRs between the I and Q tributaries."
O_ISAC_065,waveform_coupling,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation is found in the text.,"The authors propose an OCDM waveform-based ToF system for ISAC applications and experimentally demonstrate its performance. However, there is no explicit trade-off formulation between communication and sensing metrics in the provided text."
O_ISAC_065,waveform_coupling,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation is found in the text.,"The authors propose an OCDM waveform-based ToF system for ISAC applications and experimentally demonstrate its performance. However, there is no explicit trade-off formulation between communication and sensing metrics in the provided text."
O_ISAC_066,algorithmic_coupling,NONE,NONE,NONE,"The authors propose a pre-distortion scheme to mitigate the collision distortion on the soliton quantities in the IT signal, but no explicit trade-off is formulated.","The authors propose a pre-distortion scheme to mitigate the collision distortion on the soliton quantities in the IT signal. The scheme involves modifying the encoded quantities using the derived formula for collision distortion. However, there is no explicit trade-off formulation or optimization method mentioned in the provided text."
O_ISAC_066,waveform_coupling,NONE,NONE,NONE,No explicit trade-off formulation is found in the text.,"The authors propose a pre-distortion scheme to mitigate the collision distortion on the soliton quantities in the IT signal. The scheme modifies the encoded quantities based on the formula derived from the asymptotic solution of the two-soliton model in the Manakov equation. However, there is no explicit trade-off formulation between communication and sensing metrics in the provided text."
O_ISAC_068,NONE detected,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation found in the provided text.,"The authors discuss the integration of communication and sensing systems, but do not formulate explicit trade-offs between communication and sensing metrics. The paper focuses on the potential benefits and challenges of Joint Communication and Sensing (JCS) in both Radio Frequency (RF) and Visible Light (VL) domains."
O_ISAC_068,NONE detected,NONE detected,NONE detected,NONE detected,The authors do not provide explicit evidence of a trade-off formulation between communication and sensing metrics.,"The authors discuss the integration of communication and sensing systems, highlighting the potential benefits and challenges of Joint Communication and Sensing (JCS) in both Radio Frequency (RF) and Visible Light (VL) domains. However, they do not explicitly formulate a trade-off between communication and sensing metrics."
O_ISAC_069,NONE detected,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation or coupling mechanism between communication and sensing is mentioned in the text.,The authors do not formulate any explicit trade-offs between communication and sensing metrics in the provided text. The paper focuses on advanced signal processing techniques for distributed acoustic sensing using submarine cables for seismology applications.
O_ISAC_070,multi_objective,communication data information rate,radar mutual information,weighted_sum,"The weighted sum of communication and radar metrics can be calculated, which is formulated as follows: $\arg\max_{R_b, P_t, \dots} w_c M_c + w_r M_r$","The authors formulate a joint optimization in Section IV, trading off communication data information rate against radar mutual information using a weighted sum, with the weights representing the relative importance of communication and radar sensing."
O_ISAC_070,waveform_coupling,None,None,None,"The authors propose and experimentally demonstrate various integrated waveforms, including OFDM, OCDM, and chirp-based waveforms, which enable joint communication and radar sensing.","The authors formulate a joint optimization in Section IV, trading off communication data information rate against radar mutual information using a weighted sum, with the weights representing the relative importance of communication and radar sensing."
O_ISAC_070,resource_coupling,None,None,None,"The authors discuss the optimization of subcarrier power allocation to balance communication and radar performance, which implies a sharing of resources between the two functions.","The authors formulate a joint optimization in Section IV, trading off communication data information rate against radar mutual information using a weighted sum, with the weights representing the relative importance of communication and radar sensing."
O_ISAC_070,multi_objective,communication data information rate (DIR),radar mutual information (MI),weighted_sum,"The weighted sum of communication and radar metrics can be calculated, which is formulated as follows: argmax_{R_b, P_t, ...} w_c M_c + w_r M_r","The authors formulate a joint optimization in Section IV, trading off communication data information rate (DIR) against radar mutual information (MI) using a weighted sum. The optimization problem is defined to balance both communication and radar sensing metrics."
O_ISAC_070,waveform_coupling,OCDM waveform,OFDM waveform,comparison,"Fig. 3(d) and (e) show both performance metrics versus the communication weight for the OFDM and OCDM waveforms, respectively.","The authors formulate a joint optimization in Section IV, trading off communication data information rate (DIR) against radar mutual information (MI) using a weighted sum. The optimization problem is defined to balance both communication and radar sensing metrics."
O_ISAC_070,resource_coupling,subcarrier power allocation,total transmitted power,optimization,"By solving the corresponding convex function optimization problem, the optimized subcarrier power distribution can be obtained.","The authors formulate a joint optimization in Section IV, trading off communication data information rate (DIR) against radar mutual information (MI) using a weighted sum. The optimization problem is defined to balance both communication and radar sensing metrics."
O_ISAC_071,waveform_coupling,communication_performance,sensing_performance,weighted_sum,"To achieve flexible performance trade-off between communication and sensing, we design a HSM waveform for the full-duplex RO-ISAC system.","The authors propose a full-duplex RO-ISAC system with a hybrid single-carrier and multi-carrier (HSM) waveform, which enables flexible performance trade-off between communication and sensing by adaptively adjusting the proportions of the PAM/OFDM parts in the HSM waveform."
O_ISAC_071,resource_coupling,BER,ranging_RMSE,trade-off_formulation,"Fig. 4(a) shows the downlink communication bit error ratio (BER) versus HSM ratio α for different distances, and Fig. 4(c) shows the ranging root mean square error (RMSE) versus HSM ratio α for different distances with filter.","The authors propose a full-duplex RO-ISAC system with a hybrid single-carrier and multi-carrier (HSM) waveform, which enables flexible performance trade-off between communication and sensing by adaptively adjusting the proportions of the PAM/OFDM parts in the HSM waveform."
O_ISAC_071,waveform_coupling,communication_performance,sensing_performance,adaptive_adjustment,flexible performance trade-off between communication and sensing can be achieved by adaptively selecting an appropriate HSM ratio α,"The authors propose a full-duplex RO-ISAC system with a hybrid single-carrier and multi-carrier (HSM) waveform, which enables flexible performance trade-off between communication and sensing by adaptively adjusting the proportions of the PAM/OFDM parts in the HSM waveform."
