duplicate_id,duplicate_title,duplicate_doi,raw_source_database,raw_source_file,raw_source_row,raw_match_rule,duplicate_log_source_file,duplicate_log_source_row,decision_date,decision_basis,matched_in_scopus_screening_entries,master_track_id,master_title,master_doi,master_source_file,master_source_row,master_source_decision,master_match_rule,master_resolution_status,evidence_scope,notes
DEDUP_RECON_044,Microalgae Density Measurement Using Quantum-Dot-Integrated Sensing and Communication System,10.1109/TIM.2025.3595231,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,132,exact_title_doi,analysis/ph1_scr/screening_log.csv,163,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_130,Microalgae Density Measurement Using Quantum-Dot-Integrated Sensing and Communication System,10.1109/TIM.2025.3595231,analysis/ph1_scr/included_studies_list.csv,129,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_045,Demonstration of High Sensitivity Detection and High Precision Localization of Vibrations in Bidirectional Coherent Transmission Systems Enabled by Carrier Laser Phase Noise Retrieval,10.1109/JLT.2025.3593142,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,135,exact_title_doi,analysis/ph1_scr/screening_log.csv,166,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_090,Demonstration of High Sensitivity Detection and High Precision Localization of Vibrations in Bidirectional Coherent Transmission Systems Enabled by Carrier Laser Phase Noise Retrieval,10.1109/JLT.2025.3593142,analysis/ph1_scr/included_studies_list.csv,89,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_046,Advanced Integration of Sensing and Communication With High DSP Compatibility for SMART Network,10.1109/LPT.2025.3593343,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,136,exact_title_doi,analysis/ph1_scr/screening_log.csv,167,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_113,Advanced Integration of Sensing and Communication With High DSP Compatibility for SMART Network,10.1109/LPT.2025.3593343,analysis/ph1_scr/included_studies_list.csv,112,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_047,OCDM-Based FMCW Waveform Design for FSO Integrated Sensing and Communications,10.1109/JLT.2025.3592208,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,137,exact_title_doi,analysis/ph1_scr/screening_log.csv,168,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_035,OCDM-Based FMCW Waveform Design for FSO Integrated Sensing and Communications,10.1109/JLT.2025.3592208,analysis/ph1_scr/included_studies_list.csv,36,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_048,Flexible Waveform Design for RO-ISAC Based on OFDM-Embedded Maximum Length Sequence,10.1109/LWC.2025.3593253,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,138,exact_title_doi,analysis/ph1_scr/screening_log.csv,169,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_075,Flexible Waveform Design for RO-ISAC Based on OFDM-Embedded Maximum Length Sequence,10.1109/LWC.2025.3593253,analysis/ph1_scr/included_studies_list.csv,75,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_049,Integrated Sensing and Communications for Metropolitan Environments,10.1364/OFC.2025.Tu3C.3,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,141,exact_title_doi,analysis/ph1_scr/screening_log.csv,172,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_064,Integrated Sensing and Communications for Metropolitan Environments,,analysis/ph1_scr/included_studies_list.csv,64,Included,title_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_050,Optical Transport Network Optimization Supporting Integrated Sensing and Communication Services,10.1364/OFC.2025.W2A.48,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,142,exact_title_doi,analysis/ph1_scr/screening_log.csv,173,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_025,Optical Transport Network Optimization Supporting Integrated Sensing and Communication Services,,analysis/ph1_scr/included_studies_list.csv,26,Included,title_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_051,Photonic Terahertz Integrated Sensing and Communication (ISAC) Systems,10.1364/OFC.2025.W4F.6,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,145,exact_title_doi,analysis/ph1_scr/screening_log.csv,176,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_002,Photonic Terahertz Integrated Sensing and Communication (ISAC) Systems,,analysis/ph1_scr/included_studies_list.csv,3,Included,title_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_052,"2025 13th Iran Workshop on Communication and Information Theory, IWCIT 2025",,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,146,exact_title_doi,analysis/ph1_scr/screening_log.csv,177,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,,,,,,,,master_not_resolved_in_current_repo_snapshot,partial_dec28_update_workflow_only,"Duplicate decision is explicit in the legacy screening log, but a retained non-duplicate master record is not recoverable from current repo artifacts."
DEDUP_RECON_053,Optical IRS-Aided Indoor Visible Light Fingerprint Localization,10.1109/TGCN.2025.3589348,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,148,exact_title_doi,analysis/ph1_scr/screening_log.csv,179,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_112,Optical IRS-Aided Indoor Visible Light Fingerprint Localization,10.1109/TGCN.2025.3589348,analysis/ph1_scr/included_studies_list.csv,111,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_054,Clock and Carrier Synchronization Using Optical Frequency Combs in Radio Access Networks,10.1109/ICT65093.2025.11046275,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,151,exact_title_doi,analysis/ph1_scr/screening_log.csv,182,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_073,Clock and Carrier Synchronization Using Optical Frequency Combs in Radio Access Networks,10.1109/ICT65093.2025.11046275,analysis/ph1_scr/included_studies_list.csv,73,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_055,Integrated Sensing and Communications for Metropolitan Environments,10.1364/OFC.2025.Tu3C.3,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,141,exact_title_doi,analysis/ph1_scr/screening_log.csv,188,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_064,Integrated Sensing and Communications for Metropolitan Environments,,analysis/ph1_scr/included_studies_list.csv,64,Included,title_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_056,Optical Transport Network Optimization Supporting Integrated Sensing and Communication Services,10.1364/OFC.2025.W2A.48,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,142,exact_title_doi,analysis/ph1_scr/screening_log.csv,192,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_025,Optical Transport Network Optimization Supporting Integrated Sensing and Communication Services,,analysis/ph1_scr/included_studies_list.csv,26,Included,title_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_057,Photonic Terahertz Integrated Sensing and Communication (ISAC) Systems,10.1364/OFC.2025.W4F.6,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,145,exact_title_doi,analysis/ph1_scr/screening_log.csv,193,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_002,Photonic Terahertz Integrated Sensing and Communication (ISAC) Systems,,analysis/ph1_scr/included_studies_list.csv,3,Included,title_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_058,"4th International Conference on Autonomous Unmanned Systems, ICAUS 2024",,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,163,exact_title_doi,analysis/ph1_scr/screening_log.csv,194,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,,,,,,,,master_not_resolved_in_current_repo_snapshot,partial_dec28_update_workflow_only,"Duplicate decision is explicit in the legacy screening log, but a retained non-duplicate master record is not recoverable from current repo artifacts."
DEDUP_RECON_059,Flexible Vibration Sensing Using Kalman Smoother Integrated in ECL-Based Communication Systems,10.1109/LPT.2025.3577173,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,165,exact_title_doi,analysis/ph1_scr/screening_log.csv,196,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_085,Flexible Vibration Sensing Using Kalman Smoother Integrated in ECL-Based Communication Systems,10.1109/LPT.2025.3577173,analysis/ph1_scr/included_studies_list.csv,85,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_060,Traveling Wave Antenna-on-Display Featuring Simultaneous 2-D Phase and Frequency Beam Scanning for Integrated Sensing and Communication,10.23919/EuCAP63536.2025.10999638,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,167,exact_title_doi,analysis/ph1_scr/screening_log.csv,198,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_081,Traveling Wave Antenna-on-Display Featuring Simultaneous 2-D Phase and Frequency Beam Scanning for Integrated Sensing and Communication,10.23919/EuCAP63536.2025.10999638,analysis/ph1_scr/included_studies_list.csv,81,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_061,Integrated Sensing and Communication for UAV Trajectory Optimization in Mixed FSO-RF Networks in Dynamic Weather Conditions,10.1109/WCNC61545.2025.10978163,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,168,exact_title_doi,analysis/ph1_scr/screening_log.csv,199,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_005,Integrated Sensing and Communication for UAV Trajectory Optimization in Mixed FSO-RF Networks in Dynamic Weather Conditions,10.1109/WCNC61545.2025.10978163,analysis/ph1_scr/included_studies_list.csv,6,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_062,Analysis of Visible Light-Based ISAC Channel Characteristics in a V2V Scenario,10.1109/WCNC61545.2025.10978645,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,169,exact_title_doi,analysis/ph1_scr/screening_log.csv,200,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_003,Analysis of Visible Light-Based ISAC Channel Characteristics in a V2V Scenario,10.1109/WCNC61545.2025.10978645,analysis/ph1_scr/included_studies_list.csv,4,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_063,Full-Duplex RO-ISAC System: Wavelength Division Duplexing and Hybrid Waveform Design,10.1109/LPT.2025.3570997,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,170,exact_title_doi,analysis/ph1_scr/screening_log.csv,201,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_071,Full-Duplex RO-ISAC System: Wavelength Division Duplexing and Hybrid Waveform Design,10.1109/LPT.2025.3570997,analysis/ph1_scr/included_studies_list.csv,71,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_064,Photonics-Aided THz Integrated Sensing and Communication System Based on a Subcarrier-Chirp Inter-Embedded Waveform,10.1109/OJCOMS.2025.3545896,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,172,exact_title_doi,analysis/ph1_scr/screening_log.csv,203,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_159,Photonics-Aided THz Integrated Sensing and Communication System Based on a Subcarrier-Chirp Inter-Embedded Waveform,10.1109/OJCOMS.2025.3545896,analysis/ph1_scr/included_studies_list.csv,158,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_065,Optical Wireless Integrated Sensing and Communication Based on Optical Phased Array: Performance Metric and Optimal Beamforming,10.1109/TWC.2025.3559254,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,174,exact_title_doi,analysis/ph1_scr/screening_log.csv,205,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_061,Optical Wireless Integrated Sensing and Communication Based on Optical Phased Array: Performance Metric and Optimal Beamforming,10.1109/TWC.2025.3559254,analysis/ph1_scr/included_studies_list.csv,61,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_066,"4th International Conference on Autonomous Unmanned Systems, ICAUS 2024",,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,163,exact_title_doi,analysis/ph1_scr/screening_log.csv,206,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,,,,,,,,master_not_resolved_in_current_repo_snapshot,partial_dec28_update_workflow_only,"Duplicate decision is explicit in the legacy screening log, but a retained non-duplicate master record is not recoverable from current repo artifacts."
DEDUP_RECON_067,"4th International Conference on Autonomous Unmanned Systems, ICAUS 2024",,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,163,exact_title_doi,analysis/ph1_scr/screening_log.csv,208,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,,,,,,,,master_not_resolved_in_current_repo_snapshot,partial_dec28_update_workflow_only,"Duplicate decision is explicit in the legacy screening log, but a retained non-duplicate master record is not recoverable from current repo artifacts."
DEDUP_RECON_068,THz Integrated Sensing and Communication With Full-Photonic Direct LFM Reception and De-Chirping for D-Band Fiber-Wireless Network,10.1109/TMTT.2025.3549729,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,178,exact_title_doi,analysis/ph1_scr/screening_log.csv,209,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_029,THz Integrated Sensing and Communication With Full-Photonic Direct LFM Reception and De-Chirping for D-Band Fiber-Wireless Network,10.1109/TMTT.2025.3549729,analysis/ph1_scr/included_studies_list.csv,30,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_069,Enhanced Room Coverage With Photon-Level NLOS Ultraviolet Optical Wireless Communication,10.1109/LPT.2025.3559423,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,179,exact_title_doi,analysis/ph1_scr/screening_log.csv,210,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_116,Enhanced Room Coverage With Photon-Level NLOS Ultraviolet Optical Wireless Communication,10.1109/LPT.2025.3559423,analysis/ph1_scr/included_studies_list.csv,115,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_070,Optical Wireless Integrated Sensing and Communication Based on EADO-OFDM: A Flexible Resource Allocation Perspective,10.1109/TWC.2025.3557061,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,180,exact_title_doi,analysis/ph1_scr/screening_log.csv,211,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_100,Optical Wireless Integrated Sensing and Communication Based on EADO-OFDM: A Flexible Resource Allocation Perspective,10.1109/TWC.2025.3557061,analysis/ph1_scr/included_studies_list.csv,99,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_071,"4th International Conference on Autonomous Unmanned Systems, ICAUS 2024",,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,163,exact_title_doi,analysis/ph1_scr/screening_log.csv,212,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,,,,,,,,master_not_resolved_in_current_repo_snapshot,partial_dec28_update_workflow_only,"Duplicate decision is explicit in the legacy screening log, but a retained non-duplicate master record is not recoverable from current repo artifacts."
DEDUP_RECON_072,"4th International Conference on Autonomous Unmanned Systems, ICAUS 2024",,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,163,exact_title_doi,analysis/ph1_scr/screening_log.csv,213,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,,,,,,,,master_not_resolved_in_current_repo_snapshot,partial_dec28_update_workflow_only,"Duplicate decision is explicit in the legacy screening log, but a retained non-duplicate master record is not recoverable from current repo artifacts."
DEDUP_RECON_073,"4th International Conference on Autonomous Unmanned Systems, ICAUS 2024",,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,163,exact_title_doi,analysis/ph1_scr/screening_log.csv,214,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,,,,,,,,master_not_resolved_in_current_repo_snapshot,partial_dec28_update_workflow_only,"Duplicate decision is explicit in the legacy screening log, but a retained non-duplicate master record is not recoverable from current repo artifacts."
DEDUP_RECON_074,"14th EAI International Conference on Wireless and Satellite Systems, WiSATS 2024",,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,184,exact_title_doi,analysis/ph1_scr/screening_log.csv,215,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,,,,,,,,master_not_resolved_in_current_repo_snapshot,partial_dec28_update_workflow_only,"Duplicate decision is explicit in the legacy screening log, but a retained non-duplicate master record is not recoverable from current repo artifacts."
DEDUP_RECON_075,"14th EAI International Conference on Wireless and Satellite Systems, WiSATS 2024",,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,184,exact_title_doi,analysis/ph1_scr/screening_log.csv,216,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,,,,,,,,master_not_resolved_in_current_repo_snapshot,partial_dec28_update_workflow_only,"Duplicate decision is explicit in the legacy screening log, but a retained non-duplicate master record is not recoverable from current repo artifacts."
DEDUP_RECON_076,Single-Ended > 100-km Distributed Vibration Sensor Based on OFDR Using Pearson Correlation Coefficient,10.1109/JSEN.2025.3554542,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,186,exact_title_doi,analysis/ph1_scr/screening_log.csv,217,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_013,Single-Ended > 100-km Distributed Vibration Sensor Based on OFDR Using Pearson Correlation Coefficient,10.1109/JSEN.2025.3554542,analysis/ph1_scr/included_studies_list.csv,14,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_077,Coexistence of Distributed Sensing and Ultra-Simple Coherent RoF Based Front-Haul for Radio Access Network,10.1109/JLT.2025.3555486,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,187,exact_title_doi,analysis/ph1_scr/screening_log.csv,218,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_018,Coexistence of Distributed Sensing and Ultra-Simple Coherent RoF Based Front-Haul for Radio Access Network,10.1109/JLT.2025.3555486,analysis/ph1_scr/included_studies_list.csv,19,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_078,"4th International Conference on Autonomous Unmanned Systems, ICAUS 2024",,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,163,exact_title_doi,analysis/ph1_scr/screening_log.csv,220,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,,,,,,,,master_not_resolved_in_current_repo_snapshot,partial_dec28_update_workflow_only,"Duplicate decision is explicit in the legacy screening log, but a retained non-duplicate master record is not recoverable from current repo artifacts."
DEDUP_RECON_079,Integrated Communication and Enhanced Forward Phase-Based Sensing Based on Frequency-Domain Pilot Tones in DSCM Systems Using 100 kHz ECLs,10.1109/JLT.2024.3510371,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,190,exact_title_doi,analysis/ph1_scr/screening_log.csv,221,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_076,Integrated Communication and Enhanced Forward Phase-Based Sensing Based on Frequency-Domain Pilot Tones in DSCM Systems Using 100 kHz ECLs,10.1109/JLT.2024.3510371,analysis/ph1_scr/included_studies_list.csv,76,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_080,"Optical Integrated Sensing and Communication: Architectures, Potentials and Challenges",10.1109/IOTM.001.2300196,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,207,exact_title_doi,analysis/ph1_scr/screening_log.csv,238,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_021,"Optical Integrated Sensing and Communication: Architectures, Potentials and Challenges",10.1109/IOTM.001.2300196,analysis/ph1_scr/included_studies_list.csv,22,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_081,Multi-Channel Photonic THz-ISAC System Based on Integrated LFM-QAM Waveform,10.1109/JLT.2024.3392282,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,209,exact_title_doi,analysis/ph1_scr/screening_log.csv,240,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_105,Multi-Channel Photonic THz-ISAC System Based on Integrated LFM-QAM Waveform,10.1109/JLT.2024.3392282,analysis/ph1_scr/included_studies_list.csv,104,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_082,PAM Waveform Design for Joint Communication and Sensing Based on Visible Light,10.1109/JIOT.2024.3373447,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,210,exact_title_doi,analysis/ph1_scr/screening_log.csv,241,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_092,PAM Waveform Design for Joint Communication and Sensing Based on Visible Light,10.1109/JIOT.2024.3373447,analysis/ph1_scr/included_studies_list.csv,91,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_083,"Free Space Optical Communication for Inter-Satellite Link: Architecture, Potentials and Trends",10.1109/MCOM.002.2300024,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,218,exact_title_doi,analysis/ph1_scr/screening_log.csv,249,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_089,"Free Space Optical Communication for Inter-Satellite Link: Architecture, Potentials and Trends",10.1109/MCOM.002.2300024,analysis/ph1_scr/included_studies_list.csv,88,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_084,Photonic-Based W-Band Integrated Sensing and Communication System With Flexible Time- Frequency Division Multiplexed Waveforms for Fiber-Wireless Network,10.1109/JLT.2024.3354070,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,219,exact_title_doi,analysis/ph1_scr/screening_log.csv,250,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,,,,,,,,master_not_resolved_in_current_repo_snapshot,partial_dec28_update_workflow_only,"Duplicate decision is explicit in the legacy screening log, but a retained non-duplicate master record is not recoverable from current repo artifacts."
DEDUP_RECON_085,Visible Light Communication-Enabled Simultaneous Position and Orientation Detection for Harnessing Multipath Interference and Random Fading,10.1109/TITS.2023.3324361,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,221,exact_title_doi,analysis/ph1_scr/screening_log.csv,252,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_050,Visible Light Communication-Enabled Simultaneous Position and Orientation Detection for Harnessing Multipath Interference and Random Fading,10.1109/TITS.2023.3324361,analysis/ph1_scr/included_studies_list.csv,50,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_086,"16th International Conference on Wireless Communications and Signal Processing, WCSP 2024",,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,225,exact_title_doi,analysis/ph1_scr/screening_log.csv,256,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,,,,,,,,master_not_resolved_in_current_repo_snapshot,partial_dec28_update_workflow_only,"Duplicate decision is explicit in the legacy screening log, but a retained non-duplicate master record is not recoverable from current repo artifacts."
DEDUP_RECON_087,"2024 33rd Wireless and Optical Communications Conference, WOCC 2024",,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,228,exact_title_doi,analysis/ph1_scr/screening_log.csv,259,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,,,,,,,,master_not_resolved_in_current_repo_snapshot,partial_dec28_update_workflow_only,"Duplicate decision is explicit in the legacy screening log, but a retained non-duplicate master record is not recoverable from current repo artifacts."
DEDUP_RECON_088,Retroreflective Optical ISAC Supporting 3D Positioning in Indoor Environments,10.1109/ACP/IPOC63121.2024.10809915,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,231,exact_title_doi,analysis/ph1_scr/screening_log.csv,262,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_011,Retroreflective Optical ISAC Supporting 3D Positioning in Indoor Environments,10.1109/ACP/IPOC63121.2024.10809915,analysis/ph1_scr/included_studies_list.csv,12,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
