support_id,match_type,ieee_source_file,ieee_source_row,ieee_title,ieee_doi,scopus_source_file,scopus_source_row,scopus_title,scopus_doi,already_in_dedup_log,support_scope,notes
EXT_DEDUP_056,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,135,Optical Wireless Integrated Sensing and Communication Based on Optical Phased Array: Performance Metric and Optimal Beamforming,10.1109/twc.2025.3559254,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,174,Optical Wireless Integrated Sensing and Communication Based on Optical Phased Array: Performance Metric and Optimal Beamforming,10.1109/twc.2025.3559254,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_057,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,137,6-DoF Location-and-Pose Estimation Toward Integrated Visible Light Communication and Sensing: Algorithm Design and Performance Limits,10.1109/tsp.2024.3383285,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,275,6-DoF Location-and-Pose Estimation Toward Integrated Visible Light Communication and Sensing: Algorithm Design and Performance Limits,10.1109/tsp.2024.3383285,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_058,normalized_title_only,screening/external/IEEE_511_OISAC_Results.csv,140,Integrated Sensing and Communications for Metropolitan Environments,,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,141,Integrated Sensing and Communications for Metropolitan Environments,10.1364/ofc.2025.tu3c.3,yes,noncanonical_external_overlap_support,External IEEE 511 export normalized-title match against visible Scopus update export.
EXT_DEDUP_059,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,141,THz-Over-Fiber System With Orthogonal Chirp Division Multiplexing for Integrated Sensing and Communication,10.1109/jlt.2023.3311645,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,286,THz-Over-Fiber System With Orthogonal Chirp Division Multiplexing for Integrated Sensing and Communication,10.1109/jlt.2023.3311645,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_060,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,145,Measurement-based Validation of Ray-tracing Model at sub-THz for ISAC Applications of Blockage in Industrial Scenario,10.46620/ursiatrasc24/mktb3572,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,266,Measurement-based Validation of Ray-tracing Model at sub-THz for ISAC Applications of Blockage in Industrial Scenario,10.46620/ursiatrasc24/mktb3572,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_061,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,146,6G-EWOC: AI-Enhanced Fiber-Wireless Optical 6G Network in Support of Connected Mobility,10.1109/camad62243.2024.10942755,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,291,6G-EWOC: AI-Enhanced Fiber-Wireless Optical 6G Network in Support of Connected Mobility,10.1109/camad62243.2024.10942755,no,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_062,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,147,An Adaptive Control System for Satellite-Ground Laser Communication Based on Integrated Sensing and Communication,10.23919/oecc/psc62146.2025.11110813,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,120,An Adaptive Control System for Satellite-Ground Laser Communication Based on Integrated Sensing and Communication,10.23919/oecc/psc62146.2025.11110813,no,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_063,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,149,Radar-to-Radar Communication for Connected Vehicles with Commercial Devices,10.1109/icton67126.2025.11125281,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,114,Radar-to-Radar Communication for Connected Vehicles with Commercial Devices,10.1109/icton67126.2025.11125281,no,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_064,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,150,Joint Communication and Sensing Prospects: Potential Through Visible Light,10.1109/cobcom62281.2024.10631227,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,257,Joint Communication and Sensing Prospects: Potential Through Visible Light,10.1109/cobcom62281.2024.10631227,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_065,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,151,Advanced Signal Processing in Distributed Acoustic Sensors Based on Submarine Cables for Seismology Applications,10.1109/jlt.2023.3273268,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,308,Advanced Signal Processing in Distributed Acoustic Sensors Based on Submarine Cables for Seismology Applications,10.1109/jlt.2023.3273268,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_066,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,152,Exploring Photonic THz-ISAC Systems with Integrated Waveforms,10.1109/jlt.2025.3615209,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,96,Exploring Photonic THz-ISAC Systems with Integrated Waveforms,10.1109/jlt.2025.3615209,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_067,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,153,Full-Duplex RO-ISAC System: Wavelength Division Duplexing and Hybrid Waveform Design,10.1109/lpt.2025.3570997,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,170,Full-Duplex RO-ISAC System: Wavelength Division Duplexing and Hybrid Waveform Design,10.1109/lpt.2025.3570997,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_068,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,154,Integrated Vibration Sensing in DSCM Systems Under ECLs Based on ANN and Digital Twin,10.1109/icocn67308.2025.11145413,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,106,Integrated Vibration Sensing in DSCM Systems Under ECLs Based on ANN and Digital Twin,10.1109/icocn67308.2025.11145413,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_069,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,156,Clock and Carrier Synchronization Using Optical Frequency Combs in Radio Access Networks,10.1109/ict65093.2025.11046275,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,151,Clock and Carrier Synchronization Using Optical Frequency Combs in Radio Access Networks,10.1109/ict65093.2025.11046275,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_070,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,158,Flexible Waveform Design for RO-ISAC Based on OFDM-Embedded Maximum Length Sequence,10.1109/lwc.2025.3593253,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,138,Flexible Waveform Design for RO-ISAC Based on OFDM-Embedded Maximum Length Sequence,10.1109/lwc.2025.3593253,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_071,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,162,Integrated Communication and Enhanced Forward Phase-Based Sensing Based on Frequency-Domain Pilot Tones in DSCM Systems Using 100 kHz ECLs,10.1109/jlt.2024.3510371,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,190,Integrated Communication and Enhanced Forward Phase-Based Sensing Based on Frequency-Domain Pilot Tones in DSCM Systems Using 100 kHz ECLs,10.1109/jlt.2024.3510371,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_072,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,163,THz-over-fiber system with orthogonal chirp division multiplexing for integrated sensing and communication,10.1109/oecc56963.2023.10209717,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,336,THz-over-fiber system with orthogonal chirp division multiplexing for integrated sensing and communication,10.1109/oecc56963.2023.10209717,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_073,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,167,Integrated Communication and In-band Spectrum Polarization-Based Sensing via Fraction-Division Non-Orthogonal Multiple Access,10.1109/jlt.2025.3625373,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,85,Integrated Communication and In-band Spectrum Polarization-Based Sensing via Fraction-Division Non-Orthogonal Multiple Access,10.1109/jlt.2025.3625373,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_074,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,170,Photonics-Aided THz Integrated Sensing and Communication System Based on a Subcarrier-Chirp Inter-Embedded Waveform,10.1109/ojcoms.2025.3545896,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,172,Photonics-Aided THz Integrated Sensing and Communication System Based on a Subcarrier-Chirp Inter-Embedded Waveform,10.1109/ojcoms.2025.3545896,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_075,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,173,Traveling Wave Antenna-on-Display Featuring Simultaneous 2-D Phase and Frequency Beam Scanning for Integrated Sensing and Communication,10.23919/eucap63536.2025.10999638,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,167,Traveling Wave Antenna-on-Display Featuring Simultaneous 2-D Phase and Frequency Beam Scanning for Integrated Sensing and Communication,10.23919/eucap63536.2025.10999638,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_076,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,175,LFM-PSK-based integrated sensing and communication system in the THz band,10.1109/oecc56963.2023.10209671,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,337,LFM-PSK-based integrated sensing and communication system in the THz band,10.1109/oecc56963.2023.10209671,no,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_077,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,180,The Role of Photonic Sensing Technologies in Healthcare 5.0: a Comprehensive Review of Future Perspectives and Applications,10.1109/jiot.2025.3622344,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,90,The Role of Photonic Sensing Technologies in Healthcare 5.0: A Comprehensive Review of Future Perspectives and Applications,10.1109/jiot.2025.3622344,no,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_078,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,184,Sliding window-based LSTM scheme for PAM-4 photonics-assisted W-band ISAC systems,10.1109/lpt.2025.3614902,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,103,Sliding window-based LSTM scheme for PAM-4 photonics-assisted W-band ISAC systems,10.1109/lpt.2025.3614902,no,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_079,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,185,Signal-Signal Beating Interference: From Destructive to Constructive for Photonic THz Integrated Sensing and Communication System Using Self-Coherent OFDM,10.1109/tmtt.2025.3638469,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,68,Signal-Signal Beating Interference: From Destructive to Constructive for Photonic THz Integrated Sensing and Communication System Using Self-Coherent OFDM,10.1109/tmtt.2025.3638469,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_080,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,186,Towards Efficient Confluent Edge Networks,10.1109/eucnc/6gsummit60053.2024.10597093,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,265,Towards Efficient Confluent Edge Networks,10.1109/eucnc/6gsummit60053.2024.10597093,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_081,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,191,Flexible Vibration Sensing Using Kalman Smoother Integrated in ECL-Based Communication Systems,10.1109/lpt.2025.3577173,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,165,Flexible Vibration Sensing Using Kalman Smoother Integrated in ECL-Based Communication Systems,10.1109/lpt.2025.3577173,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_082,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,194,A Beam-Scannable Photonic THz-ISAC System Based on Risley Prisms,10.1109/acp/poem59049.2023.10368958,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,326,A Beam-Scannable Photonic THz-ISAC System Based on Risley Prisms,10.1109/acp/poem59049.2023.10368958,no,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_083,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,195,Photonics-assisted Millimeter-Wave Multiband Integrated Sensing and Communication System Using Coherent Receiving,10.1109/jstqe.2023.3276903,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,304,Photonics-assisted Millimeter-Wave Multiband Integrated Sensing and Communication System Using Coherent Receiving,10.1109/jstqe.2023.3276903,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_084,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,198,Microwave Photonics Computational Signal Algebra Framework for Radar Integrated Sensing and Communication Applications,10.1109/lamc63321.2025.10880541,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,44,Microwave Photonics Computational Signal Algebra Framework for Radar Integrated Sensing and Communication Applications,10.1109/lamc63321.2025.10880541,no,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_085,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,200,"Free Space Optical Communication for Inter-Satellite Link: Architecture, Potentials and Trends",10.1109/mcom.002.2300024,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,218,"Free Space Optical Communication for Inter-Satellite Link: Architecture, Potentials and Trends",10.1109/mcom.002.2300024,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_086,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,205,Demonstration of High Sensitivity Detection and High Precision Localization of Vibrations in Bidirectional Coherent Transmission Systems Enabled by Carrier Laser Phase Noise Retrieval,10.1109/jlt.2025.3593142,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,135,Demonstration of High Sensitivity Detection and High Precision Localization of Vibrations in Bidirectional Coherent Transmission Systems Enabled by Carrier Laser Phase Noise Retrieval,10.1109/jlt.2025.3593142,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_087,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,206,Optimal Beamforming for Optical Wireless Integrated Sensing and Communication Based on Optical Phased Array,10.1109/icc52391.2025.11160979,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,95,Optimal Beamforming for Optical Wireless Integrated Sensing and Communication Based on Optical Phased Array,10.1109/icc52391.2025.11160979,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_088,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,210,PAM Waveform Design for Joint Communication and Sensing Based on Visible Light,10.1109/jiot.2024.3373447,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,210,PAM Waveform Design for Joint Communication and Sensing Based on Visible Light,10.1109/jiot.2024.3373447,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_089,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,211,Multi-Modal Integrated Sensing and Communication in Internet of Things With Large Language Models,10.1109/miot.2025.3575888,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,25,Multi-Modal Integrated Sensing and Communication in Internet of Things With Large Language Models,10.1109/miot.2025.3575888,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_090,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,213,Spectral-Efficient Frequency-Division Photonic Millimeter-Wave Integrated Sensing and Communication System Using Improved Sparse LFM Sub-Bands Fusion,10.1109/jlt.2023.3265799,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,301,Spectral-Efficient Frequency-Division Photonic Millimeter-Wave Integrated Sensing and Communication System Using Improved Sparse LFM Sub-Bands Fusion,10.1109/jlt.2023.3265799,no,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_091,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,215,Perception-Enhanced Multitask Multimodal Semantic Communication for UAV-Assisted Integrated Sensing and Communication System,10.1109/iccworkshops67674.2025.11162428,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,99,Perception-Enhanced Multitask Multimodal Semantic Communication for UAV-Assisted Integrated Sensing and Communication System,10.1109/iccworkshops67674.2025.11162428,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_092,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,219,A Spectrum-Efficient MoF Architecture for Joint Sensing and Communication in B5G Based on Polarization Interleaving and Polarization-Insensitive Filtering,10.1109/jlt.2022.3181608,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,353,A Spectrum-Efficient MoF Architecture for Joint Sensing and Communication in B5G Based on Polarization Interleaving and Polarization-Insensitive Filtering,10.1109/jlt.2022.3181608,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_093,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,220,Nanoantennas and Nanoradars: The Future of Integrated Sensing and Communication at the Nanoscale,10.1109/tmbmc.2024.3434545,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,263,Nanoantennas and Nanoradars: The Future of Integrated Sensing and Communication at the Nanoscale,10.1109/tmbmc.2024.3434545,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_094,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,222,Microwave Photonic Integrated Sensing and Communication Based on Polarization Multiplexing and Frequency-to-Time Mapping,10.1109/jiot.2025.3542099,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,51,Microwave Photonic Integrated Sensing and Communication Based on Polarization Multiplexing and Frequency-to-Time Mapping,10.1109/jiot.2025.3542099,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_095,normalized_title_only,screening/external/IEEE_511_OISAC_Results.csv,224,Integrated Sensing and Communications using External Cavity Laser with Laser Frequency Comb,,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,147,Integrated Sensing and Communications using External Cavity Laser with Laser Frequency Comb,10.1364/ofc.2025.tu2k.4,no,noncanonical_external_overlap_support,External IEEE 511 export normalized-title match against visible Scopus update export.
EXT_DEDUP_096,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,225,Optical Integrated Sensing and Communication System Based on Combination of OIRS and PD Array for Mobile Scenarios,10.1109/twc.2024.3484569,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,243,Optical Integrated Sensing and Communication System Based on Combination of OIRS and PD Array for Mobile Scenarios,10.1109/twc.2024.3484569,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_097,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,231,Bidirectional Retroreflective Optical ISAC Using Time Division Duplexing and Clipped OFDM,10.1109/lpt.2025.3541038,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,55,Bidirectional Retroreflective Optical ISAC Using Time Division Duplexing and Clipped OFDM,10.1109/lpt.2025.3541038,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_098,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,238,RIS-Assisted Physical Layer Security in Emerging RF and Optical Wireless Communications Systems: A Comprehensive Survey,10.1109/comst.2024.3487112,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,63,RIS-Assisted Physical Layer Security in Emerging RF and Optical Wireless Communications Systems: A Comprehensive Survey,10.1109/comst.2024.3487112,no,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_099,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,239,Optical Wireless Integrated Sensing and Communication Based on EADO-OFDM: A Flexible Resource Allocation Perspective,10.1109/twc.2025.3557061,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,180,Optical Wireless Integrated Sensing and Communication Based on EADO-OFDM: A Flexible Resource Allocation Perspective,10.1109/twc.2025.3557061,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_100,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,240,Intent and Context-Aware Optical Networks,10.1109/icton67126.2025.11125334,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,112,Intent and Context-Aware Optical Networks,10.1109/icton67126.2025.11125334,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_101,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,246,Machine Learning-Enhanced Multi-Pump RFA for High-Performance Optical Backbone in Low-Altitude Sensing and Communication,10.1109/jiot.2025.3626345,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,83,Machine Learning-Enhanced Multi-Pump RFA for High-Performance Optical Backbone in Low-Altitude Sensing and Communication,10.1109/jiot.2025.3626345,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_102,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,251,Photonic Chirp Spread Spectrum THz-ISAC: Constraints and Design Considerations,10.1109/tmtt.2025.3615239,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,82,Photonic Chirp Spread Spectrum THz-ISAC: Constraints and Design Considerations,10.1109/tmtt.2025.3615239,no,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_103,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,252,Joint communication and sensing in access networks for anthropic activities monitoring and real-time safety surveillance,10.1109/sum65312.2025.11121744,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,117,Joint communication and sensing in access networks for anthropic activities monitoring and real-time safety surveillance,10.1109/sum65312.2025.11121744,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_104,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,253,Multi-Channel Photonic THz-ISAC System Based on Integrated LFM-QAM Waveform,10.1109/jlt.2024.3392282,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,209,Multi-Channel Photonic THz-ISAC System Based on Integrated LFM-QAM Waveform,10.1109/jlt.2024.3392282,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_105,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,256,Integrated Communication and Radar Detection Based-on Single Modulator at W-Band,10.1109/icicsp62589.2024.10809149,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,287,Integrated Communication and Radar Detection Based-on Single Modulator at W-Band,10.1109/icicsp62589.2024.10809149,no,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_106,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,262,Radar-Centric Photonic Terahertz Integrated Sensing and Communication System Based on LFM-PSK Waveform,10.1109/tmtt.2023.3267546,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,305,Radar-Centric Photonic Terahertz Integrated Sensing and Communication System Based on LFM-PSK Waveform,10.1109/tmtt.2023.3267546,no,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_107,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,264,Experimental Demonstration of Integrated Optical Wireless Sensing and Communication,10.1109/jlt.2024.3415417,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,271,Experimental Demonstration of Integrated Optical Wireless Sensing and Communication,10.1109/jlt.2024.3415417,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_108,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,270,Optical Integrated Sensing and Communication with Light-Emitting Diode,10.1109/iccworkshops59551.2024.10615407,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,258,Optical Integrated Sensing and Communication with Light-Emitting Diode,10.1109/iccworkshops59551.2024.10615407,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
EXT_DEDUP_109,exact_doi,screening/external/IEEE_511_OISAC_Results.csv,271,LiDAR aided Simulation Pipeline for Wireless Communication in Vehicular Traffic Scenarios,10.1109/pimrc56721.2023.10294057,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,330,LiDAR aided Simulation Pipeline for Wireless Communication in Vehicular Traffic Scenarios,10.1109/pimrc56721.2023.10294057,yes,noncanonical_external_overlap_support,External IEEE 511 export DOI match against visible Scopus update export.
