paper_id,section,concept,variant,match_type,strength,rationale,quote,line_start,line_end,heading_path,llm_model_pass1,llm_label_pass1,llm_model_pass2,llm_label_pass2,llm_escalated
O_ISAC_052,5C,pareto optimal,Optimal solution,lexical,NONE,The snippet does not mention or imply the concept of pareto optimal.,"**Output:** Optimal solution  $\lambda_b^*$ ,  $\sigma_D^*$ ,  $\sigma_A^*$ , and  $\tilde{P}^*(k)$ .",175,175,III. SIGNAL PROCESSING FOR ADO-OFDM > IV. ADAPTIVE RESOURCE ALLOCATION,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_052,5C,pareto optimal,Optimal solution,lexical,INDIRECT,"The snippet discusses a joint optimization problem and its decomposition into sub-problems to achieve optimal resource allocation, which is related to the concept of pareto optimal, but does not explicitly mention it.","The joint optimization problem (P0) is a high-dimensional non-convex problem, and the optimal solution is hard to acquire. Towards this end, we decompose (P0) into a subproblem for DCO-ACO power distribution and a sub-problem for subcarrier power allocation, thus obtaining a two-variable problem (P1) and a convex problem (P2) with N/2-1variables. Subsequently, the optimal resource allocation can be achieved by iteratively solving (P1) and (P2), which is summarized in Algorithm 1.",202,202,III. SIGNAL PROCESSING FOR ADO-OFDM > IV. ADAPTIVE RESOURCE ALLOCATION,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_052,5C,fisher information constraint,Cramér-Rao bound,fuzzy:93.75,DIRECT,"The snippet directly mentions 'Fisher information' in the context of a performance metric for sensing, expressed as an equation (18) that calculates Fisher information.","As the explicit expression for the variance of distance estimation is hard to acquire, the Cramèr-Rao Bound (CRB) is derived as the lower bound for the sensing precision. Since CRB is inversely proportional to the Fisher information, the performance metric for sensing is expressed as [12]",141,141,III. SIGNAL PROCESSING FOR ADO-OFDM > A. Communication Receiver > B. Sensing Receiver,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_052,5C,fisher information constraint,fisher information constraint,fuzzy:96.55172413793103,INDIRECT,"The concept of Fisher information constraint is related to the normalization of dimensions in the given equation, but it is not directly mentioned or applied in the provided snippet. Instead, it is referenced through the normalization of dimensions using $C_0$ and $I_0$, indicating an indirect connection to the concept.","where  $C_0$  and  $I_0$  are reference values to normalize the dimensions of the spectral efficiency and the Fisher information. Constraints (20b) and (20c) restrict optical power and electrical power, respectively, which can be derived as [13]",192,192,III. SIGNAL PROCESSING FOR ADO-OFDM > IV. ADAPTIVE RESOURCE ALLOCATION,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_052,5C,resource allocation trade-off,resource allocation trade-off,fuzzy:86.20689655172413,NONE,"The snippet does not mention resource allocation trade-off, it only provides author and affiliation information.",# Adaptive Resource Allocation in ADO-OFDM for Optical Wireless Integrated Sensing and Communication,5,5,Adaptive Resource Allocation in ADO-OFDM for Optical Wireless Integrated Sensing and Communication,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_052,5C,resource allocation trade-off,resource allocation trade-off,fuzzy:86.20689655172413,INDIRECT,"The snippet mentions adaptive resource allocation for ADO-OFDM, which implies a trade-off, but does not explicitly discuss the concept of resource allocation trade-off.","*Abstract*—Integrated sensing and communication (ISAC) is regarded as a key enabler in the upcoming era of connectivity and intelligence, where the optical spectrum emerges as a promising candidate for ISAC. This paper presents an optical wireless (OW)-ISAC scheme based on asymmetrically clipped direct-current-biased optical orthogonal frequency division multiplexing (ADO-OFDM). The Bussgang theorem is adopted to model the clipped OFDM signal and analyze the clipping noise. In addition, the adaptive resource allocation for ADO-OFDM is formulated as a joint optimization problem, which is decomposed into two sub-problems for DC-biased optical (DCO) asymmetrically clipped optical (ACO) power distribution and subcarrier power allocation. Then, the optimal resource allocation can be achieved by iteratively solving these sub-problems. Consequently, numerical results demonstrate the effectiveness of the proposed ADO-OFDM scheme and reveal the trade-off between communication and sensing functionalities in OW-ISAC.",9,9,Adaptive Resource Allocation in ADO-OFDM for Optical Wireless Integrated Sensing and Communication,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_052,5C,resource allocation trade-off,resource allocation trade-off,fuzzy:86.20689655172413,DIRECT,"The snippet explicitly discusses 'adaptive resource allocation' and mentions balancing performance metrics, implying a trade-off.","In this section, we optimize the resource allocation for ADO-OFDM under optical and electrical power constraints. To adaptively balance C&S performance metrics, the weighted-sum method is adopted to scalarize the multi-objective problem, which linearly aggregates C&S performance metrics with a weight factor  $\rho$ . Consequently, the joint optimization problem is formulated as",152,152,III. SIGNAL PROCESSING FOR ADO-OFDM > IV. ADAPTIVE RESOURCE ALLOCATION,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_052,5C,resource allocation trade-off,resource allocation trade-off,fuzzy:86.20689655172413,INDIRECT,"The snippet presents an algorithm for joint optimization of resource allocation, which may involve trade-offs, but does not directly discuss the concept of resource allocation trade-off.",**Algorithm 1** Iterative Algorithm for Joint Optimization of Resource Allocation for ADO-OFDM,171,171,III. SIGNAL PROCESSING FOR ADO-OFDM > IV. ADAPTIVE RESOURCE ALLOCATION,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_052,5C,resource allocation trade-off,resource allocation trade-off,fuzzy:86.20689655172413,INDIRECT,"The concept of resource allocation trade-off is indirectly related to the snippet, as it discusses power allocation and subcarrier power allocation, which are aspects of resource allocation, but does not explicitly address the trade-off aspect.","In this section, numerical simulations are conducted to acquire the optimal resource allocation for ADO-OFDM. Table I shows the parameters for simulation, in which we consider simultaneous communication and sensing with an individual point target. Then, the channel model in [17] is adopted to calculate the channel gains for communication and sensing as -2.2 dB and -23.2 dB, respectively.",317,317,B. Subcarrier Power Allocation > V. NUMERICAL SIMULATIONS,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_054,5C,pareto optimal,Optimal solution,lexical,INDIRECT,"The concept of pareto optimal is related to the idea of maximizing the spatial extent where the RSS meets or surpasses a predefined threshold, which is an optimization problem. The text discusses an optimal source layout that maximizes the proportion of areas exceeding the threshold, which is a key aspect of pareto optimality.","<span id=""page-7-2""></span>Theorem 1: In the first phase of O-ISAC, the optimal source layout that maximizes the proportion of areas exceeding the threshold  $\rho_I$ , i.e., the optimal solution to (P1), can be approximated by  $\mathbf{p}_{\text{O-AP},m}^* = (\varepsilon^* \cos \xi_m^*, \varepsilon^* \sin \xi_m^*, \mathcal{H})$ , where",372,372,"A. Synergies Between Optical Sensing and Optical Communication and Two-Phase Operation Mechanism > <span id=""page-7-0""></span>B. Source Layout Optimization",meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_054,5C,pareto optimal,Optimal solution,lexical,NONE,The snippet does not mention or imply the concept of pareto optimal. It appears to be a figure caption and does not contain any relevant information related to optimization or pareto optimality.,"<span id=""page-9-2""></span>Fig. 5. Comparison between the simulated optimal solution and the analytical solution regarding the proportion of area exceeding the threshold.",499,499,"A. Synergies Between Optical Sensing and Optical Communication and Two-Phase Operation Mechanism > <span id=""page-7-0""></span>B. Source Layout Optimization",meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_054,5C,pareto optimal,Optimal solution,lexical,INDIRECT,"The text discusses the optimal solution to an optimization problem, which is related to the concept of pareto optimal. The optimal solution is proven using mathematical derivations, and the results are validated through simulations. While the term 'pareto optimal' is not explicitly mentioned, the idea of finding an optimal solution is a key aspect of pareto optimality.","By combining (38) and (40), Lemma 1 is proven. Since  $F(\xi_a - \xi_0) = -F(\xi_a + \xi_0)$  and  $F(\xi_a) = -F(\xi_a)$ , the optimal solution to (35) is given by  $\xi_0^* = -(2\pi/\mu) + (\pi/4)$ . Theorem 1 is proved.",518,518,"A. Synergies Between Optical Sensing and Optical Communication and Two-Phase Operation Mechanism > <span id=""page-7-0""></span>B. Source Layout Optimization",meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_054,5C,pareto optimal,Optimal solution,lexical,INDIRECT,"The snippet discusses the optimal solution to an optimization problem, which is related to the concept of pareto optimal. The text mentions the optimal solution to (35) and the validation of Theorem 1, which implies an optimization problem. While the term 'pareto optimal' is not explicitly mentioned, the idea of finding an optimal solution is a key aspect of pareto optimality.","To validate Theorem 1, Fig. 5 compares the simulated optimal solution from (26) with the analytical solution in Theorem 1. Details of the simulation setup are in Table II and will be further discussed in Section VI. The results show that variations in the area proportion exceeding the threshold are negligible across different  $\mu$  values. For instance, a 0.5-m<sup>2</sup> area difference for  $\mu=4$  case implies the simulated optimal solution adds an annular region about 51 mm wide. Furthermore, in Fig. 6, we present the simulation results obtained by traversing all possible values of  $\varepsilon$  and  $\xi_0$  when  $\mu=4$ . We found that the angles in the analytical solution are the same as those in the simulated optimal solution, while a",520,520,"A. Synergies Between Optical Sensing and Optical Communication and Two-Phase Operation Mechanism > <span id=""page-7-0""></span>B. Source Layout Optimization",meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_054,5C,pareto optimal,Optimal solution,lexical,INDIRECT,"The concept of pareto optimal is related to finding the optimal solution, which is mentioned in the snippet as 'the optimal solution of (26)'. Although the term 'pareto optimal' is not explicitly mentioned, the idea of optimality is present, indicating an indirect connection.","similar distribution radius. As shown, the analytical solution given in Theorem 1 is a good approximation to the optimal solution of (26).",545,545,"A. Synergies Between Optical Sensing and Optical Communication and Two-Phase Operation Mechanism > <span id=""page-7-0""></span>B. Source Layout Optimization",meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_055,5C,pareto optimal,Optimal solution,lexical,INDIRECT,"The concept of pareto optimal is related to finding the optimal solution, which is mentioned in the snippet. However, the term 'pareto optimal' is not explicitly mentioned, and the context is about finding an optimal solution using an elliptical search algorithm, indicating an indirect reference to the concept of pareto optimality.","<span id=""page-3-1""></span>the optimal solution. On the other hand, if  $\mathcal{R}_h \times [0, B/T_p] \subsetneq \mathcal{R}_S$ , a curve search is conducted on the ellipse of (18) in the first quadrant to find the optimal solution to (16). The elliptical search algorithm for optimal system parameters is concluded in **Algorithm 1**.",217,217,"<span id=""page-3-2""></span>Algorithm 1 Elliptical Search Algorithm. > D. Optimal Parameter Setup",meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_055,5C,fisher information constraint,Cramér-Rao bound,lexical,INDIRECT,"The concept of fisher information constraint is related to the Cramér-Rao Bound (CRB) mentioned in the snippet, which is a theoretical limit on the precision of estimates. The CRB is indirectly related to the fisher information constraint, as it is a bound that is derived from the fisher information matrix.","In this section, the achievable data rate, the bit error rate (BER) for communication, and the Cramér-Rao Bound (CRB) for sensing are derived theoretically. Moreover, an optimization problem for system parameter setup is established, which maximizes the achievable data rate under constraints on both BER and CRB.",104,104,II. SYSTEM MODEL > A. LFM-CPM Transmitter for FSO > B. FSO Channel > III. PERFORMANCE METRICS AND OPTIMIZATION,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_056,5C,pareto optimal,Optimal solution,lexical,NONE,The concept of pareto optimal is not mentioned in the given snippet.,"**Lemma 2.** The optimal solution to (12) is  $P_X^{Sens. Opt.}(x) =$  $\delta(x-x^*)$ , where  $x^* \triangleq \arg\min_{x \leq P} c(x)$ . This yields zero MI and minimum distortion  $D_{min} = \overline{c}(x^*)$ .",124,124,I. INTRODUCTION > II. SYSTEM MODEL > III. MAIN RESULT,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,NONE,True
O_ISAC_056,5C,pareto optimal,Optimal solution,lexical,NONE,The concept of pareto optimal is not mentioned in the given snippet.,"*Proof.* See [18, Appendix C] for details; the proof applies complementary slackness to derive the optimal solution.",126,126,I. INTRODUCTION > II. SYSTEM MODEL > III. MAIN RESULT,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_056,5C,fisher information constraint,Cramér-Rao bound,lexical,INDIRECT,"The concept of Fisher information constraint is related to the Cramér-Rao bound (CRB) mentioned in the context, but it is not explicitly mentioned.","*Abstract*—This paper characterizes the optimal capacitydistortion (C-D) tradeoff in an optical point-to-point system with single-input single-output (SISO) for communication and singleinput multiple-output (SIMO) for sensing within an integrated sensing and communication (ISAC) framework. We consider the optimal rate-distortion (R-D) region and explore several inner (IB) and outer bounds (OB). We introduce practical, asymptotically optimal maximum a posteriori (MAP) and maximum likelihood estimators (MLE) for target distance, addressing nonlinear measurement-to-state relationships and non-conjugate priors. As the number of sensing antennas increases, these estimators converge to the Bayesian Cramér-Rao bound (BCRB). We also establish that the achievable rate-Cramér-Rao bound (R-CRB) serves as an OB for the optimal C-D region, valid for both unbiased estimators and asymptotically large numbers of receive antennas. To clarify that the input distribution determines the tradeoff across the Pareto boundary of the C-D region, we propose two algorithms: *i*) an iterative Blahut-Arimoto algorithm (BAA)-type method, and *ii*) a memory-efficient closed-form (CF) approach. The CF approach includes a CF optimal distribution for high optical signal-to-noise ratio (O-SNR) conditions. Additionally, we adapt and refine the deterministic-random tradeoff (DRT) to this optical ISAC context.",9,9,Optical ISAC: Fundamental Performance Limits and Transceiver Design,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_056,5C,fisher information constraint,Cramér-Rao bound,lexical,INDIRECT,"Similar to the first context, the CRB is mentioned, which is related to the Fisher information constraint, but it is not explicitly mentioned.","*Index Terms*—Optical Integrated Sensing and Communication (O-ISAC), Bayesian Cramér-Rao Bound (BCRB), optimal input distribution, modified Deterministic-Random Tradeoff (DRT)",11,11,Optical ISAC: Fundamental Performance Limits and Transceiver Design,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_056,5C,fisher information constraint,Cramér-Rao bound,lexical,INDIRECT,"The context mentions the rate-Cramér-Rao bound (R-CRB) tradeoff, which is related to the Fisher information constraint, but it is not explicitly mentioned.","Previous works have focused on RF ISAC systems [6]–[11]. In [6], the optimal capacity-distortion (C-D) for single-antenna RF ISAC systems was examined, with the optimal estimator simplifying to the linear minimum mean-square error (LMMSE) estimator under specific conditions, such as Gaussian priors. However, real-world scenarios often involve nonlinear functions of sensing response channel (SRC) and non-conjugate priors, complicating optimal estimator computation [12]. Significant research has addressed the rate-Cramér-Rao bound (CRB) (R-CRB) tradeoff in RF channels, particularly concerning parameters like angle of departure (AoD) and AoA [7]–[9], [11]. Despite these efforts, gaps remain in practical estimators, transceiver design, and optimal C-D regions. Most studies have concentrated on Gaussian signaling, which may not fully exploit the potential benefits for ISAC. To enhance observations, one proposed solution is to record multiple feedbacks across several channel uses with block-wise independent, identically distributed (i.i.d.) states (block length T). While this improves sensing performance, it proportionally degrades communication performance at a rate of T −1 , especially for large T [7, Eq. 36]. While existing works focus on RF signals, which differ from optical systems due to their positive, real nature, O-ISAC systems have not been explored regarding informationtheoretical limits, to the best of our knowledge.",19,19,I. INTRODUCTION,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_058,5C,rate-resolution trade-off,tradeoff between rate and resolution,fuzzy:86.11111111111111,INDIRECT,"The concept of rate-resolution trade-off is related to the tradeoff between range resolution and dynamic range (DR) achieved by allocating bandwidth, but it is not explicitly mentioned as 'rate-resolution trade-off' in the given snippet.","frequency-division multiplexing (FDM), the tradeoff between range resolution and DR can be achieved by allocating the bandwidth. In this article, we adopt a similar scheme where the linear frequency modulation (LFM) signal is used for radar sensing. The LFM signal can be expressed as",106,106,"Photonic-Based Flexible Integrated Sensing and Communication With Multiple Targets Detection Capability for *W*-Band Fiber-Wireless Network > <span id=""page-0-0""></span>I. INTRODUCTION > II. PRINCIPLE",meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_061,5C,pareto optimal,Optimal solution,lexical,NONE,The concept of Pareto optimality is not mentioned in this snippet.,"Apart from the semidefinite constraint in (44d), the objective in (46a), the communication QoS constraint in (44b), and the PEP constraint in (44c) are all affine. Therefore, (P1-1m) is a semidefinite programming (SDP) problem and can be solved by convex optimization algorithms like the primal-dual interior point method (IPM) [45]. When the optimal precoding matrix  $\hat{m{R}}_{m{w}_{k,m}}^*$  is obtained for (P1-1m), the optimal solution  $m{R}_{m{w}_{k,m}}^*$ to (P1m) can be retrieved by standard rank-1 approximation techniques like Gaussian randomization.",426,426,"<span id=""page-5-0""></span>C. Performance Metric of Sensing Sub-System > <span id=""page-6-1""></span>IV. OPTIMAL BEAMFORMING FOR OW-ISAC > <span id=""page-7-0""></span>A. Problem Formulation for Joint Optimization > <span id=""page-7-1""></span>B. Optimal Precoding Matrices",meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_061,5C,pareto optimal,Optimal solution,lexical,NONE,The concept of Pareto optimality is not mentioned in this snippet.,"where  $\mu \in \mathbb{R}^+$  denotes the barrier parameter. As the barrier parameter increases to  $+\infty$ , the maximizer of  $\tilde{\chi}_{n_r}$  approaches the solution of the original constrained problem. However, due to inevitable sidelobes in the beampattern, several local maximums may exist in the contrast metric. To achieve the global optimal solution with a higher probability, the gradient",492,492,"<span id=""page-5-0""></span>C. Performance Metric of Sensing Sub-System > <span id=""page-6-1""></span>IV. OPTIMAL BEAMFORMING FOR OW-ISAC > <span id=""page-7-0""></span>A. Problem Formulation for Joint Optimization > <span id=""page-8-8""></span><span id=""page-8-0""></span>C. Optimal PD Orientations",meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_061,5C,pareto optimal,Optimal solution,lexical,NONE,The concept of Pareto optimality is not mentioned in this snippet.,"Although the decomposition of (P0) reduces the dimensions of sub-problems, the optimal solution to (P0) cannot be obtained in a single round of optimization due to the coupling between transmitter and receiver of OW-ISAC. Specifically, the OW-ISAC transmission depends on the optimization of precoding matrices, and the Hermitian matrix  $T_{\phi,m}$  in (P1m) indicates their relevance to OW-ISAC reception, i.e., PD orientations  $\phi$ . Similarly, the contrast  $\chi_{n_r}$  in  $(P2n_r)$  is also associated with precoding matrices obtained in (P1m), which in turn affects the optimal PD orientations.",525,525,"<span id=""page-5-0""></span>C. Performance Metric of Sensing Sub-System > <span id=""page-6-1""></span>IV. OPTIMAL BEAMFORMING FOR OW-ISAC > <span id=""page-7-0""></span>A. Problem Formulation for Joint Optimization > <span id=""page-9-1""></span>D. BCD Algorithm and Computational Complexity Analysis",meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_061,5C,pareto optimal,Optimal solution,lexical,NONE,The concept of Pareto optimality is not mentioned in this snippet.,"The computational complexity of Algorithm 2 mainly consists in solving the sub-problems for precoding matrices and PD orientations. On one hand, the sub-problems for precoding matrices can be solved by IPM in a PEP formulation as (P1-1m), a TP formulation as (P1-2m), or an LP formulation as (P1-3m). Denoting the error threshold for IPM as  $\varepsilon_R$ , the complexities for (P1-1m), (P1-2m), and (P1-3m) can be written as  $\omega_{1,1}=\omega_{1,2}=\mathcal{O}((K+1)^{3.5}\,N_t^7\log{(1/\varepsilon_R)})$ , and  $\omega_{1,3}=\mathcal{O}((K+1)^{3.5}\log{(1/\varepsilon_R)})$ , respectively, since the amount of variables in (P1-1m) and (P1-2m) are  $N_t^2$  times that of (P1-3m) [49]. On the other hand, the optimization in Algorithm 1 contains  $N_d$  gradient descents for each PD orientation. Additionally, the linear convergence of the barrier method has been proven in the neighbourhood of optimal solution, eliciting a complexity of  $\omega_2 = \mathcal{O}(N_d \log (1/\varepsilon_{\phi}))$ [48]. Consequently, assuming that  $N_b$  BCD iterations have been conducted, the complexity of Algorithm 2 can be written as  $\omega_{0,1} = \omega_{0,2} = \mathcal{O}(N_b (M\omega_{1,2} + N_r\omega_2))$ , and  $\omega_{0,3} =$  $\mathcal{O}(N_b (M\omega_{1,3} + N_r\omega_2))$  for PEP, TP, and LP formulations, respectively.",572,572,"<span id=""page-5-0""></span>C. Performance Metric of Sensing Sub-System > <span id=""page-6-1""></span>IV. OPTIMAL BEAMFORMING FOR OW-ISAC > <span id=""page-9-3""></span>Algorithm 2 BCD Algorithm for Joint Optimization",meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_061,5C,pareto optimal,Optimal solution,lexical,NONE,"The concept of pareto optimal is not mentioned or implied in the given snippet, which discusses performance metrics and formulations for a specific scenario.","matrices obtained in the PEP formulation (PEP, Opt.) can achieve similar C&S performance metrics to those of the TP formulation, significant deterioration occurs in the retrieved rank-1 solution (PEP, SDR) within 10<sup>3</sup> feasible Gaussian randomizations. On the other hand, even though about 7 dB degradation in the light-field SINR is witnessed in the LP formulation compared with the SDR technique, the LP formulation still provides a low-complexity sub-optimal solution, especially with a low threshold Γ of light-field SINR.",652,652,*A. Convergence of BCD Algorithm* > *B. Optimal Beampattern and C&S Tradeoff*,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_061,5C,fisher information constraint,Cramér-Rao bound,fuzzy:93.75,NONE,The text does not mention the concept of Fisher information constraint.,"<span id=""page-1-4""></span><span id=""page-1-3""></span><span id=""page-1-2""></span>To pave the way for OPA-based OW-ISAC research, the burgeoning research in multiple-input multiple-output (MIMO)-based RF-ISAC can provide valuable insights. A typical paradigm for MIMO-ISAC is to optimize the beampattern and ensure the communication quality of service (QoS) under the power constraint [\[23\],](#page-14-20) [\[24\].](#page-14-21) While the beampattern optimization becomes a universal topic, novel performance metrics, extended scenarios, and intersections with other emerging technologies enrich the MIMO-ISAC research. For instance, the Cramer-Rao bound is a sensing performance ´ metric tailored for evaluating a parameter-estimation task, e.g., ranging or angle-of-arrival estimation [\[25\],](#page-14-22) [\[26\],](#page-14-23) thereby introducing innovative optimization problem formulations. Besides, multi-metric problems also stem from other performance metrics like mutual information [\[27\],](#page-14-24) [\[28\],](#page-14-25) which prompts the joint optimization of time-domain, frequency-domain, and angledomain waveforms [\[29\].](#page-14-26) In addition, the evolution of scenarios and user requirements result in novel problem formulations of MIMO-ISAC beamforming. Typical examples include fullduplex communication for ISAC [\[30\]](#page-14-27) and simultaneous transfer of information and power [\[31\].](#page-14-28) Moreover, the integration of intelligent reflecting surfaces (IRS) into the beamforming process has spurred a considerable body of MIMO-ISAC research, which enables the reconfiguration of the wireless propagation environment [\[32\].](#page-14-29)",39,39,I. INTRODUCTION,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,NONE,True
O_ISAC_061,5C,fisher information constraint,Cramér-Rao bound,fuzzy:87.5,NONE,The text does not mention the concept of Fisher information constraint.,"- <span id=""page-14-29""></span>[\[32\]](#page-1-13) X. Song, X. Qin, J. Xu, and R. Zhang, ""Cramer–Rao bound minimization ´ for IRS-enabled multiuser integrated sensing and communications,"" *IEEE Trans. Wireless Commun.*, vol. 23, no. 8, pp. 9714–9729, Aug. 2024.",745,745,"*A. Convergence of BCD Algorithm* > *B. Optimal Beampattern and C&S Tradeoff* > <span id=""page-11-3""></span>*C. Practical C&S Performance Metrics* > REFERENCES",meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,NONE,True
O_ISAC_061,5C,resource allocation trade-off,resource allocation dilemma,fuzzy:85.18518518518519,INDIRECT,"The concept of resource allocation trade-off is indirectly related to the snippet, which mentions 'wireless resource allocation and management' as one of the research interests, implying the need for efficient distribution of limited resources.","ID. He is currently a John and Rebecca Moores Professor at the Electrical and Computer Engineering Department and the Computer Science Department, University of Houston, TX. His research interests include the novel gametheory related concepts critical to enabling efficient and distributive use of wireless networks with limited resources. His other research interests include wireless resource allocation and management, wireless communications and networking, quantum computing, data science, smart grid, carbon neutralization, and security and privacy. He received the NSF Career Award in 2010, the Fred W. Ellersick Prize of the IEEE Communication Society in 2011, the EURASIP Best Paper Award for the Journal on Advances in Signal Processing in 2015, the IEEE Leonard G. Abraham Prize in the field of Communications Systems (Best Paper Award in IEEE JSAC) in 2016, the IEEE Vehicular Technology Society 2022 Best Land Transportation Paper Award, and several best paper awards in IEEE conferences. He is also the winner of the 2021 IEEE Kiyo Tomiyasu Award (an IEEE Field Award), for outstanding early to mid-career contributions to technologies holding the promise of innovative applications, with the following citation: ""for contributions to game theory and distributed management of autonomous communication networks."" He was an IEEE Communications Society Distinguished Lecturer from 2015 to 2018, an ACM Distinguished Speaker from 2022 to 2025, an AAAS Fellow since 2019, and an ACM Fellow since 2024. He has been a 1% highly cited researcher since 2017 according to Web of Science.",786,786,"*A. Convergence of BCD Algorithm* > *B. Optimal Beampattern and C&S Tradeoff* > <span id=""page-11-3""></span>*C. Practical C&S Performance Metrics* > REFERENCES",meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_062,5C,rate-resolution trade-off,rate vs. resolution,fuzzy:100.0,INDIRECT,"The concept of rate-resolution trade-off is related to the idea that increasing the number of information sources (channel rank) can improve the detection error rate, but the snippet does not directly discuss the trade-off between rate and resolution.",.,684,684,6-DoF Location-and-Pose Estimation Toward Integrated Visible Light Communication and Sensing: Algorithm Design and Performance Limits > D. Asymptotic CRLB Over Fading Environments,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_062,5C,pareto optimal,Optimal solution,lexical,NONE,"The concept of pareto optimal is not mentioned or implied in the given snippet, which discusses a novel OFDM-enabled anti-disturbance mechanism and an efficient SCA algorithm for SLAP detection.","<span id=""page-6-11""></span><span id=""page-6-5""></span><span id=""page-6-4""></span><span id=""page-6-3""></span><span id=""page-6-1""></span> $^2 \text{For the update of UD pose state, we first derive the optimal solution } (\mathbf{I}_3 + \left[\gamma_{[t]} \mathbf{s}_{\vartheta_{\mathrm{R}}} (\hat{\boldsymbol{\beta}}_{[t]}, \hat{\mathbf{h}}_{[t]})\right]_{\times}) \hat{\boldsymbol{\mathcal{R}}}_{[t]}$  in the tangent space  $\mathbb{R}^{3\times3}$  of manifold by solving  $\mathscr{P}_{\mathrm{UD}}^{\sharp}$  without constraint (35), and then we find a legal solution  $\hat{\boldsymbol{\mathcal{R}}}_{[t+1]}$  s.t. (35), i.e., the projection of  $(\mathbf{I}_3 + \left[\gamma_{[t]} \mathbf{s}_{\vartheta_{\mathrm{R}}} (\hat{\boldsymbol{\beta}}_{[t]}, \hat{\mathbf{h}}_{[t]})\right]_{\times}) \hat{\boldsymbol{\mathcal{R}}}_{[t]}$  onto the manifold via exponential mapping.",395,395,6-DoF Location-and-Pose Estimation Toward Integrated Visible Light Communication and Sensing: Algorithm Design and Performance Limits > A. Research Motivation > C. Summary of SLAP Detection Algorithm,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
