track_id,title,title_source,doi,doi_source,corpus_dir,primary_markdown_path,primary_meta_path,present_in_processed_markdowns,present_in_extraction_v4_unified,present_in_legacy_included_studies_list,present_in_excluded_fulltext_log,legacy_included_doi,legacy_included_title,legacy_screening_log_match_count,legacy_screening_log_decisions,notes
O_ISAC_057,60-GHz photonic millimeter-wave joint radar- communication system,meta_json_toc,10.1109/ICMMT52847.2021.9618314,legacy_included_list,data/proc_markdowns/O_ISAC_057,data/proc_markdowns/O_ISAC_057/O_ISAC_057.md,data/proc_markdowns/O_ISAC_057/O_ISAC_057/O_ISAC_057_meta.json,yes,yes,yes,no,10.1109/ICMMT52847.2021.9618314,60-GHz photonic millimeter-wave joint radar-communication system,0,,
O_ISAC_058,Photonic-Based Flexible Integrated Sensing and Communication With Multiple Targets Detection Capability for W-Band Fiber-Wireless Network,meta_json_toc,10.1109/TMTT.2024.3355936,legacy_included_list,data/proc_markdowns/O_ISAC_058,data/proc_markdowns/O_ISAC_058/O_ISAC_058.md,data/proc_markdowns/O_ISAC_058/O_ISAC_058/O_ISAC_058_meta.json,yes,yes,yes,no,10.1109/TMTT.2024.3355936,Photonic-Based Flexible Integrated Sensing and Communication With Multiple Targets Detection Capability for W-Band Fiber-Wireless Network,1,Duplicate,
O_ISAC_059,Terrestrial and Non-Terrestrial Networks for Integrated Sensing and Communication,meta_json_toc,10.1109/ISSE63315.2024.10741118,legacy_included_list,data/proc_markdowns/O_ISAC_059,data/proc_markdowns/O_ISAC_059/O_ISAC_059.md,data/proc_markdowns/O_ISAC_059/O_ISAC_059/O_ISAC_059_meta.json,yes,yes,yes,no,10.1109/ISSE63315.2024.10741118,Terrestrial and Non-Terrestrial Networks for Integrated Sensing and Communication,1,Duplicate,
O_ISAC_060,A Unified Waveform for Optical Wireless Integrated Sensing and Communication,meta_json_toc,10.1109/ACP55869.2022.10088865,legacy_included_list,data/proc_markdowns/O_ISAC_060,data/proc_markdowns/O_ISAC_060/O_ISAC_060.md,data/proc_markdowns/O_ISAC_060/O_ISAC_060/O_ISAC_060_meta.json,yes,yes,yes,no,10.1109/ACP55869.2022.10088865,A Unified Waveform for Optical Wireless Integrated Sensing and Communication,1,Duplicate,
O_ISAC_061,Optical Wireless Integrated Sensing and Communication Based on Optical Phased Array: Performance Metric and Optimal Beamforming,meta_json_toc,10.1109/TWC.2025.3559254,legacy_included_list,data/proc_markdowns/O_ISAC_061,data/proc_markdowns/O_ISAC_061/O_ISAC_061.md,data/proc_markdowns/O_ISAC_061/O_ISAC_061/O_ISAC_061_meta.json,yes,yes,yes,no,10.1109/TWC.2025.3559254,Optical Wireless Integrated Sensing and Communication Based on Optical Phased Array: Performance Metric and Optimal Beamforming,1,Duplicate,
O_ISAC_062,6-DoF Location-and-Pose Estimation Toward Integrated Visible Light Communication and Sensing: Algorithm Design and Performance Limits,meta_json_toc,10.1109/TSP.2024.3383285,legacy_included_list,data/proc_markdowns/O_ISAC_062,data/proc_markdowns/O_ISAC_062/O_ISAC_062.md,data/proc_markdowns/O_ISAC_062/O_ISAC_062/O_ISAC_062_meta.json,yes,yes,yes,no,10.1109/TSP.2024.3383285,6-DoF Location-and-Pose Estimation Toward Integrated Visible Light Communication and Sensing: Algorithm Design and Performance Limits,2,Duplicate,
O_ISAC_063,Simple and Precise Characterization of Full-Field Frequency Response for Coherent TOSA,meta_json_toc,10.1109/JLT.2024.3352493,legacy_included_list,data/proc_markdowns/O_ISAC_063,data/proc_markdowns/O_ISAC_063/O_ISAC_063.md,data/proc_markdowns/O_ISAC_063/O_ISAC_063/O_ISAC_063_meta.json,yes,yes,yes,no,10.1109/JLT.2024.3352493,Simple and Precise Characterization of Full-Field Frequency Response for Coherent TOSA,0,,
O_ISAC_064,Integrated Sensing and Communications for Metropolitan Environments,meta_json_toc,,,data/proc_markdowns/O_ISAC_064,data/proc_markdowns/O_ISAC_064/O_ISAC_064.md,data/proc_markdowns/O_ISAC_064/O_ISAC_064/O_ISAC_064_meta.json,yes,yes,yes,no,,Integrated Sensing and Communications for Metropolitan Environments,2,Duplicate,
O_ISAC_065,THz-Over-Fiber System With Orthogonal Chirp Division Multiplexing for Integrated Sensing and Communication,meta_json_toc,10.1109/JLT.2023.3311645,legacy_included_list,data/proc_markdowns/O_ISAC_065,data/proc_markdowns/O_ISAC_065/O_ISAC_065.md,data/proc_markdowns/O_ISAC_065/O_ISAC_065/O_ISAC_065_meta.json,yes,yes,yes,no,10.1109/JLT.2023.3311645,THz-Over-Fiber System With Orthogonal Chirp Division Multiplexing for Integrated Sensing and Communication,1,Duplicate,
O_ISAC_066,Pre-Distortion of Soliton Collision in Dual-Polarization Interaction-Tolerant Soliton Transmission,meta_json_toc,10.1109/JLT.2024.3483289,legacy_included_list,data/proc_markdowns/O_ISAC_066,data/proc_markdowns/O_ISAC_066/O_ISAC_066.md,data/proc_markdowns/O_ISAC_066/O_ISAC_066/O_ISAC_066_meta.json,yes,yes,yes,no,10.1109/JLT.2024.3483289,Pre-Distortion of Soliton Collision in Dual-Polarization Interaction-Tolerant Soliton Transmission,0,,
O_ISAC_067,Measurement-based Validation of Ray-tracing Model at sub-THz for ISAC Applications of Blockage in Industrial Scenario,meta_json_toc,10.46620/URSIATRASC24/MKTB3572,legacy_included_list,data/proc_markdowns/O_ISAC_067,data/proc_markdowns/O_ISAC_067/O_ISAC_067.md,data/proc_markdowns/O_ISAC_067/O_ISAC_067/O_ISAC_067_meta.json,yes,yes,yes,no,10.46620/URSIATRASC24/MKTB3572,Measurement-based Validation of Ray-tracing Model at sub-THz for ISAC Applications of Blockage in Industrial Scenario,1,Duplicate,
O_ISAC_068,Joint Communication and Sensing Prospects: Potential Through Visible Light,meta_json_toc,10.1109/CoBCom62281.2024.10631227,legacy_included_list,data/proc_markdowns/O_ISAC_068,data/proc_markdowns/O_ISAC_068/O_ISAC_068.md,data/proc_markdowns/O_ISAC_068/O_ISAC_068/O_ISAC_068_meta.json,yes,yes,yes,no,10.1109/CoBCom62281.2024.10631227,Joint Communication and Sensing Prospects: Potential Through Visible Light,1,Duplicate,
O_ISAC_069,Advanced Signal Processing in Distributed Acoustic Sensors Based on Submarine Cables for Seismology Applications,meta_json_toc,10.1109/JLT.2023.3273268,legacy_included_list,data/proc_markdowns/O_ISAC_069,data/proc_markdowns/O_ISAC_069/O_ISAC_069.md,data/proc_markdowns/O_ISAC_069/O_ISAC_069/O_ISAC_069_meta.json,yes,yes,yes,no,10.1109/JLT.2023.3273268,Advanced Signal Processing in Distributed Acoustic Sensors Based on Submarine Cables for Seismology Applications,1,Duplicate,
O_ISAC_070,Exploring Photonic THz-ISAC Systems with Integrated Waveforms,meta_json_toc,10.1109/JLT.2025.3615209,legacy_included_list,data/proc_markdowns/O_ISAC_070,data/proc_markdowns/O_ISAC_070/O_ISAC_070.md,data/proc_markdowns/O_ISAC_070/O_ISAC_070/O_ISAC_070_meta.json,yes,yes,yes,no,10.1109/JLT.2025.3615209,Exploring Photonic THz-ISAC Systems with Integrated Waveforms,1,Duplicate,
O_ISAC_071,Full-Duplex RO-ISAC System: Wavelength Division Duplexing and Hybrid Waveform Design,meta_json_toc,10.1109/LPT.2025.3570997,legacy_included_list,data/proc_markdowns/O_ISAC_071,data/proc_markdowns/O_ISAC_071/O_ISAC_071.md,data/proc_markdowns/O_ISAC_071/O_ISAC_071/O_ISAC_071_meta.json,yes,yes,yes,no,10.1109/LPT.2025.3570997,Full-Duplex RO-ISAC System: Wavelength Division Duplexing and Hybrid Waveform Design,1,Duplicate,
O_ISAC_072,Integrated Vibration Sensing in DSCM Systems Under ECLs Based on ANN and Digital Twin,meta_json_toc,10.1109/ICOCN67308.2025.11145413,legacy_included_list,data/proc_markdowns/O_ISAC_072,data/proc_markdowns/O_ISAC_072/O_ISAC_072.md,data/proc_markdowns/O_ISAC_072/O_ISAC_072/O_ISAC_072_meta.json,yes,yes,yes,no,10.1109/ICOCN67308.2025.11145413,Integrated Vibration Sensing in DSCM Systems Under ECLs Based on ANN and Digital Twin,1,Duplicate,
O_ISAC_073,Clock and Carrier Synchronization Using Optical Frequency Combs in Radio Access Networks,meta_json_toc,10.1109/ICT65093.2025.11046275,legacy_included_list,data/proc_markdowns/O_ISAC_073,data/proc_markdowns/O_ISAC_073/O_ISAC_073.md,data/proc_markdowns/O_ISAC_073/O_ISAC_073/O_ISAC_073_meta.json,yes,yes,yes,no,10.1109/ICT65093.2025.11046275,Clock and Carrier Synchronization Using Optical Frequency Combs in Radio Access Networks,1,Duplicate,
O_ISAC_074,Endogenous ISAC Enabled Interference Fading Free Sensing via Telecom Training Sequence,meta_json_toc,10.23919/OECC/PSC62146.2025.11110297,legacy_included_list,data/proc_markdowns/O_ISAC_074,data/proc_markdowns/O_ISAC_074/O_ISAC_074.md,data/proc_markdowns/O_ISAC_074/O_ISAC_074/O_ISAC_074_meta.json,yes,yes,yes,no,10.23919/OECC/PSC62146.2025.11110297,Endogenous ISAC Enabled Interference Fading Free Sensing via Telecom Training Sequence,0,,
O_ISAC_075,Flexible Waveform Design for RO-ISAC Based on OFDM-Embedded Maximum Length Sequence,meta_json_toc,10.1109/LWC.2025.3593253,legacy_included_list,data/proc_markdowns/O_ISAC_075,data/proc_markdowns/O_ISAC_075/O_ISAC_075.md,data/proc_markdowns/O_ISAC_075/O_ISAC_075/O_ISAC_075_meta.json,yes,yes,yes,no,10.1109/LWC.2025.3593253,Flexible Waveform Design for RO-ISAC Based on OFDM-Embedded Maximum Length Sequence,1,Duplicate,
O_ISAC_076,Integrated Communication and Enhanced Forward Phase-Based Sensing Based on Frequency-Domain Pilot Tones in DSCM Systems Using 100 kHz ECLs,meta_json_toc,10.1109/JLT.2024.3510371,legacy_included_list,data/proc_markdowns/O_ISAC_076,data/proc_markdowns/O_ISAC_076/O_ISAC_076.md,data/proc_markdowns/O_ISAC_076/O_ISAC_076/O_ISAC_076_meta.json,yes,yes,yes,no,10.1109/JLT.2024.3510371,Integrated Communication and Enhanced Forward Phase-Based Sensing Based on Frequency-Domain Pilot Tones in DSCM Systems Using 100 kHz ECLs,1,Duplicate,
O_ISAC_077,THz-over-fiber system with orthogonal chirp division multiplexing for integrated sensing and communication,meta_json_toc,10.1109/OECC56963.2023.10209717,legacy_included_list,data/proc_markdowns/O_ISAC_077,data/proc_markdowns/O_ISAC_077/O_ISAC_077.md,data/proc_markdowns/O_ISAC_077/O_ISAC_077/O_ISAC_077_meta.json,yes,yes,yes,no,10.1109/OECC56963.2023.10209717,THz-over-fiber system with orthogonal chirp division multiplexing for integrated sensing and communication,1,Duplicate,
O_ISAC_078,O-Band DML Enabled 4×100G Short-Reach Photonic Interconnections With Weighted Decision Aided Recurrent Neural Network,meta_json_toc,10.1109/JLT.2025.3565115,legacy_included_list,data/proc_markdowns/O_ISAC_078,data/proc_markdowns/O_ISAC_078/O_ISAC_078.md,data/proc_markdowns/O_ISAC_078/O_ISAC_078/O_ISAC_078_meta.json,yes,yes,yes,no,10.1109/JLT.2025.3565115,O-Band DML Enabled 4×100G Short-Reach Photonic Interconnections With Weighted Decision Aided Recurrent Neural Network,0,,
O_ISAC_079,LFM Carrier Enabled Integrated Sensing and Communication in Self-homodyne Coherent Detection Transmission System,meta_json_toc,10.1109/ECOC66593.2025.11262927,legacy_included_list,data/proc_markdowns/O_ISAC_079,data/proc_markdowns/O_ISAC_079/O_ISAC_079.md,data/proc_markdowns/O_ISAC_079/O_ISAC_079/O_ISAC_079_meta.json,yes,yes,yes,no,10.1109/ECOC66593.2025.11262927,LFM Carrier Enabled Integrated Sensing and Communication in Self-homodyne Coherent Detection Transmission System,0,,
O_ISAC_080,1,meta_json_toc,10.1109/JLT.2025.3625373,legacy_included_list,data/proc_markdowns/O_ISAC_080,data/proc_markdowns/O_ISAC_080/O_ISAC_080.md,data/proc_markdowns/O_ISAC_080/O_ISAC_080/O_ISAC_080_meta.json,yes,yes,yes,no,10.1109/JLT.2025.3625373,Integrated Communication and In-band Spectrum Polarization-Based Sensing via Fraction-Division Non-Orthogonal Multiple Access,1,Duplicate,
O_ISAC_081,Traveling Wave Antenna-on-Display featuring Simultaneous 2-D Phase and Frequency Beam Scanning for Integrated Sensing and Communication,meta_json_toc,10.23919/EuCAP63536.2025.10999638,legacy_included_list,data/proc_markdowns/O_ISAC_081,data/proc_markdowns/O_ISAC_081/O_ISAC_081.md,data/proc_markdowns/O_ISAC_081/O_ISAC_081/O_ISAC_081_meta.json,yes,yes,yes,no,10.23919/EuCAP63536.2025.10999638,Traveling Wave Antenna-on-Display Featuring Simultaneous 2-D Phase and Frequency Beam Scanning for Integrated Sensing and Communication,1,Duplicate,
O_ISAC_082,Signal-Signal Beating Interference: From Destructive to Constructive for Photonic THz Integrated Sensing and Communication System Using Self-Coherent OFDM,meta_json_toc,10.1109/TMTT.2025.3638469,legacy_included_list,data/proc_markdowns/O_ISAC_082,data/proc_markdowns/O_ISAC_082/O_ISAC_082.md,data/proc_markdowns/O_ISAC_082/O_ISAC_082/O_ISAC_082_meta.json,yes,yes,yes,no,10.1109/TMTT.2025.3638469,Signal-Signal Beating Interference: From Destructive to Constructive for Photonic THz Integrated Sensing and Communication System Using Self-Coherent OFDM,1,Duplicate,
O_ISAC_083,Towards Efficient Confluent Edge Networks,meta_json_toc,10.1109/EuCNC/6GSummit60053.2024.10597093,legacy_included_list,data/proc_markdowns/O_ISAC_083,data/proc_markdowns/O_ISAC_083/O_ISAC_083.md,data/proc_markdowns/O_ISAC_083/O_ISAC_083/O_ISAC_083_meta.json,yes,yes,yes,no,10.1109/EuCNC/6GSummit60053.2024.10597093,Towards Efficient Confluent Edge Networks,1,Duplicate,
O_ISAC_084,LumiPane: Intelligent Interaction through Gesture Sensing and Ambient Light Communication,meta_json_toc,10.1109/GCWkshp64532.2024.11101040,legacy_included_list,data/proc_markdowns/O_ISAC_084,data/proc_markdowns/O_ISAC_084/O_ISAC_084.md,data/proc_markdowns/O_ISAC_084/O_ISAC_084/O_ISAC_084_meta.json,yes,yes,yes,no,10.1109/GCWkshp64532.2024.11101040,LumiPane: Intelligent Interaction through Gesture Sensing and Ambient Light Communication,0,,
O_ISAC_085,Flexible Vibration Sensing Using Kalman Smoother Integrated in ECL-Based Communication Systems,meta_json_toc,10.1109/LPT.2025.3577173,legacy_included_list,data/proc_markdowns/O_ISAC_085,data/proc_markdowns/O_ISAC_085/O_ISAC_085.md,data/proc_markdowns/O_ISAC_085/O_ISAC_085/O_ISAC_085_meta.json,yes,yes,yes,no,10.1109/LPT.2025.3577173,Flexible Vibration Sensing Using Kalman Smoother Integrated in ECL-Based Communication Systems,1,Duplicate,
O_ISAC_086,Photonics-assisted Millimeter-Wave Multiband Integrated Sensing and Communication System Using Coherent Receiving,meta_json_toc,10.1109/JSTQE.2023.3276903,legacy_included_list,data/proc_markdowns/O_ISAC_086,data/proc_markdowns/O_ISAC_086/O_ISAC_086.md,data/proc_markdowns/O_ISAC_086/O_ISAC_086/O_ISAC_086_meta.json,yes,yes,yes,no,10.1109/JSTQE.2023.3276903,Photonics-assisted Millimeter-Wave Multiband Integrated Sensing and Communication System Using Coherent Receiving,1,Duplicate,
O_ISAC_088,Optical Transport Networks Supporting Integrated Communications and Sensing in 6G,meta_json_toc,10.1109/ECOC66593.2025.11263441,legacy_included_list,data/proc_markdowns/O_ISAC_088,data/proc_markdowns/O_ISAC_088/O_ISAC_088.md,data/proc_markdowns/O_ISAC_088/O_ISAC_088/O_ISAC_088_meta.json,yes,yes,yes,no,10.1109/ECOC66593.2025.11263441,Optical Transport Networks Supporting Integrated Communications and Sensing in 6G,0,,
O_ISAC_089,"Free Space Optical Communication for Inter-Satellite Link: Architecture, Potentials and Trends",meta_json_toc,10.1109/MCOM.002.2300024,legacy_included_list,data/proc_markdowns/O_ISAC_089,data/proc_markdowns/O_ISAC_089/O_ISAC_089.md,data/proc_markdowns/O_ISAC_089/O_ISAC_089/O_ISAC_089_meta.json,yes,yes,yes,no,10.1109/MCOM.002.2300024,"Free Space Optical Communication for Inter-Satellite Link: Architecture, Potentials and Trends",1,Duplicate,
O_ISAC_090,Demonstration of High Sensitivity Detection and High Precision Localization of Vibrations in Bidirectional Coherent Transmission Systems Enabled by Carrier Laser Phase Noise Retrieval,meta_json_toc,10.1109/JLT.2025.3593142,legacy_included_list,data/proc_markdowns/O_ISAC_090,data/proc_markdowns/O_ISAC_090/O_ISAC_090.md,data/proc_markdowns/O_ISAC_090/O_ISAC_090/O_ISAC_090_meta.json,yes,yes,yes,no,10.1109/JLT.2025.3593142,Demonstration of High Sensitivity Detection and High Precision Localization of Vibrations in Bidirectional Coherent Transmission Systems Enabled by Carrier Laser Phase Noise Retrieval,1,Duplicate,
O_ISAC_091,Optimal Beamforming for Optical Wireless Integrated Sensing and Communication Based on Optical Phased Array,meta_json_toc,10.1109/ICC52391.2025.11160979,legacy_included_list,data/proc_markdowns/O_ISAC_091,data/proc_markdowns/O_ISAC_091/O_ISAC_091.md,data/proc_markdowns/O_ISAC_091/O_ISAC_091/O_ISAC_091_meta.json,yes,yes,yes,no,10.1109/ICC52391.2025.11160979,Optimal Beamforming for Optical Wireless Integrated Sensing and Communication Based on Optical Phased Array,1,Duplicate,
O_ISAC_092,PAM Waveform Design for Joint Communication and Sensing Based on Visible Light,meta_json_toc,10.1109/JIOT.2024.3373447,legacy_included_list,data/proc_markdowns/O_ISAC_092,data/proc_markdowns/O_ISAC_092/O_ISAC_092.md,data/proc_markdowns/O_ISAC_092/O_ISAC_092/O_ISAC_092_meta.json,yes,yes,yes,no,10.1109/JIOT.2024.3373447,PAM Waveform Design for Joint Communication and Sensing Based on Visible Light,1,Duplicate,
O_ISAC_093,Multi-Modal Integrated Sensing and Communication in Internet of Things With Large Language Models,meta_json_toc,10.1109/MIOT.2025.3575888,legacy_included_list,data/proc_markdowns/O_ISAC_093,data/proc_markdowns/O_ISAC_093/O_ISAC_093.md,data/proc_markdowns/O_ISAC_093/O_ISAC_093/O_ISAC_093_meta.json,yes,yes,yes,no,10.1109/MIOT.2025.3575888,Multi-Modal Integrated Sensing and Communication in Internet of Things With Large Language Models,1,Duplicate,
O_ISAC_094,Perception-Enhanced Multitask Multimodal Semantic Communication for UAV-Assisted Integrated Sensing and Communication System,meta_json_toc,10.1109/ICCWorkshops67674.2025.11162428,legacy_included_list,data/proc_markdowns/O_ISAC_094,data/proc_markdowns/O_ISAC_094/O_ISAC_094/O_ISAC_094.md,data/proc_markdowns/O_ISAC_094/O_ISAC_094/O_ISAC_094_meta.json,yes,yes,yes,no,10.1109/ICCWorkshops67674.2025.11162428,Perception-Enhanced Multitask Multimodal Semantic Communication for UAV-Assisted Integrated Sensing and Communication System,1,Duplicate,
O_ISAC_095,A Spectrum-Efficient MoF Architecture for Joint Sensing and Communication in B5G Based on Polarization Interleaving and Polarization-Insensitive Filtering,meta_json_toc,10.1109/JLT.2022.3181608,legacy_included_list,data/proc_markdowns/O_ISAC_095,data/proc_markdowns/O_ISAC_095/O_ISAC_095/O_ISAC_095.md,data/proc_markdowns/O_ISAC_095/O_ISAC_095/O_ISAC_095_meta.json,yes,yes,yes,no,10.1109/JLT.2022.3181608,A Spectrum-Efficient MoF Architecture for Joint Sensing and Communication in B5G Based on Polarization Interleaving and Polarization-Insensitive Filtering,1,Duplicate,
O_ISAC_096,Nanoantennas and Nanoradars: The Future of Integrated Sensing and Communication at the Nanoscale,meta_json_toc,10.1109/TMBMC.2024.3434545,legacy_included_list,data/proc_markdowns/O_ISAC_096,data/proc_markdowns/O_ISAC_096/O_ISAC_096/O_ISAC_096.md,data/proc_markdowns/O_ISAC_096/O_ISAC_096/O_ISAC_096_meta.json,yes,yes,yes,no,10.1109/TMBMC.2024.3434545,Nanoantennas and Nanoradars: The Future of Integrated Sensing and Communication at the Nanoscale,1,Duplicate,
O_ISAC_097,Microwave Photonic Integrated Sensing and Communication Based on Polarization Multiplexing and Frequency-to-Time Mapping,meta_json_toc,10.1109/JIOT.2025.3542099,legacy_included_list,data/proc_markdowns/O_ISAC_097,data/proc_markdowns/O_ISAC_097/O_ISAC_097/O_ISAC_097.md,data/proc_markdowns/O_ISAC_097/O_ISAC_097/O_ISAC_097_meta.json,yes,yes,yes,no,10.1109/JIOT.2025.3542099,Microwave Photonic Integrated Sensing and Communication Based on Polarization Multiplexing and Frequency-to-Time Mapping,1,Duplicate,
O_ISAC_098,Optical Integrated Sensing and Communication System Based on Combination of OIRS and PD Array for Mobile Scenarios,meta_json_toc,10.1109/TWC.2024.3484569,legacy_included_list,data/proc_markdowns/O_ISAC_098,data/proc_markdowns/O_ISAC_098/O_ISAC_098/O_ISAC_098.md,data/proc_markdowns/O_ISAC_098/O_ISAC_098/O_ISAC_098_meta.json,yes,yes,yes,no,10.1109/TWC.2024.3484569,Optical Integrated Sensing and Communication System Based on Combination of OIRS and PD Array for Mobile Scenarios,1,Duplicate,
O_ISAC_099,Bidirectional Retroreflective Optical ISAC Using Time Division Duplexing and Clipped OFDM,meta_json_toc,10.1109/LPT.2025.3541038,legacy_included_list,data/proc_markdowns/O_ISAC_099,data/proc_markdowns/O_ISAC_099/O_ISAC_099/O_ISAC_099.md,data/proc_markdowns/O_ISAC_099/O_ISAC_099/O_ISAC_099_meta.json,yes,yes,yes,no,10.1109/LPT.2025.3541038,Bidirectional Retroreflective Optical ISAC Using Time Division Duplexing and Clipped OFDM,1,Duplicate,
O_ISAC_100,Optical Wireless Integrated Sensing and Communication Based on EADO-OFDM: A Flexible Resource Allocation Perspectivelg,meta_json_toc,10.1109/TWC.2025.3557061,legacy_included_list,data/proc_markdowns/O_ISAC_100,data/proc_markdowns/O_ISAC_100/O_ISAC_100/O_ISAC_100.md,data/proc_markdowns/O_ISAC_100/O_ISAC_100/O_ISAC_100_meta.json,yes,yes,yes,no,10.1109/TWC.2025.3557061,Optical Wireless Integrated Sensing and Communication Based on EADO-OFDM: A Flexible Resource Allocation Perspective,1,Duplicate,
O_ISAC_101,Intent and Context-Aware Optical Networks,meta_json_toc,10.1109/ICTON67126.2025.11125334,legacy_included_list,data/proc_markdowns/O_ISAC_101,data/proc_markdowns/O_ISAC_101/O_ISAC_101/O_ISAC_101.md,data/proc_markdowns/O_ISAC_101/O_ISAC_101/O_ISAC_101_meta.json,yes,yes,yes,no,10.1109/ICTON67126.2025.11125334,Intent and Context-Aware Optical Networks,1,Duplicate,
O_ISAC_102,Machine Learning-Enhanced Multi-Pump RFA for High-Performance Optical Backbone in Low-Altitude Sensing and Communication,meta_json_toc,10.1109/JIOT.2025.3626345,legacy_included_list,data/proc_markdowns/O_ISAC_102,data/proc_markdowns/O_ISAC_102/O_ISAC_102/O_ISAC_102.md,data/proc_markdowns/O_ISAC_102/O_ISAC_102/O_ISAC_102_meta.json,yes,yes,yes,no,10.1109/JIOT.2025.3626345,Machine Learning-Enhanced Multi-Pump RFA for High-Performance Optical Backbone in Low-Altitude Sensing and Communication,1,Duplicate,
O_ISAC_103,Simultaneous Transmission and Sensing Emulation Using Interconnected Counter-Propagating Recirculating Loops,meta_json_toc,10.1109/ECOC66593.2025.11262977,legacy_included_list,data/proc_markdowns/O_ISAC_103,data/proc_markdowns/O_ISAC_103/O_ISAC_103/O_ISAC_103.md,data/proc_markdowns/O_ISAC_103/O_ISAC_103/O_ISAC_103_meta.json,yes,yes,yes,no,10.1109/ECOC66593.2025.11262977,Simultaneous Transmission and Sensing Emulation Using Interconnected Counter-Propagating Recirculating Loops,0,,
O_ISAC_104,Joint communication and sensing in access networks for anthropic activities monitoring and real-time safety surveillance,meta_json_toc,10.1109/SUM65312.2025.11121744,legacy_included_list,data/proc_markdowns/O_ISAC_104,data/proc_markdowns/O_ISAC_104/O_ISAC_104/O_ISAC_104.md,data/proc_markdowns/O_ISAC_104/O_ISAC_104/O_ISAC_104_meta.json,yes,yes,yes,no,10.1109/SUM65312.2025.11121744,Joint communication and sensing in access networks for anthropic activities monitoring and real-time safety surveillance,1,Duplicate,
O_ISAC_105,Multi-Channel Photonic THz-ISAC System Based on Integrated LFM-QAM Waveform,meta_json_toc,10.1109/JLT.2024.3392282,legacy_included_list,data/proc_markdowns/O_ISAC_105,data/proc_markdowns/O_ISAC_105/O_ISAC_105/O_ISAC_105.md,data/proc_markdowns/O_ISAC_105/O_ISAC_105/O_ISAC_105_meta.json,yes,yes,yes,no,10.1109/JLT.2024.3392282,Multi-Channel Photonic THz-ISAC System Based on Integrated LFM-QAM Waveform,1,Duplicate,
O_ISAC_106,Retroreflective Optical ISAC Using OFDM and Corner Cube Reflector,meta_json_toc,10.1109/TENCON61640.2024.10902867,legacy_included_list,data/proc_markdowns/O_ISAC_106,data/proc_markdowns/O_ISAC_106/O_ISAC_106/O_ISAC_106.md,data/proc_markdowns/O_ISAC_106/O_ISAC_106/O_ISAC_106_meta.json,yes,yes,yes,no,10.1109/TENCON61640.2024.10902867,Retroreflective Optical ISAC Using OFDM and Corner Cube Reflector,0,,
O_ISAC_107,Experimental Demonstration of Integrated Optical Wireless Sensing and Communication,meta_json_toc,10.1109/JLT.2024.3415417,legacy_included_list,data/proc_markdowns/O_ISAC_107,data/proc_markdowns/O_ISAC_107/O_ISAC_107/O_ISAC_107.md,data/proc_markdowns/O_ISAC_107/O_ISAC_107/O_ISAC_107_meta.json,yes,yes,yes,no,10.1109/JLT.2024.3415417,Experimental Demonstration of Integrated Optical Wireless Sensing and Communication,1,Duplicate,
O_ISAC_108,Optical Integrated Sensing and Communication with Light-Emitting Diode,meta_json_toc,10.1109/ICCWorkshops59551.2024.10615407,legacy_included_list,data/proc_markdowns/O_ISAC_108,data/proc_markdowns/O_ISAC_108/O_ISAC_108/O_ISAC_108.md,data/proc_markdowns/O_ISAC_108/O_ISAC_108/O_ISAC_108_meta.json,yes,yes,yes,no,10.1109/ICCWorkshops59551.2024.10615407,Optical Integrated Sensing and Communication with Light-Emitting Diode,1,Duplicate,
O_ISAC_109,LiDAR aided Simulation Pipeline for Wireless Communication in Vehicular Traffic Scenarios,meta_json_toc,10.1109/PIMRC56721.2023.10294057,legacy_included_list,data/proc_markdowns/O_ISAC_109,data/proc_markdowns/O_ISAC_109/O_ISAC_109/O_ISAC_109.md,data/proc_markdowns/O_ISAC_109/O_ISAC_109/O_ISAC_109_meta.json,yes,yes,yes,no,10.1109/PIMRC56721.2023.10294057,LiDAR aided Simulation Pipeline for Wireless Communication in Vehicular Traffic Scenarios,1,Duplicate,
O_ISAC_110,Poster Abstract: Joint Optical Wireless Communication and Sensing using Neuromorphic Cameras,meta_json_toc,10.1109/IPSN61024.2024.00053,legacy_included_list,data/proc_markdowns/O_ISAC_110,data/proc_markdowns/O_ISAC_110/O_ISAC_110/O_ISAC_110.md,data/proc_markdowns/O_ISAC_110/O_ISAC_110/O_ISAC_110_meta.json,yes,yes,yes,no,10.1109/IPSN61024.2024.00053,Poster Abstract: Joint Optical Wireless Communication and Sensing using Neuromorphic Cameras,1,Duplicate,
O_ISAC_111,A Sub-THz ISAC System with Simultaneous Real-Time 125.516-Gbps Communication Rate and Offline 10-mm Sensing Resolution Enabled by Photonics,meta_json_toc,10.1364/OL.444252,markdown_extract,data/proc_markdowns/O_ISAC_111,data/proc_markdowns/O_ISAC_111/O_ISAC_111/O_ISAC_111.md,data/proc_markdowns/O_ISAC_111/O_ISAC_111/O_ISAC_111_meta.json,yes,yes,yes,no,,A Sub-THz ISAC System with Simultaneous Real-Time 125.516-Gbps Communication Rate and Offline 10-mm Sensing Resolution Enabled by Photonics,0,,
