record_group_id,title,doi,year,legacy_decision_set,legacy_rows,scopus_batch_decision,scopus_batch_row,linked_track_id,ai_scopus_decision,ai_scopus_confidence,reconstructed_stage_class,reconstructed_title_abstract_decision,reconstruction_basis,evidence_scope,notes
TA_RECON_107,DoA Estimation of Nonuniform Noise Sources via Off-Grid SBL in a Noncooperative Mode Using a Single RF Link,10.1109/TMTT.2024.3464694,2025,Excluded,78,Unscreened,47,O_ISAC_207,Excluded,1.0,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_108,DOPAMINE: Doppler frequency and Angle of arrival MINimization of tracking Error for extended reality,10.1145/3565474.3569072,2022,Excluded,378,Unscreened,347,O_ISAC_376,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_109,Double-effect DNN-based DBP Scheme for Integrated Sensing and Communications (ISAC),,2022,Duplicate,394;395;412,Duplicate,381,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_110,Dual-chirp-based photonic THz-ISAC system with adaptive frequency synchronization,10.1364/OL.530911,2024,Excluded,233,Unscreened,202,O_ISAC_290,Included,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_111,Dual-Function Radar-Communications: Information Embedding Using Sidelobe Control and Waveform Diversity,10.1109/TSP.2015.2505667,2016,Excluded,411,Excluded,380,,,,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_112,Dual-function Radar-communication System: Joint Design Method of Transmit Waveform and Receive Weight,10.1117/12.3061651,2025,Excluded,207,Unscreened,176,O_ISAC_277,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_113,Dual function sensing and multiservice communications radio over fiber network using second harmonic suppression,10.1364/ofc.2009.owf5,2009,Excluded,417,Excluded,386,,,,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_114,Electromagnetic-Informed Generative Models for Passive RF Sensing and Perception of Body Motions,10.1109/OJAP.2024.3407199,2024,Excluded,26,,,,,,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_115,Endogenous integration of communication and interference fading free sensing using telecom pilots via joint polarization-fraction domain multiplexing,10.1364/OE.563557,2025,Included,58,Unscreened,27,O_ISAC_188,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_116,End-to-End Constellation Mapping and Demapping for Integrated Sensing and Communications,10.3390/electronics14204070,2025,Excluded,50,Unscreened,19,O_ISAC_181,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_117,Enhanced Room Coverage With Photon-Level NLOS Ultraviolet Optical Wireless Communication,10.1109/LPT.2025.3559423,2025,Duplicate,210,Duplicate,179,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_118,Enhancing Doppler Resilience for Integrated Sensing and Communication Systems through Low Ambiguity Zone Complementary Sequences,10.1109/ICCT62411.2024.10946432,2024,Excluded,321,Unscreened,290,O_ISAC_339,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_119,Experimental Assessment of Tandem-Hopped Radar and Communications (THoRaCs),10.1109/RADAR41533.2019.171280,2019,Excluded,405,Excluded,374,,,,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_120,Experimental Demonstration of Integrated Optical Wireless Sensing and Communication,10.1109/JLT.2024.3415417,2024,Duplicate,302,Duplicate,271,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_121,Exploitation of FMF capabilities for joint communications and sensing,10.1109/ICTON67126.2025.11125376,2025,Included,142,Unscreened,111,O_ISAC_248,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_122,Exploiting IRS for Location Sensing and Signal Demodulation in mmWave MIMO Systems,10.1109/WCSP58612.2023.10405322,2023,Excluded,352,Unscreened,321,O_ISAC_358,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_123,Exploring Photonic THz-ISAC Systems with Integrated Waveforms,10.1109/JLT.2025.3615209,2025,Duplicate,127,Duplicate,96,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_124,Fading suppression and noise reduction of a DAS system integrated multi-core fiber,10.1364/OE.528514,2024,Excluded,237,Unscreened,206,O_ISAC_294,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_125,First demonstration of integrated 3-D multi-modal sensing and PS-4096QAM-OFDM communication via mmWave Ka-band fiber-wireless radio access network,10.1117/12.3073161,2025,Excluded,195,Unscreened,164,O_ISAC_273,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_126,Flexible Vibration Sensing Using Kalman Smoother Integrated in ECL-Based Communication Systems,10.1109/LPT.2025.3577173,2025,Duplicate,196,Duplicate,165,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_127,Flexible Waveform Design for RO-ISAC Based on OFDM-Embedded Maximum Length Sequence,10.1109/LWC.2025.3593253,2025,Duplicate,169,Duplicate,138,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_128,"Free Space Optical Communication for Inter-Satellite Link: Architecture, Potentials and Trends",10.1109/MCOM.002.2300024,2024,Duplicate,249,Duplicate,218,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_129,Free-Space Optical Integrated Sensing and Communication Based on DCO-OFDM: Performance Metrics and Resource Allocation,10.1109/JIOT.2024.3469279,2025,Duplicate,30;92,Duplicate,61,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_130,Free Space Optical Integrated Sensing and Communication Based on LFM and CPM,10.1109/LCOMM.2023.3332658,2024,Duplicate,314,Duplicate,283,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_131,Frequency-comb-steered ultrawideband quasi-true-time-delay beamformer for integrated sensing and communication,10.1038/s41467-025-62854-z,2025,Included,39,Unscreened,8,O_ISAC_171,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_132,Frequency Hopping Joint Radar-Communications with Hybrid Sub-Pulse Frequency and Duration Modulation,10.1109/LWC.2022.3200676,2022,Excluded,381,Unscreened,350,O_ISAC_378,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_133,Full-duplex Integrated Sensing and Communication System Based on Microwave Photonics,10.1109/ACP/IPOC63121.2024.10809573,2024,Duplicate,266,Duplicate,235,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_134,Full-Duplex RO-ISAC System: Wavelength Division Duplexing and Hybrid Waveform Design,10.1109/LPT.2025.3570997,2025,Duplicate,201,Duplicate,170,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_135,GaN System-on-Chip: Pushing the Limits of Integration and Functionality,10.1109/JMW.2024.3429615,2024,Excluded,279,Unscreened,248,O_ISAC_318,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_136,Generalized Signal Phase Inversion-Based NOMA Technique for 6G Integrated Sensing and Communication Systems,10.1109/TVT.2025.3620418,2025,Excluded,120,Unscreened,89,O_ISAC_233,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_137,Generation of Orthogonal THz Pulses for Wireless Communications Based on Diffractive Autoencoder Neural Networks,10.1109/TMLCN.2025.3630589,2025,Excluded,28,,,,,,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_138,Generative AI Empowered LiDAR Point Cloud Generation with Multimodal Transformer,10.1109/GLOBECOM52923.2024.10901692,2024,Excluded,323,Unscreened,292,O_ISAC_341,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_139,GLOBECOM 2023 - 2023 IEEE Global Communications Conference,,2023,Duplicate,351,Duplicate,320,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_140,Hardware-Efficient Integration of Communication and Vibration Sensing in DSCM System Using Commercial 100 kHz ECL,10.1117/12.3032283,2024,Excluded,275,Unscreened,244,O_ISAC_315,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_141,High dynamic-range dimming control for CFMO-OFDM-based VLC systems utilizing a grouped direct current scheme,10.1364/OL.543529,2025,Excluded,89,Unscreened,58,O_ISAC_213,Included,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_142,High-Speed Flexible Near-Infrared Organic Photodetectors for Self-Powered Optical Integrated Sensing and Communications,10.1002/adfm.202412813,2025,Included,74,Unscreened,43,O_ISAC_203,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_143,Hybrid MRR-Assisted Long-Range SDMA for RO-ISAC Systems in Industry IoT Applications,10.1109/JLT.2025.3642277,2025,Included,97,Unscreened,66,O_ISAC_218,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_144,ICC 2022 - IEEE International Conference on Communications,,2022,Duplicate,392,Duplicate,361,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_145,"In-Band Full-Duplex for Integrated Sensing and Communication: A Review and Perspective on Advances in Electromagnetics, Antennas, and Propagation",10.1109/JSTEAP.2025.3603789,2025,Excluded,18,,,,,,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_146,In-Band Full-Duplex Front-End GaN MMIC for Phased Arrays,10.1109/ARRAY58370.2024.10880349,2024,Excluded,254,Unscreened,223,O_ISAC_305,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_147,Indoor ISAC Demonstrator with Aperture Coupled Antennas (ACA) at Wi-Fi Band for 6G Applications,10.1109/EuCNC/6GSummit63408.2025.11036857,2025,Excluded,183,Unscreened,152,O_ISAC_269,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_148,Information-Theoretic Limits of Bistatic Integrated Sensing and Communication,10.1109/TIT.2025.3621465,2025,Excluded,122,Unscreened,91,O_ISAC_235,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_149,Integrated Communication and Enhanced Forward Phase-Based Sensing Based on Frequency-Domain Pilot Tones in DSCM Systems Using 100 kHz ECLs,10.1109/JLT.2024.3510371,2025,Duplicate,221,Duplicate,190,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_150,Integrated Communication and In-band Spectrum Polarization-Based Sensing via Fraction-Division Non-Orthogonal Multiple Access,10.1109/JLT.2025.3625373,2025,Duplicate,116,Duplicate,85,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_151,Integrated Communication and Radar Detection Based-on Single Modulator at W-Band,10.1109/ICICSP62589.2024.10809149,2024,Excluded,318,Unscreened,287,O_ISAC_337,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_152,Integrated Communication and Sensing mmWave 5G-NR Research Platform utilizing the Open-Source OAI Stack with Camera-Assisted Beam Management,10.1109/JCS64661.2025.10880630,2025,Excluded,80,Unscreened,49,O_ISAC_208,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_153,Integrated Design of OFDM-LFM Lidar Communication in IoV Environment,10.1109/ICICN62625.2024.10761294,2024,Duplicate,268,Duplicate,237,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_154,Integrated Distributed Sensing and Quantum Communication Networks,10.34133/research.0416,2024,Included,291,Unscreened,260,O_ISAC_324,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_155,Integrated high precision time-of-flight depth sensing and optical communication based on Hamiltonian coding,10.1016/j.optcom.2023.129484,2023,Included,338,Unscreened,307,O_ISAC_351,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_156,Integrated Localization and Communication for IRS-Assisted Multi-User mmWave MIMO Systems,10.1109/TCOMM.2024.3379399,2024,Excluded,308,Unscreened,277,O_ISAC_332,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_157,Integrated Nitride optoelectronic chip for motion detection and visible light communication; è¿åŠ¨æ¢æµ‹åŠå¯è§å…‰é€šä¿¡ä¸€ä½“åŒ–æ°®åŒ–ç‰©å…‰ç”µå­èŠ¯ç‰‡,10.37188/CO.2023-0028,2023,Unscreened,337,Unscreened,306,O_ISAC_350,Included,0.9,screened_record,Included,legacy_unscreened_plus_ai_scopus,partial_dec28_update_workflow_only,
TA_RECON_158,Integrated optical covert sensing and communication,10.3788/COL202523.020602,2025,Included,73,Unscreened,42,O_ISAC_202,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_159,Integrated Positioning and Communication Relying on Wireless Optical OFDM,10.1109/JSAC.2025.3543532,2025,Duplicate,85,Duplicate,54,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_160,Integrated Sensing and Communication Chip Based on III-Nitride for Motion Detection,10.1021/acsomega.3c00521,2023,Included,345,Unscreened,314,O_ISAC_354,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_161,Integrated Sensing and Communication for UAV Trajectory Optimization in Mixed FSO-RF Networks in Dynamic Weather Conditions,10.1109/WCNC61545.2025.10978163,2025,Duplicate,199,Duplicate,168,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_162,Integrated Sensing and Communication in 6G: The Deterministic Channel Models for THz Imaging,10.1109/PIMRC50174.2021.9569384,2021,Duplicate,398,Duplicate,367,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_163,Integrated sensing and communication in an optical fibre,10.1038/s41377-022-01067-1,2023,Included,333,Unscreened,302,O_ISAC_348,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_164,Integrated Sensing and Communication in the Visible Spectral Range: A Novel Closed Loop Controller,10.1109/CoBCom55489.2022.9880677,2022,Duplicate,390,Duplicate,359,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_165,"Integrated Sensing and Communication (ISAC) Transceiver: Hardware Architectures, Enabling Technologies, and Emerging Trends",10.1109/JSTEAP.2025.3610564,2025,Included,3,,,,,,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_166,Integrated Sensing and Communications for Metropolitan Environments,10.1364/OFC.2025.Tu3C.3,2025,Duplicate,172;188,Duplicate,157,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_167,Integrated Sensing and Communications using External Cavity Laser with Laser Frequency Comb,10.1364/OFC.2025.Tu2K.4,2025,Excluded,178;187,Duplicate,156,O_ISAC_266,Included,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_168,Integrated Sensing and Communications With Joint Beam-Squint and Beam-Split for mmWave/THz Massive MIMO,10.1109/TCOMM.2023.3252584,2023,Excluded,343,Unscreened,312,O_ISAC_352,Excluded,1.0,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_169,Integrated sensing and communication system based on a photonic integrated broadband multi-beamformer,10.1364/OE.555053,2025,Included,66,Unscreened,35,O_ISAC_195,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_170,Integrated sensing and communication with LFM-ASK waveform generation by P1 laser dynamics,10.1117/12.3075849,2025,Excluded,156,Unscreened,125,O_ISAC_254,Included,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_171,"Integrated sensing, lighting and communication based on visible light communication: A review",10.1016/j.dsp.2023.104340,2024,Included,251,Unscreened,220,O_ISAC_303,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_172,Integrated Simultaneous Transmit and Receive Antenna Systems for ISAC Applications,10.46620/URSIAPRASC25/BUUG9643,2025,Excluded,117,Unscreened,86,O_ISAC_230,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_173,Integrated Super-Resolution Sensing and Communication with 5G NR Waveform: Signal Processing with Uneven CPs and Experiments,10.23919/WiOpt58741.2023.10349843,2023,Excluded,356,Unscreened,325,O_ISAC_361,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_174,Integrated Terahertz FMCW Radar and FSK Communication Enabled by High-Speed Wavelength Tunable Lasers,10.3390/photonics12100977,2025,Excluded,49,Unscreened,18,O_ISAC_180,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_175,Integrated Two-way Radar Backscatter Communication and Sensing with Low-power IoT Tags,10.1145/3651890.3672226,2024,Excluded,235,Unscreened,204,O_ISAC_292,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_176,Integrated ultra-large dynamic vibration sensing with fronthaul analog radio-over-fiber transmission,10.1364/PRJ.553098,2025,Included,59,Unscreened,28,O_ISAC_189,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_177,Integrated Vibration Sensing in DSCM Systems Under ECLs Based on ANN and Digital Twin,10.1109/ICOCN67308.2025.11145413,2025,Duplicate,137,Duplicate,106,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_178,Integrating Passive Bistatic Sensing into mmWave B5G/6G Networks: Design and Experiment Measurement,10.1109/ICC45041.2023.10279065,2023,Excluded,360,Unscreened,329,O_ISAC_365,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_179,Integrating Secure Communications Into Frequency Hopping MIMO Radar With Improved Data Rate,10.1109/TWC.2021.3140022,2022,Excluded,386,Unscreened,355,O_ISAC_382,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_180,Integration of endogenous sensing and communication based on photonics-enabled cellular base station networks with a spectrum fusion algorithm,10.1364/OE.533917,2024,Included,223,Unscreened,192,O_ISAC_280,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_181,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing,10.1109/JLT.2023.3280388,2023,Duplicate,331,Duplicate,300,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_182,Intelligent Waveform Design and Channel Modeling Using Group Theoretic Weyl-Heisenberg Frames,10.1109/LATINCOM62985.2024.10770683,2024,Excluded,260,Unscreened,229,O_ISAC_309,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_183,Intent and Context-Aware Optical Networks,10.1109/ICTON67126.2025.11125334,2025,Duplicate,143,Duplicate,112,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_184,Inverse Design of Incoherent Raman Pump Sources for U-Band WDM Transmission Over 125 km G.652.D Fiber,10.1109/JPHOT.2024.3453870,2024,Excluded,4,,,,,,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_185,IRS-Assisted Integrated Localization and Communication for Multiuser mmWave Massive MIMO Systems,10.1109/WCNC57260.2024.10571190,2024,Excluded,299,Unscreened,268,O_ISAC_328,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_186,IR-UWB polar transceiver for joint communication and sensing system in millimeter wave band,10.23919/EuRAD61604.2024.10734931,2024,Excluded,270,Unscreened,239,O_ISAC_312,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_187,ISAC in Scalable Cell-Free Massive MIMO Networks With Hardware Impairments,10.1109/OJCOMS.2025.3621773,2025,Excluded,119,Unscreened,88,O_ISAC_232,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_188,ISAC-NET: Model-Driven Deep Learning for Integrated Passive Sensing and Communication,10.1109/TCOMM.2024.3375818,2024,Excluded,309,Unscreened,278,O_ISAC_333,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_189,Joint break-point localization sensing based on OFDR and non-disruptive communication fiber ISAC system,10.1016/j.optlastec.2025.113726,2025,Included,40,Unscreened,9,O_ISAC_172,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_190,Joint Communication and Eavesdropper Detection on the Lossy Bosonic Channel,10.1109/GLOBECOM52923.2024.10901161,2024,Excluded,327,Unscreened,296,O_ISAC_344,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_191,Joint communication and sensing in access networks for anthropic activities monitoring and real-time safety surveillance,10.1109/SUM65312.2025.11121744,2025,Duplicate,148,Duplicate,117,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_192,Joint Communication and Sensing Prospects: Potential Through Visible Light,10.1109/CoBCom62281.2024.10631227,2024,Duplicate,288,Duplicate,257,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_193,Joint Lambertian Model Calibration and Positioning of Photodiode Devices towards Integrated Optical Wireless Communication and Sensing,10.1109/ICCC62479.2024.10681813,2024,Duplicate,280,Duplicate,249,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_194,Joint Location Sensing and Demodulation for IRS-Assisted ISAC mmWave MIMO Systems,10.1109/TCOMM.2023.3345007,2024,Excluded,248,Unscreened,217,O_ISAC_302,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_195,Joint Optimization of Slot Selection and Power Allocation in Integrated Visible Light Communication and Sensing Systems,10.1109/JIOT.2023.3303137,2023,Duplicate,329,Duplicate,298,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_196,Joint Sensing and Communication for Situational Awareness in Wireless THz Systems,10.1109/ICC45855.2022.9838764,2022,Excluded,393,Unscreened,362,O_ISAC_383,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_197,Joint sensing and communication on fiber system with integrated waveform designing,10.1117/12.3056081,2025,Excluded,222,Unscreened,191,O_ISAC_279,Included,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_198,"Joint Sensing, Communication, and AI: A Trifecta for Resilient THz User Experiences",10.1109/TWC.2024.3382192,2024,Excluded,307,Unscreened,276,O_ISAC_331,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_199,Joint Visible Light Sensing and Communication Using m-CAP Modulation,10.1109/TBC.2022.3201649,2023,Duplicate,347,Duplicate,316,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_200,Learned Digital Back-Propagation for an optical-domain waveform integrated with communication and sensing,10.1145/3638782.3638830,2023,Excluded,330,Unscreened,299,O_ISAC_346,Included,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_201,Learning Human-Blockage Direction Prediction from Indoor mmWave Radio Measurements,10.1109/ICCWorkshops57953.2023.10283569,2023,Excluded,363,Unscreened,332,O_ISAC_367,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_202,LFM-PSK-based integrated sensing and communication system in the THz band,10.1109/OECC56963.2023.10209671,2023,Excluded,368,Unscreened,337,O_ISAC_370,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_203,LiDAR aided Simulation Pipeline for Wireless Communication in Vehicular Traffic Scenarios,10.1109/PIMRC56721.2023.10294057,2023,Duplicate,361,Duplicate,330,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_204,LiDAR-Enabled Spatial Awareness for Beamforming in IRS-Assisted Wireless Communication System,10.1109/ANTS63515.2024.10898544,2024,Excluded,328,Unscreened,297,O_ISAC_345,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_205,"Long-Distance, Real-Time LED Display-Camera Communication System Based on LED Point Clustering and Lightweight Image Processing",10.3390/photonics9100721,2022,Included,385,Unscreened,354,O_ISAC_381,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_206,Low Complexity Super-Resolution OTFS-Assisted ISAC Framework for THz Communication,10.1109/TVT.2025.3590418,2025,Excluded,170,Unscreened,139,O_ISAC_262,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_207,Low Complexity Waveform PAPR Reduction in Uplink ISAC System,10.1109/LWC.2025.3635921,2025,Excluded,102,Unscreened,71,O_ISAC_221,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_208,Low-PAPR OFDM-ISAC Waveform Design Based on Frequency-Domain Phase Differences,10.1109/JIOT.2025.3599171,2025,Included,162,Unscreened,131,O_ISAC_259,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_209,Low-Profile Broadband 1-Bit Randomly Encoded Folded Reflectarray Co-Aperture Transceiver for Frequency-Diverse Microwave Imaging,10.1109/LAWP.2024.3436914,2024,Duplicate,295,Duplicate,264,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_210,Machine Learning-Enhanced Multi-Pump RFA for High-Performance Optical Backbone in Low-Altitude Sensing and Communication,10.1109/JIOT.2025.3626345,2025,Duplicate,114,Duplicate,83,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_211,Machine learning opportunities for integrated polarization sensing and communication in optical fibers,10.1016/j.yofte.2024.104047,2025,Included,71,Unscreened,40,O_ISAC_200,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_212,MCMC-Based Sparse Bayesian Learning for Super-Resolution Receiver in ISAC Systems,10.1109/ICMLCN64995.2025.11140099,2025,Included,138,Unscreened,107,O_ISAC_245,Included,0.8,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
