record_id,title,year,doi,row_origin,phase2_source,title_decision,title_reason_exclude,fulltext_decision,fulltext_reason_exclude,is_final_included,present_in_retrieved_docs,legacy_group_size,legacy_decision_summary,reviewer_initials,date_decided,evidence_status,notes
O_ISAC_093,Multi-Modal Integrated Sensing and Communication in Internet of Things With Large Language Models,2025,10.1109/MIOT.2025.3575888,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_094,Perception-Enhanced Multitask Multimodal Semantic Communication for UAV-Assisted Integrated Sensing and Communication System,2025,10.1109/ICCWorkshops67674.2025.11162428,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_095,A Spectrum-Efficient MoF Architecture for Joint Sensing and Communication in B5G Based on Polarization Interleaving and Polarization-Insensitive Filtering,2022,10.1109/JLT.2022.3181608,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_096,Nanoantennas and Nanoradars: The Future of Integrated Sensing and Communication at the Nanoscale,2024,10.1109/TMBMC.2024.3434545,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_097,Microwave Photonic Integrated Sensing and Communication Based on Polarization Multiplexing and Frequency-to-Time Mapping,2025,10.1109/JIOT.2025.3542099,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_098,Optical Integrated Sensing and Communication System Based on Combination of OIRS and PD Array for Mobile Scenarios,2024,10.1109/TWC.2024.3484569,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_099,Bidirectional Retroreflective Optical ISAC Using Time Division Duplexing and Clipped OFDM,2025,10.1109/LPT.2025.3541038,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_100,Optical Wireless Integrated Sensing and Communication Based on EADO-OFDM: A Flexible Resource Allocation Perspectivelg,2025,10.1109/TWC.2025.3557061,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_101,Intent and Context-Aware Optical Networks,2025,10.1109/ICTON67126.2025.11125334,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_102,Machine Learning-Enhanced Multi-Pump RFA for High-Performance Optical Backbone in Low-Altitude Sensing and Communication,2025,10.1109/JIOT.2025.3626345,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_103,Simultaneous Transmission and Sensing Emulation Using Interconnected Counter-Propagating Recirculating Loops,2025,10.1109/ECOC66593.2025.11262977,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,0,,,,canonical_reconstructed_assessed,phase2_only_no_legacy_screening_match
O_ISAC_104,Joint communication and sensing in access networks for anthropic activities monitoring and real-time safety surveillance,2025,10.1109/SUM65312.2025.11121744,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_105,Multi-Channel Photonic THz-ISAC System Based on Integrated LFM-QAM Waveform,2024,10.1109/JLT.2024.3392282,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_106,Retroreflective Optical ISAC Using OFDM and Corner Cube Reflector,2024,10.1109/TENCON61640.2024.10902867,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,0,,,,canonical_reconstructed_assessed,phase2_only_no_legacy_screening_match
O_ISAC_107,Experimental Demonstration of Integrated Optical Wireless Sensing and Communication,2024,10.1109/JLT.2024.3415417,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_108,Optical Integrated Sensing and Communication with Light-Emitting Diode,2024,10.1109/ICCWorkshops59551.2024.10615407,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_109,LiDAR aided Simulation Pipeline for Wireless Communication in Vehicular Traffic Scenarios,2023,10.1109/PIMRC56721.2023.10294057,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_110,Poster Abstract: Joint Optical Wireless Communication and Sensing using Neuromorphic Cameras,2024,10.1109/IPSN61024.2024.00053,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_111,A Sub-THz ISAC System with Simultaneous Real-Time 125.516-Gbps Communication Rate and Offline 10-mm Sensing Resolution Enabled by Photonics,2024,,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,0,,,,canonical_reconstructed_assessed,phase2_only_no_legacy_screening_match
O_ISAC_112,Optical IRS-Aided Indoor Visible Light Fingerprint Localization,2025,10.1109/TGCN.2025.3589348,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_113,Advanced Integration of Sensing and Communication With High DSP Compatibility for SMART Network,2025,10.1109/LPT.2025.3593343,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,2,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_114,"Revolutionizing 6G: Experimental Validation of an Optical Integrated Communication, Sensing, and Power Transfer System",2025,10.1109/JSAC.2025.3608091,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,0,,,,canonical_reconstructed_assessed,phase2_only_no_legacy_screening_match
O_ISAC_115,Integrated Sensing and Communication in 6G: the Deterministic Channel Models for THz Imaging,2021,10.1109/PIMRC50174.2021.9569384,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_116,Enhanced Room Coverage With Photon-Level NLOS Ultraviolet Optical Wireless Communication,2025,10.1109/LPT.2025.3559423,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_117,Integrated Design of OFDM-LFM Lidar Communication in IoV Environment,2024,10.1109/ICICN62625.2024.10761294,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_118,On the Feasibility of Cyclist Detection Using MIMO-Radar for Long-Range ISAC Scenarios,2025,10.23919/ICMU65253.2025.11219159,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_119,Integration of Sensing and Communication in a W-Band Fiber-Wireless Link Enabled by Electromagnetic Polarization Multiplexing,2023,10.1109/JLT.2023.3280388,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_120,A Reconfigurable Phase-Time Array Transmitter Achieving Keyless Secured Transmission and Multi-Receiver Localization for Low-Latency Joint Communication and Sensing,2023,10.1109/JSSC.2023.3237462,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_121,All-optical Computing for Direction-of-arrival Estimation Beyond Diffraction Limits,2025,,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,0,,,,canonical_reconstructed_assessed,phase2_only_no_legacy_screening_match
O_ISAC_122,All-optical computing for super-resolution direction of arrival estimation,2024,10.1109/ACP/IPOC63121.2024.10809945,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_123,Optical Integrated Sensing and Communication for Cooperative Mobile Robotics: Design and Experiments,2023,10.23919/WiOpt58741.2023.10349823,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_124,Antenna-on-Display with EH<sub>1</sub>-mode Wide Spatial Beam Scanning for User-Centric Sensing and Vehicle-to-Everything Communication,2025,10.1109/TVT.2025.3613718,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,0,,,,canonical_reconstructed_assessed,phase2_only_no_legacy_screening_match
O_ISAC_125,Low-Profile Broadband 1-Bit Randomly Encoded Folded Reflectarray Co-Aperture Transceiver for Frequency-Diverse Microwave Imaging,2024,10.1109/LAWP.2024.3436914,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_126,A General 6G Large-scale Fading Channel Model for Multiple Frequency Bands and Scenarios,2025,10.1109/ICCC65529.2025.11148844,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_127,RESEARCH ARTICLE,2025,10.1109/ACCESS.2025.3602057,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_128,Dual comb enabled simultaneously multi-path sensing and communication over fiber access network,2024,,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,0,,,,canonical_reconstructed_assessed,phase2_only_no_legacy_screening_match
O_ISAC_129,VehicleTalk: Lightweight V2V Network Enabled by Optical Wireless Communication and Sensing,2024,10.1109/VTC2024-Spring62846.2024.10683127,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_130,Microalgae Density Measurement Using Quantum-Dot-Integrated Sensing and Communication System,2025,10.1109/TIM.2025.3595231,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_131,Joint Lambertian Model Calibration and Positioning of Photodiode Devices towards Integrated Optical Wireless Communication and Sensing,2024,10.1109/ICCC62479.2024.10681813,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_132,Broadband Photon-Assisted Terahertz Communication and Sensing,2023,10.1109/JLT.2023.3252821,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_133,Passive Sensing Technique Using Cyclic Prefix in Power-Constrained Optical Wireless Communication Systems,2025,10.1109/TVT.2025.3640107,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_134,Radar-LiDAR Fusion-Aided RF Beams Prediction for Vehicular Communications,2025,10.1109/OJCOMS.2025.3577193,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_135,Multisatellite Multisensor Observations of a Sub-Plinian Volcanic Eruption: The 2015 Calbuco Explosive Event in Chile,2018,10.1109/TGRS.2017.2769003,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,0,,,,canonical_reconstructed_assessed,phase2_only_no_legacy_screening_match
O_ISAC_136,New Paradigm for Integrated Sensing and Communication with Rydberg Atomic Receiver,2025,10.1109/MCOM.001.2500371,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_137,CONTINUOUS EVENT RECORDING TECHNOLOGY FOR INTEGRATED SENSING AND COMMUNICATIONS IN SPACE,2024,10.1109/IGARSS53475.2024.10642111,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_138,MPFusionNet: Transformer-Based Multi-Modal Perception Fusion for Predictive Beamforming in Low-Altitude UAV Communication Networks,2025,10.1109/JIOT.2025.3623880,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,0,,,,canonical_reconstructed_assessed,phase2_only_no_legacy_screening_match
O_ISAC_139,Sensing Assisted Localization Services,2025,10.23919/WiOpt66569.2025.11123308,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_140,RF2LiDAR: Enabling Digital Twin Using MIMO RF Signals,2024,10.1109/VTC2024-Spring62846.2024.10683334,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,0,,,,canonical_reconstructed_assessed,phase2_only_no_legacy_screening_match
O_ISAC_141,Electromagnetic Field Exposure-Aware AI Framework for Integrated Sensing and Communications-Enabled Ambient Backscatter Wireless Networks,2024,10.1109/JIOT.2024.3394041,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,0,,,,canonical_reconstructed_assessed,phase2_only_no_legacy_screening_match
O_ISAC_142,Intelligent Surfaces Empowered Wireless Network: Recent Advances and the Road to 6G,2024,10.1109/JPROC.2024.3397910,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,0,,,,canonical_reconstructed_assessed,phase2_only_no_legacy_screening_match
O_ISAC_143,Demo: Integrated On-site Localization and Optical Camera Communication for Drones,2023,10.1109/WoWMoM57956.2023.00055,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_144,"Multichannel Wind-Signal Driven Digital Twin for a 50 m2 Heliostat: Compressed Sampling, Load Estimation and Edge–Cloud Hybrid Computing",2025,10.1109/ICSPCC66825.2025.11194376,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_145,Secrecy Energy Efficiency of Hybrid Wireless Body Area Networks,2025,10.1109/TMC.2025.3618098,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_146,OPPIS DEVELOPMENT All? TRIUMF,1997,10.1109/PAC.1997.752764,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,0,,,,canonical_reconstructed_assessed,phase2_only_no_legacy_screening_match
O_ISAC_147,Remote Sensing of Waved Sea Surface: Combined Passive and Active Microwave Measurements During the CAPMOS'05 Experiment,2007,10.1109/IGARSS.2007.4422954,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,0,,,,canonical_reconstructed_assessed,phase2_only_no_legacy_screening_match
O_ISAC_148,DOCUMENTATION OF FLOODS AND FIRES IN MIDDLE EAST CULTURAL HERITAGE SITES THROUGH MULTI-SENSOR SATELLITE DATA AND EARTH OBSERVATION PLATFORMS,2022,10.1109/M2GARSS52314.2022.9839932,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,0,,,,canonical_reconstructed_assessed,phase2_only_no_legacy_screening_match
O_ISAC_149,MOBILE FLIGHT TEST SUPPORT,1994,10.1109/DASC.1994.369416,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,0,,,,canonical_reconstructed_assessed,phase2_only_no_legacy_screening_match
O_ISAC_150,"6G Wireless Communication Systems: Applications, Requirements, Technologies, Challenges, and Research Directions",2020,10.1109/OJCOMS.2020.3010270,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,2,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_151,BigFiberNet: LLMs and Fabric Computing Empowered Large-Scale Non-Disturbance Mobile Sensing Networks,2025,10.1109/MNET.2024.3519187,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,0,,,,canonical_reconstructed_assessed,phase2_only_no_legacy_screening_match
O_ISAC_152,"Photonics-assisted System for Joint Radar Ranging, Wireless Communications and Spectrum Sensing",2025,10.1109/JLT.2025.3632104,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_153,Robust Characterization of Terahertz Metasurface Sensor With Ultrahigh Frequency Selectivity and Polarization Sensitivity,2024,10.1109/JSEN.2024.3470995,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_154,SPACEBORNE MICROWAVE AND INFRARED RADIOMETRIC OBSERVATIONS DURING THE SUBPLINIAN ERUPTION OF CALBUCO VOLCANO IN 2015,2016,10.1109/IGARSS.2016.7730503,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,0,,,,canonical_reconstructed_assessed,phase2_only_no_legacy_screening_match
O_ISAC_155,Demo: Towards 6G-Enabled Multi-Robot Process Orchestration in Complex Logistics Environments,2025,10.1109/LCN65610.2025.11146333,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,0,,,,canonical_reconstructed_assessed,phase2_only_no_legacy_screening_match
O_ISAC_156,"Physical Layer Security for Authentication, Confidentiality, and Malicious Node Detection: A Paradigm Shift in Securing IoT Networks",2024,10.1109/COMST.2023.3327327,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_157,SDOA-Net: An Efficient Deep-Learning-Based DOA Estimation Network for Imperfect Array,2024,10.1109/TIM.2024.3391338,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_158,From the Guest Editors,2023,10.1109/MVT.2023.3238481,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,0,,,,canonical_reconstructed_assessed,phase2_only_no_legacy_screening_match
O_ISAC_159,Photonics-Aided THz Integrated Sensing and Communication System Based on a Subcarrier-Chirp Inter-Embedded Waveform,2025,10.1109/OJCOMS.2025.3545896,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,2,Duplicate|Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_160,**An Intelligent Path Loss Prediction Approach Based on Integrated Sensing and Communications for Future Vehicular Networks**,2024,10.1109/OJCS.2024.3386733,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_161,"Integrated Sensing and Communication (ISAC) Transceiver: Hardware Architectures, Enabling Technologies, and Emerging Trends",2025,10.1109/JSTEAP.2025.3610564,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_162,A Unified Future: Integrated Sensing and Communication (ISAC) in 6G,2025,10.1109/JSTEAP.2025.3603540,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_163,The Emergence of Multi-Functional and Hybrid Reconfigurable Intelligent Surfaces for Integrated Sensing and Communications - A Survey,2025,10.1109/COMST.2024.3519785,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_164,**Optical Camera-Based Integrated Sensing and Communication for V2X Applications: Model and Optimization**,2025,10.3390/s25227061,phase2_assessed_reconstruction,phase2_extraction_dataset,Include,,Included,,yes,yes,1,Duplicate,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_165,Design and modelling of InAs detection system on SOI via monolithic integration for mid-infrared integrated sensing and communication,,10.1016/j.optcom.2025.132782,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_166,An integrated sensing and communication solar skin for health monitoring and human–machine interaction,,10.1016/j.nanoen.2025.111639,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Unscreened,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_167,Multi-service integrated sensing and communication system for industrial internet-of-things,,10.1016/j.optlaseng.2025.109470,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_171,Frequency-comb-steered ultrawideband quasi-true-time-delay beamformer for integrated sensing and communication,,10.1038/s41467-025-62854-z,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_172,Joint break-point localization sensing based on OFDR and non-disruptive communication fiber ISAC system,,10.1016/j.optlastec.2025.113726,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_173,Poster: High-Performance Optical Camera Communications for ISAC Localization and Sensing,,10.1145/3680207.3765690,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_185,Adaptive visible light integrated sensing and communication for cable-free virtual reality,,10.1364/PRJ.561888,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_186,Chaotic optoelectronic oscillators-based dual-function radar-communication system,,10.1007/s11432-024-4369-2,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_187,Photonic-aided Doppler-robust ISAC system based on index modulation and chirp multiplexing,,10.1364/OE.564416,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_188,Endogenous integration of communication and interference fading free sensing using telecom pilots via joint polarization-fraction domain multiplexing,,10.1364/OE.563557,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_189,Integrated ultra-large dynamic vibration sensing with fronthaul analog radio-over-fiber transmission,,10.1364/PRJ.553098,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_190,Common bias-digital subcarrier multiplexing scheme for integrated sensing and communication in short-reach optical transmission systems,,10.1364/OE.565431,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_195,Integrated sensing and communication system based on a photonic integrated broadband multi-beamformer,,10.1364/OE.555053,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_199,"Towards last-mile connectivity in 6G-IoT: An integrated MIMO-FSO communication system and FBG sensors under atmospheric attenuations, strain and temperature effects",,10.1016/j.jestch.2025.101958,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_200,Machine learning opportunities for integrated polarization sensing and communication in optical fibers,,10.1016/j.yofte.2024.104047,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_202,Integrated optical covert sensing and communication,,10.3788/COL202523.020602,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_203,High-Speed Flexible Near-Infrared Organic Photodetectors for Self-Powered Optical Integrated Sensing and Communications,,10.1002/adfm.202412813,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_206,Beam Pattern Modulation Embedded Hybrid Transceiver Optimization for Integrated Sensing and Communication,,10.1109/TWC.2025.3545372,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_218,Hybrid MRR-Assisted Long-Range SDMA for RO-ISAC Systems in Industry IoT Applications,,10.1109/JLT.2025.3642277,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_219,"Multiuser Retroreflective Optical ISAC: Waveform Design, Joint Sensing and Multiple Access",,10.1109/JLT.2025.3642513,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_220,Advanced SMART network: empowering subsea monitoring with dense photonic integrated sensing and communication,,10.1364/PRJ.563034,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
O_ISAC_237,Coordinated FMCW and OFDM for Integrated Sensing and Communication,,10.1109/TVT.2025.3619057,phase2_assessed_reconstruction,phase2_extraction_queue,Include,,Included,,yes,yes,1,Included,,2025-12-28,canonical_reconstructed_assessed,matched_legacy_screening
