evidence_body_id,evidence_theme,optical_modality,number_of_studies,technical_relevance,metric_clarity,reporting_completeness,validation_maturity,reproducibility,benchmark_readiness,comparison_admissibility,limitation_transparency,overall_evidence_contribution,certainty_summary,notes
S3-sensing_sensitivity_detection_limit,Metric reporting map: sensing / sensitivity_detection_limit,FSO|VLC_LiFi|fiber|hybrid_optical|photonic_THz,22,2,3,3,2,2,2,1,3,3,moderate,"{""section"":""S3"",""deterministic_rule"":""floor_of_dimension_medians_with_n_core_median_and_adequate_share_certainty"",""substantive_for_survey_conclusion"":true,""core_median"":2,""adequate_share"":0.9545,""raw_token_unique_count"":13,""raw_token_samples"":[{""token"":""sensitivity"",""count"":10},{""token"":""other"",""count"":8},{""token"":""limit_of_detection"",""count"":6},{""token"":""strain_sensitivity"",""count"":3},{""token"":""phase_sensitivity"",""count"":2},{""token"":""calibration_sensitivity"",""count"":1},{""token"":""component_sensitivity_gain"",""count"":1},{""token"":""detectable_range"",""count"":1},{""token"":""dynamic_range_enhancement"",""count"":1},{""token"":""imaging_dynamic_range"",""count"":1},{""token"":""intensity_sensitivity"",""count"":1},{""token"":""tag_sensitivity"",""count"":1},{""token"":""vibration_sensitivity"",""count"":1}],""contributing_study_ids"":[""STC-FRDM-POLARIZATION-SENSING-2025-2026"",""STC-SELF-HOMODYNE-MCF-OFDR-2024-2025"",""STC-SEVENCORE-COMB-SH-DAS-2024-2025"",""STC-SINGLETON-SCR-00001"",""STC-SINGLETON-SCR-00002"",""STC-SINGLETON-SCR-00013"",""STC-SINGLETON-SCR-00091"",""STC-SINGLETON-SCR-00294"",""STC-SINGLETON-SCR-00344"",""STC-SINGLETON-SCR-00366"",""STC-SINGLETON-SCR-00432"",""STC-SINGLETON-SCR-00473"",""STC-SINGLETON-SCR-00496"",""STC-SINGLETON-SCR-00589"",""STC-SINGLETON-SCR-00602"",""STC-SINGLETON-SCR-00679"",""STC-SINGLETON-SCR-00680"",""STC-SINGLETON-SCR-00882"",""STC-SINGLETON-SCR-01029"",""STC-SINGLETON-SCR-01070"",""STC-SINGLETON-SCR-01086"",""STC-SINGLETON-SCR-01151""]}"
S3-sensing_spectral_efficiency,Metric reporting map: sensing / spectral_efficiency,photonic_THz,1,3,3,3,2,1,1,1,2,2,limited,"{""section"":""S3"",""deterministic_rule"":""floor_of_dimension_medians_with_n_core_median_and_adequate_share_certainty"",""substantive_for_survey_conclusion"":true,""core_median"":2,""adequate_share"":1,""raw_token_unique_count"":1,""raw_token_samples"":[{""token"":""spectral_efficiency"",""count"":1}],""contributing_study_ids"":[""STC-SINGLETON-SCR-00312""]}"
S3-sensing_system_configuration_or_input_parameter,Metric reporting map: sensing / system_configuration_or_input_parameter,FSO|VLC_LiFi|fiber|hybrid_optical|other_optical|photonic_THz,104,3,3,3,2,2,2,1,3,3,high,"{""section"":""S3"",""deterministic_rule"":""floor_of_dimension_medians_with_n_core_median_and_adequate_share_certainty"",""substantive_for_survey_conclusion"":true,""core_median"":2.5,""adequate_share"":0.9519,""raw_token_unique_count"":170,""raw_token_samples"":[{""token"":""other"",""count"":18},{""token"":""PSLR"",""count"":12},{""token"":""peak_sidelobe_ratio"",""count"":6},{""token"":""pulse_duration"",""count"":6},{""token"":""main_lobe_width"",""count"":5},{""token"":""dataset_size"",""count"":4},{""token"":""estimated_separation"",""count"":4},{""token"":""reconstructed_r0"",""count"":4},{""token"":""spurious_suppression_ratio"",""count"":4},{""token"":""upsampling_ratio"",""count"":4},{""token"":""Brillouin_threshold"",""count"":3},{""token"":""chirp_duration"",""count"":3},{""token"":""FFT_size"",""count"":3},{""token"":""LFM_duration"",""count"":3},{""token"":""model_size"",""count"":3},{""token"":""peak_to_sidelobe_ratio"",""count"":3},{""token"":""pulse_compression_ratio"",""count"":3},{""token"":""pulse_width"",""count"":3},{""token"":""block_size"",""count"":2},{""token"":""BS_count"",""count"":2}],""contributing_study_ids"":[""STC-ACO-OFDM-LFM-LIDAR-2025"",""STC-EADO-OFDM-RANGING-2024-2025"",""STC-ENDOGENOUS-TS-FRFT-DAS-2025"",""STC-LED-OISAC-2024-2025"",""STC-MMW-OFDM-PENG-2023-2024"",""STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026"",""STC-OCDM-THZ-OVER-FIBER-2024-2025"",""STC-SF-LFM-OFDM-THZ-2025-2026"",""STC-SINGLETON-SCR-00001"",""STC-SINGLETON-SCR-00008"",""STC-SINGLETON-SCR-00012"",""STC-SINGLETON-SCR-00086"",""STC-SINGLETON-SCR-00123"",""STC-SINGLETON-SCR-00160"",""STC-SINGLETON-SCR-00189"",""STC-SINGLETON-SCR-00196"",""STC-SINGLETON-SCR-00256"",""STC-SINGLETON-SCR-00274"",""STC-SINGLETON-SCR-00312"",""STC-SINGLETON-SCR-00362"",""STC-SINGLETON-SCR-00366"",""STC-SINGLETON-SCR-00367"",""STC-SINGLETON-SCR-00376"",""STC-SINGLETON-SCR-00396"",""STC-SINGLETON-SCR-00451"",""STC-SINGLETON-SCR-00488"",""STC-SINGLETON-SCR-00492"",""STC-SINGLETON-SCR-00496"",""STC-SINGLETON-SCR-00502"",""STC-SINGLETON-SCR-00576"",""STC-SINGLETON-SCR-00589"",""STC-SINGLETON-SCR-00594"",""STC-SINGLETON-SCR-00602"",""STC-SINGLETON-SCR-00626"",""STC-SINGLETON-SCR-00631"",""STC-SINGLETON-SCR-00647"",""STC-SINGLETON-SCR-00719"",""STC-SINGLETON-SCR-00730"",""STC-SINGLETON-SCR-00761"",""STC-SINGLETON-SCR-00882"",""STC-SINGLETON-SCR-00884"",""STC-SINGLETON-SCR-00885"",""STC-SINGLETON-SCR-00891"",""STC-SINGLETON-SCR-00896"",""STC-SINGLETON-SCR-00902"",""STC-SINGLETON-SCR-00904"",""STC-SINGLETON-SCR-00905"",""STC-SINGLETON-SCR-00906"",""STC-SINGLETON-SCR-00908"",""STC-SINGLETON-SCR-00909"",""STC-SINGLETON-SCR-00910"",""STC-SINGLETON-SCR-00912"",""STC-SINGLETON-SCR-00915"",""STC-SINGLETON-SCR-00916"",""STC-SINGLETON-SCR-00917"",""STC-SINGLETON-SCR-00918"",""STC-SINGLETON-SCR-00922"",""STC-SINGLETON-SCR-00925"",""STC-SINGLETON-SCR-00926"",""STC-SINGLETON-SCR-00937"",""STC-SINGLETON-SCR-00949"",""STC-SINGLETON-SCR-00953"",""STC-SINGLETON-SCR-00959"",""STC-SINGLETON-SCR-00965"",""STC-SINGLETON-SCR-00970"",""STC-SINGLETON-SCR-00974"",""STC-SINGLETON-SCR-00975"",""STC-SINGLETON-SCR-00979"",""STC-SINGLETON-SCR-00980"",""STC-SINGLETON-SCR-00983"",""STC-SINGLETON-SCR-00985"",""STC-SINGLETON-SCR-00986"",""STC-SINGLETON-SCR-00990"",""STC-SINGLETON-SCR-00998"",""STC-SINGLETON-SCR-01006"",""STC-SINGLETON-SCR-01008"",""STC-SINGLETON-SCR-01012"",""STC-SINGLETON-SCR-01018"",""STC-SINGLETON-SCR-01020"",""STC-SINGLETON-SCR-01021"",""STC-SINGLETON-SCR-01024"",""STC-SINGLETON-SCR-01034"",""STC-SINGLETON-SCR-01036"",""STC-SINGLETON-SCR-01045"",""STC-SINGLETON-SCR-01047"",""STC-SINGLETON-SCR-01072"",""STC-SINGLETON-SCR-01073"",""STC-SINGLETON-SCR-01079"",""STC-SINGLETON-SCR-01085"",""STC-SINGLETON-SCR-01088"",""STC-SINGLETON-SCR-01093"",""STC-SINGLETON-SCR-01101"",""STC-SINGLETON-SCR-01151"",""STC-SINGLETON-SCR-01152"",""STC-SINGLETON-SCR-01153"",""STC-SINGLETON-SCR-01165"",""STC-SINGLETON-SCR-01180"",""STC-SINGLETON-SCR-01188"",""STC-SINGLETON-SCR-01229"",""STC-SUBCARRIER-CHIRP-DBAND-2025"",""STC-SUBMARINE-CABLE-DAS-HUIZHOU-2022-2026"",""STC-TUNABLE-LASER-THZ-FMCW-2025-2026"",""STC-WBAND-POLARIZATION-JRC-2023-2025"",""STC-WBAND-TFDM-DONG-2022-2024""]}"
S3-sensing_throughput_rate_capacity,Metric reporting map: sensing / throughput_rate_capacity,FSO|VLC_LiFi|fiber|photonic_THz,13,3,3,3,2,2,2,1,3,3,high,"{""section"":""S3"",""deterministic_rule"":""floor_of_dimension_medians_with_n_core_median_and_adequate_share_certainty"",""substantive_for_survey_conclusion"":true,""core_median"":2.5,""adequate_share"":1,""raw_token_unique_count"":14,""raw_token_samples"":[{""token"":""capacity_resolution_quotient"",""count"":2},{""token"":""bandwidth_rate_EVM_error_sweeps"",""count"":1},{""token"":""baud_distance_profiles"",""count"":1},{""token"":""baud_rate"",""count"":1},{""token"":""capacity_CRLB_Pareto"",""count"":1},{""token"":""communication_rate_penalty"",""count"":1},{""token"":""data_rate_chirp_bandwidth_sweep"",""count"":1},{""token"":""DCRQ"",""count"":1},{""token"":""localization_error"",""count"":1},{""token"":""optimized_data_rate"",""count"":1},{""token"":""rate_EVM_PSLR_sweep"",""count"":1},{""token"":""selected_max_fit_rate"",""count"":1},{""token"":""simulated_bandwidth_performance_boundary"",""count"":1},{""token"":""symbol_rate"",""count"":1}],""contributing_study_ids"":[""STC-DP-IMDD-THZ-RANGING-2025-2026"",""STC-OCDM-THZ-OVER-FIBER-2024-2025"",""STC-SF-LFM-OFDM-THZ-2025-2026"",""STC-SINGLETON-SCR-00278"",""STC-SINGLETON-SCR-00926"",""STC-SINGLETON-SCR-00975"",""STC-SINGLETON-SCR-00990"",""STC-SINGLETON-SCR-01009"",""STC-SINGLETON-SCR-01010"",""STC-SINGLETON-SCR-01012"",""STC-SINGLETON-SCR-01021"",""STC-SINGLETON-SCR-01105"",""STC-SUBCARRIER-CHIRP-DBAND-2025""]}"
S3-sensing_velocity_doppler_error_resolution,Metric reporting map: sensing / velocity_doppler_error_resolution,FSO|fiber|hybrid_optical|other_optical|photonic_THz,9,3,3,3,2,2,2,1,3,2,moderate,"{""section"":""S3"",""deterministic_rule"":""floor_of_dimension_medians_with_n_core_median_and_adequate_share_certainty"",""substantive_for_survey_conclusion"":true,""core_median"":2,""adequate_share"":1,""raw_token_unique_count"":8,""raw_token_samples"":[{""token"":""estimation_error"",""count"":5},{""token"":""estimated_velocity"",""count"":2},{""token"":""velocity_error"",""count"":2},{""token"":""velocity_resolution"",""count"":2},{""token"":""relative_velocity_formula"",""count"":1},{""token"":""resolution"",""count"":1},{""token"":""velocity_resolution_cases"",""count"":1},{""token"":""velocity_resolution_formula"",""count"":1}],""contributing_study_ids"":[""STC-MMW-OFDM-PENG-2023-2024"",""STC-SINGLETON-SCR-00210"",""STC-SINGLETON-SCR-00233"",""STC-SINGLETON-SCR-00268"",""STC-SINGLETON-SCR-00406"",""STC-SINGLETON-SCR-00882"",""STC-SINGLETON-SCR-00916"",""STC-SINGLETON-SCR-01023"",""STC-SINGLETON-SCR-01049""]}"
S4-bandwidth_spectral_efficiency,Communication-sensing tradeoff: bandwidth_spectral_efficiency,FSO|VLC_LiFi|fiber|hybrid_optical|photonic_THz,27,3,3,3,2,2,2,1,3,3,moderate,"{""section"":""S4"",""deterministic_rule"":""floor_of_dimension_medians_with_n_core_median_and_adequate_share_certainty"",""substantive_for_survey_conclusion"":true,""core_median"":2,""adequate_share"":1,""raw_token_unique_count"":0,""raw_token_samples"":[],""contributing_study_ids"":[""STC-III-NITRIDE-MOTION-VLC-2023"",""STC-MMW-OFDM-PENG-2023-2024"",""STC-SINGLETON-SCR-00007"",""STC-SINGLETON-SCR-00011"",""STC-SINGLETON-SCR-00177"",""STC-SINGLETON-SCR-00189"",""STC-SINGLETON-SCR-00273"",""STC-SINGLETON-SCR-00274"",""STC-SINGLETON-SCR-00366"",""STC-SINGLETON-SCR-00367"",""STC-SINGLETON-SCR-00396"",""STC-SINGLETON-SCR-00527"",""STC-SINGLETON-SCR-00647"",""STC-SINGLETON-SCR-00884"",""STC-SINGLETON-SCR-00909"",""STC-SINGLETON-SCR-00965"",""STC-SINGLETON-SCR-00983"",""STC-SINGLETON-SCR-01000"",""STC-SINGLETON-SCR-01004"",""STC-SINGLETON-SCR-01012"",""STC-SINGLETON-SCR-01023"",""STC-SINGLETON-SCR-01036"",""STC-SINGLETON-SCR-01073"",""STC-SINGLETON-SCR-01085"",""STC-SINGLETON-SCR-01088"",""STC-SINGLETON-SCR-01095"",""STC-TUNABLE-LASER-THZ-FMCW-2025-2026""]}"
S4-complexity_latency,Communication-sensing tradeoff: complexity_latency,FSO|VLC_LiFi|fiber|photonic_THz,14,3,3,3,2,2,2,1,3,3,moderate,"{""section"":""S4"",""deterministic_rule"":""floor_of_dimension_medians_with_n_core_median_and_adequate_share_certainty"",""substantive_for_survey_conclusion"":true,""core_median"":2.25,""adequate_share"":0.9286,""raw_token_unique_count"":0,""raw_token_samples"":[],""contributing_study_ids"":[""STC-MMW-OFDM-PENG-2023-2024"",""STC-SINGLETON-SCR-00012"",""STC-SINGLETON-SCR-00833"",""STC-SINGLETON-SCR-00979"",""STC-SINGLETON-SCR-00994"",""STC-SINGLETON-SCR-01006"",""STC-SINGLETON-SCR-01025"",""STC-SINGLETON-SCR-01034"",""STC-SINGLETON-SCR-01059"",""STC-SINGLETON-SCR-01072"",""STC-SINGLETON-SCR-01081"",""STC-SINGLETON-SCR-01093"",""STC-WBAND-POLARIZATION-JRC-2023-2025"",""STC-WBAND-TFDM-DONG-2022-2024""]}"
S4-interference_coexistence,Communication-sensing tradeoff: interference_coexistence,VLC_LiFi|fiber|photonic_THz,12,3,3,3,2,2,2,1,3,3,moderate,"{""section"":""S4"",""deterministic_rule"":""floor_of_dimension_medians_with_n_core_median_and_adequate_share_certainty"",""substantive_for_survey_conclusion"":true,""core_median"":2.25,""adequate_share"":0.8333,""raw_token_unique_count"":0,""raw_token_samples"":[],""contributing_study_ids"":[""STC-III-NITRIDE-MOTION-VLC-2023"",""STC-SINGLETON-SCR-00177"",""STC-SINGLETON-SCR-00492"",""STC-SINGLETON-SCR-00589"",""STC-SINGLETON-SCR-00808"",""STC-SINGLETON-SCR-00919"",""STC-SINGLETON-SCR-00920"",""STC-SINGLETON-SCR-00977"",""STC-SINGLETON-SCR-01036"",""STC-SINGLETON-SCR-01045"",""STC-SINGLETON-SCR-01081"",""STC-SUBMARINE-CABLE-DAS-HUIZHOU-2022-2026""]}"
S4-other_tradeoff,Communication-sensing tradeoff: other_tradeoff,FSO|VLC_LiFi|fiber|other_optical|photonic_THz,42,3,3,3,2,2,2,1,3,3,high,"{""section"":""S4"",""deterministic_rule"":""floor_of_dimension_medians_with_n_core_median_and_adequate_share_certainty"",""substantive_for_survey_conclusion"":true,""core_median"":2.5,""adequate_share"":0.9524,""raw_token_unique_count"":0,""raw_token_samples"":[],""contributing_study_ids"":[""STC-ICP-RL-HLLB-3650KM-2024-2025"",""STC-OCDM-THZ-OVER-FIBER-2024-2025"",""STC-SF-LFM-OFDM-THZ-2025-2026"",""STC-SINGLETON-SCR-00001"",""STC-SINGLETON-SCR-00002"",""STC-SINGLETON-SCR-00056"",""STC-SINGLETON-SCR-00218"",""STC-SINGLETON-SCR-00278"",""STC-SINGLETON-SCR-00344"",""STC-SINGLETON-SCR-00387"",""STC-SINGLETON-SCR-00460"",""STC-SINGLETON-SCR-00680"",""STC-SINGLETON-SCR-00719"",""STC-SINGLETON-SCR-00730"",""STC-SINGLETON-SCR-00884"",""STC-SINGLETON-SCR-00902"",""STC-SINGLETON-SCR-00906"",""STC-SINGLETON-SCR-00908"",""STC-SINGLETON-SCR-00910"",""STC-SINGLETON-SCR-00916"",""STC-SINGLETON-SCR-00919"",""STC-SINGLETON-SCR-00922"",""STC-SINGLETON-SCR-00959"",""STC-SINGLETON-SCR-00996"",""STC-SINGLETON-SCR-01001"",""STC-SINGLETON-SCR-01006"",""STC-SINGLETON-SCR-01018"",""STC-SINGLETON-SCR-01020"",""STC-SINGLETON-SCR-01023"",""STC-SINGLETON-SCR-01024"",""STC-SINGLETON-SCR-01040"",""STC-SINGLETON-SCR-01045"",""STC-SINGLETON-SCR-01047"",""STC-SINGLETON-SCR-01060"",""STC-SINGLETON-SCR-01070"",""STC-SINGLETON-SCR-01081"",""STC-SINGLETON-SCR-01085"",""STC-SINGLETON-SCR-01086"",""STC-SINGLETON-SCR-01088"",""STC-SINGLETON-SCR-01103"",""STC-SUBCARRIER-CHIRP-DBAND-2025"",""STC-SUBMARINE-CABLE-DAS-HUIZHOU-2022-2026""]}"
S4-power_resource_allocation,Communication-sensing tradeoff: power_resource_allocation,FSO|VLC_LiFi|fiber|hybrid_optical|photonic_THz,83,3,3,3,2,2,2,1,3,3,high,"{""section"":""S4"",""deterministic_rule"":""floor_of_dimension_medians_with_n_core_median_and_adequate_share_certainty"",""substantive_for_survey_conclusion"":true,""core_median"":2.5,""adequate_share"":0.988,""raw_token_unique_count"":0,""raw_token_samples"":[],""contributing_study_ids"":[""STC-DSCM-ANN-DT-ECL-2025-2026"",""STC-EADO-OFDM-RANGING-2024-2025"",""STC-ENDOGENOUS-TS-FRFT-DAS-2025"",""STC-FRDM-POLARIZATION-SENSING-2025-2026"",""STC-ICP-RL-HLLB-3650KM-2024-2025"",""STC-OPA-OWISAC-BEAMFORMING-2024-2025"",""STC-SELF-HOMODYNE-MCF-OFDR-2024-2025"",""STC-SEVENCORE-COMB-SH-DAS-2024-2025"",""STC-SINGLETON-SCR-00007"",""STC-SINGLETON-SCR-00008"",""STC-SINGLETON-SCR-00013"",""STC-SINGLETON-SCR-00052"",""STC-SINGLETON-SCR-00056"",""STC-SINGLETON-SCR-00057"",""STC-SINGLETON-SCR-00086"",""STC-SINGLETON-SCR-00151"",""STC-SINGLETON-SCR-00233"",""STC-SINGLETON-SCR-00344"",""STC-SINGLETON-SCR-00362"",""STC-SINGLETON-SCR-00366"",""STC-SINGLETON-SCR-00369"",""STC-SINGLETON-SCR-00387"",""STC-SINGLETON-SCR-00396"",""STC-SINGLETON-SCR-00473"",""STC-SINGLETON-SCR-00492"",""STC-SINGLETON-SCR-00506"",""STC-SINGLETON-SCR-00576"",""STC-SINGLETON-SCR-00602"",""STC-SINGLETON-SCR-00626"",""STC-SINGLETON-SCR-00631"",""STC-SINGLETON-SCR-00665"",""STC-SINGLETON-SCR-00891"",""STC-SINGLETON-SCR-00893"",""STC-SINGLETON-SCR-00908"",""STC-SINGLETON-SCR-00910"",""STC-SINGLETON-SCR-00914"",""STC-SINGLETON-SCR-00916"",""STC-SINGLETON-SCR-00918"",""STC-SINGLETON-SCR-00920"",""STC-SINGLETON-SCR-00925"",""STC-SINGLETON-SCR-00926"",""STC-SINGLETON-SCR-00937"",""STC-SINGLETON-SCR-00941"",""STC-SINGLETON-SCR-00953"",""STC-SINGLETON-SCR-00954"",""STC-SINGLETON-SCR-00959"",""STC-SINGLETON-SCR-00965"",""STC-SINGLETON-SCR-00970"",""STC-SINGLETON-SCR-00980"",""STC-SINGLETON-SCR-00983"",""STC-SINGLETON-SCR-00985"",""STC-SINGLETON-SCR-00986"",""STC-SINGLETON-SCR-00990"",""STC-SINGLETON-SCR-00996"",""STC-SINGLETON-SCR-01010"",""STC-SINGLETON-SCR-01012"",""STC-SINGLETON-SCR-01020"",""STC-SINGLETON-SCR-01021"",""STC-SINGLETON-SCR-01023"",""STC-SINGLETON-SCR-01024"",""STC-SINGLETON-SCR-01025"",""STC-SINGLETON-SCR-01030"",""STC-SINGLETON-SCR-01032"",""STC-SINGLETON-SCR-01033"",""STC-SINGLETON-SCR-01034"",""STC-SINGLETON-SCR-01041"",""STC-SINGLETON-SCR-01045"",""STC-SINGLETON-SCR-01071"",""STC-SINGLETON-SCR-01072"",""STC-SINGLETON-SCR-01079"",""STC-SINGLETON-SCR-01086"",""STC-SINGLETON-SCR-01088"",""STC-SINGLETON-SCR-01093"",""STC-SINGLETON-SCR-01103"",""STC-SINGLETON-SCR-01105"",""STC-SINGLETON-SCR-01151"",""STC-SINGLETON-SCR-01153"",""STC-SINGLETON-SCR-01165"",""STC-SINGLETON-SCR-01180"",""STC-SINGLETON-SCR-01188"",""STC-SUBCARRIER-CHIRP-DBAND-2025"",""STC-WBAND-POLARIZATION-JRC-2023-2025"",""STC-WBAND-TFDM-DONG-2022-2024""]}"
S4-rate_accuracy,Communication-sensing tradeoff: rate_accuracy,FSO|VLC_LiFi|fiber|hybrid_optical|photonic_THz,51,3,3,3,2,2,2,1,3,3,high,"{""section"":""S4"",""deterministic_rule"":""floor_of_dimension_medians_with_n_core_median_and_adequate_share_certainty"",""substantive_for_survey_conclusion"":true,""core_median"":2.5,""adequate_share"":0.9804,""raw_token_unique_count"":0,""raw_token_samples"":[],""contributing_study_ids"":[""STC-ACO-OFDM-LFM-LIDAR-2025"",""STC-ENDOGENOUS-TS-FRFT-DAS-2025"",""STC-MMW-OFDM-PENG-2023-2024"",""STC-REALTIME-BIDIR-DMT-THZ-2024-2026"",""STC-SELF-HOMODYNE-MCF-OFDR-2024-2025"",""STC-SF-LFM-OFDM-THZ-2025-2026"",""STC-SINGLETON-SCR-00009"",""STC-SINGLETON-SCR-00011"",""STC-SINGLETON-SCR-00036"",""STC-SINGLETON-SCR-00110"",""STC-SINGLETON-SCR-00196"",""STC-SINGLETON-SCR-00238"",""STC-SINGLETON-SCR-00367"",""STC-SINGLETON-SCR-00369"",""STC-SINGLETON-SCR-00436"",""STC-SINGLETON-SCR-00460"",""STC-SINGLETON-SCR-00488"",""STC-SINGLETON-SCR-00527"",""STC-SINGLETON-SCR-00647"",""STC-SINGLETON-SCR-00761"",""STC-SINGLETON-SCR-00833"",""STC-SINGLETON-SCR-00836"",""STC-SINGLETON-SCR-00910"",""STC-SINGLETON-SCR-00912"",""STC-SINGLETON-SCR-00916"",""STC-SINGLETON-SCR-00975"",""STC-SINGLETON-SCR-00979"",""STC-SINGLETON-SCR-00985"",""STC-SINGLETON-SCR-00998"",""STC-SINGLETON-SCR-01010"",""STC-SINGLETON-SCR-01018"",""STC-SINGLETON-SCR-01021"",""STC-SINGLETON-SCR-01024"",""STC-SINGLETON-SCR-01025"",""STC-SINGLETON-SCR-01028"",""STC-SINGLETON-SCR-01040"",""STC-SINGLETON-SCR-01041"",""STC-SINGLETON-SCR-01047"",""STC-SINGLETON-SCR-01049"",""STC-SINGLETON-SCR-01050"",""STC-SINGLETON-SCR-01059"",""STC-SINGLETON-SCR-01060"",""STC-SINGLETON-SCR-01071"",""STC-SINGLETON-SCR-01073"",""STC-SINGLETON-SCR-01085"",""STC-SINGLETON-SCR-01095"",""STC-SINGLETON-SCR-01101"",""STC-SINGLETON-SCR-01105"",""STC-SINGLETON-SCR-01165"",""STC-SINGLETON-SCR-01180"",""STC-WBAND-TFDM-DONG-2022-2024""]}"
S4-rate_range,Communication-sensing tradeoff: rate_range,FSO|VLC_LiFi|fiber|hybrid_optical|photonic_THz,14,3,3,3,2,2,2,1,3,3,high,"{""section"":""S4"",""deterministic_rule"":""floor_of_dimension_medians_with_n_core_median_and_adequate_share_certainty"",""substantive_for_survey_conclusion"":true,""core_median"":2.5,""adequate_share"":1,""raw_token_unique_count"":0,""raw_token_samples"":[],""contributing_study_ids"":[""STC-SINGLETON-SCR-00008"",""STC-SINGLETON-SCR-00361"",""STC-SINGLETON-SCR-00576"",""STC-SINGLETON-SCR-00887"",""STC-SINGLETON-SCR-00902"",""STC-SINGLETON-SCR-00908"",""STC-SINGLETON-SCR-00909"",""STC-SINGLETON-SCR-00925"",""STC-SINGLETON-SCR-00926"",""STC-SINGLETON-SCR-00965"",""STC-SINGLETON-SCR-00974"",""STC-SINGLETON-SCR-00986"",""STC-SINGLETON-SCR-00990"",""STC-SINGLETON-SCR-01011""]}"
S4-rate_resolution,Communication-sensing tradeoff: rate_resolution,FSO|fiber|hybrid_optical|photonic_THz,31,3,3,3,2,2,2,1,3,3,high,"{""section"":""S4"",""deterministic_rule"":""floor_of_dimension_medians_with_n_core_median_and_adequate_share_certainty"",""substantive_for_survey_conclusion"":true,""core_median"":2.5,""adequate_share"":0.9677,""raw_token_unique_count"":0,""raw_token_samples"":[],""contributing_study_ids"":[""STC-ACO-OFDM-LFM-LIDAR-2025"",""STC-OCDM-THZ-OVER-FIBER-2024-2025"",""STC-REALTIME-BIDIR-DMT-THZ-2024-2026"",""STC-SF-LFM-OFDM-THZ-2025-2026"",""STC-SINGLETON-SCR-00012"",""STC-SINGLETON-SCR-00210"",""STC-SINGLETON-SCR-00361"",""STC-SINGLETON-SCR-00362"",""STC-SINGLETON-SCR-00418"",""STC-SINGLETON-SCR-00576"",""STC-SINGLETON-SCR-00631"",""STC-SINGLETON-SCR-00680"",""STC-SINGLETON-SCR-00719"",""STC-SINGLETON-SCR-00885"",""STC-SINGLETON-SCR-00887"",""STC-SINGLETON-SCR-00896"",""STC-SINGLETON-SCR-00899"",""STC-SINGLETON-SCR-00913"",""STC-SINGLETON-SCR-00944"",""STC-SINGLETON-SCR-00977"",""STC-SINGLETON-SCR-00985"",""STC-SINGLETON-SCR-01000"",""STC-SINGLETON-SCR-01009"",""STC-SINGLETON-SCR-01041"",""STC-SINGLETON-SCR-01049"",""STC-SINGLETON-SCR-01101"",""STC-SINGLETON-SCR-01151"",""STC-SINGLETON-SCR-01152"",""STC-SINGLETON-SCR-01153"",""STC-SUBCARRIER-CHIRP-DBAND-2025"",""STC-WBAND-POLARIZATION-JRC-2023-2025""]}"
S4-security,Communication-sensing tradeoff: security,fiber,1,2,3,3,2,2,2,1,3,3,limited,"{""section"":""S4"",""deterministic_rule"":""floor_of_dimension_medians_with_n_core_median_and_adequate_share_certainty"",""substantive_for_survey_conclusion"":true,""core_median"":2,""adequate_share"":1,""raw_token_unique_count"":0,""raw_token_samples"":[],""contributing_study_ids"":[""STC-SINGLETON-SCR-01105""]}"
S4-waveform_pilot_guard,Communication-sensing tradeoff: waveform_pilot_guard,FSO|fiber|photonic_THz,23,3,3,3,2,2,2,1,3,3,moderate,"{""section"":""S4"",""deterministic_rule"":""floor_of_dimension_medians_with_n_core_median_and_adequate_share_certainty"",""substantive_for_survey_conclusion"":true,""core_median"":2,""adequate_share"":0.9565,""raw_token_unique_count"":0,""raw_token_samples"":[],""contributing_study_ids"":[""STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026"",""STC-SINGLETON-SCR-00160"",""STC-SINGLETON-SCR-00278"",""STC-SINGLETON-SCR-00312"",""STC-SINGLETON-SCR-00607"",""STC-SINGLETON-SCR-00680"",""STC-SINGLETON-SCR-00885"",""STC-SINGLETON-SCR-00909"",""STC-SINGLETON-SCR-00922"",""STC-SINGLETON-SCR-00941"",""STC-SINGLETON-SCR-00983"",""STC-SINGLETON-SCR-00986"",""STC-SINGLETON-SCR-01000"",""STC-SINGLETON-SCR-01004"",""STC-SINGLETON-SCR-01049"",""STC-SINGLETON-SCR-01070"",""STC-SINGLETON-SCR-01073"",""STC-SINGLETON-SCR-01079"",""STC-SINGLETON-SCR-01101"",""STC-SINGLETON-SCR-01105"",""STC-SINGLETON-SCR-01188"",""STC-SUBMARINE-CABLE-DAS-HUIZHOU-2022-2026"",""STC-TUNABLE-LASER-THZ-FMCW-2025-2026""]}"
