study_id,citation,dimension,score_before_cap,score_final,cap_codes,inputs_json,record_trace_json,method_version,source_workbook_sha256
STC-SINGLETON-SCR-00808,Lei M.; Hua B.; Cai Y.; Zhang J.; Zou Y.; Tong W.; Liu X.; Fang M.; Yu J.; Zhu M.. 2022. Photonics-aided integrated sensing and communications in mmW bands based on a DC-offset QPSK-encoded LFMCW,limitation_transparency,3,3,,"{""L_author_limitations"":1,""G_author_gaps"":1,""A_assumptions"":1,""V_validation_boundary"":1,""T_tradeoff_transparency"":1,""composite"":1}","[{""record_id"":""EVI-R05-SCR00808-014"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00808"",""locator"":""pdf_page=14; section_heading=Discussion; figure_id=Figure 13""},{""record_id"":""TRD-R05-SCR00808-001"",""record_type"":""tradeoff"",""source_screening_record_id"":""SCR-00808"",""locator"":""pdf_page=12-13; section_heading=Discussion; figure_id=Figure 12""}]",phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
STC-SINGLETON-SCR-00808,Lei M.; Hua B.; Cai Y.; Zhang J.; Zou Y.; Tong W.; Liu X.; Fang M.; Yu J.; Zhu M.. 2022. Photonics-aided integrated sensing and communications in mmW bands based on a DC-offset QPSK-encoded LFMCW,overall_evidence_contribution,3,3,,"{""dimension_scores"":{""technical_relevance"":2,""metric_clarity"":3,""reporting_completeness"":3,""validation_maturity"":2,""reproducibility"":2,""benchmark_readiness"":2,""comparison_admissibility"":1,""limitation_transparency"":3},""arithmetic_mean"":2.25,""quarantined_claims"":0,""unresolved_conflict_register_rows"":0}",[],phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
STC-SINGLETON-SCR-00833,Liu Z.; Zheng T.; Hu C.; Yang Y.; Sun Y.; Zhang Y.; Chen Z.; Chen L.; Luo J.. 2022. CORE-Lens: Simultaneous Communication and Object REcognition with Disentangled-GAN Cameras,technical_relevance,1,1,,"{""modality"":""VLC_LiFi"",""communication_present"":1,""sensing_present"":1,""integration_mechanisms"":[""other_integration_mechanism""],""strong_shared_mechanism"":false,""six_g_relevance"":""inferred""}","[{""record_id"":""EVI-R05-SCR00833-002"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=1-5; section_heading=Abstract; Introduction; CORE-Lens overview; figure_id=Figures 1 and 5""},{""record_id"":""EVI-R05-SCR00833-008"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=9-10; section_heading=OR Performance; Overall Performance; figure_id=Figure 13""},{""record_id"":""EVI-R05-SCR00833-009"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=9-10; section_heading=Impact of Varying Backgrounds; figure_id=Figures 14-15""},{""record_id"":""EVI-R05-SCR00833-010"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=10-11; section_heading=OCC Performance; Impact of Varying Data Rates; figure_id=Figure 17""},{""record_id"":""EVI-R05-SCR00833-011"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=11; section_heading=Impact of Varying Backgrounds; figure_id=Figure 18""},{""record_id"":""EVI-R05-SCR00833-014"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=12; section_heading=Discussions on Limitations; table_id=Table 1""}]",phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
STC-SINGLETON-SCR-00833,Liu Z.; Zheng T.; Hu C.; Yang Y.; Sun Y.; Zhang Y.; Chen Z.; Chen L.; Luo J.. 2022. CORE-Lens: Simultaneous Communication and Object REcognition with Disentangled-GAN Cameras,metric_clarity,1,1,quarantined_metric_claim_cap_2,"{""domains"":{""communication"":{""rows"":10,""reported_rows"":10,""operational_rows"":9,""complete_rows"":9,""complete_ratio"":0.9,""unresolved_conflicts"":1},""sensing"":{""rows"":9,""reported_rows"":9,""operational_rows"":9,""complete_rows"":9,""complete_ratio"":1,""unresolved_conflicts"":0}},""both_domains"":true,""minimum_domain_complete_ratio"":0.9,""quarantined_metric_claims"":1}","[{""record_id"":""MET-R05-SCR00833-013"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=10-11; section_heading=Impact of Varying Data Rates; figure_id=Figure 17""},{""record_id"":""MET-R05-SCR00833-014"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=10-11; section_heading=Impact of Varying Data Rates; figure_id=Figure 17""},{""record_id"":""MET-R05-SCR00833-015"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=11; section_heading=Impact of Varying Data Rates; figure_id=Figure 17""},{""record_id"":""MET-R05-SCR00833-016"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=11; section_heading=Impact of Varying Backgrounds; figure_id=Figure 18""},{""record_id"":""MET-R05-SCR00833-017"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=11; section_heading=Impact of Varying Backgrounds; figure_id=Figure 18""},{""record_id"":""MET-R05-SCR00833-021"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=12; section_heading=Table 1""},{""record_id"":""MET-R05-SCR00833-022"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=12; section_heading=Discussions on Limitations""},{""record_id"":""MET-R05-SCR00833-023"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=12; section_heading=Discussions on Limitations""},{""record_id"":""MET-R05-SCR00833-024"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=12; section_heading=Discussions on Limitations""},{""record_id"":""MET-R05-SCR00833-025"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=12; section_heading=Discussions on Limitations""},{""record_id"":""SCL-04425"",""record_type"":""claim_ledger"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=11; section_heading=Impact of Varying Data Rates; figure_id=Figure 17""}]",phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
STC-SINGLETON-SCR-00833,Liu Z.; Zheng T.; Hu C.; Yang Y.; Sun Y.; Zhang Y.; Chen Z.; Chen L.; Luo J.. 2022. CORE-Lens: Simultaneous Communication and Object REcognition with Disentangled-GAN Cameras,reporting_completeness,3,3,,"{""components"":{""modality_and_integration"":1,""shared_resource_and_functions"":1,""waveform_and_front_end"":1,""context"":1,""channel_and_hardware"":1,""dsp_and_design"":1,""validation"":1,""outcome_provenance"":1},""composite"":1,""metric_locator_rows"":19}","[{""record_id"":""EVI-R05-SCR00833-003"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=5-7; section_heading=CORE-Lens Design; figure_id=Figures 5-6; equation_id=Equations 1-10""},{""record_id"":""EVI-R05-SCR00833-004"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=7-8; section_heading=OCC Decoding on Residual Frame; figure_id=Figure 9""},{""record_id"":""EVI-R05-SCR00833-012"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=11-12; section_heading=Cross-Domain Performance; figure_id=Figures 19-20""},{""record_id"":""MET-R05-SCR00833-013"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=10-11; section_heading=Impact of Varying Data Rates; figure_id=Figure 17""},{""record_id"":""MET-R05-SCR00833-014"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=10-11; section_heading=Impact of Varying Data Rates; figure_id=Figure 17""},{""record_id"":""MET-R05-SCR00833-015"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=11; section_heading=Impact of Varying Data Rates; figure_id=Figure 17""},{""record_id"":""MET-R05-SCR00833-016"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=11; section_heading=Impact of Varying Backgrounds; figure_id=Figure 18""},{""record_id"":""MET-R05-SCR00833-017"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=11; section_heading=Impact of Varying Backgrounds; figure_id=Figure 18""}]",phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
STC-SINGLETON-SCR-00833,Liu Z.; Zheng T.; Hu C.; Yang Y.; Sun Y.; Zhang Y.; Chen Z.; Chen L.; Luo J.. 2022. CORE-Lens: Simultaneous Communication and Object REcognition with Disentangled-GAN Cameras,validation_maturity,2,2,,"{""canonical_maturity_max"":5,""canonical_categories"":[""controlled_prototype"",""enhanced_simulation_or_dataset"",""laboratory_experiment""],""field_or_deployment_outcome_by_domain"":{""communication"":false,""sensing"":false},""strong_requires_both_functions"":true}","[{""record_id"":""EVI-R05-SCR00833-005"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=8; section_heading=Prototype and Experiment Setup; figure_id=Figure 10""},{""record_id"":""EVI-R05-SCR00833-012"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=11-12; section_heading=Cross-Domain Performance; figure_id=Figures 19-20""},{""record_id"":""MET-R05-SCR00833-013"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=10-11; section_heading=Impact of Varying Data Rates; figure_id=Figure 17""},{""record_id"":""MET-R05-SCR00833-014"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=10-11; section_heading=Impact of Varying Data Rates; figure_id=Figure 17""},{""record_id"":""MET-R05-SCR00833-015"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=11; section_heading=Impact of Varying Data Rates; figure_id=Figure 17""},{""record_id"":""MET-R05-SCR00833-016"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=11; section_heading=Impact of Varying Backgrounds; figure_id=Figure 18""},{""record_id"":""MET-R05-SCR00833-017"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=11; section_heading=Impact of Varying Backgrounds; figure_id=Figure 18""}]",phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
STC-SINGLETON-SCR-00833,Liu Z.; Zheng T.; Hu C.; Yang Y.; Sun Y.; Zhang Y.; Chen Z.; Chen L.; Luo J.. 2022. CORE-Lens: Simultaneous Communication and Object REcognition with Disentangled-GAN Cameras,reproducibility,3,3,,"{""P_repeatable_parameters"":1,""D_dataset"":1,""C_code_or_model"":0.75,""S_setup"":1,""V_protocol_and_locator"":1,""composite"":0.95}","[{""record_id"":""EVI-R05-SCR00833-003"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=5-7; section_heading=CORE-Lens Design; figure_id=Figures 5-6; equation_id=Equations 1-10""},{""record_id"":""EVI-R05-SCR00833-004"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=7-8; section_heading=OCC Decoding on Residual Frame; figure_id=Figure 9""},{""record_id"":""EVI-R05-SCR00833-012"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=11-12; section_heading=Cross-Domain Performance; figure_id=Figures 19-20""}]",phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
STC-SINGLETON-SCR-00833,Liu Z.; Zheng T.; Hu C.; Yang Y.; Sun Y.; Zhang Y.; Chen Z.; Chen L.; Luo J.. 2022. CORE-Lens: Simultaneous Communication and Object REcognition with Disentangled-GAN Cameras,benchmark_readiness,2,2,quarantined_quantitative_claim_cap_2,"{""B_baseline"":0.5,""baseline_class"":""internal"",""A_open_artifact"":1,""Pr_protocol"":1,""M_comparison"":0.3333,""V_validation"":0.6667,""composite"":0.7,""strong_guard_pass"":false}","[{""record_id"":""EVI-R05-SCR00833-012"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=11-12; section_heading=Cross-Domain Performance; figure_id=Figures 19-20""}]",phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
STC-SINGLETON-SCR-00833,Liu Z.; Zheng T.; Hu C.; Yang Y.; Sun Y.; Zhang Y.; Chen Z.; Chen L.; Luo J.. 2022. CORE-Lens: Simultaneous Communication and Object REcognition with Disentangled-GAN Cameras,comparison_admissibility,1,1,phase_d_survey_use_descriptive_only_cap_1|quarantined_metric_or_tradeoff_claim_cap_1,"{""domain_counts"":{""communication"":{""direct"":0,""conditional"":0,""descriptive_or_operational"":9,""legacy_insufficient"":0},""sensing"":{""direct"":0,""conditional"":0,""descriptive_or_operational"":9,""legacy_insufficient"":0}},""survey_use_class"":""descriptive_only"",""legacy_blank_resolution"":""insufficient_information_due_legacy_extraction""}","[{""record_id"":""MET-R05-SCR00833-013"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=10-11; section_heading=Impact of Varying Data Rates; figure_id=Figure 17""},{""record_id"":""MET-R05-SCR00833-014"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=10-11; section_heading=Impact of Varying Data Rates; figure_id=Figure 17""},{""record_id"":""MET-R05-SCR00833-015"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=11; section_heading=Impact of Varying Data Rates; figure_id=Figure 17""},{""record_id"":""MET-R05-SCR00833-016"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=11; section_heading=Impact of Varying Backgrounds; figure_id=Figure 18""},{""record_id"":""MET-R05-SCR00833-017"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=11; section_heading=Impact of Varying Backgrounds; figure_id=Figure 18""},{""record_id"":""MET-R05-SCR00833-021"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=12; section_heading=Table 1""},{""record_id"":""MET-R05-SCR00833-022"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=12; section_heading=Discussions on Limitations""},{""record_id"":""MET-R05-SCR00833-023"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=12; section_heading=Discussions on Limitations""},{""record_id"":""MET-R05-SCR00833-024"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=12; section_heading=Discussions on Limitations""},{""record_id"":""MET-R05-SCR00833-025"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=12; section_heading=Discussions on Limitations""},{""record_id"":""SCL-04425"",""record_type"":""claim_ledger"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=11; section_heading=Impact of Varying Data Rates; figure_id=Figure 17""}]",phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
STC-SINGLETON-SCR-00833,Liu Z.; Zheng T.; Hu C.; Yang Y.; Sun Y.; Zhang Y.; Chen Z.; Chen L.; Luo J.. 2022. CORE-Lens: Simultaneous Communication and Object REcognition with Disentangled-GAN Cameras,limitation_transparency,3,2,material_quarantined_source_conflict_limitation_cap_2,"{""L_author_limitations"":1,""G_author_gaps"":1,""A_assumptions"":1,""V_validation_boundary"":1,""T_tradeoff_transparency"":1,""composite"":1}","[{""record_id"":""EVI-R05-SCR00833-015"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=12; section_heading=Discussions on Limitations; Conclusion""},{""record_id"":""TRD-R05-SCR00833-001"",""record_type"":""tradeoff"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=9-11; section_heading=OR Overall Performance; OCC Impact of Varying Data Rates; figure_id=Figures 13 and 17""},{""record_id"":""TRD-R05-SCR00833-002"",""record_type"":""tradeoff"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=12; section_heading=Discussions on Limitations""}]",phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
STC-SINGLETON-SCR-00833,Liu Z.; Zheng T.; Hu C.; Yang Y.; Sun Y.; Zhang Y.; Chen Z.; Chen L.; Luo J.. 2022. CORE-Lens: Simultaneous Communication and Object REcognition with Disentangled-GAN Cameras,overall_evidence_contribution,2,2,any_quarantined_claim_overall_cap_2,"{""dimension_scores"":{""technical_relevance"":1,""metric_clarity"":1,""reporting_completeness"":3,""validation_maturity"":2,""reproducibility"":3,""benchmark_readiness"":2,""comparison_admissibility"":1,""limitation_transparency"":2},""arithmetic_mean"":1.875,""quarantined_claims"":1,""unresolved_conflict_register_rows"":1}","[{""record_id"":""SCL-04425"",""record_type"":""claim_ledger"",""source_screening_record_id"":""SCR-00833"",""locator"":""pdf_page=11; section_heading=Impact of Varying Data Rates; figure_id=Figure 17""}]",phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
STC-SINGLETON-SCR-00836,Fragner C.; Weiss A.P.; Wenzl F.P.; Leitgeb E.. 2022. Integrated Sensing and Communication in the Visible Spectral Range: A Novel Closed Loop Controller,technical_relevance,3,3,,"{""modality"":""VLC_LiFi"",""communication_present"":1,""sensing_present"":1,""integration_mechanisms"":[""other_integration_mechanism"",""shared_resource_allocation""],""strong_shared_mechanism"":true,""six_g_relevance"":""direct""}","[{""record_id"":""EVI-R06-SCR00836-002"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00836"",""locator"":""pdf_page=2-4; section_heading=Solution Approach; figure_id=Figures 1-2""},{""record_id"":""EVI-R06-SCR00836-003"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00836"",""locator"":""pdf_page=4; section_heading=Control Loop; figure_id=Figure 3""},{""record_id"":""EVI-R06-SCR00836-004"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00836"",""locator"":""pdf_page=2-4; section_heading=Coordinator; Control Loop; figure_id=Figures 1-3""},{""record_id"":""EVI-R06-SCR00836-005"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00836"",""locator"":""pdf_page=3; section_heading=Control Loop; figure_id=Figure 2""},{""record_id"":""EVI-R06-SCR00836-006"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00836"",""locator"":""pdf_page=4-5; section_heading=Experimental Setup; figure_id=Figure 4""},{""record_id"":""EVI-R06-SCR00836-008"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00836"",""locator"":""pdf_page=6; section_heading=Experimental Setup; table_id=Table I; figure_id=Figure 6""}]",phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
STC-SINGLETON-SCR-00836,Fragner C.; Weiss A.P.; Wenzl F.P.; Leitgeb E.. 2022. Integrated Sensing and Communication in the Visible Spectral Range: A Novel Closed Loop Controller,metric_clarity,3,3,,"{""domains"":{""communication"":{""rows"":13,""reported_rows"":12,""operational_rows"":12,""complete_rows"":12,""complete_ratio"":0.9230769230769231,""unresolved_conflicts"":0},""sensing"":{""rows"":16,""reported_rows"":16,""operational_rows"":16,""complete_rows"":16,""complete_ratio"":1,""unresolved_conflicts"":0}},""both_domains"":true,""minimum_domain_complete_ratio"":0.9231,""quarantined_metric_claims"":0}","[{""record_id"":""MET-R06-SCR00836-001"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00836"",""locator"":""pdf_page=2; section_heading=Coordinator; figure_id=Figure 1""},{""record_id"":""MET-R06-SCR00836-002"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00836"",""locator"":""pdf_page=2; section_heading=Coordinator""},{""record_id"":""MET-R06-SCR00836-003"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00836"",""locator"":""pdf_page=2; section_heading=Coordinator""},{""record_id"":""MET-R06-SCR00836-006"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00836"",""locator"":""pdf_page=3; section_heading=Control Loop; figure_id=Figure 2""},{""record_id"":""MET-R06-SCR00836-007"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00836"",""locator"":""pdf_page=3-4; section_heading=Control Loop; figure_id=Figure 2""},{""record_id"":""MET-R06-SCR00836-008"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00836"",""locator"":""pdf_page=3; section_heading=Control Loop; figure_id=Figure 2""},{""record_id"":""MET-R06-SCR00836-009"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00836"",""locator"":""pdf_page=3; section_heading=Control Loop; figure_id=Figure 2""},{""record_id"":""MET-R06-SCR00836-010"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00836"",""locator"":""pdf_page=4; section_heading=Experimental Setup; figure_id=Figure 1""},{""record_id"":""MET-R06-SCR00836-011"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00836"",""locator"":""pdf_page=4; section_heading=Experimental Setup; figure_id=Figure 4""},{""record_id"":""MET-R06-SCR00836-014"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00836"",""locator"":""pdf_page=5; section_heading=Experimental Setup""}]",phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
STC-SINGLETON-SCR-00836,Fragner C.; Weiss A.P.; Wenzl F.P.; Leitgeb E.. 2022. Integrated Sensing and Communication in the Visible Spectral Range: A Novel Closed Loop Controller,reporting_completeness,3,3,,"{""components"":{""modality_and_integration"":1,""shared_resource_and_functions"":1,""waveform_and_front_end"":1,""context"":1,""channel_and_hardware"":1,""dsp_and_design"":1,""validation"":1,""outcome_provenance"":1},""composite"":1,""metric_locator_rows"":29}","[{""record_id"":""MET-R06-SCR00836-001"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00836"",""locator"":""pdf_page=2; section_heading=Coordinator; figure_id=Figure 1""},{""record_id"":""MET-R06-SCR00836-002"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00836"",""locator"":""pdf_page=2; section_heading=Coordinator""},{""record_id"":""MET-R06-SCR00836-003"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00836"",""locator"":""pdf_page=2; section_heading=Coordinator""},{""record_id"":""MET-R06-SCR00836-006"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00836"",""locator"":""pdf_page=3; section_heading=Control Loop; figure_id=Figure 2""},{""record_id"":""MET-R06-SCR00836-007"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00836"",""locator"":""pdf_page=3-4; section_heading=Control Loop; figure_id=Figure 2""}]",phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
STC-SINGLETON-SCR-00836,Fragner C.; Weiss A.P.; Wenzl F.P.; Leitgeb E.. 2022. Integrated Sensing and Communication in the Visible Spectral Range: A Novel Closed Loop Controller,validation_maturity,2,2,,"{""canonical_maturity_max"":5,""canonical_categories"":[""controlled_prototype"",""laboratory_experiment""],""field_or_deployment_outcome_by_domain"":{""communication"":false,""sensing"":false},""strong_requires_both_functions"":true}","[{""record_id"":""MET-R06-SCR00836-001"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00836"",""locator"":""pdf_page=2; section_heading=Coordinator; figure_id=Figure 1""},{""record_id"":""MET-R06-SCR00836-002"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00836"",""locator"":""pdf_page=2; section_heading=Coordinator""},{""record_id"":""MET-R06-SCR00836-003"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00836"",""locator"":""pdf_page=2; section_heading=Coordinator""},{""record_id"":""MET-R06-SCR00836-006"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00836"",""locator"":""pdf_page=3; section_heading=Control Loop; figure_id=Figure 2""},{""record_id"":""MET-R06-SCR00836-007"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00836"",""locator"":""pdf_page=3-4; section_heading=Control Loop; figure_id=Figure 2""}]",phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
STC-SINGLETON-SCR-00836,Fragner C.; Weiss A.P.; Wenzl F.P.; Leitgeb E.. 2022. Integrated Sensing and Communication in the Visible Spectral Range: A Novel Closed Loop Controller,reproducibility,2,2,,"{""P_repeatable_parameters"":1,""D_dataset"":0,""C_code_or_model"":0,""S_setup"":1,""V_protocol_and_locator"":1,""composite"":0.6}","[{""record_id"":""EVI-R06-SCR00836-012"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00836"",""locator"":""pdf_page=6-7; section_heading=Acknowledgment; Complete report review""}]",phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
STC-SINGLETON-SCR-00836,Fragner C.; Weiss A.P.; Wenzl F.P.; Leitgeb E.. 2022. Integrated Sensing and Communication in the Visible Spectral Range: A Novel Closed Loop Controller,benchmark_readiness,2,2,,"{""B_baseline"":0.5,""baseline_class"":""internal"",""A_open_artifact"":0,""Pr_protocol"":1,""M_comparison"":0.3333,""V_validation"":0.6667,""composite"":0.5,""strong_guard_pass"":false}","[{""record_id"":""EVI-R06-SCR00836-012"",""record_type"":""evidence"",""source_screening_record_id"":""SCR-00836"",""locator"":""pdf_page=6-7; section_heading=Acknowledgment; Complete report review""},{""record_id"":""MET-R06-SCR00836-017"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00836"",""locator"":""pdf_page=6; section_heading=Experimental Setup; table_id=Table I; figure_id=Figure 6a""},{""record_id"":""MET-R06-SCR00836-018"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00836"",""locator"":""pdf_page=6; section_heading=Experimental Setup; table_id=Table I; figure_id=Figure 6a""},{""record_id"":""MET-R06-SCR00836-019"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00836"",""locator"":""pdf_page=6; section_heading=Experimental Setup; table_id=Table I; figure_id=Figure 6b""},{""record_id"":""MET-R06-SCR00836-020"",""record_type"":""metric"",""source_screening_record_id"":""SCR-00836"",""locator"":""pdf_page=6; section_heading=Experimental Setup; table_id=Table I; figure_id=Figure 6b""}]",phase_e_tqaf_deterministic_v1.0_2026-08-04,c1b3b89789c6ed3e20da5a6283e480875c1913e21af88ff59ac747a6aa949348
