paper_id,year,modality,scenario,metric_name,metric_value,metric_unit,definition_class,evidence_type,heading_path,line_start,line_end,excerpt_paraphrase,excerpt_quote,notes
O_ISAC_043,2023,Hybrid,Indoor,Δr_min,c/2B,m,DRMIN,eq,Photonic-based W-band Flexible TFDM Integrated Sensing and Communication System for Fiber-wireless Network > 2. Principles,21,31,Resolution is defined via c/(2B).,"### 2. Principles ![](_page_0_Figure_13.jpeg) Fig. 1. (a) concept of photonic-based ISAC networks, (b) principle of de-chirp, (c) concept of flexible waveforms As shown in Fig.",
O_ISAC_043,2023,Hybrid,Indoor,Δr_min,c/2B,m,DRMIN,eq,Photonic-based W-band Flexible TFDM Integrated Sensing and Communication System for Fiber-wireless Network > 2. Principles,22,32,Resolution is defined via c/(2B).,"![](_page_0_Figure_13.jpeg) Fig. 1. (a) concept of photonic-based ISAC networks, (b) principle of de-chirp, (c) concept of flexible waveforms As shown in Fig. 1(a), in different",
O_ISAC_043,2023,Hybrid,Indoor,Δr_min,c/2B,m,DRMIN,eq,Photonic-based W-band Flexible TFDM Integrated Sensing and Communication System for Fiber-wireless Network > 2. Principles,23,33,Resolution is defined via c/(2B).,"![](_page_0_Figure_13.jpeg) Fig. 1. (a) concept of photonic-based ISAC networks, (b) principle of de-chirp, (c) concept of flexible waveforms As shown in Fig. 1(a), in different",
O_ISAC_043,2023,Hybrid,Indoor,Δr_min,c/2B,m,DRMIN,eq,Photonic-based W-band Flexible TFDM Integrated Sensing and Communication System for Fiber-wireless Network > 2. Principles,24,34,Resolution is defined via c/(2B).,"Fig. 1. (a) concept of photonic-based ISAC networks, (b) principle of de-chirp, (c) concept of flexible waveforms As shown in Fig. 1(a), in different application",
O_ISAC_043,2023,Hybrid,Indoor,Δr_min,c/2B,m,DRMIN,eq,Photonic-based W-band Flexible TFDM Integrated Sensing and Communication System for Fiber-wireless Network > 2. Principles,25,35,Resolution is defined via c/(2B).,"Fig. 1. (a) concept of photonic-based ISAC networks, (b) principle of de-chirp, (c) concept of flexible waveforms As shown in Fig. 1(a), in different application",
O_ISAC_043,2023,Hybrid,Indoor,Δr_min,c/2B,m,DRMIN,eq,Photonic-based W-band Flexible TFDM Integrated Sensing and Communication System for Fiber-wireless Network > 2. Principles,26,36,Resolution is defined via c/(2B).,"As shown in Fig. 1(a), in different application scenarios, there are different requirements for communication and sensing. In the central office (CO), the flexible TFDM",
O_ISAC_043,2023,Hybrid,Indoor,Δr_min,c/2B,m,DRMIN,eq,Photonic-based W-band Flexible TFDM Integrated Sensing and Communication System for Fiber-wireless Network > 2. Principles,27,37,Resolution is defined via c/(2B).,"As shown in Fig. 1(a), in different application scenarios, there are different requirements for communication and sensing. In the central office (CO), the flexible TFDM",
O_ISAC_043,2023,Hybrid,Indoor,Δr_min,c/2B,m,DRMIN,eq,Photonic-based W-band Flexible TFDM Integrated Sensing and Communication System for Fiber-wireless Network > 2. Principles,28,38,Resolution is defined via c/(2B).,signals are generated and transmitted to the base station (BS) and other remote radio units (RRUs) with ISAC functions through the optical fiber. The optical-to-electrical,
O_ISAC_043,2023,Hybrid,Indoor,Δr_min,c/2B,m,DRMIN,eq,Photonic-based W-band Flexible TFDM Integrated Sensing and Communication System for Fiber-wireless Network > 2. Principles,29,39,Resolution is defined via c/(2B).,signals are generated and transmitted to the base station (BS) and other remote radio units (RRUs) with ISAC functions through the optical fiber. The optical-to-electrical,
O_ISAC_043,2023,Hybrid,Indoor,Δr_min,c/2B,m,DRMIN,eq,Photonic-based W-band Flexible TFDM Integrated Sensing and Communication System for Fiber-wireless Network > 2. Principles,30,40,Resolution is defined via c/(2B).,"The range resolution can be expressed as $\delta_r = c/2B_r$ , where c is the velocity of light, and $B_r$ is the bandwidth of LFM.",
O_ISAC_043,2023,Hybrid,Indoor,Δr_min,c/2B,m,DRMIN,eq,Photonic-based W-band Flexible TFDM Integrated Sensing and Communication System for Fiber-wireless Network > 2. Principles,31,41,Resolution is defined via c/(2B).,"The range resolution can be expressed as $\delta_r = c/2B_r$ , where c is the velocity of light, and $B_r$ is the bandwidth of LFM.",
O_ISAC_043,2023,Hybrid,Indoor,B,2000000000.0,Hz,OTHER,figure,Photonic-based W-band Flexible TFDM Integrated Sensing and Communication System for Fiber-wireless Network > 3. Experiment and Discussions,41,41,Bandwidth is reported.,"The experiment setup and the offline DSP are shown in Fig. 2. In the CO, the LFM and SCM 32-quadrature amplitude modulation (QAM) signals with",
O_ISAC_043,2023,Hybrid,Indoor,R,15000000000.0,bps,OTHER,text,Photonic-based W-band Flexible TFDM Integrated Sensing and Communication System for Fiber-wireless Network > 3. Experiment and Discussions > 4. Conclusion,61,61,Data rate/throughput is reported.,We proposed and experimentally demonstrated a W-band flexible TFDM photonic-based ISAC system for the fiber-wireless integrated network. The LFM and SCM signal can be flexibly,
O_ISAC_044,2024,Hybrid,Indoor,R,60000000000.0,bps,OTHER,text,Photonic-Based W-Band Integrated Sensing and Communication System With Flexible Time-Frequency Division Multiplexed Waveforms for Fiber-Wireless Network,23,23,Data rate/throughput is reported.,"designed integrated waveforms for time-frequency-division multiplexing (TFDM), allowing for flexible tradeoffs between data rate, range resolution, and detection distance according to the requirements of application",
O_ISAC_044,2024,Hybrid,Indoor,R,15000000000.0,bps,OTHER,text,Photonic-Based W-Band Integrated Sensing and Communication System With Flexible Time-Frequency Division Multiplexed Waveforms for Fiber-Wireless Network > I. INTRODUCTION,41,41,Data rate/throughput is reported.,"We conducted a comprehensive analysis of the key factors influencing system performance. Firstly, we examined the delay caused by link length mismatch and its impact",
O_ISAC_044,2024,Hybrid,Indoor,Δr_min,c/2B,m,DRMIN,eq,II. CLASSIFICATION AND ANALYSIS OF PHOTONIC-BASED MMW ISAC SYSTEMS > A. Flexible TFDM ISAC Waveforms Design,119,129,Resolution is defined via c/(2B).,"$$x_{com}(t) = \begin{cases} Y_{FDM}(t), 0 < t \le T_{LFM} \\ Y_{TDM}(t), T_{LFM} < t \le T_s \end{cases}$$ (5) where $Y_{FDM}(t)$ denotes the SCM signal in",
O_ISAC_044,2024,Hybrid,Indoor,Δr_min,c/2B,m,DRMIN,eq,II. CLASSIFICATION AND ANALYSIS OF PHOTONIC-BASED MMW ISAC SYSTEMS > A. Flexible TFDM ISAC Waveforms Design,120,130,Resolution is defined via c/(2B).,"$$x_{com}(t) = \begin{cases} Y_{FDM}(t), 0 < t \le T_{LFM} \\ Y_{TDM}(t), T_{LFM} < t \le T_s \end{cases}$$ (5) where $Y_{FDM}(t)$ denotes the SCM signal in",
O_ISAC_044,2024,Hybrid,Indoor,Δr_min,c/2B,m,DRMIN,eq,II. CLASSIFICATION AND ANALYSIS OF PHOTONIC-BASED MMW ISAC SYSTEMS > A. Flexible TFDM ISAC Waveforms Design,121,131,Resolution is defined via c/(2B).,(5) where $Y_{FDM}(t)$ denotes the SCM signal in the form of FDM with a bandwidth of $B_c$ ; while $Y_{TDM}(t)$ denotes the SCM signal <span,
O_ISAC_044,2024,Hybrid,Indoor,Δr_min,c/2B,m,DRMIN,eq,II. CLASSIFICATION AND ANALYSIS OF PHOTONIC-BASED MMW ISAC SYSTEMS > A. Flexible TFDM ISAC Waveforms Design,122,132,Resolution is defined via c/(2B).,"where $Y_{FDM}(t)$ denotes the SCM signal in the form of FDM with a bandwidth of $B_c$ ; while $Y_{TDM}(t)$ denotes the SCM signal <span id=""page-4-0""></span>in",
O_ISAC_044,2024,Hybrid,Indoor,Δr_min,c/2B,m,DRMIN,eq,II. CLASSIFICATION AND ANALYSIS OF PHOTONIC-BASED MMW ISAC SYSTEMS > A. Flexible TFDM ISAC Waveforms Design,123,133,Resolution is defined via c/(2B).,"where $Y_{FDM}(t)$ denotes the SCM signal in the form of FDM with a bandwidth of $B_c$ ; while $Y_{TDM}(t)$ denotes the SCM signal <span id=""page-4-0""></span>in",
O_ISAC_044,2024,Hybrid,Indoor,Δr_min,c/2B,m,DRMIN,eq,II. CLASSIFICATION AND ANALYSIS OF PHOTONIC-BASED MMW ISAC SYSTEMS > A. Flexible TFDM ISAC Waveforms Design,124,134,Resolution is defined via c/(2B).,"<span id=""page-4-0""></span>in the form of TDM which can use the full signal bandwidth $B_s$ , where $B_s = B_r + B_c + f_{GAP}$ ; $T_s$",
O_ISAC_044,2024,Hybrid,Indoor,Δr_min,c/2B,m,DRMIN,eq,II. CLASSIFICATION AND ANALYSIS OF PHOTONIC-BASED MMW ISAC SYSTEMS > A. Flexible TFDM ISAC Waveforms Design,125,135,Resolution is defined via c/(2B).,"<span id=""page-4-0""></span>in the form of TDM which can use the full signal bandwidth $B_s$ , where $B_s = B_r + B_c + f_{GAP}$ ; $T_s$",
O_ISAC_044,2024,Hybrid,Indoor,Δr_min,c/2B,m,DRMIN,eq,II. CLASSIFICATION AND ANALYSIS OF PHOTONIC-BASED MMW ISAC SYSTEMS > A. Flexible TFDM ISAC Waveforms Design,126,136,Resolution is defined via c/(2B).,"The range resolution and data information rate (DIR) are closely related to the bandwidth of the LFM and SCM signals, respectively. Their relationship can be",
O_ISAC_044,2024,Hybrid,Indoor,Δr_min,c/2B,m,DRMIN,eq,II. CLASSIFICATION AND ANALYSIS OF PHOTONIC-BASED MMW ISAC SYSTEMS > A. Flexible TFDM ISAC Waveforms Design,127,137,Resolution is defined via c/(2B).,"The range resolution and data information rate (DIR) are closely related to the bandwidth of the LFM and SCM signals, respectively. Their relationship can be",
O_ISAC_044,2024,Hybrid,Indoor,Δr_min,c/2B,m,DRMIN,eq,II. CLASSIFICATION AND ANALYSIS OF PHOTONIC-BASED MMW ISAC SYSTEMS > A. Flexible TFDM ISAC Waveforms Design,128,138,Resolution is defined via c/(2B).,$$\delta_r = c/2B_r \tag{6}$$ $$DIR = B_c \log_2(1 + SNR) \tag{7}$$ where *c* denotes the velocity of light and *SNR* denotes the signal-to-noise rate (SNR),
O_ISAC_044,2024,Hybrid,Indoor,Δr_min,c/2B,m,DRMIN,eq,II. CLASSIFICATION AND ANALYSIS OF PHOTONIC-BASED MMW ISAC SYSTEMS > A. Flexible TFDM ISAC Waveforms Design,129,139,Resolution is defined via c/(2B).,$$\delta_r = c/2B_r \tag{6}$$ $$DIR = B_c \log_2(1 + SNR) \tag{7}$$ where *c* denotes the velocity of light and *SNR* denotes the signal-to-noise rate (SNR),
O_ISAC_044,2024,Hybrid,Indoor,B,12000000000.0,Hz,OTHER,figure,II. CLASSIFICATION AND ANALYSIS OF PHOTONIC-BASED MMW ISAC SYSTEMS > B. Photonic-Based W-Band ISAC System for Fiber-Wireless Network > C. The Influence of System Delay on Ranging,273,273,Bandwidth is reported.,"To verify this conclusion, we conducted simulations using the commercially available optical system simulation platform, VPItransmissionMaker (VPI), with a setup identical to the experiment shown",
O_ISAC_044,2024,Hybrid,Indoor,B,2000000000.0,Hz,OTHER,figure,II. CLASSIFICATION AND ANALYSIS OF PHOTONIC-BASED MMW ISAC SYSTEMS > IV. EXPERIMENTAL SETUP,318,318,Bandwidth is reported.,"As a proof-of-concept, we set up an experiment of the photonics-based flexible W-band ISAC system with adaptive TFDM waveforms for the fiber-wireless network, as shown",
O_ISAC_044,2024,Hybrid,Indoor,B,100000.0,Hz,OTHER,figure,II. CLASSIFICATION AND ANALYSIS OF PHOTONIC-BASED MMW ISAC SYSTEMS > IV. EXPERIMENTAL SETUP,328,328,Bandwidth is reported.,"used the full 12-GHz bandwidth. The duration of each time cell was 68.27 ns and the total duration of the signal was 204.8 ns. Finally,",
O_ISAC_044,2024,Hybrid,Indoor,B,3000000000.0,Hz,OTHER,figure,II. CLASSIFICATION AND ANALYSIS OF PHOTONIC-BASED MMW ISAC SYSTEMS > V. RESULTS > *B. Performance of Flexible TFDM Waveforms*,358,358,Bandwidth is reported.,"For the communication aspect, the measured BER and constellations under different cases are presented in Fig. [10\(a\).](#page-11-0) It is evident that the BERs for cases",
O_ISAC_044,2024,Hybrid,Indoor,R,15000000000.0,bps,OTHER,text,VI. CONCLUSION,437,437,Data rate/throughput is reported.,"In summary, we proposed and experimentally demonstrated a W-band flexible TFDM photonic-based ISAC system for the fiber-wireless integrated network. Our approach enabled flexible combinations of",
O_ISAC_046,2024,Fiber,Unknown,B,100.0,Hz,OTHER,figure,Co-wavelength-channel Integration of Ultra-lowfrequency Distributed Acoustic Sensing and High-Capacity Communication > II. EXPERIMENTAL SETUP,24,24,Bandwidth is reported.,The proof-of-concept experimental setup is shown in Fig.1(a). A continuous-wave (CW) laser with a linewidth of 100 Hz and a central wave-length of 1550.12 nm,
O_ISAC_046,2024,Fiber,Unknown,Δz,20.0,m,DZ,text,Co-wavelength-channel Integration of Ultra-lowfrequency Distributed Acoustic Sensing and High-Capacity Communication > II. EXPERIMENTAL SETUP,26,42,Fiber spatial granularity/gauge length is reported.,**TABLE I.** Recent progress for ISAC in an optical fiber | Ref. | Multiplexing solution | Capacity (Tb/s) | Reach (km) | Vibration detection frequency,
O_ISAC_046,2024,Fiber,Unknown,Δz,20.0,m,DZ,text,Co-wavelength-channel Integration of Ultra-lowfrequency Distributed Acoustic Sensing and High-Capacity Communication > II. EXPERIMENTAL SETUP,27,43,Fiber spatial granularity/gauge length is reported.,| Ref. | Multiplexing solution | Capacity (Tb/s) | Reach (km) | Vibration detection frequency (Hz) | |-----------|-----------------------|-----------------|------------|------------------------------------| | [5] | SDM | 200.88 |,
O_ISAC_046,2024,Fiber,Unknown,Δz,20.0,m,DZ,text,Co-wavelength-channel Integration of Ultra-lowfrequency Distributed Acoustic Sensing and High-Capacity Communication > II. EXPERIMENTAL SETUP,28,44,Fiber spatial granularity/gauge length is reported.,| Ref. | Multiplexing solution | Capacity (Tb/s) | Reach (km) | Vibration detection frequency (Hz) | |-----------|-----------------------|-----------------|------------|------------------------------------| | [5] | SDM | 200.88 |,
O_ISAC_046,2024,Fiber,Unknown,Δz,20.0,m,DZ,text,Co-wavelength-channel Integration of Ultra-lowfrequency Distributed Acoustic Sensing and High-Capacity Communication > II. EXPERIMENTAL SETUP,29,45,Fiber spatial granularity/gauge length is reported.,|-----------|-----------------------|-----------------|------------|------------------------------------| | [5] | SDM | 200.88 | 16.5 | / | | [7] | Co-frequency-band | 0.056 | 24.5 | 800 | | [8],
O_ISAC_046,2024,Fiber,Unknown,Δz,20.0,m,DZ,text,Co-wavelength-channel Integration of Ultra-lowfrequency Distributed Acoustic Sensing and High-Capacity Communication > II. EXPERIMENTAL SETUP,30,46,Fiber spatial granularity/gauge length is reported.,| [5] | SDM | 200.88 | 16.5 | / | | [7] | Co-frequency-band | 0.056 | 24.5 | 800 | | [8] |,
O_ISAC_046,2024,Fiber,Unknown,Δz,20.0,m,DZ,text,Co-wavelength-channel Integration of Ultra-lowfrequency Distributed Acoustic Sensing and High-Capacity Communication > II. EXPERIMENTAL SETUP,31,47,Fiber spatial granularity/gauge length is reported.,| [7] | Co-frequency-band | 0.056 | 24.5 | 800 | | [8] | MDM | 0.0042 | 1 | 500 | | [9] |,
O_ISAC_046,2024,Fiber,Unknown,Δz,20.0,m,DZ,text,Co-wavelength-channel Integration of Ultra-lowfrequency Distributed Acoustic Sensing and High-Capacity Communication > II. EXPERIMENTAL SETUP,32,48,Fiber spatial granularity/gauge length is reported.,| [8] | MDM | 0.0042 | 1 | 500 | | [9] | WDM | 10 | 1007 | 16 | | [10] |,
O_ISAC_046,2024,Fiber,Unknown,Δz,20.0,m,DZ,text,Co-wavelength-channel Integration of Ultra-lowfrequency Distributed Acoustic Sensing and High-Capacity Communication > II. EXPERIMENTAL SETUP,33,49,Fiber spatial granularity/gauge length is reported.,| [9] | WDM | 10 | 1007 | 16 | | [10] | WDM | 36.8 | 110 | / | | [11] |,
O_ISAC_046,2024,Fiber,Unknown,Δz,20.0,m,DZ,text,Co-wavelength-channel Integration of Ultra-lowfrequency Distributed Acoustic Sensing and High-Capacity Communication > II. EXPERIMENTAL SETUP,34,50,Fiber spatial granularity/gauge length is reported.,| [10] | WDM | 36.8 | 110 | / | | [11] | Co-wavelength-channel | 0.2 | 10 | 500 | | This work,
O_ISAC_046,2024,Fiber,Unknown,Δz,20.0,m,DZ,text,Co-wavelength-channel Integration of Ultra-lowfrequency Distributed Acoustic Sensing and High-Capacity Communication > II. EXPERIMENTAL SETUP,35,51,Fiber spatial granularity/gauge length is reported.,| [11] | Co-wavelength-channel | 0.2 | 10 | 500 | | This work | Co-wavelength-channel | 241.85 | 38 | 0.1 | subcarriers is,
O_ISAC_046,2024,Fiber,Unknown,Δz,20.0,m,DZ,text,Co-wavelength-channel Integration of Ultra-lowfrequency Distributed Acoustic Sensing and High-Capacity Communication > II. EXPERIMENTAL SETUP,36,52,Fiber spatial granularity/gauge length is reported.,| This work | Co-wavelength-channel | 241.85 | 38 | 0.1 | subcarriers is first generated offline with a root-raised cosine (RRC) roll-off factor of,
O_ISAC_046,2024,Fiber,Unknown,Δz,20.0,m,DZ,text,Co-wavelength-channel Integration of Ultra-lowfrequency Distributed Acoustic Sensing and High-Capacity Communication > II. EXPERIMENTAL SETUP,37,53,Fiber spatial granularity/gauge length is reported.,"subcarriers is first generated offline with a root-raised cosine (RRC) roll-off factor of 0.01, and then the DSM signal is loaded into the arbitrary waveform",
O_ISAC_046,2024,Fiber,Unknown,Δz,20.0,m,DZ,text,Co-wavelength-channel Integration of Ultra-lowfrequency Distributed Acoustic Sensing and High-Capacity Communication > II. EXPERIMENTAL SETUP,38,54,Fiber spatial granularity/gauge length is reported.,"subcarriers is first generated offline with a root-raised cosine (RRC) roll-off factor of 0.01, and then the DSM signal is loaded into the arbitrary waveform",
O_ISAC_046,2024,Fiber,Unknown,Δz,20.0,m,DZ,text,Co-wavelength-channel Integration of Ultra-lowfrequency Distributed Acoustic Sensing and High-Capacity Communication > II. EXPERIMENTAL SETUP,39,55,Fiber spatial granularity/gauge length is reported.,"To fully leverage the optical spectrum resource for the transmission capacity enhancement, the other 95 WDM channels from 1527.60 nm to 1565.50 nm with a",
O_ISAC_046,2024,Fiber,Unknown,Δz,20.0,m,DZ,text,Co-wavelength-channel Integration of Ultra-lowfrequency Distributed Acoustic Sensing and High-Capacity Communication > II. EXPERIMENTAL SETUP,40,56,Fiber spatial granularity/gauge length is reported.,"To fully leverage the optical spectrum resource for the transmission capacity enhancement, the other 95 WDM channels from 1527.60 nm to 1565.50 nm with a",
O_ISAC_046,2024,Fiber,Unknown,Δz,20.0,m,DZ,text,Co-wavelength-channel Integration of Ultra-lowfrequency Distributed Acoustic Sensing and High-Capacity Communication > II. EXPERIMENTAL SETUP,41,57,Fiber spatial granularity/gauge length is reported.,"After 38-km seven-core-fibre transmission and space division demultiplexing, a piezoelectric transducer (PZT) is applied to generate an ultra-low-frequency acoustic wave. At the communication receiver (Rx),",
O_ISAC_046,2024,Fiber,Unknown,Δz,20.0,m,DZ,text,Co-wavelength-channel Integration of Ultra-lowfrequency Distributed Acoustic Sensing and High-Capacity Communication > II. EXPERIMENTAL SETUP,42,58,Fiber spatial granularity/gauge length is reported.,"After 38-km seven-core-fibre transmission and space division demultiplexing, a piezoelectric transducer (PZT) is applied to generate an ultra-low-frequency acoustic wave. At the communication receiver (Rx),",
O_ISAC_046,2024,Fiber,Unknown,B,8000000000.0,Hz,OTHER,figure,Co-wavelength-channel Integration of Ultra-lowfrequency Distributed Acoustic Sensing and High-Capacity Communication > III. RESULTS AND DISCUSSIONS,56,56,Bandwidth is reported.,We then study the interaction between the DAS and DSM signals. The relationship between the achieved Qfactor of the DSM signal and the inserted PI,
O_ISAC_047,2025,Hybrid,Indoor,R,5440000000.0,bps,OTHER,text,Zero-Padding 2D-DFT Scheme for Photonics-Assisted W-Band Fiber-Wireless ISAC System With Orthogonal Time Frequency Space Modulation,5,5,Data rate/throughput is reported.,"Abstract—In this paper, an orthogonal time frequency space (OTFS) waveform based on photonics-assisted is proposed in a W-band fiber-wireless integrated sensing and communication (ISAC) system.",
O_ISAC_047,2025,Hybrid,Indoor,R,5440000000.0,bps,OTHER,text,Zero-Padding 2D-DFT Scheme for Photonics-Assisted W-Band Fiber-Wireless ISAC System With Orthogonal Time Frequency Space Modulation > A. DSP of the Transmitter,60,60,Data rate/throughput is reported.,| Net data rate | 5.44 Gbit/s | |,
O_ISAC_047,2025,Hybrid,Indoor,B,1360000000.0,Hz,OTHER,text,Zero-Padding 2D-DFT Scheme for Photonics-Assisted W-Band Fiber-Wireless ISAC System With Orthogonal Time Frequency Space Modulation > III. OTFS-BASED PHOTONICS-ASSISTED W-BAND FIBER-WIRELESS ISAC SYSTEM,144,144,Bandwidth is reported.,"In the ISAC transmitter, the OTFS ISAC signal generated by a software-defined DSP routine (Tx DSP) is digital-to-analog converted by an arbitrary waveform generator (AWG)",
O_ISAC_047,2025,Hybrid,Indoor,R,5440000000.0,bps,OTHER,text,*B. Radar Sensing Performance*,211,211,Data rate/throughput is reported.,"a theoretical ranging resolution of 1.58 cm, which is better than that of other photonics-assisted ISAC systems. Meanwhile, the bandwidth of the OTFS ISAC signal",
O_ISAC_047,2025,Hybrid,Indoor,B,1360000000.0,Hz,OTHER,text,*B. Radar Sensing Performance*,211,211,Bandwidth is reported.,"a theoretical ranging resolution of 1.58 cm, which is better than that of other photonics-assisted ISAC systems. Meanwhile, the bandwidth of the OTFS ISAC signal",
O_ISAC_047,2025,Hybrid,Indoor,R,5440000000.0,bps,OTHER,text,*B. Radar Sensing Performance* > V. CONCLUSION,215,215,Data rate/throughput is reported.,"In this paper, by using the optical heterodyne technique, a photonics-assisted W-band fiber-wireless ISAC system based on a single OTFS waveform is proposed and experimentally",
O_ISAC_048,2023,FSO,Outdoor,CRB,6,m,OTHER,text,Power Allocation for OFDM-Based Free Space Optical Integrated Sensing and Communication,9,9,CRB/FIM is referenced.,*Abstract*—Integrated sensing and communication (ISAC) is one of the six usage scenarios of the sixth generation (6G) mobile communication system. Since an optical system can,
O_ISAC_048,2023,FSO,Outdoor,CRB,13,m,OTHER,text,I. INTRODUCTION,19,19,CRB/FIM is referenced.,"Among widely utilized multi-carrier schemes, orthogonal frequency division multiplexing (OFDM) has gained popularity in RF-ISAC systems due to its time-frequency interpretation. To overcome the limitations",
O_ISAC_048,2023,FSO,Outdoor,CRB,,,OTHER,text,I. INTRODUCTION > A. Communication Subsystem > B. Sensing Subsystem,91,91,CRB/FIM is referenced.,"With appropriate interpolation schemes, the precision of MLE approaches CRB asymptotically. Since CRB is inversely proportional to the Fisher information, which is proportional to the",
O_ISAC_048,2023,FSO,Outdoor,CRB,14,m,OTHER,text,I. INTRODUCTION > C. Clipping Noise Statistics > III. OPTIMAL POWER ALLOCATION FOR DCO-OFDM,124,124,CRB/FIM is referenced.,"As indicated by (14a) and (14b), the normalized SNRs depend on the power allocation for DC bias and each subcarrier, which further affects the spectral",
O_ISAC_048,2023,FSO,Outdoor,CRB,,,OTHER,text,I. INTRODUCTION > C. Clipping Noise Statistics > B. Power Allocation for Subcarriers,193,193,CRB/FIM is referenced.,where the threshold for the Fisher information is given by,
O_ISAC_048,2023,FSO,Outdoor,CRB,2,m,OTHER,text,I. INTRODUCTION > C. Clipping Noise Statistics > B. Power Allocation for Subcarriers,224,224,CRB/FIM is referenced.,"2) Case B: The optimal Fisher information is considered, which requires more power allocated to subcarriers with the highest frequency. In this case, index k",
O_ISAC_050,,VLC,Indoor,CRB,9,m,OTHER,eq,A. Simulation Settings,537,537,CRB/FIM is referenced.,"<span id=""page-9-5""></span>Moreover, we adopt the Cramer-Rao lower bound (CRLB) in [70] as a performance benchmark of our method, where TOA feature is adopted for VLP,",
O_ISAC_050,,VLC,Indoor,sigma_r,0.01,m,OTHER,text,B. Simulation Results,541,541,Estimator accuracy/RMSE is reported.,"1) Overall SPAO Performance: UD location and orientation estimate errors of various SPAO methods are shown in Figs. 6 and 7, respectively. It is shown",
O_ISAC_050,,VLC,Indoor,CRB,13,m,OTHER,eq,"<span id=""page-11-6""></span>APPENDIX C PROOF OF THEOREM 3 > REFERENCES",709,709,CRB/FIM is referenced.,"- <span id=""page-13-8""></span>[\[39\]](#page-1-4) A. T. Ihler, J. W. Fisher, R. L. Moses, and A. S. Willsky, ""Nonparametric belief propagation for self-localization of sensor networks,"" *IEEE",
O_ISAC_051,2023,Hybrid,Indoor,R,1000000000.0,bps,OTHER,text,Remote Phase-Shift LiDAR With Communication > I. INTRODUCTION,29,29,Data rate/throughput is reported.,"RMCW LiDAR is suggested to enhance the detection sensitivity for simultaneously ranging and velocimetry [20], [21], [22]. However, the distance resolution obtained from RMCW LiDAR",
O_ISAC_051,2023,Hybrid,Indoor,B,1200000000.0,Hz,OTHER,text,II. MODEL OF PHASE-SHIFT LASER RANGING WITH COMMUNICATION > IV. EXPERIMENTAL RESULTS AND DISCUSSION,288,288,Bandwidth is reported.,"memory (RAM) mode of the AD9910. The output DPSK signal amplified by microwave amplifier (MA) is split into two routes, one to the RF input",
O_ISAC_051,2023,Hybrid,Indoor,B,10000000.0,Hz,OTHER,eq,II. MODEL OF PHASE-SHIFT LASER RANGING WITH COMMUNICATION > *A. Ranging* > C. Discussion,340,340,Bandwidth is reported.,"In the PLRC system, the unambiguous range is dependent on the period of the PRN code, and the distance resolution is a function of the",
O_ISAC_051,2023,Hybrid,Indoor,R,10000000.0,bps,OTHER,text,II. MODEL OF PHASE-SHIFT LASER RANGING WITH COMMUNICATION > *A. Ranging* > V. CONCLUSION,360,360,Data rate/throughput is reported.,"In conclusion, a PRN-encoded RF subcarrier LiDAR architecture with the communication system is proposed for ISAC. To avoid range ambiguity and carry communication information in",
O_ISAC_052,2024,Hybrid,Indoor,CRB,12,m,OTHER,text,I. INTRODUCTION > A. Communication Receiver > B. Sensing Receiver,133,133,CRB/FIM is referenced.,"As the explicit expression for the variance of distance estimation is hard to acquire, the Cramèr-Rao Bound (CRB) is derived as the lower bound for",
O_ISAC_052,2024,Hybrid,Indoor,CRB,0,m,OTHER,text,I. INTRODUCTION > IV. ADAPTIVE RESOURCE ALLOCATION,177,177,CRB/FIM is referenced.,where $C_0$ and $I_0$ are reference values to normalize the dimensions of the spectral efficiency and the Fisher information. Constraints (20b) and (20c) restrict optical,
O_ISAC_052,2024,Hybrid,Indoor,B,204800000.0,Hz,OTHER,text,I. INTRODUCTION > IV. ADAPTIVE RESOURCE ALLOCATION > B. Subcarrier Power Allocation,259,259,Bandwidth is reported.,| Total bandwidth | B | 204.8 MHz |,
O_ISAC_052,2024,Hybrid,Indoor,R,14.0,bps,OTHER,text,I. INTRODUCTION > IV. ADAPTIVE RESOURCE ALLOCATION > B. Subcarrier Power Allocation,264,264,Data rate/throughput is reported.,| Reference spectral efficiency | $C_0$ | 14 bps/Hz |,
O_ISAC_052,2024,Hybrid,Indoor,CRB,0,m,OTHER,text,I. INTRODUCTION > IV. ADAPTIVE RESOURCE ALLOCATION > B. Subcarrier Power Allocation,265,265,CRB/FIM is referenced.,| Reference Fisher information | $I_0$ | $5.63 \times 10^7 \text{ s}^{-2}$ |,
O_ISAC_052,2024,Hybrid,Indoor,CRB,2,m,OTHER,figure,I. INTRODUCTION > V. NUMERICAL SIMULATIONS,308,308,CRB/FIM is referenced.,which is illustrated in Fig. 2 with respect to (w.r.t.) different weight factors. While a sensing-centric system ( $\rho=0.00$ ) allocates power to as high,
O_ISAC_055,2023,FSO,Outdoor,CRB,,,OTHER,text,II. SYSTEM MODEL > III. PERFORMANCE METRICS AND OPTIMIZATION,96,96,CRB/FIM is referenced.,"In this section, the achievable data rate, the bit error rate (BER) for communication, and the Cramér-Rao Bound (CRB) for sensing are derived theoretically. Moreover,",
O_ISAC_055,2023,FSO,Outdoor,CRB,,,OTHER,text,C. CRB for Sensing,142,142,CRB/FIM is referenced.,# C. CRB for Sensing,
