paper_id,category,tag,status,evidence,full_reasoning
O_ISAC_025,Source,Laser Diodes,NOT MENTIONED,No mention of laser diodes in the provided text.,"The authors propose and experimentally validate an architecture exploiting an optical transport network to facilitate joint support of sensing and communication services. The system architecture is described, and an optimization framework is designed and deployed to evaluate the performance of the proposed approach."
O_ISAC_025,Source,VCSELs,NOT MENTIONED,No mention of VCSELs in the provided text.,"The authors propose and experimentally validate an architecture exploiting an optical transport network to facilitate joint support of sensing and communication services. The system architecture is described, and an optimization framework is designed and deployed to evaluate the performance of the proposed approach."
O_ISAC_025,Source,LEDs,NOT MENTIONED,No mention of LEDs in the provided text.,"The authors propose and experimentally validate an architecture exploiting an optical transport network to facilitate joint support of sensing and communication services. The system architecture is described, and an optimization framework is designed and deployed to evaluate the performance of the proposed approach."
O_ISAC_025,Source,Frequency Combs,NOT MENTIONED,No mention of frequency combs in the provided text.,"The authors propose and experimentally validate an architecture exploiting an optical transport network to facilitate joint support of sensing and communication services. The system architecture is described, and an optimization framework is designed and deployed to evaluate the performance of the proposed approach."
O_ISAC_025,Modulation,IM/DD,NOT MENTIONED,No mention of IM/DD modulation in the provided text.,"The authors propose and experimentally validate an architecture exploiting an optical transport network to facilitate joint support of sensing and communication services. The system architecture is described, and an optimization framework is designed and deployed to evaluate the performance of the proposed approach."
O_ISAC_025,Modulation,"Coherent (MZM, IQ Modulators)",NOT MENTIONED,"No mention of coherent modulation or MZM/IQ modulators in the provided text, but OFDM modulation is mentioned.","The authors propose and experimentally validate an architecture exploiting an optical transport network to facilitate joint support of sensing and communication services. The system architecture is described, and an optimization framework is designed and deployed to evaluate the performance of the proposed approach."
O_ISAC_025,Detector,PIN,NOT MENTIONED,No mention of PIN detectors in the provided text.,"The authors propose and experimentally validate an architecture exploiting an optical transport network to facilitate joint support of sensing and communication services. The system architecture is described, and an optimization framework is designed and deployed to evaluate the performance of the proposed approach."
O_ISAC_025,Detector,APD,NOT MENTIONED,No mention of APD detectors in the provided text.,"The authors propose and experimentally validate an architecture exploiting an optical transport network to facilitate joint support of sensing and communication services. The system architecture is described, and an optimization framework is designed and deployed to evaluate the performance of the proposed approach."
O_ISAC_025,Detector,Balanced PD,NOT MENTIONED,No mention of balanced PD detectors in the provided text.,"The authors propose and experimentally validate an architecture exploiting an optical transport network to facilitate joint support of sensing and communication services. The system architecture is described, and an optimization framework is designed and deployed to evaluate the performance of the proposed approach."
O_ISAC_025,Detector,Coherent Receivers,NOT MENTIONED,No mention of coherent receivers in the provided text.,"The authors propose and experimentally validate an architecture exploiting an optical transport network to facilitate joint support of sensing and communication services. The system architecture is described, and an optimization framework is designed and deployed to evaluate the performance of the proposed approach."
O_ISAC_025,Beamforming,OPA,NOT MENTIONED,No mention of OPA beamforming in the provided text.,"The authors propose and experimentally validate an architecture exploiting an optical transport network to facilitate joint support of sensing and communication services. The system architecture is described, and an optimization framework is designed and deployed to evaluate the performance of the proposed approach."
O_ISAC_025,Beamforming,RIS,NOT MENTIONED,No mention of RIS beamforming in the provided text.,"The authors propose and experimentally validate an architecture exploiting an optical transport network to facilitate joint support of sensing and communication services. The system architecture is described, and an optimization framework is designed and deployed to evaluate the performance of the proposed approach."
O_ISAC_025,Beamforming,Lens Arrays,NOT MENTIONED,No mention of lens arrays in the provided text.,"The authors propose and experimentally validate an architecture exploiting an optical transport network to facilitate joint support of sensing and communication services. The system architecture is described, and an optimization framework is designed and deployed to evaluate the performance of the proposed approach."
O_ISAC_025,Impairments,Linewidth,NOT MENTIONED,No mention of linewidth impairments in the provided text.,"The authors propose and experimentally validate an architecture exploiting an optical transport network to facilitate joint support of sensing and communication services. The system architecture is described, and an optimization framework is designed and deployed to evaluate the performance of the proposed approach."
O_ISAC_025,Impairments,Phase Noise,NOT MENTIONED,No mention of phase noise impairments in the provided text.,"The authors propose and experimentally validate an architecture exploiting an optical transport network to facilitate joint support of sensing and communication services. The system architecture is described, and an optimization framework is designed and deployed to evaluate the performance of the proposed approach."
O_ISAC_025,Impairments,Nonlinearity,NOT MENTIONED,No mention of nonlinearity impairments in the provided text.,"The authors propose and experimentally validate an architecture exploiting an optical transport network to facilitate joint support of sensing and communication services. The system architecture is described, and an optimization framework is designed and deployed to evaluate the performance of the proposed approach."
O_ISAC_048,Source,Laser,MENTIONED,narrow and collimated laser beams adopted by FSO-ISAC,The authors propose a direct-current-biased optical OFDM (DCO-OFDM) scheme for free space optical integrated sensing and communication (FSO-ISAC). They model the clipping noise of DCO-OFDM using the Bussgang theorem and derive expressions for the signal-to-noise ratio (SNR) for both communication and sensing. The paper focuses on the optimization of power allocation for the DCO-OFDM scheme in a communication-centric scenario.
O_ISAC_048,Modulation,OFDM,USED,The authors propose a direct-current-biased optical OFDM (DCO-OFDM) scheme for FSO-ISAC,The authors propose a direct-current-biased optical OFDM (DCO-OFDM) scheme for free space optical integrated sensing and communication (FSO-ISAC). They model the clipping noise of DCO-OFDM using the Bussgang theorem and derive expressions for the signal-to-noise ratio (SNR) for both communication and sensing. The paper focuses on the optimization of power allocation for the DCO-OFDM scheme in a communication-centric scenario.
O_ISAC_048,Detector,None,NOT MENTIONED,No specific detector is mentioned in the provided text,The authors propose a direct-current-biased optical OFDM (DCO-OFDM) scheme for free space optical integrated sensing and communication (FSO-ISAC). They model the clipping noise of DCO-OFDM using the Bussgang theorem and derive expressions for the signal-to-noise ratio (SNR) for both communication and sensing. The paper focuses on the optimization of power allocation for the DCO-OFDM scheme in a communication-centric scenario.
O_ISAC_048,Beamforming,None,NOT MENTIONED,No specific beamforming technique is mentioned in the provided text,The authors propose a direct-current-biased optical OFDM (DCO-OFDM) scheme for free space optical integrated sensing and communication (FSO-ISAC). They model the clipping noise of DCO-OFDM using the Bussgang theorem and derive expressions for the signal-to-noise ratio (SNR) for both communication and sensing. The paper focuses on the optimization of power allocation for the DCO-OFDM scheme in a communication-centric scenario.
O_ISAC_048,Impairments,Clipping Noise,MODELLED,The Bussgang theorem is used to model the clipping noise of DCO-OFDM,The authors propose a direct-current-biased optical OFDM (DCO-OFDM) scheme for free space optical integrated sensing and communication (FSO-ISAC). They model the clipping noise of DCO-OFDM using the Bussgang theorem and derive expressions for the signal-to-noise ratio (SNR) for both communication and sensing. The paper focuses on the optimization of power allocation for the DCO-OFDM scheme in a communication-centric scenario.
O_ISAC_048,Source,Laser Diodes,NOT MENTIONED,No mention of laser diodes in the provided text.,The authors propose a direct-current-biased optical OFDM (DCO-OFDM) scheme for free space optical integrated sensing and communication (FSO-ISAC). They model the clipping noise of DCO-OFDM using the Bussgang theorem and derive expressions for the signal-to-noise ratio (SNR) for both communication and sensing signals. The authors then formulate an optimization problem for power allocation to maximize the spectral efficiency for communication while guaranteeing the sensing precision.
O_ISAC_048,Source,VCSELs,NOT MENTIONED,No mention of VCSELs in the provided text.,The authors propose a direct-current-biased optical OFDM (DCO-OFDM) scheme for free space optical integrated sensing and communication (FSO-ISAC). They model the clipping noise of DCO-OFDM using the Bussgang theorem and derive expressions for the signal-to-noise ratio (SNR) for both communication and sensing signals. The authors then formulate an optimization problem for power allocation to maximize the spectral efficiency for communication while guaranteeing the sensing precision.
O_ISAC_048,Source,LEDs,NOT MENTIONED,No mention of LEDs in the provided text.,The authors propose a direct-current-biased optical OFDM (DCO-OFDM) scheme for free space optical integrated sensing and communication (FSO-ISAC). They model the clipping noise of DCO-OFDM using the Bussgang theorem and derive expressions for the signal-to-noise ratio (SNR) for both communication and sensing signals. The authors then formulate an optimization problem for power allocation to maximize the spectral efficiency for communication while guaranteeing the sensing precision.
O_ISAC_048,Source,Frequency Combs,NOT MENTIONED,No mention of frequency combs in the provided text.,The authors propose a direct-current-biased optical OFDM (DCO-OFDM) scheme for free space optical integrated sensing and communication (FSO-ISAC). They model the clipping noise of DCO-OFDM using the Bussgang theorem and derive expressions for the signal-to-noise ratio (SNR) for both communication and sensing signals. The authors then formulate an optimization problem for power allocation to maximize the spectral efficiency for communication while guaranteeing the sensing precision.
O_ISAC_048,Modulation,IM/DD,USED (Simulation),"The authors propose a direct-current-biased optical OFDM (DCO-OFDM) scheme, which implies the use of intensity modulation and direct detection (IM/DD).",The authors propose a direct-current-biased optical OFDM (DCO-OFDM) scheme for free space optical integrated sensing and communication (FSO-ISAC). They model the clipping noise of DCO-OFDM using the Bussgang theorem and derive expressions for the signal-to-noise ratio (SNR) for both communication and sensing signals. The authors then formulate an optimization problem for power allocation to maximize the spectral efficiency for communication while guaranteeing the sensing precision.
O_ISAC_048,Modulation,"Coherent (MZM, IQ Modulators)",NOT MENTIONED,No mention of coherent modulation or specific modulators like MZM or IQ modulators in the provided text.,The authors propose a direct-current-biased optical OFDM (DCO-OFDM) scheme for free space optical integrated sensing and communication (FSO-ISAC). They model the clipping noise of DCO-OFDM using the Bussgang theorem and derive expressions for the signal-to-noise ratio (SNR) for both communication and sensing signals. The authors then formulate an optimization problem for power allocation to maximize the spectral efficiency for communication while guaranteeing the sensing precision.
O_ISAC_048,Detectors,PIN,NOT MENTIONED,No mention of PIN detectors in the provided text.,The authors propose a direct-current-biased optical OFDM (DCO-OFDM) scheme for free space optical integrated sensing and communication (FSO-ISAC). They model the clipping noise of DCO-OFDM using the Bussgang theorem and derive expressions for the signal-to-noise ratio (SNR) for both communication and sensing signals. The authors then formulate an optimization problem for power allocation to maximize the spectral efficiency for communication while guaranteeing the sensing precision.
O_ISAC_048,Detectors,APD,NOT MENTIONED,No mention of APD detectors in the provided text.,The authors propose a direct-current-biased optical OFDM (DCO-OFDM) scheme for free space optical integrated sensing and communication (FSO-ISAC). They model the clipping noise of DCO-OFDM using the Bussgang theorem and derive expressions for the signal-to-noise ratio (SNR) for both communication and sensing signals. The authors then formulate an optimization problem for power allocation to maximize the spectral efficiency for communication while guaranteeing the sensing precision.
O_ISAC_048,Detectors,Balanced PD,NOT MENTIONED,No mention of balanced photodetectors in the provided text.,The authors propose a direct-current-biased optical OFDM (DCO-OFDM) scheme for free space optical integrated sensing and communication (FSO-ISAC). They model the clipping noise of DCO-OFDM using the Bussgang theorem and derive expressions for the signal-to-noise ratio (SNR) for both communication and sensing signals. The authors then formulate an optimization problem for power allocation to maximize the spectral efficiency for communication while guaranteeing the sensing precision.
O_ISAC_048,Detectors,Coherent Receivers,NOT MENTIONED,No mention of coherent receivers in the provided text.,The authors propose a direct-current-biased optical OFDM (DCO-OFDM) scheme for free space optical integrated sensing and communication (FSO-ISAC). They model the clipping noise of DCO-OFDM using the Bussgang theorem and derive expressions for the signal-to-noise ratio (SNR) for both communication and sensing signals. The authors then formulate an optimization problem for power allocation to maximize the spectral efficiency for communication while guaranteeing the sensing precision.
O_ISAC_048,Beamforming,OPA,NOT MENTIONED,No mention of optical phase arrays (OPA) in the provided text.,The authors propose a direct-current-biased optical OFDM (DCO-OFDM) scheme for free space optical integrated sensing and communication (FSO-ISAC). They model the clipping noise of DCO-OFDM using the Bussgang theorem and derive expressions for the signal-to-noise ratio (SNR) for both communication and sensing signals. The authors then formulate an optimization problem for power allocation to maximize the spectral efficiency for communication while guaranteeing the sensing precision.
O_ISAC_048,Beamforming,RIS,NOT MENTIONED,No mention of reconfigurable intelligent surfaces (RIS) in the provided text.,The authors propose a direct-current-biased optical OFDM (DCO-OFDM) scheme for free space optical integrated sensing and communication (FSO-ISAC). They model the clipping noise of DCO-OFDM using the Bussgang theorem and derive expressions for the signal-to-noise ratio (SNR) for both communication and sensing signals. The authors then formulate an optimization problem for power allocation to maximize the spectral efficiency for communication while guaranteeing the sensing precision.
O_ISAC_048,Beamforming,Lens Arrays,NOT MENTIONED,No mention of lens arrays in the provided text.,The authors propose a direct-current-biased optical OFDM (DCO-OFDM) scheme for free space optical integrated sensing and communication (FSO-ISAC). They model the clipping noise of DCO-OFDM using the Bussgang theorem and derive expressions for the signal-to-noise ratio (SNR) for both communication and sensing signals. The authors then formulate an optimization problem for power allocation to maximize the spectral efficiency for communication while guaranteeing the sensing precision.
O_ISAC_048,Impairments,Linewidth,NOT MENTIONED,No mention of laser linewidth in the provided text.,The authors propose a direct-current-biased optical OFDM (DCO-OFDM) scheme for free space optical integrated sensing and communication (FSO-ISAC). They model the clipping noise of DCO-OFDM using the Bussgang theorem and derive expressions for the signal-to-noise ratio (SNR) for both communication and sensing signals. The authors then formulate an optimization problem for power allocation to maximize the spectral efficiency for communication while guaranteeing the sensing precision.
O_ISAC_048,Impairments,Phase Noise,NOT MENTIONED,No mention of phase noise in the provided text.,The authors propose a direct-current-biased optical OFDM (DCO-OFDM) scheme for free space optical integrated sensing and communication (FSO-ISAC). They model the clipping noise of DCO-OFDM using the Bussgang theorem and derive expressions for the signal-to-noise ratio (SNR) for both communication and sensing signals. The authors then formulate an optimization problem for power allocation to maximize the spectral efficiency for communication while guaranteeing the sensing precision.
O_ISAC_048,Impairments,Nonlinearity,MENTIONED (Clipping Noise),"The authors model the clipping noise of DCO-OFDM using the Bussgang theorem, which is related to nonlinearity in the system.",The authors propose a direct-current-biased optical OFDM (DCO-OFDM) scheme for free space optical integrated sensing and communication (FSO-ISAC). They model the clipping noise of DCO-OFDM using the Bussgang theorem and derive expressions for the signal-to-noise ratio (SNR) for both communication and sensing signals. The authors then formulate an optimization problem for power allocation to maximize the spectral efficiency for communication while guaranteeing the sensing precision.
O_ISAC_023,Source,Laser Diode,NOT MENTIONED,No mention of laser diode in the provided text.,"The authors propose a DCO-OFDM scheme for FSO-ISAC and analyze its performance metrics for both communication and sensing. They model the clipping noise as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. The joint power allocation problem is formulated and decomposed into subproblems for DC bias and subcarrier power allocation, which are solved using a block coordinate descent algorithm."
O_ISAC_023,Source,VCSEL,NOT MENTIONED,No mention of VCSEL in the provided text.,"The authors propose a DCO-OFDM scheme for FSO-ISAC and analyze its performance metrics for both communication and sensing. They model the clipping noise as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. The joint power allocation problem is formulated and decomposed into subproblems for DC bias and subcarrier power allocation, which are solved using a block coordinate descent algorithm."
O_ISAC_023,Source,LED,NOT MENTIONED,No mention of LED in the provided text.,"The authors propose a DCO-OFDM scheme for FSO-ISAC and analyze its performance metrics for both communication and sensing. They model the clipping noise as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. The joint power allocation problem is formulated and decomposed into subproblems for DC bias and subcarrier power allocation, which are solved using a block coordinate descent algorithm."
O_ISAC_023,Source,Frequency Combs,NOT MENTIONED,No mention of frequency combs in the provided text.,"The authors propose a DCO-OFDM scheme for FSO-ISAC and analyze its performance metrics for both communication and sensing. They model the clipping noise as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. The joint power allocation problem is formulated and decomposed into subproblems for DC bias and subcarrier power allocation, which are solved using a block coordinate descent algorithm."
O_ISAC_023,Modulation,IM/DD,USED (Simulation),"The authors propose a DCO-OFDM scheme for FSO-ISAC, which uses intensity modulation and direct detection (IM/DD).","The authors propose a DCO-OFDM scheme for FSO-ISAC and analyze its performance metrics for both communication and sensing. They model the clipping noise as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. The joint power allocation problem is formulated and decomposed into subproblems for DC bias and subcarrier power allocation, which are solved using a block coordinate descent algorithm."
O_ISAC_023,Modulation,"Coherent (MZM, IQ Modulators)",NOT MENTIONED,No mention of coherent modulation or MZM/IQ modulators in the provided text.,"The authors propose a DCO-OFDM scheme for FSO-ISAC and analyze its performance metrics for both communication and sensing. They model the clipping noise as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. The joint power allocation problem is formulated and decomposed into subproblems for DC bias and subcarrier power allocation, which are solved using a block coordinate descent algorithm."
O_ISAC_023,Detector,PIN,NOT MENTIONED,No mention of PIN photodetector in the provided text.,"The authors propose a DCO-OFDM scheme for FSO-ISAC and analyze its performance metrics for both communication and sensing. They model the clipping noise as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. The joint power allocation problem is formulated and decomposed into subproblems for DC bias and subcarrier power allocation, which are solved using a block coordinate descent algorithm."
O_ISAC_023,Detector,APD,NOT MENTIONED,No mention of APD photodetector in the provided text.,"The authors propose a DCO-OFDM scheme for FSO-ISAC and analyze its performance metrics for both communication and sensing. They model the clipping noise as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. The joint power allocation problem is formulated and decomposed into subproblems for DC bias and subcarrier power allocation, which are solved using a block coordinate descent algorithm."
O_ISAC_023,Detector,Balanced PD,NOT MENTIONED,No mention of balanced photodetector in the provided text.,"The authors propose a DCO-OFDM scheme for FSO-ISAC and analyze its performance metrics for both communication and sensing. They model the clipping noise as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. The joint power allocation problem is formulated and decomposed into subproblems for DC bias and subcarrier power allocation, which are solved using a block coordinate descent algorithm."
O_ISAC_023,Detector,Coherent Receivers,NOT MENTIONED,No mention of coherent receivers in the provided text.,"The authors propose a DCO-OFDM scheme for FSO-ISAC and analyze its performance metrics for both communication and sensing. They model the clipping noise as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. The joint power allocation problem is formulated and decomposed into subproblems for DC bias and subcarrier power allocation, which are solved using a block coordinate descent algorithm."
O_ISAC_023,Beamforming,OPA,NOT MENTIONED,No mention of optical phased array (OPA) in the provided text.,"The authors propose a DCO-OFDM scheme for FSO-ISAC and analyze its performance metrics for both communication and sensing. They model the clipping noise as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. The joint power allocation problem is formulated and decomposed into subproblems for DC bias and subcarrier power allocation, which are solved using a block coordinate descent algorithm."
O_ISAC_023,Beamforming,RIS,NOT MENTIONED,No mention of reconfigurable intelligent surface (RIS) in the provided text.,"The authors propose a DCO-OFDM scheme for FSO-ISAC and analyze its performance metrics for both communication and sensing. They model the clipping noise as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. The joint power allocation problem is formulated and decomposed into subproblems for DC bias and subcarrier power allocation, which are solved using a block coordinate descent algorithm."
O_ISAC_023,Beamforming,Lens Arrays,NOT MENTIONED,No mention of lens arrays in the provided text.,"The authors propose a DCO-OFDM scheme for FSO-ISAC and analyze its performance metrics for both communication and sensing. They model the clipping noise as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. The joint power allocation problem is formulated and decomposed into subproblems for DC bias and subcarrier power allocation, which are solved using a block coordinate descent algorithm."
O_ISAC_023,Impairments,Linewidth,NOT MENTIONED,No mention of laser linewidth in the provided text.,"The authors propose a DCO-OFDM scheme for FSO-ISAC and analyze its performance metrics for both communication and sensing. They model the clipping noise as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. The joint power allocation problem is formulated and decomposed into subproblems for DC bias and subcarrier power allocation, which are solved using a block coordinate descent algorithm."
O_ISAC_023,Impairments,Phase Noise,NOT MENTIONED,No mention of phase noise in the provided text.,"The authors propose a DCO-OFDM scheme for FSO-ISAC and analyze its performance metrics for both communication and sensing. They model the clipping noise as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. The joint power allocation problem is formulated and decomposed into subproblems for DC bias and subcarrier power allocation, which are solved using a block coordinate descent algorithm."
O_ISAC_023,Impairments,Nonlinearity,MENTIONED,The authors mention nonlinear distortion in the context of clipping noise.,"The authors propose a DCO-OFDM scheme for FSO-ISAC and analyze its performance metrics for both communication and sensing. They model the clipping noise as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. The joint power allocation problem is formulated and decomposed into subproblems for DC bias and subcarrier power allocation, which are solved using a block coordinate descent algorithm."
O_ISAC_023,Source,Laser Diode,NOT MENTIONED,No mention of laser diode in the provided text.,"The authors propose a DCO-OFDM scheme for FSO-ISAC and analyze its performance metrics for both communication and sensing. They model the clipping noise as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. The joint power allocation problem is formulated and decomposed into subproblems for DC bias and subcarrier power allocation, which are solved using a block coordinate descent algorithm."
O_ISAC_023,Source,VCSEL,NOT MENTIONED,No mention of VCSEL in the provided text.,"The authors propose a DCO-OFDM scheme for FSO-ISAC and analyze its performance metrics for both communication and sensing. They model the clipping noise as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. The joint power allocation problem is formulated and decomposed into subproblems for DC bias and subcarrier power allocation, which are solved using a block coordinate descent algorithm."
O_ISAC_023,Source,LED,NOT MENTIONED,No mention of LED in the provided text.,"The authors propose a DCO-OFDM scheme for FSO-ISAC and analyze its performance metrics for both communication and sensing. They model the clipping noise as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. The joint power allocation problem is formulated and decomposed into subproblems for DC bias and subcarrier power allocation, which are solved using a block coordinate descent algorithm."
O_ISAC_023,Source,Frequency Comb,NOT MENTIONED,No mention of frequency comb in the provided text.,"The authors propose a DCO-OFDM scheme for FSO-ISAC and analyze its performance metrics for both communication and sensing. They model the clipping noise as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. The joint power allocation problem is formulated and decomposed into subproblems for DC bias and subcarrier power allocation, which are solved using a block coordinate descent algorithm."
O_ISAC_023,Modulation,IM/DD,USED (Simulation),"The authors propose a DCO-OFDM scheme, which is based on intensity modulation and direct detection (IM/DD).","The authors propose a DCO-OFDM scheme for FSO-ISAC and analyze its performance metrics for both communication and sensing. They model the clipping noise as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. The joint power allocation problem is formulated and decomposed into subproblems for DC bias and subcarrier power allocation, which are solved using a block coordinate descent algorithm."
O_ISAC_023,Modulation,"Coherent (MZM, IQ Modulators)",NOT MENTIONED,No mention of coherent modulation or MZM/IQ modulators in the provided text.,"The authors propose a DCO-OFDM scheme for FSO-ISAC and analyze its performance metrics for both communication and sensing. They model the clipping noise as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. The joint power allocation problem is formulated and decomposed into subproblems for DC bias and subcarrier power allocation, which are solved using a block coordinate descent algorithm."
O_ISAC_023,Detector,PIN,NOT MENTIONED,No mention of PIN detector in the provided text.,"The authors propose a DCO-OFDM scheme for FSO-ISAC and analyze its performance metrics for both communication and sensing. They model the clipping noise as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. The joint power allocation problem is formulated and decomposed into subproblems for DC bias and subcarrier power allocation, which are solved using a block coordinate descent algorithm."
O_ISAC_023,Detector,APD,NOT MENTIONED,No mention of APD detector in the provided text.,"The authors propose a DCO-OFDM scheme for FSO-ISAC and analyze its performance metrics for both communication and sensing. They model the clipping noise as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. The joint power allocation problem is formulated and decomposed into subproblems for DC bias and subcarrier power allocation, which are solved using a block coordinate descent algorithm."
O_ISAC_023,Detector,Balanced PD,NOT MENTIONED,No mention of balanced PD detector in the provided text.,"The authors propose a DCO-OFDM scheme for FSO-ISAC and analyze its performance metrics for both communication and sensing. They model the clipping noise as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. The joint power allocation problem is formulated and decomposed into subproblems for DC bias and subcarrier power allocation, which are solved using a block coordinate descent algorithm."
O_ISAC_023,Detector,Coherent Receiver,NOT MENTIONED,No mention of coherent receiver in the provided text.,"The authors propose a DCO-OFDM scheme for FSO-ISAC and analyze its performance metrics for both communication and sensing. They model the clipping noise as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. The joint power allocation problem is formulated and decomposed into subproblems for DC bias and subcarrier power allocation, which are solved using a block coordinate descent algorithm."
O_ISAC_023,Beamforming,OPA,NOT MENTIONED,No mention of OPA in the provided text.,"The authors propose a DCO-OFDM scheme for FSO-ISAC and analyze its performance metrics for both communication and sensing. They model the clipping noise as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. The joint power allocation problem is formulated and decomposed into subproblems for DC bias and subcarrier power allocation, which are solved using a block coordinate descent algorithm."
O_ISAC_023,Beamforming,RIS,NOT MENTIONED,No mention of RIS in the provided text.,"The authors propose a DCO-OFDM scheme for FSO-ISAC and analyze its performance metrics for both communication and sensing. They model the clipping noise as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. The joint power allocation problem is formulated and decomposed into subproblems for DC bias and subcarrier power allocation, which are solved using a block coordinate descent algorithm."
O_ISAC_023,Beamforming,Lens Array,NOT MENTIONED,No mention of lens array in the provided text.,"The authors propose a DCO-OFDM scheme for FSO-ISAC and analyze its performance metrics for both communication and sensing. They model the clipping noise as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. The joint power allocation problem is formulated and decomposed into subproblems for DC bias and subcarrier power allocation, which are solved using a block coordinate descent algorithm."
O_ISAC_023,Impairments,Linewidth,NOT MENTIONED,No mention of linewidth in the provided text.,"The authors propose a DCO-OFDM scheme for FSO-ISAC and analyze its performance metrics for both communication and sensing. They model the clipping noise as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. The joint power allocation problem is formulated and decomposed into subproblems for DC bias and subcarrier power allocation, which are solved using a block coordinate descent algorithm."
O_ISAC_023,Impairments,Phase Noise,NOT MENTIONED,No mention of phase noise in the provided text.,"The authors propose a DCO-OFDM scheme for FSO-ISAC and analyze its performance metrics for both communication and sensing. They model the clipping noise as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. The joint power allocation problem is formulated and decomposed into subproblems for DC bias and subcarrier power allocation, which are solved using a block coordinate descent algorithm."
O_ISAC_023,Impairments,Nonlinearity,MENTIONED,The authors mention nonlinear distortion in optical systems.,"The authors propose a DCO-OFDM scheme for FSO-ISAC and analyze its performance metrics for both communication and sensing. They model the clipping noise as additive colored Gaussian noise and establish an equivalent frequency-selective channel for FSO-ISAC. The joint power allocation problem is formulated and decomposed into subproblems for DC bias and subcarrier power allocation, which are solved using a block coordinate descent algorithm."
O_ISAC_024,Source,Narrow Linewidth Laser,USED (Experiment),The narrow linewidth laser (NKT E15) is equally split via a polarization-maintaining coupler into two paths.,The authors describe an experimental setup in Section 'EXPERIMENTAL RESULTS' using a narrow linewidth laser and a coherent receiver. They also propose a novel framework that exploits the distortion of sensing probe in a digital subcarrier multiplexing (DSCM)-based ISAC system.
O_ISAC_024,Detector,Balanced Photodetectors,USED (Experiment),The 16QAM signals are received by utilizing a dual-polarization hybrid and four balanced photodetectors.,The authors describe an experimental setup in Section 'EXPERIMENTAL RESULTS' using a narrow linewidth laser and a coherent receiver. They also propose a novel framework that exploits the distortion of sensing probe in a digital subcarrier multiplexing (DSCM)-based ISAC system.
O_ISAC_024,Modulation,Coherent,USED (Experiment),"The ISAC signal is received by utilizing a dual-polarization hybrid and four balanced photodetectors, and the frequency response of the sensing probe is extracted from the coherent receiver.",The authors describe an experimental setup in Section 'EXPERIMENTAL RESULTS' using a narrow linewidth laser and a coherent receiver. They also propose a novel framework that exploits the distortion of sensing probe in a digital subcarrier multiplexing (DSCM)-based ISAC system.
O_ISAC_024,Impairments,Frequency-dependent distortions,MENTIONED,"These distortions lead to a non-flat frequency response of sensing probe, resulting in mismatched filtering at the receiver and degrading both SNR and spatial resolution.",The authors describe an experimental setup in Section 'EXPERIMENTAL RESULTS' using a narrow linewidth laser and a coherent receiver. They also propose a novel framework that exploits the distortion of sensing probe in a digital subcarrier multiplexing (DSCM)-based ISAC system.
O_ISAC_024,Source,Narrow Linewidth Laser,USED (Experiment),The narrow linewidth laser (NKT E15) is equally split via a polarization-maintaining coupler into two paths.,The authors describe an experimental setup in Section 'EXPERIMENTAL RESULTS' using a narrow linewidth laser and a coherent receiver. They also propose a novel framework that exploits the distortion of sensing probe in a digital subcarrier multiplexing (DSCM)-based ISAC system.
